strategy,trade_date,industry,weight,market_value
production_governed_vol_position_v1_1_recovery,2026-05-25,半导体,0.6608150678174369,402244.0
production_governed_vol_position_v1_1_recovery,2026-05-22,半导体,0.6439247179004086,371100.0
production_governed_vol_position_v1_1_recovery,2026-05-20,半导体,0.6333966818953026,341312.0
production_governed_vol_position_v1_1_recovery,2026-05-21,半导体,0.6290644269421433,345492.0
production_governed_vol_position_v1_1_recovery,2026-05-19,半导体,0.6023940522492448,317760.0
production_governed_vol_position_v1_1_recovery,2026-05-13,半导体,0.5977878806088339,310484.0
production_governed_vol_position_v1_1_recovery,2026-05-18,半导体,0.5964367257323828,309184.0
production_governed_vol_position_v1_1_recovery,2026-05-15,半导体,0.5957797699247237,308172.0
production_governed_vol_position_v1_1_recovery,2026-05-14,半导体,0.5918726178224392,301548.0
production_governed_vol_position_v1_1_recovery,2026-05-12,半导体,0.5849911994948891,295144.0
production_governed_vol_position_v1_1_recovery,2025-09-12,通信设备,0.5617350176837016,252973.47
production_governed_vol_position_v1_1_recovery,2026-01-16,软件服务,0.5049784853312637,271838.0
production_governed_vol_position_v1_1_recovery,2026-01-19,软件服务,0.4869632242866761,261434.0
production_governed_vol_position_v1_1_recovery,2025-05-14,软件服务,0.48639628251768635,223874.0
production_governed_vol_position_v1_1_recovery,2025-05-12,软件服务,0.4851772614077948,222556.0
production_governed_vol_position_v1_1_recovery,2024-04-16,银行,0.4849170873120311,241155.88
production_governed_vol_position_v1_1_recovery,2024-11-25,广告包装,0.4829598909156397,258043.67
production_governed_vol_position_v1_1_recovery,2026-01-26,软件服务,0.4814097840823145,276050.0
production_governed_vol_position_v1_1_recovery,2025-05-13,软件服务,0.48077596246814924,217778.0
production_governed_vol_position_v1_1_recovery,2024-04-15,银行,0.47921792404471064,238350.28
production_governed_vol_position_v1_1_recovery,2025-05-09,软件服务,0.4787037943779321,216227.08000000002
production_governed_vol_position_v1_1_recovery,2026-01-22,软件服务,0.47856479420021547,262890.0
production_governed_vol_position_v1_1_recovery,2026-01-20,软件服务,0.47683421066053155,256574.0
production_governed_vol_position_v1_1_recovery,2024-04-11,银行,0.4752711034889219,234883.64
production_governed_vol_position_v1_1_recovery,2025-05-15,软件服务,0.4750387450394582,212715.0
production_governed_vol_position_v1_1_recovery,2025-05-08,软件服务,0.47498766663185976,213563.64
production_governed_vol_position_v1_1_recovery,2024-04-12,银行,0.4748680493826868,233810.68
production_governed_vol_position_v1_1_recovery,2024-04-10,银行,0.47449067080431967,235956.84
production_governed_vol_position_v1_1_recovery,2025-05-16,软件服务,0.4735343867924022,212010.0
production_governed_vol_position_v1_1_recovery,2024-04-08,银行,0.47253006646602913,235213.0
production_governed_vol_position_v1_1_recovery,2026-01-23,软件服务,0.472495306742289,264432.0
production_governed_vol_position_v1_1_recovery,2026-01-27,软件服务,0.4724828152258696,273474.0
