first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,adaptive_switch_count,adaptive_attack_days,adaptive_balanced_days,adaptive_robust_days,adaptive_defensive_days,adaptive_fallback_days,adaptive_avg_target_position_ratio,adaptive_min_target_position_ratio,adaptive_max_target_position_ratio,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct
2026-03-03,2026-06-02,62,500000.0,627936.5225724999,0.25587304514499976,1.5630639806698392,-0.05881176096020102,0.5967741935483871,0.04185821600846573,-0.029266688478905567,0.5912667692557289,4.806451612903226,54,30,24,0,6.875259768772601,2720.6074274999996,8,8,25,0,10,19,0.6387096774193546,0.5,1.0,adaptive_market_style,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,1.0,adaptive,自适应档：按T日市场风格在进攻/均衡/防守策略间切换，并动态调整50%-100%仓位。,False,0.0
