strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,score_liq_breakout_adj,liquidity_detail_score,s_breakout,s_liquidity,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq20_score_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,688702,盛科通信-U,,0,score,80.18,80.18,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,71.83,,,,,,,200.62,206.9,0.03130296082145345
liq20_score_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,score,77.71,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_score_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,score,77.23,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_score_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002009,天奇股份,,0,score,76.98,76.98,76.98,86.7175398132894,96.45,29.13,97.10781621819513,93.59326377448288,95.22240527182866,1.336262127036427,69.92,,,,,,,34.44,28.53,-0.17160278745644586
liq20_score_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002169,智光电气,,0,score,76.71,76.71,76.71,80.71710781621819,98.15,25.59,95.8264689730917,86.1431447922387,89.07193849533223,11.495515284642138,69.37,,,,,,,15.55,16.18,0.04051446945337611
liq20_score_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,688702,盛科通信-U,,0,score,80.18,80.18,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,71.83,,,,,,,200.62,206.9,0.03130296082145345
liq20_score_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,score,80.04129999999999,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_score_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,score,79.54690000000001,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_score_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000688,国城矿业,,1,score,78.57870000000001,76.29,76.29,77.1710708401977,98.17,26.34,78.9492952590152,68.62529745561046,80.79809628409299,38.47702727439136,69.33,,,,,TRADE,,34.2184,35.1112,0.026091225773267945
liq20_score_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002009,天奇股份,,0,score,76.98,76.98,76.98,86.7175398132894,96.45,29.13,97.10781621819513,93.59326377448288,95.22240527182866,1.336262127036427,69.92,,,,,,,34.44,28.53,-0.17160278745644586
liq20_score_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,score,81.5955,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_score_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,score,81.09150000000001,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_score_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,688702,盛科通信-U,,0,score,80.18,80.18,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,71.83,,,,,,,200.62,206.9,0.03130296082145345
liq20_score_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000688,国城矿业,,1,score,80.10450000000002,76.29,76.29,77.1710708401977,98.17,26.34,78.9492952590152,68.62529745561046,80.79809628409299,38.47702727439136,69.33,,,,,TRADE,,34.2184,35.1112,0.026091225773267945
liq20_score_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603005,晶方科技,,1,score,78.246,74.52,74.52,85.27566538531943,98.54,28.19,97.36408566721582,87.38788211605345,92.9708951125755,11.623650009152481,70.45,,,,,WATCH,,34.2,31.67,-0.07397660818713458
liq20_score_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,score,83.9268,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_score_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,score,83.40840000000001,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_score_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000688,国城矿业,,1,score,82.39320000000001,76.29,76.29,77.1710708401977,98.17,26.34,78.9492952590152,68.62529745561046,80.79809628409299,38.47702727439136,69.33,,,,,TRADE,,34.2184,35.1112,0.026091225773267945
liq20_score_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603005,晶方科技,,1,score,80.4816,74.52,74.52,85.27566538531943,98.54,28.19,97.36408566721582,87.38788211605345,92.9708951125755,11.623650009152481,70.45,,,,,WATCH,,34.2,31.67,-0.07397660818713458
liq20_score_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,688702,盛科通信-U,,0,score,80.18,80.18,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,71.83,,,,,,,200.62,206.9,0.03130296082145345
liq20_bs_score_v2_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,bs_score_v2,72.71,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_bs_score_v2_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,bs_score_v2,72.04,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_bs_score_v2_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,688702,盛科通信-U,,0,bs_score_v2,71.83,80.18,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,71.83,,,,,,,200.62,206.9,0.03130296082145345
liq20_bs_score_v2_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603331,百达精工,,0,bs_score_v2,70.78,76.3,76.3,79.563067911404,99.79,24.06,99.17627677100495,94.83800109829764,86.41771920190372,4.594545121727988,70.78,,,,,,,19.99,17.28,-0.1355677838919459
liq20_bs_score_v2_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,600938,中国海油,,0,bs_score_v2,70.77,74.45,74.45,83.82427969979864,96.91,28.81,91.87259747391543,59.14332784184514,97.91323448654585,34.779425224235766,70.77,,,,,,,37.3,40.98,0.09865951742627344
liq20_bs_score_v2_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,bs_score_v2,74.8913,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_bs_score_v2_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,bs_score_v2,74.20120000000001,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_bs_score_v2_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603005,晶方科技,,1,bs_score_v2,72.5635,74.52,74.52,85.27566538531943,98.54,28.19,97.36408566721582,87.38788211605345,92.9708951125755,11.623650009152481,70.45,,,,,WATCH,,34.2,31.67,-0.07397660818713458
liq20_bs_score_v2_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,688702,盛科通信-U,,0,bs_score_v2,71.83,80.18,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,71.83,,,,,,,200.62,206.9,0.03130296082145345
liq20_bs_score_v2_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000039,中集集团,,1,bs_score_v2,71.57469999999999,73.33,73.33,86.13627677100496,98.61,26.47,94.83800109829764,91.56141314296174,86.23466959546036,52.05930807248764,69.49,,,,,WATCH,,11.99,13.31,0.11009174311926606
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,bs_score_v2,76.3455,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,bs_score_v2,75.64200000000001,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603005,晶方科技,,1,bs_score_v2,73.97250000000001,74.52,74.52,85.27566538531943,98.54,28.19,97.36408566721582,87.38788211605345,92.9708951125755,11.623650009152481,70.45,,,,,WATCH,,34.2,31.67,-0.07397660818713458
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000039,中集集团,,1,bs_score_v2,72.9645,73.33,73.33,86.13627677100496,98.61,26.47,94.83800109829764,91.56141314296174,86.23466959546036,52.05930807248764,69.49,,,,,WATCH,,11.99,13.31,0.11009174311926606
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000688,国城矿业,,1,bs_score_v2,72.7965,76.29,76.29,77.1710708401977,98.17,26.34,78.9492952590152,68.62529745561046,80.79809628409299,38.47702727439136,69.33,,,,,TRADE,,34.2184,35.1112,0.026091225773267945
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,bs_score_v2,78.5268,77.23,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,bs_score_v2,77.80320000000002,77.71,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603005,晶方科技,,1,bs_score_v2,76.08600000000001,74.52,74.52,85.27566538531943,98.54,28.19,97.36408566721582,87.38788211605345,92.9708951125755,11.623650009152481,70.45,,,,,WATCH,,34.2,31.67,-0.07397660818713458
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000039,中集集团,,1,bs_score_v2,75.0492,73.33,73.33,86.13627677100496,98.61,26.47,94.83800109829764,91.56141314296174,86.23466959546036,52.05930807248764,69.49,,,,,WATCH,,11.99,13.31,0.11009174311926606
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000688,国城矿业,,1,bs_score_v2,74.8764,76.29,76.29,77.1710708401977,98.17,26.34,78.9492952590152,68.62529745561046,80.79809628409299,38.47702727439136,69.33,,,,,TRADE,,34.2184,35.1112,0.026091225773267945
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,83.71,84.42241758241758,99.58,26.13,99.45054945054946,99.04761904761905,90.87912087912088,12.032967032967033,65.2,,,,,,,19.12,18.42,-0.03661087866108781
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,001896,豫能控股,,0,score,81.01,81.01,81.01,78.07128205128205,99.58,22.14,99.98168498168498,98.69963369963371,91.59340659340658,0.10989010989010989,67.74,,,,,,,11.04,16.59,0.5027173913043479
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,605289,罗曼股份,,0,score,80.95,80.95,80.95,82.50249084249086,99.58,23.87,98.84615384615385,97.96703296703296,84.01098901098901,36.098901098901095,63.93,,,,,,,108.87,136.0,0.2491962891521997
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,301487,盟固利,,1,score,78.9,78.9,78.9,72.48992673992673,97.89,22.0,89.76190476190476,77.63736263736264,74.94505494505495,23.168498168498168,68.24,,,,,TRADE,,25.08,24.12,-0.038277511961722355
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,78.64,86.90260073260073,98.57,27.94,86.99633699633699,69.1025641025641,90.65934065934066,82.85714285714286,70.38,,,,,,,19.5,17.92,-0.08102564102564092
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,bs_score_v2,71.59,75.21,75.21,69.12347985347985,96.74,26.89,63.22344322344322,41.39194139194139,81.41025641025641,22.05128205128205,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,bs_score_v2,70.52,75.25,75.25,87.81611721611722,99.58,28.7,94.17582417582418,93.64468864468864,94.1941391941392,25.384615384615383,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,600392,盛和资源,,1,bs_score_v2,70.4,74.96,74.96,90.57373626373625,96.21,29.42,92.14285714285714,90.36630036630036,97.16117216117216,47.8937728937729,70.4,,,,,WATCH,,31.58,26.66,-0.15579480683977198
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,600388,龙净环保,,1,bs_score_v2,70.05,75.41,75.41,73.25190476190475,98.83,21.93,93.36996336996337,76.75824175824177,67.3992673992674,37.142857142857146,70.05,,,,,TRADE,,20.33,19.7,-0.03098868666994581
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,605117,德业股份,,1,bs_score_v2,69.71,74.74,74.74,73.63098901098903,95.18,26.59,77.43589743589745,34.37728937728938,72.94871794871796,65.91575091575092,69.71,,,,,WATCH,,98.46,131.88,0.339427178549665
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300308,中际旭创,,0,s_liquidity,30.0,31.51,31.51,73.63095238095238,47.27,30.0,18.60805860805861,56.172161172161175,99.85347985347985,65.05494505494505,41.56,,,,,,,566.7394,555.3359,-0.020121240908960947
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,601899,紫金矿业,,0,s_liquidity,29.99,43.47,43.47,72.75223443223443,47.27,29.99,30.274725274725274,20.53113553113553,99.87179487179488,86.5018315018315,55.39,,,,,,,39.89,37.24,-0.06643268989721729
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300502,新易盛,,0,s_liquidity,29.99,34.05,34.05,78.77329670329671,47.27,29.99,37.10622710622711,59.48717948717949,99.68864468864469,74.8901098901099,46.04,,,,,,,384.01,393.23,0.024009791411682135
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300394,天孚通信,,0,s_liquidity,29.98,53.17,53.17,85.95501831501831,47.27,29.98,63.827838827838825,78.11355311355311,99.32234432234432,66.007326007326,58.0,,,,,,,344.0,331.0,-0.03779069767441856
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300058,蓝色光标,,0,s_liquidity,29.98,31.49,31.49,71.38908424908425,47.27,29.98,12.362637362637363,29.084249084249088,99.5970695970696,96.41025641025641,35.94,,,,,,,18.14,16.21,-0.10639470782800442
baseline_full_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score_liq_breakout_adj,83.71,83.71,83.71,84.42241758241758,99.58,26.13,99.45054945054946,99.04761904761905,90.87912087912088,12.032967032967033,65.2,,,,,,,19.12,18.42,-0.03661087866108781
baseline_full_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,001896,豫能控股,,0,score_liq_breakout_adj,81.01,81.01,81.01,78.07128205128205,99.58,22.14,99.98168498168498,98.69963369963371,91.59340659340658,0.10989010989010989,67.74,,,,,,,11.04,16.59,0.5027173913043479
baseline_full_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,605289,罗曼股份,,0,score_liq_breakout_adj,80.95,80.95,80.95,82.50249084249086,99.58,23.87,98.84615384615385,97.96703296703296,84.01098901098901,36.098901098901095,63.93,,,,,,,108.87,136.0,0.2491962891521997
baseline_full_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,301487,盟固利,,1,score_liq_breakout_adj,78.9,78.9,78.9,72.48992673992673,97.89,22.0,89.76190476190476,77.63736263736264,74.94505494505495,23.168498168498168,68.24,,,,,TRADE,,25.08,24.12,-0.038277511961722355
baseline_full_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score_liq_breakout_adj,78.64,78.64,78.64,86.90260073260073,98.57,27.94,86.99633699633699,69.1025641025641,90.65934065934066,82.85714285714286,70.38,,,,,,,19.5,17.92,-0.08102564102564092
baseline_full_liquidity_detail,2026-02-25,2026-02-26,2026-03-11,10,1,5,600410,华胜天成,,0,liquidity_detail_score,94.15912087912089,60.63,60.63,94.15912087912089,47.27,29.71,91.99633699633699,94.08424908424908,98.95604395604396,71.9047619047619,61.65,,,,,,,24.36,32.68,0.3415435139573071
baseline_full_liquidity_detail,2026-02-25,2026-02-26,2026-03-11,10,1,5,300395,菲利华,,0,liquidity_detail_score,93.62666666666667,73.72,73.72,93.62666666666667,99.58,29.22,98.86446886446888,97.12454212454212,94.96336996336996,60.8058608058608,61.55,,,,,,,123.02,112.93,-0.08201918387254092
baseline_full_liquidity_detail,2026-02-25,2026-02-26,2026-03-11,10,1,5,688521,芯原股份,,0,liquidity_detail_score,93.40282051282051,61.35,61.35,93.40282051282051,47.27,29.73,86.15384615384616,88.2051282051282,98.07692307692307,85.8974358974359,60.31,,,,,,,251.69,220.87,-0.12245222297270453
baseline_full_liquidity_detail,2026-02-25,2026-02-26,2026-03-11,10,1,5,601872,招商轮船,,0,liquidity_detail_score,93.38725274725275,73.39,73.39,93.38725274725275,99.58,27.98,96.28205128205128,93.84615384615384,94.94505494505493,85.05494505494505,60.79,,,,,,,14.64,16.3,0.11338797814207657
baseline_full_liquidity_detail,2026-02-25,2026-02-26,2026-03-11,10,1,5,600150,中国船舶,,0,liquidity_detail_score,92.79516483516483,73.82,73.82,92.79516483516483,95.04,29.47,91.26373626373626,92.98534798534799,99.50549450549451,63.75457875457875,66.38,,,,,,,37.95,36.56,-0.03662714097496711
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,78.64,86.90260073260073,98.57,27.94,86.99633699633699,69.1025641025641,90.65934065934066,82.85714285714286,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,603256,宏和科技,,0,score,76.42,76.42,76.42,88.40538461538462,99.58,28.53,93.71794871794872,88.55311355311355,96.48351648351648,38.663003663003664,69.91,,,,,,,81.58,73.06,-0.10443736209855348
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,002497,雅化集团,,0,score,75.73,75.73,75.73,80.91355311355312,95.27,27.6,80.95238095238095,73.55311355311356,88.24175824175823,36.53846153846153,65.47,,,,,,,28.7,25.03,-0.12787456445993028
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600111,北方稀土,,0,score,75.31,75.31,75.31,89.43586080586081,98.35,29.91,94.68864468864469,87.52747252747253,99.52380952380952,25.604395604395602,61.31,,,,,,,60.36,52.38,-0.13220675944333993
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,score,75.25,75.25,75.25,87.81611721611722,99.58,28.7,94.17582417582418,93.64468864468864,94.1941391941392,25.384615384615383,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,83.71,84.42241758241758,99.58,26.13,99.45054945054946,99.04761904761905,90.87912087912088,12.032967032967033,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,78.64,86.90260073260073,98.57,27.94,86.99633699633699,69.1025641025641,90.65934065934066,82.85714285714286,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,603256,宏和科技,,0,score,76.42,76.42,76.42,88.40538461538462,99.58,28.53,93.71794871794872,88.55311355311355,96.48351648351648,38.663003663003664,69.91,,,,,,,81.58,73.06,-0.10443736209855348
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,002497,雅化集团,,0,score,75.73,75.73,75.73,80.91355311355312,95.27,27.6,80.95238095238095,73.55311355311356,88.24175824175823,36.53846153846153,65.47,,,,,,,28.7,25.03,-0.12787456445993028
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,301377,鼎泰高科,,0,score,75.66,75.66,75.66,77.42135531135531,99.58,26.02,89.17582417582418,73.07692307692307,54.41391941391942,57.692307692307686,61.67,,,,,,,208.2403,191.9744,-0.07811120133806948
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,83.71,84.42241758241758,99.58,26.13,99.45054945054946,99.04761904761905,90.87912087912088,12.032967032967033,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,001896,豫能控股,,0,score,81.01,81.01,81.01,78.07128205128205,99.58,22.14,99.98168498168498,98.69963369963371,91.59340659340658,0.10989010989010989,67.74,,,,,,,11.04,16.59,0.5027173913043479
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,605289,罗曼股份,,0,score,80.95,80.95,80.95,82.50249084249086,99.58,23.87,98.84615384615385,97.96703296703296,84.01098901098901,36.098901098901095,63.93,,,,,,,108.87,136.0,0.2491962891521997
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,301487,盟固利,,1,score,78.9,78.9,78.9,72.48992673992673,97.89,22.0,89.76190476190476,77.63736263736264,74.94505494505495,23.168498168498168,68.24,,,,,TRADE,,25.08,24.12,-0.038277511961722355
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,78.64,86.90260073260073,98.57,27.94,86.99633699633699,69.1025641025641,90.65934065934066,82.85714285714286,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_10_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score_liq_breakout_adj,78.64,78.64,78.64,86.90260073260073,98.57,27.94,86.99633699633699,69.1025641025641,90.65934065934066,82.85714285714286,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_10_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,603256,宏和科技,,0,score_liq_breakout_adj,76.42,76.42,76.42,88.40538461538462,99.58,28.53,93.71794871794872,88.55311355311355,96.48351648351648,38.663003663003664,69.91,,,,,,,81.58,73.06,-0.10443736209855348
liq_top_10_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,002497,雅化集团,,0,score_liq_breakout_adj,75.73,75.73,75.73,80.91355311355312,95.27,27.6,80.95238095238095,73.55311355311356,88.24175824175823,36.53846153846153,65.47,,,,,,,28.7,25.03,-0.12787456445993028
liq_top_10_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,600111,北方稀土,,0,score_liq_breakout_adj,75.31,75.31,75.31,89.43586080586081,98.35,29.91,94.68864468864469,87.52747252747253,99.52380952380952,25.604395604395602,61.31,,,,,,,60.36,52.38,-0.13220675944333993
liq_top_10_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,score_liq_breakout_adj,75.25,75.25,75.25,87.81611721611722,99.58,28.7,94.17582417582418,93.64468864468864,94.1941391941392,25.384615384615383,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq_top_20_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score_liq_breakout_adj,83.71,83.71,83.71,84.42241758241758,99.58,26.13,99.45054945054946,99.04761904761905,90.87912087912088,12.032967032967033,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq_top_20_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score_liq_breakout_adj,78.64,78.64,78.64,86.90260073260073,98.57,27.94,86.99633699633699,69.1025641025641,90.65934065934066,82.85714285714286,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_20_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,603256,宏和科技,,0,score_liq_breakout_adj,76.42,76.42,76.42,88.40538461538462,99.58,28.53,93.71794871794872,88.55311355311355,96.48351648351648,38.663003663003664,69.91,,,,,,,81.58,73.06,-0.10443736209855348
liq_top_20_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,002497,雅化集团,,0,score_liq_breakout_adj,75.73,75.73,75.73,80.91355311355312,95.27,27.6,80.95238095238095,73.55311355311356,88.24175824175823,36.53846153846153,65.47,,,,,,,28.7,25.03,-0.12787456445993028
liq_top_20_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,301377,鼎泰高科,,0,score_liq_breakout_adj,75.66,75.66,75.66,77.42135531135531,99.58,26.02,89.17582417582418,73.07692307692307,54.41391941391942,57.692307692307686,61.67,,,,,,,208.2403,191.9744,-0.07811120133806948
liq_top_30_then_liq_breakout_adj,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score_liq_breakout_adj,83.71,83.71,83.71,84.42241758241758,99.58,26.13,99.45054945054946,99.04761904761905,90.87912087912088,12.032967032967033,65.2,,,,,,,19.12,18.42,-0.03661087866108781
