signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,planned_shares,planned_price,plan_reject_reason,execution_tradable,locked,buffer_kept,band_reweight,skipped_by_position_cap,pattern_score,pattern_sentiment,pattern_risk_level,pattern_pass_count,bullish_pattern_count,bearish_pattern_count,top_pattern_ids,base_rank_score,pattern_adjustment_pct,pattern_adjusted_rank_score,pattern_strategy_mode,pattern_weight_multiplier,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,1,000797,,全国地产,0.4992519169627828,0.1,0.1,17000,2.9370000000000003,,1,0,0,0,0,,,,,,,,,,,,,0.0074906367041198685,0.0,0.0,0.0,0.0074906367041198685,0.0015435816701035027,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,2,002995,,互联网,0.4990648962034786,0.1,0.1,2300,21.6,,1,0,0,0,0,,,,,,,,,,,,,0.006109979633401319,0.0,0.0,0.0,-0.006109979633401319,0.00025124191390462193,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,3,600794,,仓储物流,0.49850383392556574,0.1,0.1,13000,3.8280000000000003,,1,0,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0018455676257318782,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,4,920212,,元器件,0.4983168131662614,0.1,0.1,2900,16.808,,1,0,0,0,0,,,,,,,,,,,,,0.014397905759162333,0.0,0.0,0.0,0.014397905759162333,0.0028199119623485355,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,5,603057,,食品,0.4981297924069572,0.1,0.1,2600,18.62,,1,0,0,0,0,,,,,,,,,,,,,0.0035440047253396667,0.0,0.0,0.0,0.0035440047253396667,0.0012972573333567877,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,6,003027,,环境保护,0.49756873012904435,0.1,0.1,3000,16.335,,1,0,0,0,0,,,,,,,,,,,,,0.008080808080808133,0.0,0.0,0.0,0.008080808080808133,0.001767238751304443,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,7,002588,,农药化肥,0.4970076678511315,0.1,0.1,6200,7.986000000000001,,1,0,0,0,0,,,,,,,,,,,,,0.005509641873278293,0.0,0.0,0.0,0.005509641873278293,0.0005596704078581307,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,8,600460,,半导体,0.49663362633252295,0.1,0.1,1800,27.577,,1,0,0,0,0,,,,,,,,,,,,,0.02632628639808532,0.0,0.0,0.0,0.02632628639808532,6.068461518538313e-05,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,9,000823,,元器件,0.4964466055732186,0.1,0.1,4400,11.297,,1,0,0,0,0,,,,,,,,,,,,,0.014605647517039966,0.0,0.0,0.0,0.014605647517039966,0.00036055986495504285,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-01-27,2025-02-05,vls_mom_contrarian_v1_frozen,10,002261,,软件服务,0.4962595848139143,0.1,0.1,2600,18.568,,1,0,0,0,0,,,,,,,,,,,,,0.07405213270142186,0.0,0.0,0.0,0.07405213270142186,5.39131125301754e-05,0.0896313379131849,0.0,0.0,0.0896313379131849,37754.14000000007,0,0.07663191849450131,0,0
2025-02-05,2025-02-06,vls_mom_contrarian_v1_frozen,1,003039,,水务,0.499252476172678,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.003236245954692518,0.0,0.0,0.0,-0.003236245954692518,0.0,0.08898605205826444,0.0,0.0,0.08898605205826444,0.0,0,0.0,0,0
2025-02-05,2025-02-06,vls_mom_contrarian_v1_frozen,2,002152,,IT设备,0.4990655952158475,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0008613264427217437,0.0,0.0,0.0,-0.0008613264427217437,0.0,0.08898605205826444,0.0,0.0,0.08898605205826444,0.0,0,0.0,0,0
2025-02-05,2025-02-06,vls_mom_contrarian_v1_frozen,3,002625,,航空,0.49850495234535597,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.02951939497438394,0.0,0.0,0.0,0.02951939497438394,0.0,0.08898605205826444,0.0,0.0,0.08898605205826444,0.0,0,0.0,0,0
2025-02-05,2025-02-06,vls_mom_contrarian_v1_frozen,4,000798,,渔业,0.49831807138852546,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0014662756598240456,0.0,0.0,0.0,0.0014662756598240456,0.0,0.08898605205826444,0.0,0.0,0.08898605205826444,0.0,0,0.0,0,0
2025-02-05,2025-02-06,vls_mom_contrarian_v1_frozen,5,600830,,多元金融,0.49775742851803406,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0064446831364125545,0.0,0.0,0.0,-0.0064446831364125545,0.0,0.08898605205826444,0.0,0.0,0.08898605205826444,0.0,0,0.0,0,0
