signal_date,exit_date,role,underlying_strategy,cycle_ret,selected_count,market_amount_ratio_20,market_liquidity_bucket,index_bucket,market_bs_ratio,market_avg_score,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,avg_vol_20,median_hist_mdd_20,top_industry,top_industry_weight,industry_count
2026-01-06,2026-01-22,attack,tiered_liquidity_then_bs_v2,0.09712192684857245,5,1.409889433337714,high_liquidity,index_strong,0.056254,45.55784844384303,15.002890005799346,50.009682416731216,50.009682416731216,49.99033442876474,50.009682416731216,0.02377570445505351,-0.019054601312665786,半导体,0.2,5
2026-01-06,2026-01-22,recent_champion,baseline_full_liquidity_detail_vol_position,0.11884645677633597,5,1.409889433337714,high_liquidity,index_strong,0.056254,45.55784844384303,15.002890005799346,50.009682416731216,50.009682416731216,49.99033442876474,50.009682416731216,0.02377570445505351,-0.019054601312665786,通信设备,0.2,5
2026-01-06,2026-01-22,balanced,baseline_full_liquidity_detail_market_gate,0.1287907817172616,5,1.409889433337714,high_liquidity,index_strong,0.056254,45.55784844384303,15.002890005799346,50.009682416731216,50.009682416731216,49.99033442876474,50.009682416731216,0.02377570445505351,-0.019054601312665786,通信设备,0.2,5
2026-01-06,2026-01-22,robust,baseline_full_liquidity_detail_vol_position,0.11884645677633597,5,1.409889433337714,high_liquidity,index_strong,0.056254,45.55784844384303,15.002890005799346,50.009682416731216,50.009682416731216,49.99033442876474,50.009682416731216,0.02377570445505351,-0.019054601312665786,通信设备,0.2,5
2026-01-06,2026-01-22,defensive,baseline_full_liquidity,-0.07029863816723712,5,1.409889433337714,high_liquidity,index_strong,0.056254,45.55784844384303,15.002890005799346,50.009682416731216,50.009682416731216,49.99033442876474,50.009682416731216,0.02377570445505351,-0.019054601312665786,通信设备,0.8,2
2026-01-06,2026-01-22,fallback,baseline_full_liquidity,-0.07029863816723712,5,1.409889433337714,high_liquidity,index_strong,0.056254,45.55784844384303,15.002890005799346,50.009682416731216,50.009682416731216,49.99033442876474,50.009682416731216,0.02377570445505351,-0.019054601312665786,通信设备,0.8,2
2026-01-07,2026-01-23,attack,tiered_liquidity_then_bs_v2,0.1515552423735607,5,1.4053930670766235,high_liquidity,index_neutral,0.056243,46.254223038268265,15.002889447236184,50.00967492260062,50.00967492260062,49.99033629686896,50.00968054211036,0.023942336680023348,-0.020627117540860607,元器件,0.2,5
2026-01-07,2026-01-23,recent_champion,baseline_full_liquidity_detail_vol_position,0.09695612351416613,5,1.4053930670766235,high_liquidity,index_neutral,0.056243,46.254223038268265,15.002889447236184,50.00967492260062,50.00967492260062,49.99033629686896,50.00968054211036,0.023942336680023348,-0.020627117540860607,通信设备,0.2,5
2026-01-07,2026-01-23,balanced,baseline_full_liquidity_detail_market_gate,0.14257214922234063,5,1.4053930670766235,high_liquidity,index_neutral,0.056243,46.254223038268265,15.002889447236184,50.00967492260062,50.00967492260062,49.99033629686896,50.00968054211036,0.023942336680023348,-0.020627117540860607,通信设备,0.2,5
2026-01-07,2026-01-23,robust,baseline_full_liquidity_detail_vol_position,0.09695612351416613,5,1.4053930670766235,high_liquidity,index_neutral,0.056243,46.254223038268265,15.002889447236184,50.00967492260062,50.00967492260062,49.99033629686896,50.00968054211036,0.023942336680023348,-0.020627117540860607,通信设备,0.2,5
