trade_date,production_strategy,shadow_strategy,production_target_position,shadow_target_position,position_diff,production_risk_decision,shadow_risk_decision,shadow_recovery_status,top5_overlap,buy_list_added_by_shadow,buy_list_removed_by_shadow,sell_list_added_by_shadow,sell_list_removed_by_shadow,theory_gap,execution_feasibility,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,fp_explanation_label,event_source_window,event_source_backtest_dir,event_source_generated_at,source_report_path,appended_at
2024-07-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0015005466615631846,pass,0.006786476365051761,0.0,0.0,0.0,-0.002860837295411,1.2673651923839714e-05,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-07-18,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0005451907036762016,pass,0.01581275689668156,0.0,0.0,0.0,-0.01581275689668156,3.519307047752074e-06,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-07-19,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.003114014148641986,pass,0.01408447739776016,0.0,0.0,0.0,-0.01408447739776016,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-07-22,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,0.004309199703722122,pass,0.01555085801083024,0.0,0.0,0.0,0.00825936558753684,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-07-23,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.004206921180156309,pass,0.006562975130823799,0.0,0.0,0.0,-0.006298542853638079,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-07-24,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,blocked_recovery_streak_exceeded,1.0,,,,,-0.003372342306446119,pass,0.0019965740243729,0.0,0.0,0.0,-0.0012708945556250601,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-07-25,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0016871068321424598,pass,0.00278713599064522,0.0,0.0,0.0,-0.0017978949802580201,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-07-26,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,0.00026266242768158143,pass,0.0030340309187716396,0.0,0.0,0.0,-0.0016586115327027599,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-11-06,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.019392093455441572,pass,0.017675990553304884,0.0,0.0,0.0,0.0026525114032534395,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-11-07,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.006838920440895624,pass,0.027274499629213682,0.0,0.0,0.0,-0.027274499629213682,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2024-11-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.006105679068865721,pass,0.019531134102644,0.0,0.0,0.0,0.019531134102644,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-01-13,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,002281,,0.000996587840576879,pass,0.015113106176865582,0.0,0.0,0.0,-0.015113106176865582,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-01-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.000569729441031952,pass,0.00981594429206996,0.0,0.0,0.0,-0.00871855060208372,6.804686853918786e-06,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-01-16,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,300493,,601988,0.022596693377628707,pass,0.01652961201849094,0.0,0.0,0.0,0.004181385459221701,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-01-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.00716707621876278,pass,0.01795910464029196,0.0,0.0,0.0,-0.014823369592287038,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-01-21,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.007609230282485502,pass,0.010359313878712398,0.0,0.0,0.0,0.006892877444436637,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-01-22,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.0079410192858822,pass,0.027275036429511717,0.0,0.0,0.0,-0.027275036429511717,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-01-23,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.00179190114351635,pass,0.00757768013639528,0.0,0.0,0.0,0.00757768013639528,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-03,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0015298036182496144,pass,0.01659362975161508,0.0,0.0,0.0,-0.0003897911946040791,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-04,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0011431987824537249,degraded_large_slippage_proxy,0.0466149724821245,0.0,0.0,0.0,-0.0466149724821245,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-05,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.007697106796836994,pass,0.029810461280572943,0.0,0.0,0.0,-0.015329340433006499,1.798151305717322e-05,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-06,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,300476,600986,,0.0022063826328253544,pass,0.009726897846575138,0.0,0.0,0.0,0.008684813678238498,2.9937151704298206e-07,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-07,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,002155,,,600498,0.010169794227075202,pass,0.013816824248281939,0.0,0.0,0.0,-0.00614701140696282,3.6961350410792073e-06,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-10,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.003233105356061028,pass,0.014014181067595199,0.0,0.0,0.0,0.01396222626827064,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-18,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0013371345746795438,pass,0.0076675405319806805,0.0,0.0,0.0,0.00484467354984668,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-19,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,300476,600489,,,0.009708192024890927,pass,0.011395560963589041,0.0,0.0,0.0,0.0009386389358554802,1.0541331366556644e-05,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-20,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.012041226509058922,pass,0.01193956194996724,0.0,0.0,0.0,-0.00035586727404528023,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-21,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,600797,300476,002155,,0.0011363095725843708,pass,0.01085120216785706,0.0,0.0,0.0,-0.01085120216785706,2.833113421435559e-06,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-24,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.10000000000000003,reduce_position,recovery_reduce,recovered,1.0,,002553,,300476,0.013715425697089279,pass,0.005653862381794719,0.0,0.0,0.0,0.005653862381794719,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-03-25,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,blocked_recovery_streak_exceeded,1.0,,,,,-0.01880834737782444,pass,0.01260241423564854,0.0,0.0,0.0,-0.0085619702525423,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-04-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,002553,0.009100857590420675,pass,0.00717817900008918,0.0,0.0,0.0,0.0018434101184687406,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-04-09,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.0012589026824277871,pass,0.00745948906063084,0.0,0.0,0.0,-0.00745948906063084,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
2025-04-10,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.0011230758504703342,pass,0.02534888277937274,0.0,0.0,0.0,0.02534888277937274,0.0,unknown_pending_forward_return,,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28
