signal_date,execution_date,symbol,action,risk_state_on_signal,risk_state_on_execution,trigger_count,trigger_components,baseline_buy_eligible,epc_buy_blocked,label
2023-11-29,2023-11-30,002594,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,002142,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,688271,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,688041,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,300351,BUY,False,False,0,,True,False,E1
2023-12-05,2023-12-06,600519,SKIPPED_BUY,True,True,2,CSI300_ret20=-0.0623≤-0.06; acct_dd=-0.1117≤-0.08,True,True,E1
2023-12-05,2023-12-06,300760,SKIPPED_BUY,True,True,2,CSI300_ret20=-0.0623≤-0.06; acct_dd=-0.1117≤-0.08,True,True,E1
2023-12-06,2023-12-07,300750,SKIPPED_BUY,True,True,1,acct_dd=-0.1030≤-0.08,True,True,E1
2023-12-06,2023-12-07,300760,SKIPPED_BUY,True,True,1,acct_dd=-0.1030≤-0.08,True,True,E1
2023-12-06,2023-12-07,601398,SKIPPED_BUY,True,True,1,acct_dd=-0.1030≤-0.08,True,True,E1
2023-12-07,2023-12-08,300124,SKIPPED_BUY,True,True,2,CSI300_ret20=-0.0613≤-0.06; acct_dd=-0.1103≤-0.08,True,True,E1
2023-12-07,2023-12-08,600133,SKIPPED_BUY,True,True,2,CSI300_ret20=-0.0613≤-0.06; acct_dd=-0.1103≤-0.08,True,True,E1
2023-12-07,2023-12-08,300760,SKIPPED_BUY,True,True,2,CSI300_ret20=-0.0613≤-0.06; acct_dd=-0.1103≤-0.08,True,True,E1
2023-12-08,2023-12-11,600028,SKIPPED_BUY,True,True,1,acct_dd=-0.1027≤-0.08,True,True,E1
2023-12-08,2023-12-11,002415,SKIPPED_BUY,True,True,1,acct_dd=-0.1027≤-0.08,True,True,E1
2023-12-08,2023-12-11,300760,SKIPPED_BUY,True,True,1,acct_dd=-0.1027≤-0.08,True,True,E1
2023-12-11,2023-12-12,600028,SKIPPED_BUY,True,True,1,acct_dd=-0.1025≤-0.08,True,True,E1
2023-12-11,2023-12-12,002415,SKIPPED_BUY,True,True,1,acct_dd=-0.1025≤-0.08,True,True,E1
2023-12-11,2023-12-12,000100,SKIPPED_BUY,True,True,1,acct_dd=-0.1025≤-0.08,True,True,E1
