champion_score_percentile_floor,champion_score_z_floor,lookback_days,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,target_strategy,output_dir,total_return,annualized_return,max_drawdown,avg_gross_exposure,worst_20d_return,recovery_days,sample_count_fail_days,pattern_veto_days,top_industry_veto_days,false_positive_reduce_days,baseline_false_positive_reduce_days,missed_risk_events,passes_hard_gates,run_status,grid_index
0.5,-1.0,126,-0.03,-0.06,3,production_governed_vol_position_v1_2b_dynamic_score,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260618_213537_974270_trusted_account_backtest,0.2300243067300003,0.0886861265633498,-0.2995249278055475,0.5647418067969967,-0.1531768803681326,49,55,0,0,117,132,14,False,ok,1
