experiment_id,first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,hard_stop_loss_pct,experiment_group,experiment_name,experiment_strategies,calmar,return_drawdown_ratio,cost_to_profit_ratio,segment_return_last_126d,segment_return_last_63d,source_dir,pit_status,avg_top_industry_weight,max_top_industry_weight,avg_max_industry_names,max_industry_names
2,2025-06-04,2026-05-29,240,500000.0,1636298.0323900003,2.2725960647800005,2.490592117422474,-0.2343637306316399,0.5875,0.0873720011029339,-0.0878418852898806,0.9899860773037789,5.0,237,120,117,0,45.71404409111496,32112.28761,tiered_liquidity_then_bs_v2_industry_cap2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,smoke,industry_cap2,tiered_liquidity_then_bs_v2_industry_cap2,10.627037343662405,9.696876127782515,0.028260444614567823,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260602_154825_081623_trusted_account_backtest,trusted,0.34140493125838145,0.6776547412496283,1.6166666666666667,3.0
1,2025-06-04,2026-05-29,240,500000.0,1544720.1809550002,2.0894403619100004,2.2849290856553637,-0.2327891381915194,0.575,0.0962949086467752,-0.0879378660901668,0.9893189391016616,5.0,237,120,117,0,45.653655370825994,30152.139045,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,smoke,current_baseline,tiered_liquidity_then_bs_v2,9.815445443058067,8.97567806703672,0.02886144978786311,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260602_154414_715895_trusted_account_backtest,trusted,0.3511082121770646,0.8646733337727475,1.6958333333333333,4.0
