trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,note
2026-05-20,000791,000791,SELL,8.96,47000,0,-47000,47000,0.47893076523087297,0.0,-0.47893076523087297,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-20,600507,600507,SELL,4.88,16700,0,-16700,16700,0.09268365701760832,0.0,-0.09268365701760832,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-20,600522,600522,SELL,45.41,7600,0,-7600,7600,0.39249304230009957,0.0,-0.39249304230009957,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-20,000988,华工科技,BUY,163.42,0,1000,1000,1000,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-20,002281,光迅科技,BUY,236.4,0,700,700,700,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-20,300274,阳光电源,BUY,167.2,0,1000,1000,1000,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-20,600584,长电科技,BUY,66.22,0,2600,2600,2600,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-20,603986,兆易创新,BUY,445.02,0,300,300,300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
