trade_date,nav,position_ratio,equity,cash
2024-05-14,0.944867,0.6,472433.71,200390.71
2024-05-15,0.943145,0.6,471572.71,200390.71
2024-05-16,0.955581,0.6,477790.71,200390.71
2024-05-17,0.959139,0.6,479569.71,200390.71
2024-05-20,0.967476,0.6,483737.94,198601.94
2024-05-21,0.945368,0.6,472684.04,198579.04
2024-05-22,0.940686,0.6,470343.04,198579.04
2024-05-23,0.92938,0.6,464690.04,198579.04
2024-05-24,0.927365,0.6,463682.27,191080.27
2024-05-27,0.942191,0.6,471095.27,191080.27
2024-05-28,0.909035,0.6,454517.27,191080.27
2024-05-29,0.907029,0.6,453514.27,191080.27
2024-05-30,0.885909,0.6,442954.27,191080.27
2024-05-31,0.889143,0.6,444571.27,191080.27
2024-06-03,0.877347,0.6,438673.27,187717.27
2024-06-04,0.896422,0.6,448211.07,184175.07
2024-06-05,0.899178,0.6,449589.07,184175.07
2024-06-06,0.903716,0.6,451858.07,184175.07
2024-06-07,0.904188,0.6,452093.78,189329.78
2024-06-11,0.900914,0.6,450456.78,189329.78
2024-06-12,0.901496,0.6,450747.78,189329.78
2024-06-13,0.900156,0.6,450077.78,189329.78
2024-06-14,0.900868,0.6,450433.78,189329.78
2024-06-17,0.902698,0.6,451348.78,189329.78
2024-06-18,0.914751,0.6,457375.33,187776.33
2024-06-19,0.922568,0.6,461284.05,190970.05
2024-06-20,0.911312,0.6,455656.05,190970.05
2024-06-21,0.912914,0.6,456457.05,190970.05
2024-06-24,0.899613,0.6,449806.29,194452.29
2024-06-25,0.898443,0.6,449221.29,194452.29
2024-06-26,0.914285,0.6,457142.29,194452.29
2024-06-27,0.904547,0.6,452273.29,194452.29
2024-06-28,0.902723,0.6,451361.29,194452.29
2024-07-01,0.903645,0.6,451822.29,194452.29
2024-07-02,0.913826,0.6,456912.91,186608.91
2024-07-03,0.897851,0.6,448925.36,185244.36
2024-07-04,0.891993,0.6,445996.36,185244.36
2024-07-05,0.895955,0.6,447977.36,185244.36
2024-07-08,0.902168,0.6,451083.89,183419.89
2024-07-09,0.90871,0.6,454354.89,183419.89
2024-07-10,0.901772,0.6,450885.89,183419.89
2024-07-11,0.90378,0.6,451889.89,183419.89
2024-07-12,0.907852,0.6,453925.89,183419.89
2024-07-15,0.911732,0.6,455865.89,183419.89
2024-07-16,0.904979,0.6,452489.58,189079.58
2024-07-17,0.926258,0.6,463129.19,188478.19
2024-07-18,0.924048,0.6,462024.13,195207.13
2024-07-19,0.915598,0.6,457799.13,195207.13
2024-07-22,0.901634,0.6,450816.97,192912.97
2024-07-23,0.886774,0.6,443386.97,192912.97
2024-07-24,0.877366,0.6,438682.97,192912.97
2024-07-25,0.879928,0.6,439963.97,192912.97
2024-07-26,0.879046,0.6,439522.97,192912.97
2024-07-29,0.875988,0.6,437993.97,192912.97
2024-07-30,0.872104,0.6,436052.11,184101.11
2024-07-31,0.872883,0.6,436441.28,197993.28
2024-08-01,0.875004,0.6,437502.03,185132.03
2024-08-02,0.869788,0.6,434894.03,185132.03
2024-08-05,0.890959,0.6,445479.58,183174.58
2024-08-06,0.882301,0.6,441150.58,183174.58
2024-08-07,0.880043,0.6,440021.58,183174.58
2024-08-08,0.875015,0.6,437507.58,183174.58
2024-08-09,0.875461,0.6,437730.58,183174.58
2024-08-12,0.871889,0.6,435944.58,183174.58
2024-08-13,0.881685,0.6,440842.61,179256.61
2024-08-14,0.890828,0.6,445414.15,178301.15
2024-08-15,0.877875,0.6,438937.39,178112.39
2024-08-16,0.860629,0.6,430314.39,178112.39
2024-08-19,0.87442,0.6,437210.0,175048.0
2024-08-20,0.868206,0.6,434103.0,175048.0
2024-08-21,0.869852,0.6,434926.0,175048.0
2024-08-22,0.86472,0.6,432360.0,175048.0
2024-08-23,0.854356,0.6,427178.0,175048.0
2024-08-26,0.855364,0.6,427682.0,175048.0
2024-08-27,0.844421,0.6,422210.65,196355.65
2024-08-28,0.827227,0.6,413613.7,172014.7
2024-08-29,0.806554,0.6,403276.93,169794.93
2024-08-30,0.805402,0.6,402700.93,169794.93
2024-09-02,0.803655,0.6,401827.39,166420.39
2024-09-03,0.796025,0.6,398012.39,166420.39
2024-09-04,0.793665,0.6,396832.39,166420.39
2024-09-05,0.787693,0.6,393846.39,166420.39
2024-09-06,0.785453,0.6,392726.39,166420.39
2024-09-09,0.780145,0.6,390072.39,166420.39
2024-09-10,0.783657,0.6,391828.65,166986.65
2024-09-11,0.777306,0.6,388652.81,168333.81
2024-09-12,0.777194,0.6,388597.21,164099.21
2024-09-13,0.778158,0.6,389078.84,163218.84
2024-09-18,0.74606,0.6,373029.96,179619.96
2024-09-19,0.744574,0.6,372286.96,179619.96
2024-09-20,0.741052,0.6,370525.96,179619.96
2024-09-23,0.741734,0.6,370866.96,179619.96
2024-09-24,0.761636,0.6,380817.96,179619.96
2024-09-25,0.766634,0.6,383316.96,179619.96
2024-09-26,0.779816,0.6,389907.84,167006.84
2024-09-27,0.799685,0.6,399842.52,169534.52
2024-09-30,0.834444,0.6,417221.92,175772.92
2024-10-08,0.865952,0.6,432975.89,194168.89
2024-10-09,0.87637,0.6,438184.85,193537.85
2024-10-10,0.877478,0.6,438738.85,193537.85
2024-10-11,0.858216,0.6,429107.85,193537.85
2024-10-14,0.870206,0.6,435102.85,193537.85
2024-10-15,0.860208,0.6,430103.85,193537.85
2024-10-16,0.856302,0.6,428150.85,193537.85
2024-10-17,0.856694,0.6,428347.18,181324.18
2024-10-18,0.906313,0.6,453156.62,176168.62
2024-10-21,0.935008,0.6,467504.18,187164.18
2024-10-22,0.93086,0.6,465429.88,190441.88
2024-10-23,0.90841,0.6,454205.23,183895.23
2024-10-24,0.914938,0.6,457469.23,183895.23
2024-10-25,0.913262,0.6,456631.23,183895.23
2024-10-28,0.91881,0.6,459405.23,183895.23
2024-10-29,0.948566,0.6,474283.23,183895.23
2024-10-30,0.961254,0.6,480627.23,183895.23
2024-10-31,0.947056,0.6,473527.9,192893.9
2024-11-01,0.898356,0.6,449178.15,189508.15
2024-11-04,0.904429,0.6,452214.46,179271.46
2024-11-05,0.933237,0.6,466618.26,182807.26
2024-11-06,0.942767,0.6,471383.49,188366.49
2024-11-07,0.943423,0.6,471711.49,188366.49
2024-11-08,0.931785,0.6,465892.49,188366.49
2024-11-11,0.967671,0.6,483835.49,188366.49
2024-11-12,0.945853,0.6,472926.49,188366.49
2024-11-13,0.934483,0.6,467241.49,188366.49
2024-11-14,0.880385,0.6,440192.72,186313.72
2024-11-15,0.874251,0.6,437125.4,187627.4
2024-11-18,0.838106,0.6,419052.85,184131.85
2024-11-19,0.831676,0.6,415837.88,174935.88
2024-11-20,0.854992,0.6,427495.84,179804.84
2024-11-21,0.861662,0.6,430830.84,179804.84
2024-11-22,0.847444,0.6,423721.84,179804.84
2024-11-25,0.853954,0.6,426976.84,179804.84
2024-11-26,0.834548,0.6,417273.84,179804.84
2024-11-27,0.843528,0.6,421763.84,179804.84
2024-11-28,0.879093,0.6,439546.26,180502.26
2024-11-29,0.884149,0.6,442074.3,176798.3
2024-12-02,0.905482,0.6,452740.93,182604.93
2024-12-03,0.914647,0.6,457323.74,185774.74
2024-12-04,0.9186,0.6,459300.2,185372.2
2024-12-05,0.947362,0.6,473681.2,185372.2
2024-12-06,0.957434,0.6,478717.2,185372.2
2024-12-09,0.933142,0.6,466571.2,185372.2
2024-12-10,0.917584,0.6,458792.2,185372.2
2024-12-11,0.906312,0.6,453156.2,185372.2
2024-12-12,0.903919,0.6,451959.33,183003.33
2024-12-13,0.876425,0.6,438212.67,181442.67
2024-12-16,0.835279,0.6,417639.38,191578.38
2024-12-17,0.822872,0.6,411436.24,173719.24
2024-12-18,0.81783,0.6,408914.91,173440.91
2024-12-19,0.828242,0.6,414120.91,173440.91
2024-12-20,0.845808,0.6,422903.91,173440.91
2024-12-23,0.84657,0.6,423284.91,173440.91
2024-12-24,0.85978,0.6,429889.91,173440.91
2024-12-25,0.825066,0.6,412532.91,173440.91
2024-12-26,0.816252,0.6,408126.04,172772.04
2024-12-27,0.812144,0.6,406072.2,175085.2
2024-12-30,0.829839,0.6,414919.37,173738.37
2024-12-31,0.8146,0.6,407299.98,173404.98
2025-01-02,0.797359,0.6,398679.41,166730.41
2025-01-03,0.782239,0.6,391119.41,166730.41
2025-01-06,0.792769,0.6,396384.41,166730.41
2025-01-07,0.798627,0.6,399313.41,166730.41
2025-01-08,0.796073,0.6,398036.41,166730.41
2025-01-09,0.797683,0.6,398841.41,166730.41
2025-01-10,0.792884,0.6,396441.77,164469.77
2025-01-13,0.782029,0.6,391014.48,220340.48
2025-01-14,0.787156,0.6,393578.1,184028.1
2025-01-15,0.778369,0.6,389184.43,161169.43
2025-01-16,0.775271,0.6,387635.46,161992.46
2025-01-17,0.780791,0.6,390395.46,161992.46
2025-01-20,0.785287,0.6,392643.46,161992.46
2025-01-21,0.784859,0.6,392429.46,161992.46
2025-01-22,0.777301,0.6,388650.46,161992.46
2025-01-23,0.772549,0.6,386274.46,161992.46
2025-01-24,0.748528,0.6,374264.19,164482.19
2025-01-27,0.745352,0.6,372676.19,164482.19
2025-02-05,0.759168,0.6,379583.82,161356.82
2025-02-06,0.772076,0.6,386037.88,175256.88
2025-02-07,0.763714,0.6,381856.96,163578.96
2025-02-10,0.76475,0.6,382374.96,163578.96
2025-02-11,0.75551,0.6,377754.96,163578.96
2025-02-12,0.763636,0.6,381817.96,163578.96
2025-02-13,0.73948,0.6,369739.96,163578.96
2025-02-14,0.743752,0.6,371875.96,163578.96
2025-02-17,0.787609,0.6,393804.28,160891.28
2025-02-18,0.770343,0.6,385171.28,160891.28
2025-02-19,0.790414,0.6,395206.85,169440.85
2025-02-20,0.780387,0.6,390193.29,165937.29
2025-02-21,0.817869,0.6,408934.38,163172.38
2025-02-24,0.805065,0.6,402532.38,163172.38
2025-02-25,0.794445,0.6,397222.38,163172.38
2025-02-26,0.793079,0.6,396539.38,163172.38
2025-02-27,0.782131,0.6,391065.38,163172.38
2025-02-28,0.759585,0.6,379792.38,163172.38
2025-03-03,0.752931,0.6,376465.49,154531.49
2025-03-04,0.761649,0.6,380824.49,154531.49
2025-03-05,0.761382,0.6,380690.79,152867.79
2025-03-06,0.74913,0.6,374565.01,159829.01
2025-03-07,0.749069,0.6,374534.52,155096.52
2025-03-10,0.757681,0.6,378840.52,155096.52
2025-03-11,0.762707,0.6,381353.52,155096.52
2025-03-12,0.757187,0.6,378593.52,155096.52
2025-03-13,0.743403,0.6,371701.52,155096.52
2025-03-14,0.767817,0.6,383908.52,155096.52
2025-03-17,0.75602,0.6,378009.77,158312.77
2025-03-18,0.762926,0.6,381462.77,158312.77
2025-03-19,0.75487,0.6,377435.08,164540.08
2025-03-20,0.769976,0.6,384988.02,169169.02
2025-03-21,0.747969,0.6,373984.51,173752.51
2025-03-24,0.740828,0.6,370414.07,161367.07
2025-03-25,0.748078,0.6,374039.07,161367.07
2025-03-26,0.757688,0.6,378844.07,161367.07
2025-03-27,0.746248,0.6,373124.07,161367.07
2025-03-28,0.735526,0.6,367763.07,161367.07
2025-03-31,0.757112,0.6,378555.8,156933.8
2025-04-01,0.755438,0.6,377718.8,156933.8
2025-04-02,0.753576,0.6,376787.93,157797.93
2025-04-03,0.742047,0.6,371023.26,157915.26
2025-04-07,0.716869,0.6,358434.3,146277.3
2025-04-08,0.704743,0.6,352371.57,175026.57
