trade_date,nav,position_ratio,equity,cash
2025-03-21,0.837614,0.4,418806.8,275930.8
2025-03-24,0.842346,0.4,421172.8,275930.8
2025-03-25,0.835424,0.4,417711.8,275930.8
2025-03-26,0.836698,0.4,418348.8,275930.8
2025-03-27,0.83808,0.4,419039.97,269908.97
2025-03-28,0.83621,0.4,418104.97,269908.97
2025-03-31,0.82764,0.4,413819.97,269908.97
2025-04-01,0.826607,0.4,413303.27,267298.27
2025-04-02,0.830231,0.4,415115.27,267298.27
2025-04-03,0.824134,0.4,412066.94,267356.94
2025-04-07,0.810684,0.4,405342.06,253603.06
