order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,23.08,24.7909,4000,99163.6000,6843.6000,74.372700,0,0,74.372700,-99237.972700,500000.0,400762.0273,0,4000,0,92320.00,500000.0,493082.0273,False,0.6000,c0.00075_s0.0
2,2023-11-30,2,2023-11-29,002594,BUY,201.6,619.5316,100,61953.1600,41793.1600,46.464870,0,0,46.464870,-61999.624870,400762.0273,338762.40243,0,100,92320.00,112480.00,493082.0273,451242.40243,False,0.6000,c0.00075_s0.0
3,2023-11-30,3,2023-11-29,300351,BUY,23.0,23.2694,800,18615.5200,215.5200,13.961640,0,0,13.961640,-18629.481640,338762.40243,320132.92079,0,800,112480.00,130880.00,451242.40243,451012.92079,False,0.6000,c0.00075_s0.0
4,2023-11-30,4,2023-11-29,688041,BUY,71.79,72.0413,400,28816.5200,100.5200,21.612390,0,0,21.612390,-28838.132390,320132.92079,291294.7884,0,400,130880.00,159596.00,451012.92079,450890.7884,False,0.6000,c0.00075_s0.0
5,2023-11-30,5,2023-11-29,688271,BUY,138.19,138.8526,500,69426.3000,331.3000,52.069725,0,0,52.069725,-69478.369725,291294.7884,221816.41867500002,0,500,159596.00,228691.00,450890.7884,450507.41867500002,False,0.6000,c0.00075_s0.0
6,2023-12-14,1,2023-12-13,002142,SELL,20.58,22.1056,4000,88422.4000,6102.4000,66.316800,0,0,66.316800,88356.083200,221816.41867499996,310172.50187499996,4000,0,219731.00,137411.00,441547.41867499996,447583.50187499996,True,0.6000,c0.00075_s0.0
7,2023-12-14,2,2023-12-13,002594,SELL,193.0,593.1031,100,59310.3100,40010.3100,44.482733,0,0,44.482733,59265.827267,310172.50187499996,369438.32914199994,100,0,137411.00,118111.00,447583.50187499996,487549.32914199994,True,0.6000,c0.00075_s0.0
8,2023-12-14,3,2023-12-13,300351,SELL,20.48,20.7199,800,16575.9200,191.9200,12.431940,0,0,12.431940,16563.488060,369438.32914199994,386001.81720199995,800,0,118111.00,101727.00,487549.32914199994,487728.81720199995,True,0.6000,c0.00075_s0.0
9,2023-12-14,4,2023-12-13,688041,SELL,78.13,78.4035,400,31361.4000,109.4000,23.521050,0,0,23.521050,31337.878950,386001.81720199995,417339.69615199993,400,0,101727.00,70475.00,487728.81720199995,487814.69615199993,True,0.6000,c0.00075_s0.0
10,2023-12-14,5,2023-12-13,688271,SELL,140.95,141.6259,500,70812.9500,337.9500,53.109713,0,0,53.109713,70759.840287,417339.69615199993,488099.53643899993,500,0,70475.00,0,487814.69615199993,488099.53643899993,True,0.6000,c0.00075_s0.0
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.3347,200,39066.9400,3866.9400,29.300205,0,0,29.300205,-39096.240205,488099.53643899993,449003.29623399995,0,200,0,35200.0,488099.53643899993,484203.29623399995,True,0.6000,c0.00075_s0.0
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.0621,1800,27111.7800,1101.7800,20.333835,0,0,20.333835,-27132.113835,449003.29623399995,421871.1823989999,0,1800,35200.0,61210.00,484203.29623399995,483081.1823989999,True,0.6000,c0.00075_s0.0
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.2841,2600,55338.6600,4768.6600,41.503995,0,0,41.503995,-55380.163995,421871.1823989999,366491.0184039999,0,2600,61210.00,111780.00,483081.1823989999,478271.0184039999,True,0.6000,c0.00075_s0.0
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.4725,17700,96863.2500,12080.2500,72.647438,0,0,72.647438,-96935.897438,366491.0184039999,269555.1209659999,0,17700,111780.00,196563.00,478271.0184039999,466118.1209659999,True,0.6000,c0.00075_s0.0
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.5485,400,62619.4000,4095.4000,46.964550,0,0,46.964550,-62666.364550,269555.1209674999,206888.7564174999,0,400,194567.00,253091.00,464122.1209674999,459979.7564174999,True,0.6000,c0.00075_s0.0
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.7854,200,37957.0800,3757.0800,28.467810,0,0,28.467810,37928.612190,206888.7564174999,244817.36860749993,200,0,254285.00,220085.00,461173.7564174999,464902.36860749993,True,0.6000,c0.00075_s0.0
17,2023-12-28,2,2023-12-27,002558,SELL,10.82,11.2783,1800,20300.9400,824.9400,15.225705,0,0,15.225705,20285.714295,244817.36860749993,265103.08290249994,1800,0,220085.00,200609.00,464902.36860749993,465712.08290249994,True,0.6000,c0.00075_s0.0
18,2023-12-28,3,2023-12-27,601398,SELL,4.83,5.5182,17700,97672.1400,12181.1400,73.254105,0,0,73.254105,97598.885895,265103.08290249994,362701.96879749995,17700,0,200609.00,115118.00,465712.08290249994,477819.96879749995,True,0.6000,c0.00075_s0.0
19,2023-12-28,4,2023-12-27,002786,BUY,17.71,17.71,1100,19481.00,0.00,14.610750,0,0,14.610750,-19495.610750,362701.96879749995,343206.35804749996,0,1100,115118.00,134599.00,477819.96879749995,477805.35804749996,True,0.6000,c0.00075_s0.0
20,2023-12-28,5,2023-12-27,002855,BUY,38.6,38.6,600,23160.0,0.0,17.370000,0,0,17.370000,-23177.370000,343206.35804749996,320028.98804749997,0,600,134599.00,157759.00,477805.35804749996,477787.98804749997,True,0.6000,c0.00075_s0.0
21,2023-12-28,6,2023-12-27,300735,BUY,22.45,23.1901,3200,74208.3200,2368.3200,55.656240,0,0,55.656240,-74263.976240,320028.98804749997,245765.01180749998,0,3200,157759.00,229599.00,477787.98804749997,475364.01180749998,True,0.6000,c0.00075_s0.0
22,2023-12-28,7,2023-12-27,600938,BUY,20.55,22.4879,2000,44975.8000,3875.8000,33.731850,0,0,33.731850,-45009.531850,245765.01180749998,200755.47995749998,2600,4600,229599.00,270699.00,475364.01180749998,471454.47995749998,True,0.6000,c0.00075_s0.0
23,2023-12-29,1,2023-12-28,600938,SELL,20.5,22.4331,4600,103192.2600,8892.2600,77.394195,0,0,77.394195,103114.865805,200755.47995749998,303870.34576249996,4600,0,273172.00,178872.00,473927.47995749998,482742.34576249996,True,0.6000,c0.00075_s0.0
24,2023-12-29,2,2023-12-28,600941,BUY,97.26,108.4756,900,97628.0400,10094.0400,73.221030,0,0,73.221030,-97701.261030,303870.34576249996,206169.08473249996,0,900,178872.00,266406.00,482742.34576249996,472575.08473249996,True,0.6000,c0.00075_s0.0
25,2024-01-03,1,2024-01-02,300750,SELL,156.1,167.0236,400,66809.4400,4369.4400,50.107080,0,0,50.107080,66759.332920,206169.08473249996,272928.4176525,400,0,260314.00,197874.00,466483.08473249996,470802.4176525,True,0.6000,c0.00075_s0.0
26,2024-01-03,2,2024-01-02,002241,BUY,20.75,21.4145,3700,79233.6500,2458.6500,59.425238,0,0,59.425238,-79293.075238,272928.4176525,193635.34241449996,0,3700,197874.00,274649.00,470802.4176525,468284.34241449996,True,0.6000,c0.00075_s0.0
27,2024-01-12,1,2024-01-11,002786,SELL,16.3,16.3,1100,17930.0,0.0,13.447500,0,0,13.447500,17916.552500,193635.34241499996,211551.89491499995,1100,0,258610.00,240680.00,452245.34241499996,452231.89491499995,True,0.6000,c0.00075_s0.0
28,2024-01-12,2,2024-01-11,002855,SELL,33.85,33.85,600,20310.00,0.00,15.232500,0,0,15.232500,20294.767500,211551.89491499995,231846.66241499997,600,0,240680.00,220370.00,452231.89491499995,452216.66241499997,True,0.6000,c0.00075_s0.0
29,2024-01-12,3,2024-01-11,300735,SELL,20.17,20.8349,3200,66671.6800,2127.6800,50.003760,0,0,50.003760,66621.676240,231846.66241499997,298468.33865499997,3200,0,220370.00,155826.00,452216.66241499997,454294.33865499997,True,0.6000,c0.00075_s0.0
30,2024-01-12,4,2024-01-11,002415,BUY,30.73,33.4914,700,23443.9800,1932.9800,17.582985,0,0,17.582985,-23461.562985,298468.33865499997,275006.77566999994,0,700,155826.00,177337.00,454294.33865499997,452343.77566999994,True,0.6000,c0.00075_s0.0
31,2024-01-12,5,2024-01-11,601398,BUY,4.77,5.4497,9200,50137.2400,6253.2400,37.602930,0,0,37.602930,-50174.842930,275006.77566999994,224831.93273999996,0,9200,177337.00,221221.00,452343.77566999994,446052.93273999996,True,0.6000,c0.00075_s0.0
32,2024-01-12,6,2024-01-11,601857,BUY,7.26,8.0641,4500,36288.4500,3618.4500,27.216338,0,0,27.216338,-36315.666338,224831.93273999996,188516.26640199995,0,4500,221221.00,253891.00,446052.93273999996,442407.26640199995,True,0.6000,c0.00075_s0.0
33,2024-01-15,1,2024-01-12,600941,SELL,95.19,106.1669,900,95550.2100,9879.2100,71.662658,0,0,71.662658,95478.547342,188516.26640249995,283994.81374449993,900,0,250929.00,165258.00,439445.26640249995,449252.81374449993,True,0.6000,c0.00075_s0.0
34,2024-01-15,2,2024-01-12,000158,BUY,9.23,9.25,10600,98050.00,212.00,73.537500,0,0,73.537500,-98123.537500,283994.81374449993,185871.27624449992,0,10600,165258.00,263096.00,449252.81374449993,448967.27624449992,True,0.6000,c0.00075_s0.0
35,2024-01-17,1,2024-01-16,002241,SELL,18.89,19.4949,3700,72131.1300,2238.1300,54.098348,0,0,54.098348,72077.031652,185871.27624499993,257948.30789699993,3700,0,266210.00,196317.00,452081.27624499993,454265.30789699993,True,0.6000,c0.00075_s0.0
36,2024-01-17,2,2024-01-16,000338,BUY,14.92,16.3714,4300,70397.0200,6241.0200,52.797765,0,0,52.797765,-70449.817765,257948.30789699993,187498.49013199995,0,4300,196317.00,260473.00,454265.30789699993,447971.49013199995,True,0.6000,c0.00075_s0.0
37,2024-01-26,1,2024-01-25,002415,SELL,32.08,34.9627,700,24473.8900,2017.8900,18.355418,0,0,18.355418,24455.534582,187498.49013249995,211954.02471449994,700,0,267584.00,245128.00,455082.49013249995,457082.02471449994,True,0.6000,c0.00075_s0.0
38,2024-01-26,2,2024-01-25,601398,SELL,5.01,5.7239,9200,52659.8800,6567.8800,39.494910,0,0,39.494910,52620.385090,211954.02471449994,264574.40980449994,9200,0,245128.00,199036.00,457082.02471449994,463610.40980449994,True,0.6000,c0.00075_s0.0
39,2024-01-26,3,2024-01-25,601857,SELL,8.05,8.9416,4500,40237.2000,4012.2000,30.177900,0,0,30.177900,40207.022100,264574.40980449994,304781.43190449994,4500,0,199036.00,162811.00,463610.40980449994,467592.43190449994,True,0.6000,c0.00075_s0.0
40,2024-01-26,4,2024-01-25,300059,BUY,13.25,13.3985,2600,34836.1000,386.1000,26.127075,0,0,26.127075,-34862.227075,304781.43190449994,269919.20482949994,0,2600,162811.00,197261.00,467592.43190449994,467180.20482949994,True,0.6000,c0.00075_s0.0
41,2024-01-26,5,2024-01-25,600030,BUY,20.4,21.8385,2200,48044.7000,3164.7000,36.033525,0,0,36.033525,-48080.733525,269919.20482949994,221838.47130449995,0,2200,197261.00,242141.00,467180.20482949994,463979.47130449995,True,0.6000,c0.00075_s0.0
