名称,Full Ticker,现价,行业,5日移动均线,10日移动均线,20日移动均线,市盈增长比率,公允价值,公允价值上行边际,公允价值不确定性,价格动能评分,现金流评分,财务成长稳健度评分,盈利评分,atr_14d,交易量(仅交易日),流通股份,市值(经调整),预期净利润增长率,毛利率,税前利润率,1周价格总回报,年初至今的价格总回报,市盈率(经调整),technical_signal_1d,technical_signal_1w,EV/EBITDA增长率,PEGY比率,每股股息(不包括特别股息及未就拆股调整)
雅化集团,SZSE:002497,3.4363372541,#RESTRICTED!,3.3949632938,3.4074616776,3.4628424473,0.3590142941018517,#ERROR!,#ERROR!,#ERROR!,2.7255416666666665,2.50394,2.296004166666667,2.0447125,1.5207,54758250,1143312720,3856539047.5101,2.377127097879435,0.14560499999999998,0.06899941253237203,-0.0361247947454844,-0.05131313131313132,211.48774262639833,中性,强力买入,0.6331301896674443,0.35865762116845024,0.0057463834
金财互联,SZSE:002530,1.5342843593,#RESTRICTED!,1.5943340655,1.5756583195,1.5264549119,0.8789811562353219,#ERROR!,#ERROR!,#ERROR!,2.6383833333333335,2.8792625000000003,3.3947020833333337,2.1997229166666665,0.4014,23833610,779198175,1222377001.2625,8.284187142734694,0.29325500000000004,0.07914515586404307,-0.015329125338142471,0.012987012987012986,204.50246939854418,中性,中性,0.2387831896315465,0.8789811562353219,-
东方铁塔,SZSE:002545,3.4349006582,#RESTRICTED!,3.1984369826,3.1056328912,2.8468301503,0.5790797683082609,#ERROR!,#ERROR!,#ERROR!,4.7504583333333334,3.6020674999999995,3.1633104166666666,3.393920833333333,1.4657,30160930,1244062083,4351867102.0462,1.3535145725165187,0.35104799999999997,0.25587004358615767,0.18433852140077822,0.3197831978319783,32.44201256607577,强力买入,强力买入,1.532572180176234,0.5667203280509306,0.0430978753
金新农,SZSE:002548,0.9222945306,#RESTRICTED!,0.9133876363,0.9046244017,0.8661954629,-0.9581767299760076,#ERROR!,#ERROR!,#ERROR!,3.8030208333333326,1.7755199999999998,3.121297916666666,1.24564375,0.375,56615880,828173658,779286795.8373001,-0.9332323177787958,0.073991,-0.017383070499480555,0.04133545310015898,0.07730263157894737,-41.30058172071972,强力买入,强力买入,0.036143071403165195,-0.9581767299760076,-
凯美特气,SZSE:002549,3.4176615081,#RESTRICTED!,3.2194112819,3.2579120505,3.1850048115,1.117382169647209,#ERROR!,#ERROR!,#ERROR!,3.5031000000000008,2.7680300000000004,2.2978895833333333,1.9411791666666667,1.0707,56657110,695347901,2256591687.5152,3.062245056662027,0.28347300000000003,0.08863538960062281,0.04053431598341781,0.0645617342130066,227.3804048693763,强力买入,强力买入,0.11477548811917718,1.117382169647209,-
三七互娱,SZSE:002555,3.9089772861,#RESTRICTED!,4.1554971326,4.0450229123,3.678547313,0.6051330412336849,#ERROR!,#ERROR!,#ERROR!,3.7526750000000004,3.4675674999999995,2.261214583333333,4.264197826086956,1.5564,77808640,2199698134,8870336680.5829,0.08416643355716621,0.768299,0.21663990456069165,-0.06245824983299933,0.18940677966101688,20.004523753588643,强力买入,强力买入,NM-,0.5456851312808116,0
亚威股份,SZSE:002559,1.554396701,#RESTRICTED!,1.5161832516,1.5082819745,1.4720079295,-3.242854811784626,#ERROR!,#ERROR!,#ERROR!,3.3044374999999997,2.623815,2.5033999999999996,2.101091666666666,0.2236,34448880,543558024,844904799.2339,1.718988485401775,0.198654,0.025200518513870826,0.044401544401544396,0.0691699604743083,62.42747830758721,强力买入,强力买入,NM-,-3.338840848154656,0.0107744688
清新环境,SZSE:002573,0.5588357825,#RESTRICTED!,0.5516528033,0.5499288883,0.5461937391,0.028770436399422845,#ERROR!,#ERROR!,#ERROR!,2.0422166666666666,2.1199574999999995,2.0190312500000003,1.2850749999999997,0.0529,14976730,1415267079,784802385.0552,3.5467576559368723,0.149065,-0.03834165108825015,0.00783289817232376,0.0320855614973262,-13.623718615944327,强力买入,卖出,NM-,0.028770436399422845,0
领益智造,SZSE:002600,2.2152307884,#RESTRICTED!,2.3482595633,2.374980246,2.3145713908,1.1324311083189942,#ERROR!,#ERROR!,#ERROR!,3.0311666666666666,2.4175574999999996,2.723327083333333,3.1363604166666663,0.8971,246038100,7269116080,16551809367.836199,0.43314021619694054,0.151312,0.05684372636983591,-0.062130177514792904,0.019948519948519948,50.133095864294454,强力卖出,买入,1.198379180834616,1.1260500428576627,0.0028731917
龙佰集团,SZSE:002601,2.9694436054,#RESTRICTED!,2.8568144914,2.8940223237,2.816877127,-0.5719576639868659,#ERROR!,#ERROR!,#ERROR!,2.869845833333333,2.29328,2.0532145833333333,2.8350437499999996,0.7336,34619080,2350249239,6874265467.055201,0.002496865081862128,0.20771699999999998,0.06994550510264003,0.031931069437405,0.0398365679264556,34.186021505084234,强力买入,强力买入,11.049099107646754,-0.5989497609757295,0
世纪华通,SZSE:002602,2.9349653052,#RESTRICTED!,2.8226235104,2.775072188,2.6390983915,0.11946410570429022,#ERROR!,#ERROR!,#ERROR!,4.395091666666666,3.574175,4.24874375,3.8833708333333328,0.9321,149984200,7296742052,20964938584.0995,3.550781674852016,0.692619,0.12997170815942438,0.017293997965412,0.1723329425556858,28.102587969090948,强力买入,强力买入,0.16803682920159513,0.11946410570429022,-
亚玛顿,SZSE:002623,2.6404631576,#RESTRICTED!,2.6781019687,2.6640233294,2.6398166895,0.05119510985118201,#ERROR!,#ERROR!,#ERROR!,1.5116749999999999,2.1274900000000003,1.0462416666666667,1.2283479166666667,0.5521,3531700,193062513,521977975.94509995,3.9974842115012867,0.050406000000000006,-0.07670534265516038,0.004805125467164976,0.03977900552486188,-23.028875566769365,强力卖出,强力卖出,NM-,0.05150302295085945,0.0718297921
成都路桥,SZSE:002628,0.663707279,#RESTRICTED!,0.6045195303,0.6025082961,0.5990604661,0.3926699714293012,0.3989857632,-0.3988,中性,2.8380916666666667,1.0870475,1.489754166666667,0.9361270833333334,0.1121,58575920,757100415,489441288.60260004,NM,0.087148,-0.1384146624456833,0.07655502392344497,0.09489051094890512,-47.56066844957137,强力买入,买入,NM-,0.3926699714293012,0
ST仁智,SZSE:002629,0.8260426092,#RESTRICTED!,0.9007455929,0.9451364045,0.9777471301,5.891926808370399,0.5992041257,-0.2746,中性,1.4943958333333331,1.3525475000000005,3.482389583333334,2.076083333333333,0.3114,34211120,426098000,353199364.9038,-1.5654037853456981,0.154668,0.035537309387050485,-0.14896755162241887,-0.15395894428152493,566.8260114639581,强力卖出,强力卖出,269.54618131180126,5.891926808370399,-
青青稞酒,SZSE:002646,1.2771337035,#RESTRICTED!,1.2656409368,1.2662155751,1.269016937,-7.782828605939945,1.3525693512,0.0591,最低,1.6196875,2.4949149999999998,2.07490625,1.3921145833333328,0.1293,6435281,479107974,608443518.5896,0.23411829189959163,0.591893,0.025857366904787255,-0.006741573033707865,0.021965317919075144,1128.8777433964979,买入,强力卖出,NM-,-8.006808529040237,0.0186757459
利君股份,SZSE:002651,1.6405924516,#RESTRICTED!,1.7069631795,1.7348331388,1.6931000296,0.29687162790605803,1.2698645286,-0.226,中性,2.6560833333333327,3.10517,1.3853565217391304,2.1543020833333335,0.4521,21322460,1033460000,1760811905.9038,0.38126945316875277,0.39752699999999996,0.13746859368219053,-0.014950166112956811,0.014542343883661248,147.22879565243252,强力卖出,中性,NM-,0.29655842060988946,0.0086195751
万润科技,SZSE:002654,2.3057363264,#RESTRICTED!,2.2293094276,2.2137941925,2.1347814212,0.7263582349301798,1.6293008082,-0.2934,中性,3.5929041666666666,1.937265,2.9424854166666665,2.44615625,0.6371,86460700,845302544,1940544275.6508,0.9270084659778993,0.086707,0.01030946180096604,0.03901170351105331,0.1357498223169865,1166.3945618393777,强力买入,强力买入,NM-,0.7263582349301798,-
共达电声,SZSE:002655,1.873320978,#RESTRICTED!,1.8747575738,1.8751885526,1.8466002953,3.8980608588013848,1.5791061495,-0.159,中性,2.260154166666667,1.6764375000000005,2.655764583333333,3.3615583333333325,0.2807,14871400,360000000,683187518.6215,0.22922710828816353,0.256325,0.08362171154172547,0.021655065738592397,0.0224458204334365,53.029953737495354,强力买入,强力买入,2.0143042193423226,3.835649514888105,0.0043097875
茂硕电源,SZSE:002660,1.3820052,#RESTRICTED!,1.3742475825,1.362323837,1.3488198361,0.7941010230786651,1.0926316995,-0.2094,中性,2.716020833333333,2.6425775,1.3680770833333336,1.3233812499999997,0.1714,7942870,356626019,497469959.74869996,0.4732971435921259,0.16355899999999998,-0.047379330519456545,0.01888772298006296,0.054288816503800214,-203.94334921407884,强力买入,中性,NM-,0.7994750429088953,0.0143659584
康达新材,SZSE:002669,2.1232886545,#RESTRICTED!,2.1370799746,2.178741254,2.1459868688,5.098796698542346,1.8861497788,-0.1117,中性,3.027695833333333,1.3776824999999997,2.46245625,1.1175833333333336,0.5921,11122090,290778373,632027005.3433,1.4030266642460743,0.14196,-0.018681003651068336,0.0202292650033715,-0.004605263157894736,2123.261978466008,中性,强力买入,0.29481937583320406,5.098796698542346,0
浙江美大,SZSE:002677,1.3231047705,#RESTRICTED!,1.3943599242,1.3699377949,1.2907095342,-3.2074956652468973,1.0675200042,-0.1932,最低,3.1601583333333334,3.9254225,1.060578260869565,2.5742895833333335,0.6371,27551620,646051647,896559196.0615,-0.3481101019221707,0.359086,0.046706803251488876,-0.04827586206896552,0.1568862275449102,248.87278037124622,买入,强力买入,NM-,-3.322805079471842,0.0430978753
木林森,SZSE:002745,1.4207932877,#RESTRICTED!,1.387176945,1.3753968591,1.374391242,-1.3809087960468571,1.6452182902,0.158,最低,2.7433749999999995,2.6255000000000006,2.212470833333333,2.5187187499999997,0.3071,53184480,1484166399,2117222246.6859999,0.5268952481667207,0.270393,0.02520229304950447,0.07004310344827586,0.03761755485893417,122.8807817941339,强力买入,强力买入,NM-,-1.6348321089419784,0.0485569395
埃斯顿,SZSE:002747,3.6159117343,#RESTRICTED!,3.6081541168,3.5501156448,3.3916591234,0.035702661583258695,2.7441135476,-0.2411,中性,3.1496041666666663,2.2708575000000004,1.6762416666666666,0.9123437499999998,0.8264,23568770,871018453,3167044065.7753,1.0740334462553562,0.273847,-0.15184631383206346,0.00876843363889996,0.0679324894514768,-51.26411019550847,强力买入,强力买入,NM-,0.035702661583258695,0
永兴特钢,SZSE:002756,7.2203307019,#RESTRICTED!,7.6737203496,7.7765806119,7.6454194115,-0.8612129879998773,7.2808975826,0.0084,最低,2.3082583333333333,4.03634,1.5991958333333331,3.0187833333333343,3.0857,14784640,529868792,3957516770.3275003,-0.1643264036493146,0.163638,0.10457522095274843,-0.07671816728822589,-0.0416589861751152,57.58754962862558,强力卖出,强力买入,0.49217200476876377,-0.8869909693093427,0
永和智控,SZSE:002795,0.9926877268,#RESTRICTED!,1.0176844945,1.0153859411,0.9739401511,0.25349348787519954,0.7782326995,-0.216,中性,3.2645833333333334,1.6141150000000002,1.3521875000000003,0.5112791666666667,0.3621,31977600,441687427,453686319.5735,NM,0.089393,-0.4524885215480236,-0.006944444444444444,0.1349206349206349,-19.238648141894483,中性,强力买入,NM-,0.25349348787519954,-
创新股份,SZSE:002812,7.3237656025,#RESTRICTED!,7.7602034193,7.7836199315,7.7237138849,0.20694094470157864,7.133905096,-0.0259,中性,2.6557375,1.70175,1.583725,1.2363041666666668,2.8093,32624920.000000004,976315040,7795484765.537499,1.3819761190651452,0.050214999999999996,-0.10528838668000823,0.0518546555639667,-0.018714689265536724,-50.20141793919918,强力卖出,中性,NM-,0.20694094470157864,0
凯莱英,SZSE:002821,14.829978877,#RESTRICTED!,15.1615451973,14.8569868788,14.2418365393,1.0892838086544931,18.0104153137,0.2145,最低,2.7172375000000004,3.6145275000000003,1.8504020833333337,2.676045833333334,3.6179,5604525,359442420,5262907495.7926,0.21866447514700466,0.408516,0.19433242672289888,-0.018135449135732503,0.1185838803400409,36.615363794307534,强力买入,强力买入,4.5022915021528505,1.0548057526174255,0.1580255426
泰嘉股份,SZSE:002843,3.118849573,#RESTRICTED!,3.1268945097,3.089830337,2.9608958602,-2.3778795998717057,3.1630392611,0.0142,最低,3.1401666666666666,2.6265375000000004,1.7489249999999998,2.172127083333333,0.8493,13429310,251737562,798150812.5527999,2.0805082495527705,0.179601,0.039529858363682134,0.0322731524789523,0.1012974051896208,93.26495656075427,强力买入,强力买入,2.20815577873514,-2.397542907238177,0.0143659584
宇环数控,SZSE:002903,3.3745636329,#RESTRICTED!,3.5314398988,3.4802970868,3.3568216742,-15.172161753525915,3.0865548985,-0.0853,最低,3.1668374999999997,2.1244029411764704,1.9822952380952379,1.5922354166666666,0.9586,5937600,156785000,548226076.9001,5.4430856026854775,0.306447,0.03988848381836698,-0.04210940574576938,0.0582608695652174,3139.708338605532,中性,买入,NM-,-15.232924986159173,0.0114927667
德生科技,SZSE:002908,1.4926230798,#RESTRICTED!,1.5541093819,1.5446278493,1.4665488653,-6.0132320420665035,1.9722306017,0.3162,中性,2.4092166666666666,3.1422074999999996,1.6152624999999998,2.431510416666666,0.4921,12865040,428286716,658344159.438,17.844156373128037,0.435295,0.04303833601954606,-0.014732965009208104,0.016144349477682812,217.02430941796496,买入,强力买入,NM-,-6.072214957795429,0.0071829792
集泰股份,SZSE:002909,1.0630809231,#RESTRICTED!,1.0498642413,1.03995173,1.0366475596,-56.49612007063131,0.8358976566,-0.2137,中性,2.8683125,2.153825,1.857570833333333,1.77485,0.2179,18629840,385372917,407468095.7964,-0.1326083940582021,0.25023700000000004,-0.0036161678017650927,0.025069637883008356,0.0807635829662261,-420.68212224219405,强力买入,强力买入,56.757164096520526,-57.33125468047452,0.0143659584
明德生物,SZSE:002932,2.6993635871,#RESTRICTED!,2.7051099705,2.6980706509,2.6485799241,-19.58224472037202,3.0177275917,0.1126,中性,2.1473041666666672,2.262305,1.1957979166666666,1.3713625,0.4443,2015486.9999999998,219466216,589896837.9943,NM,0.25262799999999996,-0.14501455535698973,-0.015263157894736843,-0.024504692387904065,250.26908997334388,强力买入,卖出,NM-,-25.90922323349325,0.0172391501
郑州银行,SZSE:002936,0.2758264017,#RESTRICTED!,0.2766883592,0.278124955,0.2786277636,0.18388192872682502,0.3142553404,0.1393,中性,1.6218583333333334,1.0404617647058825,1.9243250000000003,1.6345475,0.0221,55186370,9092091358,2219597949.9132,6.1437680636096985,-,0.3254592567631846,-0.030612244897959183,-0.015544041450777202,10.80107210613533,强力卖出,强力卖出,NM-,0.1806446969369824,0.0028731917
昂利康,SZSE:002940,4.8959186295,#RESTRICTED!,5.1496214552,5.1568044344,5.0055308923,1.7751242216219196,3.3293826936,-0.3224,中性,2.74925,2.6912149999999997,1.74895625,2.4381854166666663,1.5436,5267600,196108486,989430968.0707,0.11154249806561817,0.378294,0.11366066443890697,-0.04901164365014893,0.0477326968973747,90.90127567634704,强力卖出,中性,NM-,1.7439969520592447,0.017957448
湖南宇晶机器股份有限公司,SZSE:002943,8.2891580083,#RESTRICTED!,8.2075593645,7.8429513398,6.5841342333,0.039189254929430595,5.4153198562,-0.3467,高,4.6936583333333335,1.9716749999999998,1.3248479166666667,0.5554791666666667,4.6536,16582700,203857501,1810465702.2349,1.0586882853964794,0.033742,-0.5257242746737105,0.1199275362318841,0.5611111111111111,-59.35474883846454,强力买入,强力买入,NM-,0.039189254929430595,0
奥美医疗,SZSE:002950,1.7124222437,#RESTRICTED!,1.706101222,1.6776566243,1.6440402816,0.16128765655433927,2.244709735,0.3108,中性,3.080504166666667,3.2972275,2.7526125,3.3195229166666667,0.3679,6071450,618757897,1054241356.073,0.33686206434396593,0.293703,0.15889534441122594,-0.01658374792703151,0.0860805860805861,16.72319450826704,强力买入,强力买入,0.5301889549691726,0.16048055388513743,0.0086195751
小熊电器,SZSE:002959,6.4129638387,#RESTRICTED!,6.3345257057,6.2816589787,6.2281457836,1.2678108763613696,8.2902929191,0.2927,最低,2.3155208333333337,3.3515325000000002,2.6545478260869566,3.4628854166666674,0.6357,2098323,155150103,994749111.987,0.42118816494123584,0.36160200000000003,0.09582030863898143,0.011559383499546692,0.0568316362775278,19.647426024003618,强力买入,强力卖出,0.7584395307014651,1.1072246002945632,0.1436595842
祥鑫科技,SZSE:002965,5.8067203934,#RESTRICTED!,5.9182002307,5.9637403189,5.7822264343,-0.7357869735797758,6.1820310571,0.0646,最低,2.8560833333333333,2.98931,2.964102173913044,2.5697916666666663,1.2814,7217143,265380359,1569582866.6208,-0.0276589221800298,0.124977,0.03539461158860812,-0.01247301511153754,0.0120452310717797,48.0621300720208,卖出,买入,0.5760367626083612,-0.7521676839579419,0.0768578775
科安达,SZSE:002972,1.7540835231,#RESTRICTED!,1.7319599471,1.7273628404,1.7360542453,-65.78838928269194,1.5913172142,-0.0928,最低,2.0966666666666667,3.85001,2.686710869565217,3.296725,0.2636,3334363,244842100,428770015.08119994,0.5142505200512757,0.548743,0.28378091672804323,0.012458471760797342,0.0200836820083682,44.14430315962349,强力买入,中性,NM-,19.924499588262254,0
北摩高科,SZSE:002985,5.5869212295,#RESTRICTED!,4.96487523,4.9200534397,4.7072935955,0.8876327708160826,4.6727865634,-0.1636,最低,3.28225,3.486839999999999,2.1574875000000002,2.2054645833333333,1.835,19180440,331853600,1762982678.0733,19.89547009360217,0.448162,0.07575630792108232,0.0775058275058275,0.16545855657106842,181.8516486913192,强力买入,强力买入,NM-,0.884047901140161,0.0100561709
中岩大地,SZSE:003001,3.0513295684,#RESTRICTED!,3.0579379093,3.0951457416,3.0122541615,5.905821961209071,3.0631096543,0.0039,最低,2.075166666666667,2.618655263157895,2.4381270833333333,2.55091875,0.725,2216114,173423164,527676394.10749996,1.3552782458425976,0.24370799999999998,0.07658311153957978,-0.011665888940737284,0.0521609538002981,80.2380435328042,强力卖出,强力卖出,NM-,5.3493981473867445,0.040440173
思进智能,SZSE:003025,2.1577669547,#RESTRICTED!,2.1270238037,2.1063368235,2.0663994591,-1.4408995483082814,2.1516183245,-0.0029,最低,3.2665208333333333,3.7532794117647055,3.3396852941176474,3.750729166666667,0.3,4678155,283953558,613521457.0729,0.5259691375554173,0.367305,0.2508268237075974,0.0266211604095563,0.046624913013222004,29.462891398944542,强力买入,强力买入,2.567006902693763,-1.5518723101762535,0.0316051085
华安创业板50ETF,SZSE:159949,0.2203738022,#RESTRICTED!,0.2257754025,0.2259334281,0.2230458704,-,NM,NM,非常高,2.2614250000000005,-,-,-,0.0368,994373900,-,-,-,-,-,0.0019230769230769232,0.026938239159001315,-,中性,强力买入,-,-,-
特锐德,SZSE:300001,4.1690011335,#RESTRICTED!,4.0865405322,3.9833929507,3.8648019639,0.5077779665021136,4.1499662386,-0.0046,最低,3.5371,2.6082850000000004,4.0011375,3.3294083333333333,0.9929,64983680.00000001,1047332373,4453596263.3267,0.23520269798278787,0.268467,0.08488095866709383,0.0281347690170198,0.1526479750778816,27.907652989141315,强力买入,强力买入,0.44201562725231247,0.5029534187775357,0.0215489376
天海防务,SZSE:300008,1.2053039114,#RESTRICTED!,1.2461032334,1.2492637442,1.1933801659,0.22179334122041042,1.2151876908,0.0082,最低,3.7316875,1.7601799999999999,3.1559166666666667,3.0365458333333333,0.4671,107414200,1728029133,2147344739.1694999,1.029057991485576,0.178566,0.07758045156025324,0.004645760743321719,0.09632446134347279,49.75004855941761,中性,强力买入,0.3072007890810352,0.22179334122041042,-
网宿科技,SZSE:300017,1.6176069181,#RESTRICTED!,1.6880001144,1.6430346645,1.552672786,0.8980691879811808,1.5809737241,-0.0226,最低,2.9840749999999994,3.793282500000001,3.0242999999999998,3.4148770833333337,0.4186,74753800,2459449777,4049087680.3796,-0.20447348708692736,0.343573,0.19496196009333094,-0.019674935842600515,0.1180487804878049,38.306292088156994,强力买入,强力买入,1.8756560522338335,0.8473243674279299,0.0359148961
银江股份,SZSE:300020,0.5645821659,#RESTRICTED!,0.5619962934,0.5450444625,0.5245011419,0.010607430902725987,0.6457929289,0.1438,中性,2.3398875,0.8074824999999999,0.7334729166666667,0.41773333333333335,0.1293,16178100,794677974,448661011.6409,1.2612883750160393,-0.397421,-10.223764950094068,0.005115089514066497,0.12285714285714286,-3.0402912706959278,强力买入,强力买入,NM-,0.010607430902725987,-
机器人,SZSE:300024,2.6102946449,#RESTRICTED!,2.6519559243,2.662443074,2.6048355807,0.11566412210256605,1.677426769,-0.3574,最低,2.8048583333333337,1.3418424999999998,2.0638645833333333,0.8751749999999998,0.6371,37346500,1565619950,4147456775.4342,0.7864282913034435,0.117751,-0.06849442444085922,-0.008602150537634409,0.013743815283122596,-117.46975038055524,卖出,强力买入,NM-,0.11566412210256605,-
Leascend Technology Co Ltd,SZSE:300051,1.2527115742,#RESTRICTED!,1.1900759955,1.1353416939,1.0416038152,0.5402395783979398,1.5402175001,0.2295,中性,3.4555541666666674,0.7460575,1.4143229166666669,0.5154208333333334,0.6136,61939520,372017690,456410962.79399997,4.165132829355321,-0.28324,-0.6786881647112613,0.07421383647798739,0.324031007751938,-24.81579578844602,强力买入,强力买入,NM-,0.5402395783979398,-
万邦达,SZSE:300055,1.1449668861,#RESTRICTED!,1.1561723336,1.1564596528,1.1303136085,0.990706618787153,0.9009323504,-0.2131,中性,2.8836124999999995,1.9165699999999999,2.08254375,0.8803916666666666,0.3229,15119390,836749606,979687868.7621,-0.19759603806952925,0.101822,0.01801222890108561,-0.004884004884004884,0,276.36327299109126,中性,买入,1.6890986518458224,0.9892396272475746,0.0021548938
三维丝,SZSE:300056,1.2986826412,#RESTRICTED!,1.235185105,1.2318809345,1.2378428073,0.5549147969014349,0.8868537111,-0.3171,中性,2.102529166666667,0.7915650000000001,1.8133229166666667,0.5041458333333334,0.3307,33373810,385490443,494538012.875,NM,0.092062,-0.3618926573881356,0.05182567726737339,0.08637469586374696,-29.956855413902705,买入,强力卖出,NM-,0.5549147969014349,-
旗天科技,SZSE:300061,1.5802554262,#RESTRICTED!,1.6141590881,1.5924664909,1.5458489558,-0.611068415119441,0.9066930997,-0.4262,中性,2.5632041666666665,2.0933924999999998,1.9564625000000002,1.04638125,0.3807,13839510,658993677,1030964550.4954998,NM,0.343883,-0.48726413934106877,-0.03371783496007099,0.03517110266159696,-98.1221572976824,卖出,中性,NM-,-0.611068415119441,-
创世纪,SZSE:300083,1.3848783917,#RESTRICTED!,1.38890086,1.3781263912,1.3702969439,0.6705742516248705,1.5250757799,0.1012,中性,3.0335791666666667,2.5705875000000002,3.0564875,2.857422916666667,0.3186,75695670,1648067589,2317887297.6883,0.6330406734803022,0.248358,0.08738568045718466,0.028361344537815126,0.06297502714440825,29.47790789290562,强力买入,强力买入,0.24587882717254905,0.6705742516248705,-
海默科技,SZSE:300084,1.4653277588,#RESTRICTED!,1.5230789117,1.503972187,1.4546969496,0.032468029774232965,1.2273843895,-0.1574,中性,3.343866666666666,2.719417500000001,2.050783333333333,0.5765583333333332,0.4279,25128920,510247899,760874770.3871001,1.788060521507127,0.253666,-0.4138779631573083,0.003868471953578336,0.039039039039039,-36.33063414378116,中性,强力买入,NM-,0.032468029774232965,-
智飞生物,SZSE:300122,2.4537056981,#RESTRICTED!,2.7617118467,2.7918803593,2.7722708261,0.2363937796444674,2.4483040978,-0.0022,中性,0.5137791666666667,1.9778675000000003,0.7664875,1.7011729166666667,0.605,61856170,2393789747,6038723145.371301,0.45269524880095396,0.24813,-0.15318287008283593,-0.13026250619118376,-0.06942236354001059,-33.04618335323123,强力卖出,强力卖出,NM-,0.24674309495940294,0.1149276674
中金环境,SZSE:300145,0.6680170665,#RESTRICTED!,0.6680170665,0.6714648966,0.6718240455,7.307913657068912,0.5935008402,-0.1115,最低,3.0173166666666673,2.6043525,2.9887020833333326,2.7689625,0.1257,41386080,1909036236,1286238840.227,0.40683350967762744,0.340968,0.067941726900926,0.004282655246252677,-0.00635593220338983,28.1174183766401,中性,强力买入,4.007839556523134,7.307913657068912,-
汤臣倍健,SZSE:300146,1.80005459,#RESTRICTED!,1.7747705032,1.7708916944,1.7586088,-6.626371748208393,2.1924463783,0.218,最低,2.2223083333333333,3.8254899999999994,1.3732062499999995,2.89695,0.2436,13429370,1675158844,2972059893.9677,0.10135227218087867,0.6632340000000001,0.1695213672121984,-0.007234726688102894,0.028309741881765195,35.982873733997245,强力买入,强力买入,NM-,-18.700052632287004,0.0517174503
睿智医药,SZSE:300149,1.5572698927,#RESTRICTED!,1.7075378178,1.6342714299,1.5174043581,-0.41353256334818883,1.7350055303,0.1141,中性,2.8940499999999996,2.82749,2.4480041666666668,1.2491083333333335,0.7271,18118670,497963992,788341046.2903,10.716332645197637,0.270468,-0.14024506954016494,-0.13159968479117415,0.1527196652719665,-83.62658992192665,卖出,中性,NM-,-0.41353256334818883,-
东方国信,SZSE:300166,1.5587064886,#RESTRICTED!,1.6592681975,1.6128661518,1.5207085285,-1.7629762251146155,1.4732721338,-0.046,最低,2.476941666666667,1.6832600000000002,1.8635145833333335,1.5760062499999996,0.505,38440830,1138745748,1812596486.4719002,-1.1825446852875205,0.289271,-0.022284773244478997,-0.03400174367916303,0.08414872798434439,-89.75500951150345,中性,强力买入,NM-,-1.7629762251146155,-
中电环保,SZSE:300172,0.8346621842,#RESTRICTED!,0.8277665242,0.8185723108,0.8098090761,4.408851571845755,0.7341435731,-0.1204,最低,2.9795374999999997,3.8873475000000006,2.3912708333333335,2.8072062499999992,0.1129,25362600,676710000,568712881.7602999,-0.06688095316445997,0.274212,0.12145054164645813,0.01916376306620209,0.07339449541284404,45.54189507246811,强力买入,强力买入,11.7881701751888,4.102289664326647,0.0071829792
朗源股份,SZSE:300175,0.8978724013,#RESTRICTED!,0.9027568271,0.8708643994,0.8452929934,-2.7366144861842656,0.6577310403,-0.2675,中性,3.736908333333333,2.00618,1.8457229166666664,0.7367666666666668,0.185,8638501,470800000,434216264.98950005,NM,0.097868,-0.055438383732306744,0.04390243902439025,0.1382978723404255,-206.96700067536085,强力买入,强力买入,1.031778170179527,-2.7366144861842656,-
华峰超纤,SZSE:300180,0.999870706,#RESTRICTED!,1.0082029619,0.9982904506,0.9760232151,1.9420488863129766,0.7976985732,-0.2022,中性,2.705,3.2921625000000003,3.1228541666666665,2.0183791666666666,0.2636,68524580,1761060155,1796251504.2194,-0.7483324237234927,0.13778600000000002,0.00977411045008444,0.0186513629842181,0.0245310245310245,192.90344914783495,中性,中性,3.4540335883031172,1.9411458317353882,0.0007182979
纳川股份,SZSE:300198,0.3706417272,#RESTRICTED!,0.3689178122,0.3702107485,0.3656136418,-0.20526166389505138,0.2359034032,-0.3635,中性,1.9475125000000002,1.089445,1.8559375,0.6266479166666665,0.0879,16288000,1031548540,374925340.8477,NM,0.223765,-3.7419924810460277,-0.04166666666666667,-0.01171875,-16.590465883718803,中性,强力买入,NM-,-0.20526166389505138,-
易华录,SZSE:300212,2.427846973,#RESTRICTED!,2.7875705718,2.8148658928,2.6167593262,0.11271514821987669,2.1300693869,-0.1226,高,0.8440041666666669,0.6104125,1.3242437500000002,0.23845625000000006,1.4286,39346870,719892422,1792258999.3723,1.0827236016623059,-0.086502,-6.200044959700701,-0.1644165863066538,-0.006876790830945559,-6.5486292260569545,强力卖出,强力卖出,NM-,0.11271514821987669,-
银禧科技,SZSE:300221,1.5299745717,#RESTRICTED!,1.5905989163,1.5736470853,1.5059115914,0.3847093043321891,1.2020859368,-0.2143,中性,3.5345833333333325,2.6341949999999996,3.13713125,2.8191625,0.5707,23433400,473754685,749334005.5474,0.5764554042002409,0.18737700000000002,0.04487271951009657,-0.035056967572304996,0.0668604651162791,46.84686475913737,中性,强力买入,0.41695025665391405,0.3847093043321891,-
