first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,817225.0839649998,0.6344501679299994,2.785893862192448,-0.1714823118807518,0.5425531914893617,0.10773516609031919,-0.07560458848225116,0.9733154792730114,4.9787234042553195,134,69,65,25.709343715022275,12171.976035,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,7,0.00075,0.0,100,500.0,5
