rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,chenyiyun_rank,chenyiyun_score,ashare_supplement,strategy_version,source_strategy,source_rank,source_score,signal_quality_score,plate_context_score,cross_domain_resonance_score,weekly_confirm_pass,risk_veto_flag,selection_reason,ashare_weight_penalty,ashare_weight_reason,trade_date_ashare,ts_code,stock_name,industry_ashare,selected_strategy,selection_rank,signal_stage,legacy_resonance_score,overall_score,entry_market_regime,plate_governance_hint,plate_governance_reason,visible_date_guard_pass,disclosure_visible_date,event_source_date,strategy_source,trade_date,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,market_hs300_pct_chg,market_hs300_ret_20,market_bs_ratio,liquidity_rank_pct,score_liq_breakout_adj,score_liq_breakout_adj_50p_50d,score_liq_breakout_adj_40p_30d,relative_amount,amount_ratio_5_20,impact_cost_raw,amount_stability_raw,entry_date_for_label,exit_date_for_label,forward_entry_open,forward_exit_close,forward_ret,ashare_hit,ashare_source_score,ashare_weight_adjustment,dual_route_score,market_style_state,target_position_ratio,route_reason,risk_veto_reason,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,underlying_market_exposure_scale,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_position_scale,adaptive_position_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,style_reason,switch_reason
1.0,2026-06-04,adaptive_market_style,300720,海川智能,电器仪表,,adaptive:baseline_full_liquidity:s_liquidity,91.567044,0.2,0.5,0.1,76.63,49.37,,,76.63979348176832,25.46,48.95,88.89,87.27976766698934,55.79864472410455,82.2458857696031,45.30493707647628,64.04,0,,可买,0.8843274632318328,normal_liquidity,index_neutral,0.05573657913974729,-0.021703051193667888,,0.0,1,plate_enhanced,2B买→等4B+最多持仓20日,1.0,91.567044,90.508491,81.003568,54.329867,1.0,0,命中13个优选策略；基础门控通过；环境=risk_on；周线=confirmed(100.0)；板块风控=pass；流动性=pass；主分=83.36；跨域=strong_resonance(54.3/3)；纯特征=63.5/中性化=95.4；规则层=risk_on_attack:cross_domain_rule_layer_v1/strong_rule_hit/pass；SmartMoney=idle(0.0/0.0/0.0/0.0)；事件=dividend_plate_resonance/shareholder_return_plate(56.5/96.9/29.3)；披露阶段=neutral；周线=100.0；切换分=72.0；板块领先=82.9；买点=2B买；组合=BUY_2B_TREND；路由=；环境=trend_following；板块阈值环境=risk_on；板块=rotation(recession_to_rotation)/leader_in_hot_plate；切换分=72.0；资金加速=100.0；领先分=82.9；治理=prefer_rotation/1d；SmartMoney=id,1.0,weekly_confirm_pass,2026-06-04,300720.SZ,海川智能,电器仪表,baseline_full_liquidity,1.0,confirm,91.567044,83.363782,trend_following,prefer_rotation,板块处于轮动切入期，优先观察板块内补涨机会,,20260331.0,20260429.0,Chenyiyun2087+AShare_supplement,2026-06-04,43.9,31.9008,0.188479,-0.208359,-0.6897,0.000864,0.012002,0.15150048402710553,49.37,49.37,49.37,1.1864091888635726,0.8866798438254823,7.8339350858881e-08,2.5022666233702298,,,,,,1,91.567044,29.156704400000002,70.3618742,defensive,0.5,adaptive_v21_ashare_weighted_enhancement,ashare_risk_veto_filtered,5,5,5,5,2,1.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.5,defensive_reduce_to_50pct,baseline_full_liquidity_detail_vol_position,8.215018888782526,0,index_neutral,normal,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk
2.0,2026-06-04,adaptive_market_style,603725,天安新材,塑料,,adaptive:baseline_full_liquidity:s_liquidity,87.390953,0.2,0.5,0.1,11.67,46.98,,,45.849990319457895,15.66,48.95,92.41,31.636011616650535,70.7647628267183,46.17618586640852,11.016456921587608,55.25,0,,观察,0.8843274632318328,normal_liquidity,index_neutral,0.0442929738162316,-0.1212349397590361,,0.0,1,plate_enhanced,4S买→1S卖(baseline),3.0,87.390953,80.847869,83.621834,36.329111,1.0,0,命中9个优选策略；基础门控通过；环境=risk_on；周线=confirmed(100.0)；板块风控=pass；流动性=pass；主分=71.30；跨域=resonance_watch(36.3/2)；纯特征=54.4/中性化=85.5；规则层=risk_on_attack:cross_domain_rule_layer_v1/strong_rule_hit/pass；SmartMoney=idle(0.0/0.0/0.0/0.0)；事件=dividend/shareholder_return(44.9/26.4/26.4)；披露阶段=neutral；周线=100.0；切换分=72.0；板块领先=92.9；买点=4S买；组合=BUY_4S_REVERSAL；路由=；环境=rebound_repair；板块阈值环境=risk_on；板块=rotation(recession_to_rotation)/rotation_watch；切换分=72.0；资金加速=100.0；领先分=92.9；治理=prefer_rotation/1d；SmartMoney=idle/0.0；事件=dividend/sharehol,1.0,weekly_confirm_pass,2026-06-04,603725.SH,天安新材,塑料,baseline_full_liquidity,3.0,exhaustion,87.390953,71.296115,rebound_repair,prefer_rotation,板块处于轮动切入期，优先观察板块内补涨机会,,20260326.0,20260417.0,Chenyiyun2087+AShare_supplement,2026-06-04,30.53,34.5028,0.186051,-0.009456,-0.6897,0.000864,0.012002,0.4782187802516941,41.5955,46.98,39.4417,0.6102242977655425,0.9962608472413224,3.502238062110534e-07,1.3833380239705135,,,,,,1,87.390953,28.739095300000002,68.06502415,defensive,0.5,adaptive_v21_ashare_weighted_enhancement,ashare_risk_veto_filtered,5,5,5,5,2,1.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.5,defensive_reduce_to_50pct,baseline_full_liquidity_detail_vol_position,8.215018888782526,0,index_neutral,normal,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk
3.0,2026-06-04,adaptive_market_style,300716,ST泉为,塑料,,adaptive:baseline_full_liquidity:s_liquidity,85.077431,0.2,0.5,0.1,17.05,15.81,,,48.45849628912552,7.34,48.95,96.28,99.26427879961278,73.57212003872216,50.06776379477251,2.729912875121007,41.05,0,,过滤,0.8843274632318328,normal_liquidity,index_neutral,0.06693677304808564,0.0,,0.0,1,plate_enhanced,2B买→等4B+最多持仓20日,2.0,85.077431,78.91859,67.102313,46.624411,1.0,0,命中2个优选策略；基础门控通过；环境=risk_on；周线=confirmed(100.0)；板块风控=pass；流动性=pass；主分=85.08；跨域=strong_resonance(46.6/3)；纯特征=52.8/中性化=81.4；规则层=risk_on_attack:cross_domain_rule_layer_v1/strong_rule_hit/pass；SmartMoney=idle(0.0/0.0/0.0/0.0)；事件=neutral/neutral(43.2/0.0/25.0)；披露阶段=neutral；周线=100.0；切换分=45.0；板块领先=50.2；买点=2B买；组合=BUY_2B_TREND；路由=；环境=trend_following；板块阈值环境=risk_on；板块=observe(steady)/neutral；切换分=45.0；资金加速=50.0；领先分=50.2；治理=normal/0d；SmartMoney=idle/0.0；事件=neutral/neutral/neutral,1.0,weekly_confirm_pass,2026-06-04,300716.SZ,ST泉为,塑料,baseline_full_liquidity,2.0,early,59.349758,85.077431,trend_following,normal,板块处于正常观察状态,,20260422.0,,Chenyiyun2087+AShare_supplement,2026-06-04,12.92,17.6999,0.182998,-0.070849,-0.6897,0.000864,0.012002,0.755566311713456,10.4255,10.4255,8.271700000000001,3.226479891187757,1.0252390102478834,3.0882090359589803e-07,0.7114716195997983,,,,,,1,85.077431,28.5077431,66.79258705000001,defensive,0.5,adaptive_v21_ashare_weighted_enhancement,ashare_risk_veto_filtered,5,5,5,5,2,1.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.5,defensive_reduce_to_50pct,baseline_full_liquidity_detail_vol_position,8.215018888782526,0,index_neutral,normal,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk
4.0,2026-06-04,adaptive_market_style,601101,昊华能源,煤炭开采,,adaptive:baseline_full_liquidity:s_liquidity,72.3,0.2,0.5,0.1,13.74,64.32,,,80.17813488222006,23.47,48.95,95.2,97.96708615682478,99.07066795740562,83.27202323330106,19.399806389157792,66.14,0,,可买,0.8843274632318328,normal_liquidity,index_neutral,0.045533822901251866,-0.01927194860813697,,0.0,1,hybrid_conservative_v1,hybrid_conservative_v1,1.0,72.3,72.3,0.0,,0.0,0,"环境交集为空，回退量化候选；环境通过=hybrid_conservative_v1；量化通道=Markup；机会类型=Trend；触发器=EVR；RuleScore=72.30；主通道=Markup（主升）；RPS50=95.5, RPS120=93.6；20日均成交额=606761；行业共振成立；行业配置入选(score=84.0)；触发器=EVR；惩罚模式=soft；分解=base:72.3/bonus:0.0/penalty:0.0/final:72.3",0.35,weekly_unconfirmed_downweighted,2026-06-04,601101.SH,,,baseline_full_liquidity,1.0,confirmed,,,conservative,,,,,,Chenyiyun2087+AShare_supplement,2026-06-04,59.52,53.9856,0.380794,-0.00794,-0.6897,0.000864,0.012002,0.21790900290416262,64.32,64.32,64.32,2.2852219322061,2.071351932074192,7.348436736744735e-08,1.7282647470451216,,,,,,1,72.3,9.5305,42.0655,defensive,0.5,adaptive_v21_ashare_weighted_enhancement,ashare_risk_veto_filtered,5,5,5,5,2,1.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.5,defensive_reduce_to_50pct,baseline_full_liquidity_detail_vol_position,8.215018888782526,0,index_neutral,normal,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk
5.0,2026-06-04,adaptive_market_style,002608,江苏国信,火力发电,,adaptive:baseline_full_liquidity:s_liquidity,71.12,0.2,0.5,0.1,10.5,63.84,,,82.47784446595676,24.37,48.95,96.92,99.09002904162632,99.61277831558567,88.84801548886739,18.973862536302033,65.53,0,,可买,0.8843274632318328,normal_liquidity,index_neutral,0.03835060711494961,0.0,,0.0,1,hybrid_conservative_v1,hybrid_conservative_v1,2.0,71.12,71.12,0.0,,0.0,0,"环境交集为空，回退量化候选；环境通过=hybrid_conservative_v1；量化通道=Markup；机会类型=Trend；触发器=EVR；RuleScore=71.12；主通道=Markup（主升）；RPS50=87.9, RPS120=84.1；20日均成交额=704239；行业共振成立；行业配置入选(score=143.1)；触发器=EVR；惩罚模式=soft；分解=base:71.1/bonus:0.0/penalty:0.0/final:71.1",0.35,weekly_unconfirmed_downweighted,2026-06-04,002608.SZ,,,baseline_full_liquidity,2.0,confirmed,,,conservative,,,,,,Chenyiyun2087+AShare_supplement,2026-06-04,56.74,49.5584,0.302931,0.021779,-0.6897,0.000864,0.012002,0.18789932236205228,63.84,63.84,63.84,2.9957602726133423,2.346080359100971,4.8753674228737267e-08,1.718026674509297,,,,,,1,71.12,9.4892,41.4932,defensive,0.5,adaptive_v21_ashare_weighted_enhancement,ashare_risk_veto_filtered,5,5,5,5,2,1.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.5,defensive_reduce_to_50pct,baseline_full_liquidity_detail_vol_position,8.215018888782526,0,index_neutral,normal,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk
