trough_date,drawdown,risk_decision,miss_reason
2025-11-24,-0.4594115534392156,normal,no_defensive_action_in_prior_10_calendar_days
2025-11-21,-0.4527849789178824,normal,no_defensive_action_in_prior_10_calendar_days
2025-11-26,-0.4467213386503691,normal,no_defensive_action_in_prior_10_calendar_days
2025-11-25,-0.44633138726557997,normal,no_defensive_action_in_prior_10_calendar_days
2025-11-27,-0.44484176097143413,normal,no_defensive_action_in_prior_10_calendar_days
2025-11-28,-0.4433663540021864,normal,no_defensive_action_in_prior_10_calendar_days
