strategy,event_type,mark_price_basis,order_status,event_timestamp,symbol,side,planned_shares,planned_price,planned_notional,planned_fee,signal_date,execution_date,order_id,cost_rate,lot_size,filled_shares,filled_price,filled_notional,fee,reject_reason,remaining_shares
vls_mom_contrarian_v1,order,raw,PLANNED,2022-02-08T15:00:00+08:00,002365,BUY,4700,10.5,49350.0,37.0125,2022-02-08,2022-02-09,2022-02-08:002365:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-02-09T09:30:00+08:00,002365,BUY,4700,,,,2022-02-08,2022-02-09,2022-02-08:002365:BUY,,,4700.0,9.568558999999999,44972.22729999999,33.729170475,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-02-08T15:00:00+08:00,002394,BUY,4900,10.15905,49779.345,37.334508750000005,2022-02-08,2022-02-09,2022-02-08:002394:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-02-09T09:30:00+08:00,002394,BUY,4900,,,,2022-02-08,2022-02-09,2022-02-08:002394:BUY,,,4900.0,9.244735499999999,45299.203949999996,33.974402962499994,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-02-08T15:00:00+08:00,002403,BUY,6600,7.53,49698.0,37.2735,2022-02-08,2022-02-09,2022-02-08:002403:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-02-09T09:30:00+08:00,002403,BUY,6600,,,,2022-02-08,2022-02-09,2022-02-08:002403:BUY,,,6600.0,6.886279399999999,45449.444039999995,34.087083029999995,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-02-08T15:00:00+08:00,002521,BUY,6700,7.38991,49512.397000000004,37.13429775,2022-02-08,2022-02-09,2022-02-08:002521:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-02-09T09:30:00+08:00,002521,BUY,6700,,,,2022-02-08,2022-02-09,2022-02-08:002521:BUY,,,6700.0,6.724818099999999,45056.28126999999,33.79221095249999,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-02-08T15:00:00+08:00,002566,BUY,5300,9.31,49343.0,37.00725,2022-02-08,2022-02-09,2022-02-08:002566:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-02-09T09:30:00+08:00,002566,BUY,5300,,,,2022-02-08,2022-02-09,2022-02-08:002566:BUY,,,5300.0,8.475867399999998,44922.09721999999,33.691572914999995,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-08T15:00:00+08:00,000705,SELL,5600,8.4437,47284.72,35.46354,2022-03-08,2022-03-09,2022-03-08:000705:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-09T09:30:00+08:00,000705,SELL,5600,,,,2022-03-08,2022-03-09,2022-03-08:000705:SELL,,,5600.0,8.435256299999999,47237.43527999999,35.42807645999999,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-08T15:00:00+08:00,002593,BUY,22900,4.25,97325.0,72.99375,2022-03-08,2022-03-09,2022-03-08:002593:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-09T09:30:00+08:00,002593,BUY,22900,,,,2022-03-08,2022-03-09,2022-03-08:002593:BUY,,,22900.0,3.8701662999999993,88626.80826999998,66.47010620249999,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-09T15:00:00+08:00,002365,SELL,4700,9.7043,45610.21,34.2076575,2022-03-09,2022-03-10,2022-03-09:002365:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-10T09:30:00+08:00,002365,SELL,4700,,,,2022-03-09,2022-03-10,2022-03-09:002365:SELL,,,4700.0,9.6945957,45564.59979,34.1734498425,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-09T15:00:00+08:00,002029,BUY,8600,6.01,51686.0,38.7645,2022-03-09,2022-03-10,2022-03-09:002029:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-10T09:30:00+08:00,002029,BUY,8600,,,,2022-03-09,2022-03-10,2022-03-09:002029:BUY,,,8600.0,5.545339799999999,47689.92227999999,35.76744170999999,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-14T15:00:00+08:00,002566,SELL,5300,8.6894,46053.81999999999,34.540364999999994,2022-03-14,2022-03-15,2022-03-14:002566:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-15T09:30:00+08:00,002566,SELL,5300,,,,2022-03-14,2022-03-15,2022-03-14:002566:SELL,,,5300.0,8.6807106,46007.76618,34.505824635,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-14T15:00:00+08:00,000419,BUY,8400,6.06716,50964.144,38.223108,2022-03-14,2022-03-15,2022-03-14:000419:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-15T09:30:00+08:00,000419,BUY,8400,,,,2022-03-14,2022-03-15,2022-03-14:000419:BUY,,,8400.0,5.498793299999999,46189.863719999994,34.64239779,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-24T15:00:00+08:00,000635,SELL,4600,10.2,46920.0,35.19,2022-03-24,2022-03-25,2022-03-24:000635:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-25T09:30:00+08:00,000635,SELL,4600,,,,2022-03-24,2022-03-25,2022-03-24:000635:SELL,,,4600.0,10.1898,46873.08,35.154810000000005,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-03-24T15:00:00+08:00,002380,BUY,4100,12.63911,51820.351,38.865263250000005,2022-03-24,2022-03-25,2022-03-24:002380:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-03-25T09:30:00+08:00,002380,BUY,4100,,,,2022-03-24,2022-03-25,2022-03-24:002380:BUY,,,4100.0,11.5015901,47156.51941,35.367389557500005,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-13T15:00:00+08:00,000419,SELL,8400,6.0962,51208.079999999994,38.40606,2022-04-13,2022-04-14,2022-04-13:000419:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-14T09:30:00+08:00,000419,SELL,8400,,,,2022-04-13,2022-04-14,2022-04-13:000419:SELL,,,8400.0,6.0901038,51156.87192,38.36765394,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-13T15:00:00+08:00,000589,BUY,9800,5.6000000000000005,54880.00000000001,41.160000000000004,2022-04-13,2022-04-14,2022-04-13:000589:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-14T09:30:00+08:00,000589,BUY,9800,,,,2022-04-13,2022-04-14,2022-04-13:000589:BUY,,,9800.0,5.087882799999999,49861.25143999999,37.39593857999999,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-18T15:00:00+08:00,002363,SELL,7500,6.9463,52097.25,39.0729375,2022-04-18,2022-04-19,2022-04-18:002363:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-19T09:30:00+08:00,002363,SELL,7500,,,,2022-04-18,2022-04-19,2022-04-18:002363:SELL,,,7500.0,6.9393537,52045.15275,39.0338645625,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-18T15:00:00+08:00,000570,BUY,11000,5.3100000000000005,58410.00000000001,43.807500000000005,2022-04-18,2022-04-19,2022-04-18:000570:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-19T09:30:00+08:00,000570,BUY,11000,,,,2022-04-18,2022-04-19,2022-04-18:000570:BUY,,,11000.0,4.8324276,53156.7036,39.867527700000004,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-22T15:00:00+08:00,002029,SELL,8600,6.3401,54524.85999999999,40.893645,2022-04-22,2022-04-25,2022-04-22:002029:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-25T09:30:00+08:00,002029,SELL,8600,,,,2022-04-22,2022-04-25,2022-04-22:002029:SELL,,,8600.0,6.3337598999999996,54470.335139999996,40.852751354999995,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-22T15:00:00+08:00,002144,SELL,4300,11.4486,49228.98,36.921735000000005,2022-04-22,2022-04-25,2022-04-22:002144:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-25T09:30:00+08:00,002144,SELL,4300,,,,2022-04-22,2022-04-25,2022-04-22:002144:SELL,,,4300.0,11.437151400000001,49179.75102,36.884813265000005,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-22T15:00:00+08:00,002536,BUY,8700,6.37868,55494.516,41.620887,2022-04-22,2022-04-25,2022-04-22:002536:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-25T09:30:00+08:00,002536,BUY,8700,,,,2022-04-22,2022-04-25,2022-04-22:002536:BUY,,,8700.0,5.6834777999999995,49446.256859999994,37.084692645,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-22T15:00:00+08:00,002666,BUY,11000,5.04,55440.0,41.58,2022-04-22,2022-04-25,2022-04-22:002666:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-25T09:30:00+08:00,002666,BUY,11000,,,,2022-04-22,2022-04-25,2022-04-22:002666:BUY,,,11000.0,4.5386340999999994,49924.975099999996,37.443731324999995,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-26T15:00:00+08:00,002403,SELL,6600,7.8908,52079.28,39.05946,2022-04-26,2022-04-27,2022-04-26:002403:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-27T09:30:00+08:00,002403,SELL,6600,,,,2022-04-26,2022-04-27,2022-04-26:002403:SELL,,,6600.0,7.882909199999999,52027.20071999999,39.02040054,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-04-26T15:00:00+08:00,000635,BUY,7400,7.9750000000000005,59015.00000000001,44.261250000000004,2022-04-26,2022-04-27,2022-04-26:000635:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-04-27T09:30:00+08:00,000635,BUY,7400,,,,2022-04-26,2022-04-27,2022-04-26:000635:BUY,,,7400.0,7.15715,52962.909999999996,39.722182499999995,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-16T15:00:00+08:00,000589,SELL,9800,4.5597,44685.060000000005,33.513795,2022-05-16,2022-05-17,2022-05-16:000589:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-17T09:30:00+08:00,000589,SELL,9800,,,,2022-05-16,2022-05-17,2022-05-16:000589:SELL,,,9800.0,4.555140300000001,44640.37494000001,33.480281205000004,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-16T15:00:00+08:00,002593,SELL,22900,4.0239,92147.31000000001,69.11048250000002,2022-05-16,2022-05-17,2022-05-16:002593:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-17T09:30:00+08:00,002593,SELL,22900,,,,2022-05-16,2022-05-17,2022-05-16:002593:SELL,,,22900.0,4.0198761,92055.16269000001,69.04137201750001,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-16T15:00:00+08:00,002144,BUY,6700,10.040000000000001,67268.0,50.451,2022-05-16,2022-05-17,2022-05-16:002144:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-17T09:30:00+08:00,002144,BUY,6700,,,,2022-05-16,2022-05-17,2022-05-16:002144:BUY,,,6700.0,9.172263099999999,61454.16276999999,46.090622077499994,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-16T15:00:00+08:00,002406,BUY,12500,5.43,67875.0,50.90625,2022-05-16,2022-05-17,2022-05-16:002406:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-17T09:30:00+08:00,002406,BUY,12500,,,,2022-05-16,2022-05-17,2022-05-16:002406:BUY,,,12500.0,4.977772799999999,62222.159999999996,46.666619999999995,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-25T15:00:00+08:00,002536,SELL,8700,6.6681,58012.47,43.5093525,2022-05-25,2022-05-26,2022-05-25:002536:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-26T09:30:00+08:00,002536,SELL,8700,,,,2022-05-25,2022-05-26,2022-05-25:002536:SELL,,,8700.0,6.6614319,57954.45753,43.4658431475,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-25T15:00:00+08:00,002582,BUY,7200,10.92,78624.0,58.968,2022-05-25,2022-05-26,2022-05-25:002582:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-26T09:30:00+08:00,002582,BUY,7200,,,,2022-05-25,2022-05-26,2022-05-25:002582:BUY,,,7200.0,9.939329399999998,71563.17167999998,53.67237875999999,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-27T15:00:00+08:00,000635,SELL,7400,9.84,72816.0,54.612,2022-05-27,2022-05-30,2022-05-27:000635:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-30T09:30:00+08:00,000635,SELL,7400,,,,2022-05-27,2022-05-30,2022-05-27:000635:SELL,,,7400.0,9.83016,72743.184,54.557387999999996,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-05-27T15:00:00+08:00,002574,BUY,15600,5.21,81276.0,60.957,2022-05-27,2022-05-30,2022-05-27:002574:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-05-30T09:30:00+08:00,002574,BUY,15600,,,,2022-05-27,2022-05-30,2022-05-27:002574:BUY,,,15600.0,4.752547799999999,74139.74567999999,55.604809259999996,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-08T15:00:00+08:00,002380,SELL,4100,13.4791,55264.310000000005,41.4482325,2022-06-08,2022-06-09,2022-06-08:002380:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-09T09:30:00+08:00,002380,SELL,4100,,,,2022-06-08,2022-06-09,2022-06-08:002380:SELL,,,4100.0,13.465620900000001,55209.045690000006,41.40678426750001,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-08T15:00:00+08:00,000548,BUY,10300,5.34,55002.0,41.2515,2022-06-08,2022-06-09,2022-06-08:000548:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-09T09:30:00+08:00,000548,BUY,10300,,,,2022-06-08,2022-06-09,2022-06-08:000548:BUY,,,10300.0,4.8709660999999995,50170.950829999994,37.6282131225,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,000570,SELL,11000,5.3888,59276.799999999996,44.4576,2022-06-14,2022-06-15,2022-06-14:000570:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,000570,SELL,11000,,,,2022-06-14,2022-06-15,2022-06-14:000570:SELL,,,11000.0,5.383411199999999,59217.523199999996,44.4131424,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,002094,SELL,11500,3.88,44620.0,33.465,2022-06-14,2022-06-15,2022-06-14:002094:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,002094,SELL,11500,,,,2022-06-14,2022-06-15,2022-06-14:002094:SELL,,,11500.0,3.87612,44575.38,33.431535,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,002406,SELL,12500,5.6509,70636.25,52.9771875,2022-06-14,2022-06-15,2022-06-14:002406:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,002406,SELL,12500,,,,2022-06-14,2022-06-15,2022-06-14:002406:SELL,,,12500.0,5.6452491,70565.61375,52.9242103125,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,002666,SELL,11000,6.1247,67371.7,50.528774999999996,2022-06-14,2022-06-15,2022-06-14:002666:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,002666,SELL,11000,,,,2022-06-14,2022-06-15,2022-06-14:002666:SELL,,,11000.0,6.1185753,67304.3283,50.478246225,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,000419,BUY,10200,5.895230000000001,60131.346000000005,45.098509500000006,2022-06-14,2022-06-15,2022-06-14:000419:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,000419,BUY,10200,,,,2022-06-14,2022-06-15,2022-06-14:000419:BUY,,,10200.0,5.3981927999999995,55061.56655999999,41.29617491999999,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,002173,BUY,10000,6.028000000000001,60280.000000000015,45.210000000000015,2022-06-14,2022-06-15,2022-06-14:002173:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,002173,BUY,10000,,,,2022-06-14,2022-06-15,2022-06-14:002173:BUY,,,10000.0,5.48548,54854.799999999996,41.141099999999994,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,002295,BUY,8500,7.08,60180.0,45.135,2022-06-14,2022-06-15,2022-06-14:002295:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,002295,BUY,8500,,,,2022-06-14,2022-06-15,2022-06-14:002295:BUY,,,8500.0,6.4857793,55129.12405,41.3468430375,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-06-14T15:00:00+08:00,002616,BUY,11300,5.34,60342.0,45.2565,2022-06-14,2022-06-15,2022-06-14:002616:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-06-15T09:30:00+08:00,002616,BUY,11300,,,,2022-06-14,2022-06-15,2022-06-14:002616:BUY,,,11300.0,4.8595546999999994,54912.968109999994,41.1847260825,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-06T15:00:00+08:00,002144,SELL,6700,11.2989,75702.63,56.77697250000001,2022-07-06,2022-07-07,2022-07-06:002144:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-07T09:30:00+08:00,002144,SELL,6700,,,,2022-07-06,2022-07-07,2022-07-06:002144:SELL,,,6700.0,11.2876011,75626.92737,56.7201955275,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-06T15:00:00+08:00,002671,BUY,22000,4.917,108174.0,81.1305,2022-07-06,2022-07-07,2022-07-06:002671:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-07T09:30:00+08:00,002671,BUY,22000,,,,2022-07-06,2022-07-07,2022-07-06:002671:BUY,,,22000.0,4.46446,98218.12,73.66359,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-12T15:00:00+08:00,000548,SELL,10300,5.7582,59309.46000000001,44.48209500000001,2022-07-12,2022-07-13,2022-07-12:000548:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-13T09:30:00+08:00,000548,SELL,10300,,,,2022-07-12,2022-07-13,2022-07-12:000548:SELL,,,10300.0,5.752441800000001,59250.15054000001,44.43761290500001,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-12T15:00:00+08:00,002173,SELL,10000,6.02,60199.99999999999,45.15,2022-07-12,2022-07-13,2022-07-12:002173:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-13T09:30:00+08:00,002173,SELL,10000,,,,2022-07-12,2022-07-13,2022-07-12:002173:SELL,,,10000.0,6.013979999999999,60139.799999999996,45.10485,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-12T15:00:00+08:00,002616,SELL,11300,5.7127,64553.51,48.415132500000006,2022-07-12,2022-07-13,2022-07-12:002616:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-13T09:30:00+08:00,002616,SELL,11300,,,,2022-07-12,2022-07-13,2022-07-12:002616:SELL,,,11300.0,5.7069873,64488.95649,48.3667173675,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-12T15:00:00+08:00,000635,BUY,6600,9.438,62290.8,46.7181,2022-07-12,2022-07-13,2022-07-12:000635:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-13T09:30:00+08:00,000635,BUY,6600,,,,2022-07-12,2022-07-13,2022-07-12:000635:BUY,,,6600.0,8.51851,56222.166,42.1666245,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-12T15:00:00+08:00,002674,BUY,4600,13.33,61318.0,45.9885,2022-07-12,2022-07-13,2022-07-12:002674:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-13T09:30:00+08:00,002674,BUY,4600,,,,2022-07-12,2022-07-13,2022-07-12:002674:BUY,,,4600.0,12.009997999999998,55245.99079999999,41.4344931,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-12T15:00:00+08:00,002687,BUY,12000,5.2,62400.0,46.800000000000004,2022-07-12,2022-07-13,2022-07-12:002687:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-13T09:30:00+08:00,002687,BUY,12000,,,,2022-07-12,2022-07-13,2022-07-12:002687:BUY,,,12000.0,4.7328281,56793.9372,42.5954529,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-28T15:00:00+08:00,002295,SELL,8500,8.7506,74380.1,55.785075000000006,2022-07-28,2022-07-29,2022-07-28:002295:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-29T09:30:00+08:00,002295,SELL,8500,,,,2022-07-28,2022-07-29,2022-07-28:002295:SELL,,,8500.0,8.7418494,74305.7199,55.729289924999996,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-07-28T15:00:00+08:00,002133,BUY,22400,4.15723,93121.952,69.841464,2022-07-28,2022-07-29,2022-07-28:002133:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-07-29T09:30:00+08:00,002133,BUY,22400,,,,2022-07-28,2022-07-29,2022-07-28:002133:BUY,,,22400.0,3.6975938999999998,82826.10336,62.11957752,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-08-09T15:00:00+08:00,000635,SELL,6600,10.51,69366.0,52.0245,2022-08-09,2022-08-10,2022-08-09:000635:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-08-10T09:30:00+08:00,000635,SELL,6600,,,,2022-08-09,2022-08-10,2022-08-09:000635:SELL,,,6600.0,10.49949,69296.634,51.97247550000001,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-08-09T15:00:00+08:00,002674,SELL,4600,13.2381,60895.259999999995,45.671445,2022-08-09,2022-08-10,2022-08-09:002674:SELL,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-08-10T09:30:00+08:00,002674,SELL,4600,,,,2022-08-09,2022-08-10,2022-08-09:002674:SELL,,,4600.0,13.224861899999999,60834.36474,45.625773555,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-08-09T15:00:00+08:00,000605,BUY,10400,7.01,72904.0,54.678000000000004,2022-08-09,2022-08-10,2022-08-09:000605:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-08-10T09:30:00+08:00,000605,BUY,10400,,,,2022-08-09,2022-08-10,2022-08-09:000605:BUY,,,10400.0,6.371865499999999,66267.4012,49.700550899999996,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-08-09T15:00:00+08:00,000759,BUY,13800,5.28,72864.0,54.648,2022-08-09,2022-08-10,2022-08-09:000759:BUY,0.00075,100.0,,,,,,
vls_mom_contrarian_v1,order,raw,FILLED,2022-08-10T09:30:00+08:00,000759,BUY,13800,,,,2022-08-09,2022-08-10,2022-08-09:000759:BUY,,,13800.0,4.804799999999999,66306.23999999999,49.729679999999995,,0.0
vls_mom_contrarian_v1,order,raw,PLANNED,2022-08-11T15:00:00+08:00,002687,SELL,12000,5.0133,60159.6,45.1197,2022-08-11,2022-08-12,2022-08-11:002687:SELL,0.00075,100.0,,,,,,
