month,train_rows,prediction_rows,positive_rate,roc_auc,average_precision,brier,precision_at_10,precision_at_20
2026-03,341,217,0.22119815668202766,0.6312869822485208,0.2788880584546506,0.24242137906875424,0.1,0.3
2026-04,558,26,0.3076923076923077,0.8958333333333334,0.876131221719457,0.1817347956304212,0.5,0.4
