trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,note
2026-05-14,000791,000791,SELL,9.61,47000,0,-47000,47000,0.5144193801177565,0.0,-0.5144193801177565,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-14,600507,600507,SELL,5.32,16700,0,-16700,16700,0.10118687406111089,0.0,-0.10118687406111089,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-14,600522,600522,SELL,44.1,7600,0,-7600,7600,0.3817229380748494,0.0,-0.3817229380748494,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-14,002008,大族激光,BUY,149.23,0,1100,1100,1100,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-14,002015,协鑫能科,BUY,23.5,0,7400,7400,7400,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-14,300308,中际旭创,BUY,1078.0,0,100,100,100,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-14,300782,卓胜微,BUY,140.88,0,1200,1200,1200,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-14,688008,澜起科技,BUY,265.08,0,600,600,600,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
