strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,avg_max_industry_weight,turnover_proxy
tiered_liquidity_then_score_industry_penalty_5pt,all,0.0,4,2026-02-13,2026-04-09,4.75,1.25,0.2360818716437838,0.2360818716437838,2.800997586435342,-0.07305602014650925,0.75,0.06099726835966796,0.03168362826744832,0.2536778370502845,-0.07305602014650929,79.41312500000001,27.861125,0.21250000000000002,1.0
liq_top_10_then_liq_breakout_adj,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.2138477047973386,0.2138477047973386,2.390271425588306,-0.020435097289306592,0.5,0.05421412376121393,0.004125733377713392,0.22904012557873535,-0.020435097289306436,79.05125,28.645250000000004,0.36250000000000004,1.0
liq_top_10_then_score,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.2138477047973386,0.2138477047973386,2.390271425588306,-0.020435097289306592,0.5,0.05421412376121393,0.004125733377713392,0.22904012557873535,-0.020435097289306436,79.05125,28.645250000000004,0.36250000000000004,1.0
liq_top_10_then_score_industry_cap2,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.2138477047973386,0.2138477047973386,2.390271425588306,-0.020435097289306592,0.5,0.05421412376121393,0.004125733377713392,0.22904012557873535,-0.020435097289306436,79.05125,28.645250000000004,0.36250000000000004,1.0
liq_top_10_then_score_industry_penalty_10pt,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.19590286029048776,0.19590286029048776,2.0866273426386246,-0.08040933438815934,0.5,0.05154303446982337,0.0250940162235337,0.22904012557873535,-0.07305602014650929,78.66225,28.70275,0.21250000000000002,1.0
liq_top_10_then_score_industry_penalty_5pt,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.19590286029048776,0.19590286029048776,2.0866273426386246,-0.08040933438815934,0.5,0.05154303446982337,0.0250940162235337,0.22904012557873535,-0.07305602014650929,78.66225,28.70275,0.21250000000000002,1.0
tiered_liquidity_then_dynamic_factor,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.18375101389879767,0.18375101389879767,1.8942783310790148,-0.05598328810519204,0.75,0.045771683305589346,0.0433789743775971,0.15231207257235535,-0.055983288105192174,76.851625,28.745875000000005,0.36250000000000004,1.0
liq_top_10_then_dynamic_factor,all,0.0,4,2026-02-13,2026-04-09,4.75,0.5,0.16837708637362403,0.16837708637362403,1.6654656902608185,-0.05598328810519204,0.75,0.042451693730824934,0.03673899522806828,0.15231207257235535,-0.055983288105192174,76.313125,29.142375,0.36250000000000004,1.0
tiered_liquidity_then_liq_breakout_adj,all,0.0,4,2026-02-13,2026-04-09,4.75,1.25,0.11968114254998974,0.11968114254998974,1.0384238545639786,-0.02043509728930637,0.5,0.030016870870781663,0.01076571252724221,0.11897115571794867,-0.020435097289306436,79.814125,28.1175,0.42500000000000004,1.0
tiered_liquidity_then_score,all,0.0,4,2026-02-13,2026-04-09,4.75,1.25,0.11968114254998974,0.11968114254998974,1.0384238545639786,-0.02043509728930637,0.5,0.030016870870781663,0.01076571252724221,0.11897115571794867,-0.020435097289306436,79.814125,28.1175,0.42500000000000004,1.0
tiered_liquidity_then_score_industry_cap2,all,0.0,4,2026-02-13,2026-04-09,4.75,1.25,0.11968114254998974,0.11968114254998974,1.0384238545639786,-0.02043509728930637,0.5,0.030016870870781663,0.01076571252724221,0.11897115571794867,-0.020435097289306436,79.814125,28.1175,0.42500000000000004,1.0
liq_top_30_then_dynamic_factor,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.11628181041273433,0.11628181041273433,0.9997478694701991,-0.08974009670181249,0.5,0.031201753024299412,0.014239113815017235,0.15231207257235535,-0.055983288105192174,77.697625,28.144375000000004,0.3125,1.0
baseline_full_liquidity,all,0.0,4,2026-02-13,2026-04-09,5.0,0.0,0.0706852457590228,0.0706852457590228,0.5376923500215618,-0.02755593912592824,0.5,0.01967511465247909,-0.005479180948866836,0.13767046914181713,-0.04801164863416711,46.8515,29.988,0.44999999999999996,1.0
tiered_liquidity_then_bs_v2,all,0.0,4,2026-02-13,2026-04-09,4.75,1.25,0.06128568068430784,0.06128568068430784,0.45459978445389915,-0.08718940804174657,0.5,0.017734092613429498,0.01906006316255864,0.12000565217034717,-0.08718940804174646,78.1365,28.251624999999997,0.42500000000000004,1.0
liq_top_20_then_dynamic_factor,all,0.0,4,2026-02-13,2026-04-09,4.75,0.5,0.05293172065952256,0.05293172065952256,0.38395293032583755,-0.14139824076076568,0.5,0.017521342654427306,0.004126818809571265,0.15231207257235535,-0.09048033957378865,77.188125,28.602375000000002,0.4125,1.0
liq_top_30_then_liq_breakout_adj,all,0.0,4,2026-02-13,2026-04-09,5.0,0.5,0.02949593850852783,0.02949593850852783,0.20097845643380063,-0.05546306290911074,0.25,0.008680995729541494,-0.015040363774244912,0.10056340856095602,-0.03575869809430023,81.358,26.2345,0.3,1.0
liq_top_30_then_score,all,0.0,4,2026-02-13,2026-04-09,5.0,0.5,0.02949593850852783,0.02949593850852783,0.20097845643380063,-0.05546306290911074,0.25,0.008680995729541494,-0.015040363774244912,0.10056340856095602,-0.03575869809430023,81.358,26.2345,0.3,1.0
baseline_full_dynamic_factor,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.023492430701220313,0.023492430701220313,0.15753252125574524,-0.16540419067470669,0.5,0.011163947279043351,0.004126818809571265,0.15231207257235535,-0.11590992107532447,77.798625,27.752375,0.3125,1.0
baseline_full_liquidity_industry_cap2,all,0.0,4,2026-02-13,2026-04-09,5.0,0.0,0.003058846081429145,0.003058846081429145,0.019427624335583316,-0.07385647897743364,0.25,0.003622583261666295,-0.03758424373049242,0.13767046914181713,-0.04801164863416711,47.327,29.987,0.4,1.0
baseline_full_liquidity_industry_penalty_0p10pt,all,0.0,4,2026-02-13,2026-04-09,5.0,0.0,-0.011078066743380743,-0.011078066743380743,-0.0677751878892433,-0.040993440819493854,0.5,-0.0010018584474869793,-0.01256969758522164,0.08894279513087536,-0.06781083375038,43.4975,29.981,0.2,1.0
baseline_full_liquidity_industry_penalty_0p25pt,all,0.0,4,2026-02-13,2026-04-09,5.0,0.0,-0.011078066743380743,-0.011078066743380743,-0.0677751878892433,-0.040993440819493854,0.5,-0.0010018584474869793,-0.01256969758522164,0.08894279513087536,-0.06781083375038,43.4975,29.981,0.2,1.0
baseline_full_liquidity_industry_penalty_0p50pt,all,0.0,4,2026-02-13,2026-04-09,5.0,0.0,-0.011078066743380743,-0.011078066743380743,-0.0677751878892433,-0.040993440819493854,0.5,-0.0010018584474869793,-0.01256969758522164,0.08894279513087536,-0.06781083375038,43.4975,29.981,0.2,1.0
