order_id,planned_shares,filled_shares,cancelled_shares,conservation_ok,price_mismatch_count,fee_mismatch_count,gate_mismatch_count,statuses,independent_gate_reason
2026-01-06:002465:BUY,3800,3800,0,True,0,0,0,PLANNED;FILLED,
2026-01-06:002759:BUY,900,900,0,True,0,0,0,PLANNED;FILLED,
2026-01-06:300058:BUY,2900,2900,0,True,0,0,0,PLANNED;FILLED,
2026-01-06:300136:BUY,700,700,0,True,0,0,0,PLANNED;FILLED,
2026-01-06:300418:BUY,2400,2400,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:002156:BUY,1000,1000,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:002465:SELL,3800,3800,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:002716:BUY,2800,2800,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:002759:SELL,900,900,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:300058:SELL,2900,2900,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:300136:SELL,700,700,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:300418:SELL,2400,2400,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:600036:BUY,3700,3700,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:688008:BUY,300,300,0,True,0,0,0,PLANNED;FILLED,
2026-01-22:688525:BUY,200,200,0,True,0,0,0,PLANNED;FILLED,
