strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason,planned_shares,planned_price,filled_shares,filled_price,reject_reason,open_weight_drift_bps,cash_residual_ratio,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,precommit_cap_applied,pattern_guard_enabled,pattern_strategy_mode
production_governed_vol_position,2023-12-14,000568,泸州老窖,白酒,BUY,195.3347,200,39066.94,29.300205000000002,447725.86674,rebalance_unlocked,200.0,195.3347,200.0,195.3347,,-169.41402420736648,0.49012754453073504,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-14,002558,巨人网络,互联网,BUY,14.9523,2200,32895.06,24.671294999999997,414806.135445,rebalance_unlocked,2200.0,14.9523,2200.0,14.9523,,-2.696139850587309,0.49012754453073504,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-14,600938,中国海油,石油开采,BUY,21.2841,3000,63852.299999999996,47.889224999999996,350905.94622000004,rebalance_unlocked,3000.0,21.2841,3000.0,21.2841,,-24.38650329440739,0.49012754453073504,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-14,601398,工商银行,银行,BUY,5.348,21000,112308.0,84.23100000000001,238513.71522000004,rebalance_unlocked,21000.0,5.348,21000.0,5.348,,-9.116367077060817,0.49012754453073504,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,000568,泸州老窖,白酒,SELL,189.7854,200,37957.08,28.467810000000004,276442.32741,rebalance_unlocked,,,,,,,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,002558,巨人网络,互联网,SELL,11.1961,2200,24631.42,18.473565,301055.273845,rebalance_unlocked,,,,,,,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,601398,工商银行,银行,SELL,5.3927,21000,113246.7,84.935025,414217.03882,rebalance_unlocked,,,,,,,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,002786,银宝山新,专用机械,BUY,17.71,900,15939.0,11.95425,398266.08457,rebalance_unlocked,900.0,17.71,900.0,17.71,,-25.315969936364272,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,002855,捷荣技术,元器件,BUY,38.6,500,19300.0,14.475,378951.60957000003,rebalance_unlocked,500.0,38.6,500.0,38.6,,-18.103517799795895,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,300735,光弘科技,元器件,BUY,22.934,2700,61921.8,46.44135,316983.36822,rebalance_unlocked,2700.0,22.934,2700.0,22.934,,-12.090442212374652,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,600938,中国海油,石油开采,BUY,22.4879,800,17990.32,13.49274,298979.55548,rebalance_unlocked,800.0,22.4879,800.0,22.4879,,-1408.2544750456918,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,605117,德业股份,电气设备,BUY,168.125,100,16812.5,12.609375,282154.446105,rebalance_unlocked,100.0,168.125,100.0,168.125,,-297.3363667291498,0.5858910489635968,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-29,600938,中国海油,石油开采,SELL,22.4331,3800,85245.78,63.934335,367336.29177,rebalance_unlocked,,,,,,,0.5650797381220954,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-29,600941,中国移动,电信运营,BUY,106.0923,900,95483.06999999999,71.6123025,271781.6094675,rebalance_unlocked,900.0,106.0923,900.0,106.0923,,-152.02274681204915,0.5650797381220954,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,002786,银宝山新,专用机械,SELL,16.3,900,14670.0,11.0025,286440.6069675,rebalance_unlocked,,,,,,,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,002855,捷荣技术,元器件,SELL,33.85,500,16925.0,12.69375,303352.9132175,rebalance_unlocked,,,,,,,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,300735,光弘科技,元器件,SELL,20.6049,2700,55633.23,41.724922500000005,358944.41829500004,rebalance_unlocked,,,,,,,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,605117,德业股份,电气设备,SELL,194.3547,100,19435.47,14.576602500000002,378365.3116925,rebalance_unlocked,,,,,,,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,002410,广联达,软件服务,BUY,15.5321,1000,15532.1,11.649075,362821.5626175,rebalance_unlocked,1000.0,15.5321,1000.0,15.5321,,-25.086282295794376,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,002415,海康威视,IT设备,BUY,32.7389,700,22917.23,17.1879225,339887.144695,rebalance_unlocked,700.0,32.7389,700.0,32.7389,,-1.0877581318105567,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,601398,工商银行,银行,BUY,5.3257,8600,45801.020000000004,34.350765,294051.77393,rebalance_unlocked,8600.0,5.3257,8600.0,5.3257,,-1.9526067547676051,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-12,601857,中国石油,石油开采,BUY,8.0641,4100,33062.81,24.7971075,260964.16682250003,rebalance_unlocked,4100.0,8.0641,4100.0,8.0641,,-11.198103859645647,0.553773468088062,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-15,600941,中国移动,电信运营,SELL,103.8343,900,93450.87,70.08815249999999,354344.94867,rebalance_unlocked,,,,,,,0.550046019084985,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-15,000158,常山北明,软件服务,BUY,9.23,10300,95069.0,71.30175,259204.64692000003,rebalance_unlocked,10300.0,9.23,10300.0,9.23,,-1.8098137896932487,0.550046019084985,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,002410,广联达,软件服务,SELL,14.1497,1000,14149.699999999999,10.612274999999999,273343.734645,rebalance_unlocked,,,,,,,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,002415,海康威视,IT设备,SELL,34.1772,700,23924.04,17.94303,297249.83161500003,rebalance_unlocked,,,,,,,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,601398,工商银行,银行,SELL,5.5937,8600,48105.82,36.079365,345319.57225,rebalance_unlocked,,,,,,,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,601857,中国石油,石油开采,SELL,8.9416,4100,36660.56,27.49542,381952.63683000003,rebalance_unlocked,,,,,,,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,300059,东方财富,证券,BUY,13.3985,1900,25457.15,19.092862500000003,356476.3939675,rebalance_unlocked,1900.0,13.3985,1900.0,13.3985,,-8.833442601850413,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,600030,中信证券,证券,BUY,21.4875,1600,34380.0,25.785,322070.60896750004,rebalance_unlocked,1600.0,21.4875,1600.0,21.4875,,-28.538965272035117,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,601099,太平洋,证券,BUY,3.45,6100,21045.0,15.78375,301009.82521750004,rebalance_unlocked,6100.0,3.45,6100.0,3.45,,-5.641534902239425,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-26,601318,中国平安,保险,BUY,45.2217,800,36177.36,27.133020000000002,264805.33219750004,rebalance_unlocked,800.0,45.2217,800.0,45.2217,,-10.907894998708755,0.5552244541452422,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-29,000158,常山北明,软件服务,SELL,9.09,10300,93627.0,70.22025000000001,358362.11194750003,rebalance_unlocked,,,,,,,0.551924862798304,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-01-29,000002,万科Ａ,全国地产,BUY,10.41,9200,95772.0,71.82900000000001,262518.2829475,rebalance_unlocked,9200.0,10.41,9200.0,10.41,,-20.58639508939475,0.551924862798304,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,300059,东方财富,证券,SELL,13.4996,1900,25649.239999999998,19.236929999999997,288148.2860175,rebalance_unlocked,,,,,,,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,600030,中信证券,证券,SELL,22.2459,1600,35593.439999999995,26.695079999999997,323715.03093749995,rebalance_unlocked,,,,,,,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,601099,太平洋,证券,SELL,3.29,6100,20069.0,15.05175,343768.97918749996,rebalance_unlocked,,,,,,,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,601318,中国平安,保险,SELL,47.3588,800,37887.04,28.415280000000003,381627.6039075,rebalance_unlocked,,,,,,,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,000895,双汇发展,食品,BUY,32.4796,1800,58463.28,43.84746,323120.4764475,rebalance_unlocked,1800.0,32.4796,1800.0,32.4796,,-50.62915760028874,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,002340,格林美,小金属,BUY,5.3046,3600,19096.559999999998,14.32242,304009.5940275,rebalance_unlocked,3600.0,5.3046,3600.0,5.3046,,-6.309883902987506,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,002384,东山精密,元器件,BUY,14.3277,1200,17193.24,12.894930000000002,286803.4590975,rebalance_unlocked,1200.0,14.3277,1200.0,14.3277,,-17.595734585260093,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-19,600111,北方稀土,小金属,BUY,18.4377,1200,22125.239999999998,16.59393,264661.6251675,rebalance_unlocked,1200.0,18.4377,1200.0,18.4377,,-6.362321184231884,0.5579247667631666,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-20,000002,万科Ａ,全国地产,SELL,9.9,9200,91080.0,68.31,355673.3151675,rebalance_unlocked,,,,,,,0.5555171122539957,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-02-20,002463,沪电股份,元器件,BUY,27.2374,3400,92607.16,69.45537,262996.6997975,rebalance_unlocked,3400.0,27.2374,3400.0,27.2374,,-56.4641742462485,0.5555171122539957,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,000895,双汇发展,食品,SELL,33.2475,1800,59845.50000000001,44.884125000000004,322797.3156725,rebalance_unlocked,,,,,,,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,002340,格林美,小金属,SELL,5.5504,3600,19981.44,14.98608,342763.7695925,rebalance_unlocked,,,,,,,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,002384,东山精密,元器件,SELL,15.5098,1200,18611.760000000002,13.958820000000001,361361.5707725,rebalance_unlocked,,,,,,,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,600111,北方稀土,小金属,SELL,19.2018,1200,23042.16,17.28162,384386.4491525,rebalance_unlocked,,,,,,,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,000938,紫光股份,IT设备,BUY,25.0572,1700,42597.240000000005,31.947930000000003,341757.2612225,rebalance_unlocked,1700.0,25.0572,1700.0,25.0572,,-3.0559197965793206,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,002281,光迅科技,通信设备,BUY,34.8717,900,31384.53,23.5383975,310349.19282500003,rebalance_unlocked,900.0,34.8717,900.0,34.8717,,-65.25352859146322,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,300045,华力创通,IT设备,BUY,22.97,1300,29861.0,22.39575,280465.797075,rebalance_unlocked,1300.0,22.97,1300.0,22.97,,-1.9400058493811851,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-04,603220,中贝通信,通信设备,BUY,45.7577,700,32030.39,24.0227925,248411.38428250002,rebalance_unlocked,700.0,45.7577,700.0,45.7577,,-94.68715346004825,0.5162996951465783,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-05,002463,沪电股份,元器件,SELL,28.6411,3400,97379.74,73.034805,345718.0894775,rebalance_unlocked,,,,,,,0.5021577215460967,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-05,000988,华工科技,专用机械,BUY,34.0551,3000,102165.3,76.623975,243476.16550250002,rebalance_unlocked,3000.0,34.0551,3000.0,34.0551,,-23.113400876018375,0.5021577215460967,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,000938,紫光股份,IT设备,SELL,23.4332,1700,39836.44,29.87733,283282.72817250004,rebalance_unlocked,,,,,,,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,002281,光迅科技,通信设备,SELL,40.2872,900,36258.479999999996,27.193859999999997,319514.0143125,rebalance_unlocked,,,,,,,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,300045,华力创通,IT设备,SELL,24.91,1300,32383.0,24.28725,351872.7270625,rebalance_unlocked,,,,,,,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,603220,中贝通信,通信设备,SELL,47.9404,700,33558.28,25.16871,385405.8383525,rebalance_unlocked,,,,,,,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,300757,罗博特科,专用机械,BUY,182.6856,100,18268.559999999998,13.701419999999999,367123.5769325,rebalance_unlocked,100.0,182.6856,100.0,182.6856,,-223.81171824308322,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,601138,工业富联,通信设备,BUY,24.7117,1700,42009.89,31.5074175,325082.179515,rebalance_unlocked,1700.0,24.7117,1700.0,24.7117,,-31.30650618048611,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,601225,陕西煤业,煤炭开采,BUY,27.5986,3500,96595.1,72.446325,228414.63319000002,rebalance_unlocked,3500.0,27.5986,3500.0,27.5986,,-5.811336534386202,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-18,601899,紫金矿业,铜,BUY,16.6277,7000,116393.90000000001,87.29542500000001,111933.43776500001,rebalance_unlocked,7000.0,16.6277,7000.0,16.6277,,-15.663636662868186,0.22717108451311974,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-19,000988,华工科技,专用机械,SELL,35.2263,3000,105678.90000000001,79.25917500000001,217533.07859000002,rebalance_unlocked,,,,,,,0.20019147540422985,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-03-19,603993,洛阳钼业,小金属,BUY,8.1293,14700,119500.71,89.6255325,97942.74305750002,rebalance_unlocked,14700.0,8.1293,14700.0,8.1293,,-4.674694938767987,0.20019147540422985,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,300757,罗博特科,专用机械,SELL,225.8034,100,22580.34,16.935255,120506.14780250003,rebalance_unlocked,,,,,,,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,601138,工业富联,通信设备,SELL,24.1321,1700,41024.57,30.7684275,161499.94937500003,rebalance_unlocked,,,,,,,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,601225,陕西煤业,煤炭开采,SELL,27.7899,3500,97264.65,72.9484875,258691.65088750003,rebalance_unlocked,,,,,,,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,601899,紫金矿业,铜,SELL,17.95,7000,125650.0,94.2375,384247.41338750004,rebalance_unlocked,,,,,,,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,000977,浪潮信息,IT设备,BUY,42.6554,700,29858.78,22.394085,354366.23930250003,rebalance_unlocked,700.0,42.6554,700.0,42.6554,,-12.59278970450077,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,300975,商络电子,元器件,BUY,14.1323,1000,14132.300000000001,10.599225,340223.34007750003,rebalance_unlocked,1000.0,14.1323,1000.0,14.1323,,-6.3068978414021135,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,601166,XD兴业银,银行,BUY,18.1192,5600,101467.51999999999,76.10064,238679.71943750005,rebalance_unlocked,5600.0,18.1192,5600.0,18.1192,,-26.97793853191799,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-01,601288,农业银行,银行,BUY,4.7364,17300,81939.72,61.45479,156678.54464750004,rebalance_unlocked,17300.0,4.7364,17300.0,4.7364,,-0.7878209833361849,0.3041462839085206,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-02,603993,洛阳钼业,小金属,SELL,8.6223,14700,126747.80999999998,95.06085749999998,283331.29379,rebalance_unlocked,,,,,,,0.31373985759062806,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-02,600309,万华化学,化工原料,BUY,87.9054,1400,123067.56,92.30067,160171.43312000003,rebalance_unlocked,1400.0,87.9054,1400.0,87.9054,,-139.91622078562582,0.31373985759062806,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,000977,浪潮信息,IT设备,SELL,37.4417,700,26209.19,19.656892499999998,186360.96622750003,rebalance_unlocked,,,,,,,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,300975,商络电子,元器件,SELL,8.7639,1000,8763.9,6.572925,195118.29330250004,rebalance_unlocked,,,,,,,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,601166,XD兴业银,银行,SELL,18.2453,5600,102173.68000000001,76.63026,297215.3430425,rebalance_unlocked,,,,,,,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,601288,农业银行,银行,SELL,4.938,17300,85427.4,64.07055,382578.67249250005,rebalance_unlocked,,,,,,,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,300760,迈瑞医疗,医疗保健,BUY,279.2248,100,27922.480000000003,20.941860000000002,354635.25063250004,rebalance_unlocked,100.0,279.2248,100.0,279.2248,,-388.8145956755116,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,600019,宝钢股份,普钢,BUY,7.5527,7500,56645.25,42.4839375,297947.51669500006,rebalance_unlocked,7500.0,7.5527,7500.0,7.5527,,-13.853906252925679,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,601006,大秦铁路,铁路,BUY,8.3397,8600,71721.42,53.791065,226172.30563000008,rebalance_unlocked,8600.0,8.3397,8600.0,8.3397,,-16.00285200088869,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-17,601658,邮储银行,银行,BUY,5.3798,9700,52184.060000000005,39.138045000000005,173949.10758500008,rebalance_unlocked,9700.0,5.3798,9700.0,5.3798,,-2.5845572622426594,0.3417077973585653,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-18,600309,万华化学,化工原料,SELL,90.3709,1400,126519.26000000001,94.88944500000001,300373.4781400001,rebalance_unlocked,,,,,,,0.3006949712870329,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-04-18,601668,中国建筑,建筑工程,BUY,5.8785,24800,145786.8,109.34009999999999,154477.3380400001,rebalance_unlocked,24800.0,5.8785,24800.0,5.8785,,-9.728619752984446,0.3006949712870329,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,300760,迈瑞医疗,医疗保健,SELL,321.5035,100,32150.35,24.1127625,186603.5752775001,rebalance_unlocked,,,,,,,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,600019,宝钢股份,普钢,SELL,7.596,7500,56970.0,42.7275,243530.84777750008,rebalance_unlocked,,,,,,,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,601006,大秦铁路,铁路,SELL,7.7488,8600,66639.68000000001,49.979760000000006,310120.5480175001,rebalance_unlocked,,,,,,,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,601658,邮储银行,银行,SELL,5.4815,9700,53170.549999999996,39.8779125,363251.2201050001,rebalance_unlocked,,,,,,,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,600570,恒生电子,软件服务,BUY,21.2596,1200,25511.52,19.13364,337720.5664650001,rebalance_unlocked,1200.0,21.2596,1200.0,21.2596,,-21.25125291855802,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,600887,伊利股份,乳制品,BUY,31.8759,2600,82877.34,62.158004999999996,254781.0684600001,rebalance_unlocked,2600.0,31.8759,2600.0,31.8759,,-59.77464030638369,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,601137,博威合金,小金属,BUY,19.6955,1300,25604.149999999998,19.2031125,229157.7153475001,rebalance_unlocked,1300.0,19.6955,1300.0,19.6955,,-14.894236480555156,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-06,601919,中远海控,水运,BUY,13.999,5000,69995.0,52.49625,159110.2190975001,rebalance_unlocked,5000.0,13.999,5000.0,13.999,,-23.20648325971536,0.31149548181159376,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-07,601668,中国建筑,建筑工程,SELL,5.9555,24800,147696.4,110.7723,306695.8467975001,rebalance_unlocked,,,,,,,0.300521609839001,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-07,601816,京沪高铁,铁路,BUY,5.5074,27800,153105.72,114.82929,153475.2975075001,rebalance_unlocked,27800.0,5.5074,27800.0,5.5074,,-8.304699848683539,0.300521609839001,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,600570,恒生电子,软件服务,SELL,21.4819,1200,25778.28,19.33371,179234.2437975001,rebalance_unlocked,,,,,,,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,600887,伊利股份,乳制品,SELL,31.0685,2600,80778.1,60.583575,259951.7602225001,rebalance_unlocked,,,,,,,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,601137,博威合金,小金属,SELL,18.3423,1300,23844.99,17.8837425,283778.8664800001,rebalance_unlocked,,,,,,,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,601919,中远海控,水运,SELL,16.5188,5000,82594.0,61.9455,366310.92098000005,rebalance_unlocked,,,,,,,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,000002,万科Ａ,全国地产,BUY,9.0,4400,39600.0,29.7,326681.22098000004,rebalance_unlocked,4400.0,9.0,4400.0,9.0,,-14.266023776508124,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,002085,万丰奥威,汽车配件,BUY,17.8964,1400,25054.96,18.79122,301607.46976000007,rebalance_unlocked,1400.0,17.8964,1400.0,17.8964,,-7.300735367583577,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,600066,宇通客车,汽车整车,BUY,27.3115,1200,32773.799999999996,24.580349999999996,268809.0894100001,rebalance_unlocked,1200.0,27.3115,1200.0,27.3115,,-43.01998084259587,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2024-05-20,601668,中国建筑,建筑工程,BUY,6.4399,17000,109478.29999999999,82.10872499999999,159248.6806850001,rebalance_unlocked,17000.0,6.4399,17000.0,6.4399,,-4.72160872073607,0.30651073159269,,,,,,,,,,,,,,,,,,,,,
