trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,order_status,submitted_at,filled_shares,filled_price,status_reason,note
2026-07-17,300759,康龙化成,BUY,35.48,0,800,800,800,0.0,0.06303843285726934,0.06303843285726934,planned,,,,,trusted_strategy:production_governed_vol_position; hold_gate=10d; max_positions=5
2026-07-17,600900,长江电力,BUY,27.2071,0,3100,3100,3100,0.0,0.16978721256325113,0.16978721256325113,planned,,,,,trusted_strategy:production_governed_vol_position; hold_gate=10d; max_positions=5
2026-07-17,601398,工商银行,BUY,7.57,0,11200,11200,11200,0.0,0.17000597069716364,0.17000597069716364,planned,,,,,trusted_strategy:production_governed_vol_position; hold_gate=10d; max_positions=5
