signal_date,execution_date,symbol,side,shares_delta,price,notional,trade_cost,risk_state_on_signal,risk_state_on_execution,allow_new_buys,position_count_before,position_count_after,blocked_reason
2023-12-27,2023-12-28,002855,NEW_BUY,600,38.6,23160.0,17.37,False,False,True,5,5,
2023-12-27,2023-12-28,300735,NEW_BUY,3200,23.19,74208.32,55.6562,False,False,True,5,5,
2023-12-27,2023-12-28,600938,REBALANCE_BUY,2000,22.49,44975.8,33.7319,False,False,True,5,5,
2023-12-28,2023-12-29,600938,SELL,4600,22.43,103192.26,77.3942,False,False,True,5,5,
2023-12-28,2023-12-29,600941,NEW_BUY,900,108.48,97628.04,73.221,False,False,True,5,5,
2024-01-02,2024-01-03,300750,SELL,400,167.02,66809.44,50.1071,False,False,True,5,5,
2024-01-02,2024-01-03,002241,NEW_BUY,3700,21.41,79233.65,59.4252,False,False,True,5,5,
2024-01-11,2024-01-12,002786,SELL,1100,16.3,17930.0,13.4475,False,False,True,5,5,
2024-01-11,2024-01-12,002855,SELL,600,33.85,20310.0,15.2325,False,False,True,5,5,
2024-01-11,2024-01-12,300735,SELL,3200,20.83,66671.68,50.0038,False,False,True,5,5,
2024-01-11,2024-01-12,002415,NEW_BUY,700,33.49,23443.98,17.583,False,False,True,5,5,
2024-01-11,2024-01-12,601398,NEW_BUY,9200,5.45,50137.24,37.6029,False,False,True,5,5,
2024-01-11,2024-01-12,601857,NEW_BUY,4500,8.06,36288.45,27.2163,False,False,True,5,5,
2024-01-12,2024-01-15,600941,SELL,900,106.17,95550.21,71.6627,False,False,True,5,5,
2024-01-12,2024-01-15,000158,NEW_BUY,10600,9.25,98050.0,73.5375,False,False,True,5,5,
2024-01-16,2024-01-17,002241,SELL,3700,19.49,72131.13,54.0983,False,False,True,5,5,
2024-01-16,2024-01-17,000338,NEW_BUY,4300,16.37,70397.02,52.7978,False,False,True,5,5,
2024-01-25,2024-01-26,002415,SELL,700,34.96,24473.89,18.3554,False,False,True,5,5,
2024-01-25,2024-01-26,601398,SELL,9200,5.72,52659.88,39.4949,False,False,True,5,5,
2024-01-25,2024-01-26,601857,SELL,4500,8.94,40237.2,30.1779,False,False,True,5,5,
2024-01-25,2024-01-26,300059,NEW_BUY,2600,13.4,34836.1,26.1271,False,False,True,5,5,
2024-01-25,2024-01-26,600030,NEW_BUY,2200,21.84,48044.7,36.0335,False,False,True,5,5,
2024-01-25,2024-01-26,601099,NEW_BUY,8500,3.45,29325.0,21.9938,False,False,True,5,5,
2024-01-26,2024-01-29,000158,SELL,10600,9.11,96562.82,72.4221,False,False,True,5,5,
2024-01-26,2024-01-29,000002,NEW_BUY,9500,10.41,98895.0,74.1713,False,False,True,5,5,
2024-01-30,2024-01-31,000338,SELL,4300,16.36,70349.72,52.7623,False,False,True,5,5,
2024-01-30,2024-01-31,601857,NEW_BUY,8100,9.26,75035.97,56.277,False,False,True,5,5,
2024-02-08,2024-02-19,300059,SELL,2600,13.5,35098.96,26.3242,False,False,True,5,5,
2024-02-08,2024-02-19,600030,SELL,2200,22.61,49740.24,37.3052,False,False,True,5,5,
2024-02-08,2024-02-19,601099,SELL,8500,3.29,27965.0,20.9737,False,False,True,5,5,
2024-02-08,2024-02-19,000895,NEW_BUY,2000,32.48,64959.2,48.7194,False,False,True,5,5,
2024-02-08,2024-02-19,002340,NEW_BUY,3900,5.3,20687.94,15.516,False,False,True,5,5,
2024-02-08,2024-02-19,600111,NEW_BUY,1300,18.49,24035.44,18.0266,False,False,True,5,5,
2024-02-19,2024-02-20,000002,SELL,9500,9.9,94050.0,70.5375,False,False,True,5,5,
2024-02-19,2024-02-20,002463,NEW_BUY,3400,27.36,93038.96,69.7792,False,False,True,5,5,
2024-02-21,2024-02-22,601857,SELL,8100,9.59,77644.98,58.2337,False,False,True,5,5,
2024-02-21,2024-02-22,600839,NEW_BUY,16500,4.82,79523.4,59.6426,False,False,True,5,5,
2024-03-01,2024-03-04,000895,SELL,2000,33.25,66495.0,49.8713,False,False,True,5,5,
2024-03-01,2024-03-04,002340,SELL,3900,5.55,21646.56,16.2349,False,False,True,5,5,
2024-03-01,2024-03-04,600111,SELL,1300,19.25,25031.37,18.7735,False,False,True,5,5,
2024-03-01,2024-03-04,002281,NEW_BUY,1000,34.87,34871.7,26.1538,False,False,True,5,5,
2024-03-01,2024-03-04,300045,NEW_BUY,1300,22.97,29861.0,22.3957,False,False,True,5,5,
2024-03-01,2024-03-04,603220,NEW_BUY,800,45.76,36606.16,27.4546,False,False,True,5,5,
2024-03-04,2024-03-05,002463,SELL,3400,28.77,97833.64,73.3752,False,False,True,5,5,
2024-03-04,2024-03-05,000938,NEW_BUY,3800,25.17,95634.98,71.7262,False,False,True,5,5,
2024-03-06,2024-03-07,600839,SELL,16500,5.63,92916.45,69.6873,False,False,True,5,5,
2024-03-06,2024-03-07,002456,NEW_BUY,10000,9.6,96000.0,72.0,False,False,True,5,5,
2024-03-15,2024-03-18,002281,SELL,1000,40.29,40287.2,30.2154,False,False,True,5,5,
2024-03-15,2024-03-18,300045,SELL,1300,24.91,32383.0,24.2873,False,False,True,5,5,
2024-03-15,2024-03-18,603220,SELL,800,47.94,38352.32,28.7642,False,False,True,5,5,
2024-03-15,2024-03-18,601138,NEW_BUY,700,24.71,17298.19,12.9736,False,False,True,5,5,
2024-03-15,2024-03-18,601225,NEW_BUY,1400,27.6,38638.04,28.9785,False,False,True,5,5,
2024-03-15,2024-03-18,601899,NEW_BUY,3000,16.63,49883.1,37.4123,False,False,True,5,5,
2024-03-18,2024-03-19,000938,SELL,3800,23.86,90678.26,68.0087,False,False,True,5,5,
2024-03-18,2024-03-19,603993,NEW_BUY,11100,8.25,91538.37,68.6538,False,False,True,5,5,
2024-03-20,2024-03-21,002456,SELL,10000,10.41,104100.0,78.075,False,False,True,5,5,
2024-03-20,2024-03-21,300496,NEW_BUY,1600,64.79,103667.84,77.7509,False,False,True,5,5,
2024-03-29,2024-04-01,601138,SELL,700,24.13,16892.47,12.6694,False,False,True,5,5,
2024-03-29,2024-04-01,601225,SELL,1400,27.79,38905.86,29.1794,False,False,True,5,5,
2024-03-29,2024-04-01,601899,SELL,3000,17.95,53850.0,40.3875,False,False,True,5,5,
2024-03-29,2024-04-01,000977,NEW_BUY,500,42.68,21339.5,16.0046,False,False,True,5,5,
2024-03-29,2024-04-01,300975,NEW_BUY,700,14.16,9912.21,7.4342,False,False,True,5,5,
2024-03-29,2024-04-01,601166,NEW_BUY,4200,18.61,78180.9,58.6357,False,False,True,5,5,
2024-04-01,2024-04-02,603993,SELL,11100,8.75,97090.59,72.8179,False,False,True,5,5,
2024-04-01,2024-04-02,600309,NEW_BUY,1100,89.34,98279.5,73.7096,False,False,True,5,5,
2024-04-03,2024-04-08,300496,SELL,1600,51.34,82140.48,61.6054,False,False,True,5,5,
2024-04-03,2024-04-08,601857,NEW_BUY,7900,11.16,88188.49,66.1414,False,False,True,5,5,
2024-04-16,2024-04-17,000977,SELL,500,37.46,18731.25,14.0484,False,False,True,5,5,
2024-04-16,2024-04-17,300975,SELL,700,8.78,6146.84,4.6101,False,False,True,5,5,
2024-04-16,2024-04-17,601166,SELL,4200,18.74,78725.22,59.0439,False,False,True,5,5,
2024-04-16,2024-04-17,300760,NEW_BUY,100,282.08,28208.32,21.1562,False,False,True,5,5,
2024-04-16,2024-04-17,600019,NEW_BUY,4800,7.55,36252.96,27.1897,False,False,True,5,5,
2024-04-16,2024-04-17,601658,NEW_BUY,6200,5.38,33354.76,25.0161,False,False,True,5,5,
2024-04-17,2024-04-18,600309,SELL,1100,91.85,101035.99,75.777,False,False,True,5,5,
2024-04-17,2024-04-18,601668,NEW_BUY,17400,5.88,102285.9,76.7144,False,False,True,5,5,
2024-04-19,2024-04-22,601857,SELL,100,12.0,1199.61,0.8997,False,False,True,5,5,
2024-04-22,2024-04-23,601857,SELL,7800,11.71,91316.94,68.4877,False,False,True,5,5,
2024-04-22,2024-04-23,002415,NEW_BUY,2500,35.86,89641.0,67.2308,False,False,True,5,5,
2024-04-30,2024-05-06,300760,SELL,100,324.79,32479.48,24.3596,False,False,True,5,5,
2024-04-30,2024-05-06,600019,SELL,4800,7.6,36460.8,27.3456,False,False,True,5,5,
2024-04-30,2024-05-06,601658,SELL,6200,5.48,33985.3,25.489,False,False,True,5,5,
2024-04-30,2024-05-06,600570,NEW_BUY,700,21.45,15016.68,11.2625,False,False,True,5,5,
2024-04-30,2024-05-06,600887,NEW_BUY,1400,32.99,46191.46,34.6436,False,False,True,5,5,
2024-04-30,2024-05-06,601919,NEW_BUY,2800,14.0,39197.2,29.3979,False,False,True,5,5,
2024-05-06,2024-05-07,601668,SELL,17400,5.96,103625.7,77.7193,False,False,True,5,5,
2024-05-06,2024-05-07,601816,NEW_BUY,19500,5.51,107394.3,80.5457,False,False,True,5,5,
2024-05-09,2024-05-10,002415,SELL,2500,36.04,90104.25,67.5782,False,False,True,5,5,
2024-05-09,2024-05-10,300107,NEW_BUY,6400,13.97,89400.96,67.0507,False,False,True,5,5,
2024-05-17,2024-05-20,600570,SELL,700,21.68,15173.69,11.3803,False,False,True,5,5,
2024-05-17,2024-05-20,600887,SELL,1400,32.16,45021.48,33.7661,False,False,True,5,5,
2024-05-17,2024-05-20,601919,SELL,2800,16.52,46252.64,34.6895,False,False,True,5,5,
2024-05-17,2024-05-20,000002,NEW_BUY,2600,9.0,23400.0,17.55,False,False,True,5,5,
2024-05-17,2024-05-20,600066,NEW_BUY,700,28.97,20276.69,15.2075,False,False,True,5,5,
2024-05-17,2024-05-20,601668,NEW_BUY,10000,6.44,64399.0,48.2993,False,False,True,5,5,
2024-05-20,2024-05-21,601816,SELL,19500,5.51,107394.3,80.5457,False,False,True,5,5,
2024-05-20,2024-05-21,603993,NEW_BUY,11300,9.49,107256.21,80.4422,False,False,True,5,5,
2024-05-23,2024-05-24,300107,SELL,6400,11.26,72035.2,54.0264,False,False,True,5,5,
2024-05-23,2024-05-24,300641,NEW_BUY,2600,30.55,79420.38,59.5653,False,False,True,5,5,
2024-05-31,2024-06-03,000002,SELL,2600,8.18,21268.0,15.951,False,False,True,5,5,
2024-05-31,2024-06-03,600066,SELL,700,27.6,19322.59,14.4919,False,False,True,5,5,
2024-05-31,2024-06-03,601668,SELL,10000,6.2,61977.0,46.4828,False,False,True,5,5,
2024-05-31,2024-06-03,002155,NEW_BUY,700,25.44,17808.35,13.3563,False,False,True,5,5,
2024-05-31,2024-06-03,601020,NEW_BUY,1000,16.32,16321.3,12.241,False,False,True,5,5,
2024-05-31,2024-06-03,601985,NEW_BUY,7100,10.09,71644.68,53.7335,False,False,True,5,5,
2024-06-03,2024-06-04,603993,SELL,11300,8.78,99200.44,74.4003,False,False,True,5,5,
2024-06-03,2024-06-04,600900,NEW_BUY,3500,29.31,102591.3,76.9435,False,False,True,5,5,
2024-06-06,2024-06-07,300641,SELL,2600,28.85,74997.26,56.2479,False,False,True,5,5,
2024-06-06,2024-06-07,300552,NEW_BUY,1700,41.02,69734.0,52.3005,False,False,True,5,5,
2024-06-17,2024-06-18,002155,SELL,700,22.9,16026.78,12.0201,False,False,True,5,5,
2024-06-17,2024-06-18,601020,SELL,1000,14.35,14351.4,10.7636,False,False,True,5,5,
2024-06-17,2024-06-18,601985,SELL,7100,10.42,74006.14,55.5046,False,False,True,5,5,
2024-06-17,2024-06-18,000021,NEW_BUY,1100,16.57,18224.25,13.6682,False,False,True,5,5,
2024-06-17,2024-06-18,000858,NEW_BUY,300,149.94,44982.39,33.7368,False,False,True,5,5,
2024-06-17,2024-06-18,600028,NEW_BUY,6300,6.76,42573.51,31.9301,False,False,True,5,5,
2024-06-18,2024-06-19,600900,SELL,3500,29.69,103900.3,77.9252,False,False,True,5,5,
2024-06-18,2024-06-19,002230,NEW_BUY,2300,43.72,100553.24,75.4149,False,False,True,5,5,
2024-06-21,2024-06-24,300552,SELL,1700,41.89,71213.0,53.4098,False,False,True,5,5,
2024-06-21,2024-06-24,600809,NEW_BUY,300,225.42,67626.63,50.72,False,False,True,5,5,
2024-07-01,2024-07-02,000021,SELL,1100,15.19,16709.88,12.5324,False,False,True,5,5,
2024-07-01,2024-07-02,000858,SELL,300,141.83,42549.99,31.9125,False,False,True,5,5,
2024-07-01,2024-07-02,600028,SELL,6300,7.22,45477.81,34.1084,False,False,True,5,5,
2024-07-01,2024-07-02,003816,NEW_BUY,10100,4.96,50054.59,37.5409,False,False,True,5,5,
2024-07-01,2024-07-02,300319,NEW_BUY,4000,9.42,37695.6,28.2717,False,False,True,5,5,
2024-07-01,2024-07-02,600733,NEW_BUY,2800,8.81,24668.0,18.501,False,False,True,5,5,
2024-07-02,2024-07-03,002230,SELL,2300,43.0,98889.65,74.1672,False,False,True,5,5,
2024-07-02,2024-07-03,600050,NEW_BUY,19900,5.03,100104.96,75.0787,False,False,True,5,5,
2024-07-05,2024-07-08,600809,SELL,300,199.69,59906.37,44.9298,False,False,True,5,5,
2024-07-05,2024-07-08,601288,NEW_BUY,12800,4.82,61639.68,46.2298,False,False,True,5,5,
2024-07-15,2024-07-16,003816,SELL,10100,5.03,50818.15,38.1136,False,False,True,5,5,
2024-07-15,2024-07-16,300319,SELL,4000,9.8,39198.4,29.3988,False,False,True,5,5,
2024-07-15,2024-07-16,600733,SELL,1000,9.96,9960.0,7.47,False,False,True,5,5,
2024-07-15,2024-07-16,601398,NEW_BUY,9700,6.43,62325.41,46.7441,False,False,True,5,5,
2024-07-15,2024-07-16,688036,NEW_BUY,400,79.61,31845.84,23.8844,False,False,True,5,5,
2024-07-16,2024-07-17,600050,SELL,19900,5.1,101583.53,76.1876,False,False,True,5,5,
2024-07-16,2024-07-17,600418,NEW_BUY,3500,20.35,71222.2,53.4166,False,False,True,5,5,
2024-07-16,2024-07-17,600733,REBALANCE_BUY,3000,10.27,30810.0,23.1075,False,False,True,5,5,
2024-07-17,2024-07-18,600733,SELL,4800,10.3,49440.0,37.08,False,False,True,5,5,
2024-07-17,2024-07-18,300274,NEW_BUY,600,71.07,42642.0,31.9815,False,False,True,5,5,
2024-07-19,2024-07-22,601288,SELL,12800,5.08,64963.84,48.7229,False,False,True,5,5,
2024-07-19,2024-07-22,300576,NEW_BUY,1300,51.66,67158.91,50.3692,False,False,True,5,5,
2024-07-29,2024-07-30,601398,SELL,9700,6.48,62852.12,47.1391,False,False,True,5,5,
2024-07-29,2024-07-30,688036,SELL,400,83.54,33416.92,25.0627,False,False,True,5,5,
2024-07-29,2024-07-30,600926,NEW_BUY,2400,14.81,35536.56,26.6524,False,False,True,5,5,
2024-07-29,2024-07-30,601668,NEW_BUY,11800,5.88,69393.44,52.0451,False,False,True,5,5,
2024-07-30,2024-07-31,600418,SELL,3500,18.89,66115.0,49.5862,False,False,True,5,5,
2024-07-30,2024-07-31,300760,NEW_BUY,200,260.67,52134.14,39.1006,False,False,True,5,5,
2024-07-31,2024-08-01,300274,SELL,600,70.48,42290.22,31.7177,False,False,True,5,5,
2024-07-31,2024-08-01,601985,NEW_BUY,4900,11.24,55078.45,41.3088,False,False,True,5,5,
2024-08-02,2024-08-05,300576,SELL,1300,46.61,60597.94,45.4485,False,False,True,5,5,
2024-08-02,2024-08-05,002085,NEW_BUY,4100,15.23,62463.09,46.8473,False,False,True,5,5,
2024-08-12,2024-08-13,600926,SELL,2400,13.97,33526.08,25.1446,False,False,True,5,5,
2024-08-12,2024-08-13,601668,SELL,11800,5.76,67911.36,50.9335,False,False,True,5,5,
2024-08-12,2024-08-13,600101,NEW_BUY,7400,8.91,65965.08,49.4738,False,False,True,5,5,
2024-08-12,2024-08-13,600611,NEW_BUY,4300,9.12,39235.35,29.4265,False,False,True,5,5,
2024-08-13,2024-08-14,300760,SELL,200,269.43,53886.02,40.4145,False,False,True,5,5,
2024-08-13,2024-08-14,300139,NEW_BUY,4000,13.69,54760.0,41.07,False,False,True,5,5,
2024-08-14,2024-08-15,601985,SELL,4900,11.26,55178.41,41.3838,False,False,True,5,5,
2024-08-14,2024-08-15,601138,NEW_BUY,2600,21.26,55284.32,41.4632,False,False,True,5,5,
2024-08-16,2024-08-19,002085,SELL,4100,12.38,50753.9,38.0654,False,False,True,5,5,
2024-08-16,2024-08-19,002142,NEW_BUY,2600,20.67,53739.92,40.3049,False,False,True,5,5,
2024-08-26,2024-08-27,600101,SELL,7400,7.47,55309.08,41.4818,False,False,True,5,5,
2024-08-26,2024-08-27,600611,SELL,4300,9.17,39452.07,29.5891,False,False,True,5,5,
2024-08-26,2024-08-27,000333,NEW_BUY,700,69.62,48736.8,36.5526,False,False,True,5,5,
2024-08-26,2024-08-27,300760,NEW_BUY,100,245.91,24590.64,18.443,False,False,True,5,5,
2024-08-27,2024-08-28,300139,SELL,4000,12.72,50880.0,38.16,False,False,True,5,5,
2024-08-27,2024-08-28,601398,NEW_BUY,10600,7.09,75126.44,56.3448,False,False,True,5,5,
2024-08-28,2024-08-29,601138,SELL,2600,19.48,50646.18,37.9846,False,False,True,5,5,
2024-08-28,2024-08-29,601988,NEW_BUY,9700,5.44,52788.37,39.5913,False,False,True,5,5,
2024-08-30,2024-09-02,002142,SELL,2600,21.1,54853.24,41.1399,False,False,True,5,5,
2024-08-30,2024-09-02,601939,NEW_BUY,7300,7.96,58143.04,43.6073,False,False,True,5,5,
2024-09-09,2024-09-10,000333,SELL,100,63.8,6380.09,4.7851,False,False,True,5,5,
2024-09-09,2024-09-10,300760,SELL,100,249.02,24902.12,18.6766,False,False,True,5,5,
2024-09-09,2024-09-10,601857,NEW_BUY,3600,8.52,30669.48,23.0021,False,False,True,5,5,
2024-09-10,2024-09-11,601398,SELL,10600,6.14,65116.86,48.8376,False,False,True,5,5,
2024-09-10,2024-09-11,000333,REBALANCE_BUY,100,63.84,6384.31,4.7882,False,False,True,5,5,
2024-09-10,2024-09-11,000538,NEW_BUY,1000,57.29,57288.8,42.9666,False,False,True,5,5,
2024-09-11,2024-09-12,601988,SELL,9700,4.92,47726.91,35.7952,False,False,True,5,5,
2024-09-11,2024-09-12,600900,NEW_BUY,1800,28.83,51886.8,38.9151,False,False,True,5,5,
2024-09-12,2024-09-13,000333,SELL,700,65.46,45819.97,34.365,False,False,True,5,5,
2024-09-12,2024-09-13,002466,NEW_BUY,1700,27.43,46631.0,34.9733,False,False,True,5,5,
2024-09-13,2024-09-18,601939,SELL,7300,7.62,55645.71,41.7343,False,False,True,5,5,
2024-09-13,2024-09-18,300502,NEW_BUY,200,195.87,39173.48,29.3801,False,False,True,5,5,
2024-09-25,2024-09-26,601857,SELL,3600,8.76,31542.12,23.6566,False,False,True,5,5,
2024-09-25,2024-09-26,000063,NEW_BUY,1700,25.94,44098.51,33.0739,False,False,True,5,5,
2024-09-26,2024-09-27,000538,SELL,1000,60.65,60654.9,45.4912,False,False,True,5,5,
2024-09-26,2024-09-27,000001,NEW_BUY,4600,12.62,58038.2,43.5287,False,False,True,5,5,
2024-09-27,2024-09-30,600900,SELL,1800,30.0,54003.42,40.5026,False,False,True,5,5,
2024-09-27,2024-09-30,002236,NEW_BUY,2700,17.66,47688.75,35.7666,False,False,True,5,5,
2024-09-30,2024-10-08,002466,SELL,1700,38.72,65824.0,49.368,False,False,True,5,5,
2024-09-30,2024-10-08,002352,NEW_BUY,900,52.6,47343.15,35.5074,False,False,True,5,5,
2024-10-08,2024-10-09,300502,SELL,200,293.6,58720.8,44.0406,False,False,True,5,5,
2024-10-08,2024-10-09,300347,NEW_BUY,800,74.08,59263.36,44.4475,False,False,True,5,5,
2024-10-16,2024-10-17,000063,SELL,1700,30.28,51482.97,38.6122,False,False,True,5,5,
2024-10-16,2024-10-17,300757,NEW_BUY,400,159.03,63610.32,47.7077,False,False,True,5,5,
2024-10-17,2024-10-18,000001,SELL,4600,12.96,59598.06,44.6985,False,False,True,5,5,
2024-10-17,2024-10-18,300337,NEW_BUY,3800,17.02,64660.42,48.4953,False,False,True,5,5,
2024-10-18,2024-10-21,002236,SELL,2700,17.77,47974.95,35.9812,False,False,True,5,5,
2024-10-18,2024-10-21,300563,NEW_BUY,600,61.53,36915.72,27.6868,False,False,True,5,5,
2024-10-21,2024-10-22,002352,SELL,900,45.04,40536.0,30.402,False,False,True,5,5,
2024-10-21,2024-10-22,300045,NEW_BUY,1200,31.0,37200.0,27.9,False,False,True,5,5,
2024-10-22,2024-10-23,300347,SELL,800,68.17,54540.0,40.905,False,False,True,5,5,
2024-10-22,2024-10-23,300184,NEW_BUY,5000,12.2,61000.0,45.75,False,False,True,5,5,
2024-10-30,2024-10-31,300757,SELL,400,212.69,85077.84,63.8084,False,False,True,5,5,
2024-10-30,2024-10-31,000988,NEW_BUY,1900,39.98,75958.39,56.9688,False,False,True,5,5,
2024-10-31,2024-11-01,300337,SELL,3800,18.01,68426.22,51.3197,False,False,True,5,5,
2024-10-31,2024-11-01,002384,NEW_BUY,2300,31.18,71706.87,53.7802,False,False,True,5,5,
2024-11-01,2024-11-04,300563,SELL,600,50.68,30406.56,22.8049,False,False,True,5,5,
2024-11-01,2024-11-04,002607,NEW_BUY,12300,3.3,40590.0,30.4425,False,False,True,5,5,
2024-11-04,2024-11-05,300045,SELL,1200,26.05,31260.0,23.445,False,False,True,5,5,
2024-11-04,2024-11-05,600733,NEW_BUY,3200,8.65,27680.0,20.76,False,False,True,5,5,
2024-11-05,2024-11-06,300184,SELL,5000,12.04,60200.0,45.15,False,False,True,5,5,
2024-11-05,2024-11-06,002156,NEW_BUY,1700,32.09,54554.7,40.916,False,False,True,5,5,
2024-11-13,2024-11-14,000988,SELL,1900,41.1,78080.69,58.5605,False,False,True,5,5,
2024-11-13,2024-11-14,300058,NEW_BUY,5700,14.04,80014.89,60.0112,False,False,True,5,5,
2024-11-14,2024-11-15,002384,SELL,2300,30.63,70438.65,52.829,False,False,True,5,5,
2024-11-14,2024-11-15,002230,NEW_BUY,1300,53.09,69020.38,51.7653,False,False,True,5,5,
2024-11-15,2024-11-18,002607,SELL,12300,3.47,42681.0,32.0108,False,False,True,5,5,
2024-11-15,2024-11-18,002241,NEW_BUY,1700,27.12,46109.95,34.5825,False,False,True,5,5,
2024-11-18,2024-11-19,600733,SELL,3200,8.46,27072.0,20.304,False,False,True,5,5,
2024-11-18,2024-11-19,601398,NEW_BUY,5400,6.71,36220.5,27.1654,False,False,True,5,5,
2024-11-19,2024-11-20,002156,SELL,1700,30.92,52560.09,39.4201,False,False,True,5,5,
2024-11-19,2024-11-20,600418,NEW_BUY,1200,39.68,47616.0,35.712,False,False,True,5,5,
2024-11-27,2024-11-28,300058,SELL,5700,14.71,83847.57,62.8857,False,False,True,5,5,
2024-11-27,2024-11-28,300364,NEW_BUY,2700,30.75,83025.0,62.2688,False,False,True,5,5,
2024-11-28,2024-11-29,002230,SELL,1300,47.6,61881.17,46.4109,False,False,True,5,5,
2024-11-28,2024-11-29,002131,NEW_BUY,17600,3.72,65489.6,49.1172,False,False,True,5,5,
2024-11-29,2024-12-02,002241,SELL,1700,26.0,44192.52,33.1444,False,False,True,5,5,
2024-11-29,2024-12-02,300377,NEW_BUY,1100,34.84,38324.0,28.743,False,False,True,5,5,
2024-12-02,2024-12-03,601398,SELL,5400,6.65,35927.28,26.9455,False,False,True,5,5,
2024-12-02,2024-12-03,600601,NEW_BUY,6900,4.74,32706.0,24.5295,False,False,True,5,5,
2024-12-03,2024-12-04,600418,SELL,1200,34.6,41520.0,31.14,False,False,True,5,5,
2024-12-03,2024-12-04,600843,NEW_BUY,2600,16.1,41860.0,31.395,False,False,True,5,5,
2024-12-11,2024-12-12,300364,SELL,2700,31.9,86130.0,64.5975,False,False,True,5,5,
2024-12-11,2024-12-12,688165,NEW_BUY,2400,36.82,88368.0,66.276,False,False,True,5,5,
2024-12-12,2024-12-13,002131,SELL,17600,4.22,74233.28,55.675,False,False,True,5,5,
2024-12-12,2024-12-13,600887,NEW_BUY,2300,32.91,75681.5,56.7611,False,False,True,5,5,
2024-12-13,2024-12-16,300377,SELL,1100,33.1,36410.0,27.3075,False,False,True,5,5,
2024-12-13,2024-12-16,300502,NEW_BUY,100,262.27,26227.31,19.6705,False,False,True,5,5,
2024-12-16,2024-12-17,600601,SELL,6900,4.27,29463.0,22.0972,False,False,True,5,5,
2024-12-16,2024-12-17,002281,NEW_BUY,1000,47.26,47264.6,35.4485,False,False,True,5,5,
2024-12-17,2024-12-18,600843,SELL,2600,13.28,34528.0,25.896,False,False,True,5,5,
2024-12-17,2024-12-18,601919,NEW_BUY,2100,16.55,34754.37,26.0658,False,False,True,5,5,
2024-12-25,2024-12-26,688165,SELL,2400,28.01,67224.0,50.418,False,False,True,5,5,
2024-12-25,2024-12-26,601398,NEW_BUY,9000,7.53,67791.6,50.8437,False,False,True,5,5,
2024-12-26,2024-12-27,600887,SELL,2300,32.86,75580.76,56.6856,False,False,True,5,5,
2024-12-26,2024-12-27,603083,NEW_BUY,1500,48.77,73156.05,54.867,False,False,True,5,5,
2024-12-27,2024-12-30,300502,SELL,100,254.19,25419.4,19.0645,False,False,True,5,5,
2024-12-27,2024-12-30,000938,NEW_BUY,900,29.7,26727.12,20.0453,False,False,True,5,5,
2024-12-30,2024-12-31,002281,SELL,1000,55.87,55874.6,41.9059,False,False,True,5,5,
2024-12-30,2024-12-31,600584,NEW_BUY,1300,43.17,56123.99,42.093,False,False,True,5,5,
2024-12-31,2025-01-02,601919,SELL,2100,17.25,36221.85,27.1664,False,False,True,5,5,
2024-12-31,2025-01-02,601988,NEW_BUY,7300,5.87,42837.13,32.1278,False,False,True,5,5,
2025-01-09,2025-01-10,601398,SELL,9000,7.14,64279.8,48.2098,False,False,True,5,5,
2025-01-09,2025-01-10,000333,NEW_BUY,800,83.05,66442.4,49.8318,False,False,True,5,5,
