strategy,signal_date,execution_date,rank,symbol,name,industry,rank_score,planned_shares,planned_price,filled_shares,filled_price,exit_date,exit_price,gross_return,net_return,net_pnl,entry_cost,round_trip_cost,plan_reject_reason,trade_reject_reason,execution_tradable,locked,skipped_by_position_cap,risk_decision,risk_governor_reasons,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,execution_mode,causality_pass,exit_reason
adaptive_market_style,2023-12-13,2023-12-14,5,600519,贵州茅台,白酒,29.98,0,1811.4527,,,,,,,,,,,,,0,0,,,0.0035903600066526,0.0,0.0,0.0,0.0035903600066526,1.0510260941522924e-05,,,
adaptive_market_style,2023-12-14,2023-12-15,1,000625,长安汽车,汽车整车,30.0,3100,19.2453,,,,,,,,,,,,,0,0,,,0.0032895079813577,0.0,0.0,0.0,0.0032895079813577,1.9463949564935603e-05,,,
adaptive_market_style,2023-12-14,2023-12-15,2,300364,中文在线,出版业,29.99,2100,29.04,,,,,,,,,,,,,0,0,,,0.0281124497991968,0.0,0.0,0.0,-0.0281124497991968,1.8421820037153408e-05,,,
adaptive_market_style,2023-12-14,2023-12-15,3,601127,赛力斯,汽车整车,29.99,700,83.7994,,,,,,,,,,,,,0,0,,,0.0054581512070476,0.0,0.0,0.0,-0.0054581512070476,1.101654876356812e-05,,,
adaptive_market_style,2023-12-14,2023-12-15,4,300750,宁德时代,电气设备,29.98,0,,,,,,,,,,,,,,1,0,,,0.0036386267257073,0.0,0.0,0.0,0.0036386267257073,0.0,,,
adaptive_market_style,2023-12-14,2023-12-15,5,600519,贵州茅台,白酒,29.98,0,1792.1743,,,,,,,,,,,,,0,0,,,0.0075371289389984,0.0,0.0,0.0,0.0075371289389984,1.002775953684752e-05,,,
adaptive_market_style,2023-12-15,2023-12-18,1,000625,长安汽车,汽车整车,30.0,3200,18.9403,100.0,18.9592403,2023-12-29,17.6921901,-0.06683021998513304,-0.0682800973201442,-129.45387728,1.4219430224999998,2.74885728,,,,0,0,,,0.0093519046398626,0.0,0.0,0.0,-0.0093519046398626,2.1437970464306573e-05,,,rebalance_unlocked
adaptive_market_style,2023-12-15,2023-12-18,2,600519,贵州茅台,白酒,29.99,0,1783.2255,,,,,,,,,,,,,0,0,,,0.0030395342396121,0.0,0.0,0.0,-0.0030395342396121,1.8934656828431822e-05,,,
adaptive_market_style,2023-12-15,2023-12-18,3,601127,赛力斯,汽车整车,29.99,700,88.3164,,,,,,,,,,,,,0,0,,,0.0050001706931279,0.0,0.0,0.0,0.0050001706931279,9.940754980560751e-06,,,
adaptive_market_style,2023-12-15,2023-12-18,4,300364,中文在线,出版业,29.98,2000,30.77,,,,,,,,,,,,,0,0,,,0.0052270499836655,0.0,0.0,0.0,0.0052270499836655,1.6888458257708484e-05,,,
adaptive_market_style,2023-12-15,2023-12-18,5,300750,宁德时代,电气设备,29.98,0,,,,,,,,,,,,,,1,0,,,0.0121937983654775,0.0,0.0,0.0,-0.0121937983654775,0.0,,,
adaptive_market_style,2023-12-18,2023-12-19,1,000625,长安汽车,汽车整车,30.0,3200,18.9193,,,,,,,,,,,,,0,0,,,0.0027725214659576,0.0,0.0,0.0,-0.0027725214659576,1.2207317032313284e-05,,,
adaptive_market_style,2023-12-18,2023-12-19,2,600519,贵州茅台,白酒,29.99,0,1810.4089,,,,,,,,,,,,,0,0,,,0.0018050552503505,0.0,0.0,0.0,0.0018050552503505,1.6841195575290124e-05,,,
adaptive_market_style,2023-12-18,2023-12-19,3,601127,赛力斯,汽车整车,29.99,600,91.1676,,,,,,,,,,,,,0,0,,,0.0075656469553442,0.0,0.0,0.0,-0.0075656469553442,1.4315329478530163e-05,,,
adaptive_market_style,2023-12-18,2023-12-19,4,300364,中文在线,出版业,29.98,2200,27.14,200.0,27.167139999999996,2023-12-28,22.63734,-0.16673819916266486,-0.16811314551329287,-913.4306719999996,4.075070999999999,7.470671999999999,,,,0,0,,,0.0,0.0,0.0,0.0,0.0,2.240904055296519e-05,,,rebalance_unlocked
adaptive_market_style,2023-12-18,2023-12-19,5,300750,宁德时代,电气设备,29.98,0,,,,,,,,,,,,,,1,0,,,0.0044908037724787,0.0,0.0,0.0,-0.0044908037724787,0.0,,,
