strategy,window,requested_window,requested_window_days,actual_start,actual_end,actual_trading_days,coverage_ratio,coverage_status,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
vls_mom_contrarian_v1_frozen,3m,3m,63,2026-04-30,2026-07-31,63,1.0,PASS,2026-04-30,2026-07-31,63,500000.0,630530.1033330001,450087.10333300015,-0.28617666158391664,-0.36790149581297105,0.37043344686234814,0.42857142857142855,0.9701762668835419,10.0
vls_mom_contrarian_v1_frozen,6m,6m,126,2026-02-02,2026-07-31,119,0.9444444444444444,PASS,2026-02-02,2026-07-31,119,500000.0,721585.1033330001,450087.10333300015,-0.3762522240910341,-0.4427216344922724,0.33009471634671933,0.453781512605042,0.9733827373542004,10.0
vls_mom_contrarian_v1_frozen,1y,1y,252,2025-07-31,2026-07-31,243,0.9642857142857143,PASS,2025-07-31,2026-07-31,243,500000.0,787297.0658870001,450087.10333300015,-0.42831350091986664,-0.5757615754022631,0.3313032477151704,0.4444444444444444,0.9582585815315702,10.0
vls_mom_contrarian_v1_frozen,3y,3y,756,2025-01-03,2026-07-31,381,0.503968253968254,INSUFFICIENT_COVERAGE,2025-01-03,2026-07-31,381,500000.0,500000.0,450087.10333300015,-0.09982579333399966,-0.5757615754022631,0.38770618564562426,0.46981627296587924,0.9058131165054171,9.553805774278215
