strategy,signal_date,entry_date,exit_date,selected,gross_ret,avg_score,avg_liquidity,bs_count,max_industry_count,max_industry_weight,cost_rate,net_ret
liq20_score_b_bonus_8pct,2026-03-09,2026-03-10,2026-03-23,5,-0.035387150938520386,80.63399999999999,28.462,1,2,0.4,0.0,-0.035387150938520386
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,5,-0.09048033957378865,79.22999999999999,26.526,0,3,0.6,0.0,-0.09048033957378865
liq20_score_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,5,0.013066758679312751,80.976,29.012,2,1,0.2,0.0,0.013066758679312751
liq_top_10_then_dynamic_factor,2026-02-13,2026-02-24,2026-03-09,4,0.0642369257243347,74.85249999999999,29.0775,1,1,0.25,0.0,0.0642369257243347
liq_top_10_then_dynamic_factor,2026-03-09,2026-03-10,2026-03-23,5,-0.055983288105192174,76.662,29.322000000000003,0,1,0.2,0.0,-0.055983288105192174
liq_top_10_then_dynamic_factor,2026-03-24,2026-03-25,2026-04-08,5,0.009241064731801862,75.72999999999999,28.686,0,2,0.4,0.0,0.009241064731801862
liq_top_10_then_dynamic_factor,2026-04-09,2026-04-10,2026-04-23,5,0.15231207257235535,78.008,29.484,1,3,0.6,0.0,0.15231207257235535
liq_top_10_then_liq_breakout_adj,2026-02-13,2026-02-24,2026-03-09,4,0.22904012557873535,77.195,28.535,2,1,0.25,0.0,0.22904012557873535
liq_top_10_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
liq_top_10_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,5,0.009241064731801862,75.72999999999999,28.686,0,2,0.4,0.0,0.009241064731801862
liq_top_10_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,5,-0.0009895979763750785,81.7,28.894,1,2,0.4,0.0,-0.0009895979763750785
liq_top_10_then_liquidity_detail,2026-02-13,2026-02-24,2026-03-09,5,-0.15569378492336852,63.262,29.451999999999998,0,1,0.2,0.0,-0.15569378492336852
liq_top_10_then_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,5,-0.009172191877871216,63.04,28.998,0,1,0.2,0.0,-0.009172191877871216
liq_top_10_then_liquidity_detail,2026-03-24,2026-03-25,2026-04-08,5,0.12096879170126777,51.156,29.222,0,1,0.2,0.0,0.12096879170126777
liq_top_10_then_liquidity_detail,2026-04-09,2026-04-10,2026-04-23,5,-0.004298821746608427,73.02000000000001,29.503999999999998,0,3,0.6,0.0,-0.004298821746608427
liq_top_10_then_score,2026-02-13,2026-02-24,2026-03-09,4,0.22904012557873535,77.195,28.535,2,1,0.25,0.0,0.22904012557873535
liq_top_10_then_score,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
liq_top_10_then_score,2026-03-24,2026-03-25,2026-04-08,5,0.009241064731801862,75.72999999999999,28.686,0,2,0.4,0.0,0.009241064731801862
liq_top_10_then_score,2026-04-09,2026-04-10,2026-04-23,5,-0.0009895979763750785,81.7,28.894,1,2,0.4,0.0,-0.0009895979763750785
liq_top_10_then_score_industry_cap2,2026-02-13,2026-02-24,2026-03-09,4,0.22904012557873535,77.195,28.535,2,1,0.25,0.0,0.22904012557873535
liq_top_10_then_score_industry_cap2,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
liq_top_10_then_score_industry_cap2,2026-03-24,2026-03-25,2026-04-08,5,0.009241064731801862,75.72999999999999,28.686,0,2,0.4,0.0,0.009241064731801862
liq_top_10_then_score_industry_cap2,2026-04-09,2026-04-10,2026-04-23,5,-0.0009895979763750785,81.7,28.894,1,2,0.4,0.0,-0.0009895979763750785
liq_top_20_then_bs_v2,2026-02-13,2026-02-24,2026-03-09,4,-0.005452776995846703,78.74249999999999,27.0075,3,3,0.75,0.0,-0.005452776995846703
liq_top_20_then_bs_v2,2026-03-09,2026-03-10,2026-03-23,5,-0.12042645479527678,79.078,27.262,0,1,0.2,0.0,-0.12042645479527678
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,5,-0.06611537986618772,76.272,26.512,0,2,0.4,0.0,-0.06611537986618772
liq_top_20_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,5,0.015278942262355776,81.34,27.619999999999997,1,1,0.2,0.0,0.015278942262355776
liq_top_20_then_dynamic_factor,2026-02-13,2026-02-24,2026-03-09,4,0.0642369257243347,74.85249999999999,29.0775,1,1,0.25,0.0,0.0642369257243347
liq_top_20_then_dynamic_factor,2026-03-09,2026-03-10,2026-03-23,5,-0.055983288105192174,76.662,29.322000000000003,0,1,0.2,0.0,-0.055983288105192174
liq_top_20_then_dynamic_factor,2026-03-24,2026-03-25,2026-04-08,5,-0.09048033957378865,79.22999999999999,26.526,0,3,0.6,0.0,-0.09048033957378865
liq_top_20_then_dynamic_factor,2026-04-09,2026-04-10,2026-04-23,5,0.15231207257235535,78.008,29.484,1,3,0.6,0.0,0.15231207257235535
liq_top_20_then_liq_breakout_adj,2026-02-13,2026-02-24,2026-03-09,5,-0.09682139160966612,79.818,26.058,2,3,0.6,0.0,-0.09682139160966612
liq_top_20_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
liq_top_20_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,5,-0.09048033957378865,79.22999999999999,26.526,0,3,0.6,0.0,-0.09048033957378865
liq_top_20_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,5,0.03940919342228695,82.514,27.560000000000002,0,1,0.2,0.0,0.03940919342228695
liq_top_20_then_liquidity_detail,2026-02-13,2026-02-24,2026-03-09,5,-0.15569378492336852,63.262,29.451999999999998,0,1,0.2,0.0,-0.15569378492336852
liq_top_20_then_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,5,-0.009172191877871216,63.04,28.998,0,1,0.2,0.0,-0.009172191877871216
liq_top_20_then_liquidity_detail,2026-03-24,2026-03-25,2026-04-08,5,0.12096879170126777,51.156,29.222,0,1,0.2,0.0,0.12096879170126777
liq_top_20_then_liquidity_detail,2026-04-09,2026-04-10,2026-04-23,5,-0.004298821746608427,73.02000000000001,29.503999999999998,0,3,0.6,0.0,-0.004298821746608427
liq_top_20_then_score,2026-02-13,2026-02-24,2026-03-09,5,-0.09682139160966612,79.818,26.058,2,3,0.6,0.0,-0.09682139160966612
liq_top_20_then_score,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
liq_top_20_then_score,2026-03-24,2026-03-25,2026-04-08,5,-0.09048033957378865,79.22999999999999,26.526,0,3,0.6,0.0,-0.09048033957378865
liq_top_20_then_score,2026-04-09,2026-04-10,2026-04-23,5,0.03940919342228695,82.514,27.560000000000002,0,1,0.2,0.0,0.03940919342228695
liq_top_30_then_dynamic_factor,2026-02-13,2026-02-24,2026-03-09,4,0.0642369257243347,74.85249999999999,29.0775,1,1,0.25,0.0,0.0642369257243347
liq_top_30_then_dynamic_factor,2026-03-09,2026-03-10,2026-03-23,5,-0.055983288105192174,76.662,29.322000000000003,0,1,0.2,0.0,-0.055983288105192174
liq_top_30_then_dynamic_factor,2026-03-24,2026-03-25,2026-04-08,5,-0.03575869809430023,81.268,24.694,1,1,0.2,0.0,-0.03575869809430023
liq_top_30_then_dynamic_factor,2026-04-09,2026-04-10,2026-04-23,5,0.15231207257235535,78.008,29.484,1,3,0.6,0.0,0.15231207257235535
liq_top_30_then_liq_breakout_adj,2026-02-13,2026-02-24,2026-03-09,5,-0.00964563025918339,79.97,24.869999999999997,1,2,0.4,0.0,-0.00964563025918339
liq_top_30_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
liq_top_30_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,5,-0.03575869809430023,81.268,24.694,1,1,0.2,0.0,-0.03575869809430023
liq_top_30_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,5,0.10056340856095602,82.614,26.907999999999998,0,1,0.2,0.0,0.10056340856095602
liq_top_30_then_liquidity_detail,2026-02-13,2026-02-24,2026-03-09,5,-0.15569378492336852,63.262,29.451999999999998,0,1,0.2,0.0,-0.15569378492336852
liq_top_30_then_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,5,-0.009172191877871216,63.04,28.998,0,1,0.2,0.0,-0.009172191877871216
liq_top_30_then_liquidity_detail,2026-03-24,2026-03-25,2026-04-08,5,0.12096879170126777,51.156,29.222,0,1,0.2,0.0,0.12096879170126777
liq_top_30_then_liquidity_detail,2026-04-09,2026-04-10,2026-04-23,5,-0.004298821746608427,73.02000000000001,29.503999999999998,0,3,0.6,0.0,-0.004298821746608427
liq_top_30_then_score,2026-02-13,2026-02-24,2026-03-09,5,-0.00964563025918339,79.97,24.869999999999997,1,2,0.4,0.0,-0.00964563025918339
liq_top_30_then_score,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
liq_top_30_then_score,2026-03-24,2026-03-25,2026-04-08,5,-0.03575869809430023,81.268,24.694,1,1,0.2,0.0,-0.03575869809430023
liq_top_30_then_score,2026-04-09,2026-04-10,2026-04-23,5,0.10056340856095602,82.614,26.907999999999998,0,1,0.2,0.0,0.10056340856095602
tiered_liquidity_then_bs_v2,2026-02-13,2026-02-24,2026-03-09,4,0.12000565217034717,77.87,28.2125,3,2,0.5,0.0,0.12000565217034717
tiered_liquidity_then_bs_v2,2026-03-09,2026-03-10,2026-03-23,5,-0.08718940804174646,79.56,29.192,0,2,0.4,0.0,-0.08718940804174646
tiered_liquidity_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,5,0.03910972430149236,73.41600000000001,26.708,1,2,0.4,0.0,0.03910972430149236
tiered_liquidity_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,5,-0.0009895979763750785,81.7,28.894,1,2,0.4,0.0,-0.0009895979763750785
tiered_liquidity_then_dynamic_factor,2026-02-13,2026-02-24,2026-03-09,4,0.0642369257243347,74.85249999999999,29.0775,1,1,0.25,0.0,0.0642369257243347
tiered_liquidity_then_dynamic_factor,2026-03-09,2026-03-10,2026-03-23,5,-0.055983288105192174,76.662,29.322000000000003,0,1,0.2,0.0,-0.055983288105192174
tiered_liquidity_then_dynamic_factor,2026-03-24,2026-03-25,2026-04-08,5,0.0225210230308595,77.884,27.1,1,2,0.4,0.0,0.0225210230308595
tiered_liquidity_then_dynamic_factor,2026-04-09,2026-04-10,2026-04-23,5,0.15231207257235535,78.008,29.484,1,3,0.6,0.0,0.15231207257235535
tiered_liquidity_then_liq_breakout_adj,2026-02-13,2026-02-24,2026-03-09,4,0.11897115571794867,78.0925,28.009999999999998,3,2,0.5,0.0,0.11897115571794867
tiered_liquidity_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
tiered_liquidity_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,5,0.0225210230308595,77.884,27.1,1,2,0.4,0.0,0.0225210230308595
tiered_liquidity_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,5,-0.0009895979763750785,81.7,28.894,1,2,0.4,0.0,-0.0009895979763750785
tiered_liquidity_then_liquidity_detail,2026-02-13,2026-02-24,2026-03-09,5,-0.15569378492336852,63.262,29.451999999999998,0,1,0.2,0.0,-0.15569378492336852
tiered_liquidity_then_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,5,-0.009172191877871216,63.04,28.998,0,1,0.2,0.0,-0.009172191877871216
tiered_liquidity_then_liquidity_detail,2026-03-24,2026-03-25,2026-04-08,5,0.12096879170126777,51.156,29.222,0,1,0.2,0.0,0.12096879170126777
tiered_liquidity_then_liquidity_detail,2026-04-09,2026-04-10,2026-04-23,5,-0.004298821746608427,73.02000000000001,29.503999999999998,0,3,0.6,0.0,-0.004298821746608427
tiered_liquidity_then_score,2026-02-13,2026-02-24,2026-03-09,4,0.11897115571794867,78.0925,28.009999999999998,3,2,0.5,0.0,0.11897115571794867
tiered_liquidity_then_score,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
tiered_liquidity_then_score,2026-03-24,2026-03-25,2026-04-08,5,0.0225210230308595,77.884,27.1,1,2,0.4,0.0,0.0225210230308595
tiered_liquidity_then_score,2026-04-09,2026-04-10,2026-04-23,5,-0.0009895979763750785,81.7,28.894,1,2,0.4,0.0,-0.0009895979763750785
tiered_liquidity_then_score_industry_cap2,2026-02-13,2026-02-24,2026-03-09,4,0.11897115571794867,78.0925,28.009999999999998,3,2,0.5,0.0,0.11897115571794867
tiered_liquidity_then_score_industry_cap2,2026-03-09,2026-03-10,2026-03-23,5,-0.020435097289306436,81.58,28.466,0,2,0.4,0.0,-0.020435097289306436
tiered_liquidity_then_score_industry_cap2,2026-03-24,2026-03-25,2026-04-08,5,0.0225210230308595,77.884,27.1,1,2,0.4,0.0,0.0225210230308595
tiered_liquidity_then_score_industry_cap2,2026-04-09,2026-04-10,2026-04-23,5,-0.0009895979763750785,81.7,28.894,1,2,0.4,0.0,-0.0009895979763750785
baseline_b_score_v2,2026-02-13,2026-02-24,2026-03-09,5,-0.04030412621215027,75.81199999999998,28.502,5,2,0.4,0.0015,-0.041804126212150274
baseline_b_score_v2,2026-03-09,2026-03-10,2026-03-23,5,-0.05987675718332266,71.81800000000001,25.782,5,1,0.2,0.0015,-0.06137675718332266
baseline_b_score_v2,2026-03-24,2026-03-25,2026-04-08,5,-0.023943725933737902,67.2,23.474,5,1,0.2,0.0015,-0.025443725933737903
baseline_b_score_v2,2026-04-09,2026-04-10,2026-04-23,5,-0.012933366413118375,75.116,28.674,5,1,0.2,0.0015,-0.014433366413118374
baseline_full_dynamic_factor,2026-02-13,2026-02-24,2026-03-09,4,0.0642369257243347,74.85249999999999,29.0775,1,1,0.25,0.0015,0.0627369257243347
baseline_full_dynamic_factor,2026-03-09,2026-03-10,2026-03-23,5,-0.055983288105192174,76.662,29.322000000000003,0,1,0.2,0.0015,-0.057483288105192175
baseline_full_dynamic_factor,2026-03-24,2026-03-25,2026-04-08,5,-0.11590992107532447,81.672,23.125999999999998,1,1,0.2,0.0015,-0.11740992107532447
baseline_full_dynamic_factor,2026-04-09,2026-04-10,2026-04-23,5,0.15231207257235535,78.008,29.484,1,3,0.6,0.0015,0.15081207257235535
baseline_full_dynamic_factor_industry_cap2,2026-02-13,2026-02-24,2026-03-09,4,0.0642369257243347,74.85249999999999,29.0775,1,1,0.25,0.0015,0.0627369257243347
baseline_full_dynamic_factor_industry_cap2,2026-03-09,2026-03-10,2026-03-23,5,-0.055983288105192174,76.662,29.322000000000003,0,1,0.2,0.0015,-0.057483288105192175
baseline_full_dynamic_factor_industry_cap2,2026-03-24,2026-03-25,2026-04-08,5,-0.11590992107532447,81.672,23.125999999999998,1,1,0.2,0.0015,-0.11740992107532447
baseline_full_dynamic_factor_industry_cap2,2026-04-09,2026-04-10,2026-04-23,5,0.04030013670894021,79.46000000000001,29.236,1,2,0.4,0.0015,0.03880013670894021
baseline_full_liq_breakout_adj,2026-02-13,2026-02-24,2026-03-09,5,-0.00964563025918339,79.97,24.869999999999997,1,2,0.4,0.0015,-0.01114563025918339
baseline_full_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,5,-0.07448662354232412,81.7,26.386000000000003,0,2,0.4,0.0015,-0.07598662354232412
baseline_full_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,5,-0.11590992107532447,81.672,23.125999999999998,1,1,0.2,0.0015,-0.11740992107532447
baseline_full_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,5,0.10056340856095602,82.614,26.907999999999998,0,1,0.2,0.0015,0.09906340856095602
baseline_full_liquidity,2026-02-13,2026-02-24,2026-03-09,5,-0.04801164863416711,37.196,29.988,0,2,0.4,0.0015,-0.04951164863416711
baseline_full_liquidity,2026-03-09,2026-03-10,2026-03-23,5,0.016597577228194615,41.827999999999996,29.988,0,3,0.6,0.0015,0.015097577228194615
baseline_full_liquidity,2026-03-24,2026-03-25,2026-04-08,5,-0.027555939125928287,60.722,29.988,0,2,0.4,0.0015,-0.029055939125928288
baseline_full_liquidity,2026-04-09,2026-04-10,2026-04-23,5,0.13767046914181713,47.66,29.988,0,2,0.4,0.0015,0.13617046914181713
baseline_full_liquidity_detail,2026-02-13,2026-02-24,2026-03-09,5,-0.15569378492336852,63.262,29.451999999999998,0,1,0.2,0.0015,-0.15719378492336852
baseline_full_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,5,-0.009172191877871216,63.04,28.998,0,1,0.2,0.0015,-0.010672191877871216
baseline_full_liquidity_detail,2026-03-24,2026-03-25,2026-04-08,5,0.12096879170126777,51.156,29.222,0,1,0.2,0.0015,0.11946879170126777
baseline_full_liquidity_detail,2026-04-09,2026-04-10,2026-04-23,5,-0.004298821746608427,73.02000000000001,29.503999999999998,0,3,0.6,0.0015,-0.005798821746608427
baseline_full_liquidity_industry_cap2,2026-02-13,2026-02-24,2026-03-09,5,-0.04801164863416711,37.196,29.988,0,2,0.4,0.0015,-0.04951164863416711
baseline_full_liquidity_industry_cap2,2026-03-09,2026-03-10,2026-03-23,5,-0.04761254833505655,43.730000000000004,29.983999999999998,0,2,0.4,0.0015,-0.04911254833505655
