asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,opt_momentum,opt_value,opt_quality,opt_technical,opt_capital,opt_chip,opt_size,claude_score,industry,fund_pe_ttm,fund_pb,fund_roe,fund_netprofit_yoy,score_momentum,score_value,score_quality,score_technical,score_capital,score_chip,bs_score,bs_entry_score,bs_score_label,bs_score_v2,bs_score_v2_label,bs_research_score,bs_research_label,bs_research_reason,bs_gate_score,bs_gate_pass,bs_gate_label,bs_gate_reason,bs_model_prob,bs_model_expected_mdd,bs_model_risk_score,bs_model_rank_score,bs_model_version,bs_consensus_score,bs_consensus_label,bs_consensus_reason,dynamic_trade_threshold,dynamic_watch_threshold,bs_threshold_version,bs_threshold_reason,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,pool_type_shadow,pool_type_shadow_reason,is_self_selected,score_opt_gap,score_claude_gap,opt_claude_gap,score_dispersion,rs_liquidity_combo,breakout_volume_combo,overextended_flag,pullback_flag,market_hs300_pct_chg,market_hs300_ret_5,market_hs300_ret_20,market_scored_count,market_bs_count,market_bs_ratio,market_limit_up_rate,market_avg_score,market_avg_v2,market_avg_research_score,market_avg_price_change,market_regime,adc_ret_5,adc_ret_20,adc_ret_60,adc_vol_20,adc_vol_60,adc_amt_ma20,adc_turnover_rate,adc_pe_ttm,adc_pb,adc_total_mv,adc_circ_mv,adc_roe,adc_grossprofit_margin,adc_debt_to_assets,adc_industry_code,adc_hma_slope,adc_rsi_14,adc_boll_width,adc_boll_upper,adc_boll_mid,adc_boll_lower,adc_main_net_ratio,adc_main_net_ma5,adc_vol_price_corr,adc_rz_buy_intensity,adc_rq_pressure_factor,adc_turnover_spike,adc_profit_ratio,adc_profit_pressure,adc_support_strength,adc_chip_peak_cross,adc_amihud_20,adc_turnover_vol_20,adc_vol_concentration,adc_bid_ask_spread,adc_downside_vol_60,adc_max_drawdown_60,adc_tech_score,adc_capital_score,adc_sentiment_score,adc_chip_score,adc_total_score,adc_score_rank,adc_macd_qfq,adc_macd_dif_qfq,adc_macd_dea_qfq,adc_kdj_qfq,adc_kdj_k_qfq,adc_kdj_d_qfq,adc_rsi_qfq_6,adc_rsi_qfq_12,adc_rsi_qfq_24,adc_boll_upper_qfq,adc_boll_mid_qfq,adc_boll_lower_qfq,adc_cci_qfq,adc_atr_qfq,adc_mfi_qfq,adc_mtm_qfq,adc_obv_qfq,adc_roc_qfq,adc_wr_qfq,adc_dmi_adx_qfq,adc_dmi_pdi_qfq,adc_dmi_mdi_qfq,adc_ma_qfq_5,adc_ma_qfq_10,adc_ma_qfq_20,adc_ma_qfq_60,adc_ma_qfq_250,adc_updays,adc_downdays,adc_lowdays,adc_topdays,adc_volume_ratio,adc_turnover_rate_f,adc_amount,adc_pct_chg,adc_signal_strength,adc_signal_quality_score,adc_confirmation_required_flag,adc_execution_ready_flag,adc_trend_context_score,adc_volume_confirm_score,adc_signal_price_confirm_flag,adc_signal_volume_confirm_flag,adc_signal_kdj_confirm_flag,adc_secondary_indicator_score,adc_signal_geometry_score,adc_trend_alignment_score,adc_price_confirmation_score,adc_volume_confirmation_detail_score,adc_volatility_penalty_score,adc_plate_confirm_flag,adc_plate_mainline_score,adc_plate_sentiment_score,adc_entry_signal_confidence,adc_exit_signal_confidence,adc_close_vs_ma20,adc_close_vs_ma60,adc_ma20_vs_ma60,adc_boll_position,adc_main_net_accel,adc_leverage_balance,adc_capital_leverage_resonance,adc_capital_short_pressure,adc_financing_turnover_resonance,adc_score_momentum_gap,event_seq_for_symbol,total_b_points,total_s_points,buy_points_count,sell_points_count,p_signal,expected_mdd,risk_score,model_rank_score
2026-06-30,20260630,002080,002080.SZ,中材科技,60.49,57.48,0.0,100.0,47.61,34.71,95.52,65.54,29.39,7.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.522,玻璃,,,,,21.41,5.62,10.11,10.0,5.89,5.49,67.23,98.08,可交易,64.99,观察,70.05,普通观察,V2与强势流动性共振；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.158942,0.1,100.0,40.784,20260601_214818_154996,52.08,共振观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,90.0,92.93,-3.15,0,WATCH,WATCH,consensus_shadow_v1: consensus_or_model_watch,0,-17.509999999999998,1.9680000000000035,19.478,10.722760900688469,52.9842693636517,43.095,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.171875,0.405372,1.278948,6.281019,5.224388,4719689.8456,3.3687,76.933,7.3858,15103112.4,15103112.4,7.762,19.675,56.601,玻璃,-0.005525,63.251,0.648474,98.679,74.518,50.356,-0.008449,13828.796,-1.0,-0.008259,0.002821,0.955853,32.57,316.7,0.0,0.28449,1.28e-08,2.041088,1.526624,0.066534,2.822031,0.07853,20.534233,27.159113,29.363549,21.909354,24.162584,3750,3.659,7.522,5.693,55.63391,71.75641,79.81767,61.707,63.251,62.903,98.679,74.518,50.356,82.24354,6.2745,69.99622,26.12,5682.6834,40.88917,39.017,58.608,41.53062,12.07237,91.116,85.458,74.5175,62.8951,41.054,0,2,3,0,0.82,8.4723,5105034.0,-0.5525,70.030625,62.051752,1.0,0.0,86.884,29.359374,1.0,0.0,0.0,8.0,91.642875,74.0,58.9945,26.940187,10.0,0.0,62.656006,97.425897,,,0.2227463347535814,0.4486979112840269,0.1847902300815166,0.8434906773172195,-13828.804449,-0.01108,6.9780291e-05,-0.01127,-0.007894389927,-1.375121,,,,,,0.7216308935129309,-0.03795103024038593,87.34965658653802,72.64780209875656
2026-06-30,20260630,002668,002668.SZ,TCL智家,63.15,60.15,0.0,100.0,47.61,70.84,87.42,81.83,17.82,9.8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,65.904,家用电器,,,,,20.29,15.18,11.78,10.0,4.65,4.0,70.96,81.0,可交易,65.11,观察,52.39,回避,V2评分较好；相对强弱靠前；流动性偏弱,95.64,0,观察,流动性低于门槛,0.106746,-0.088752,70.4161,28.2447,20260601_214818_154996,36.33,回避,V2观察以上；交易门禁观察,68.0,55.0,dynamic_v1,neutral_no_adjustment,11.08,,0.0,0,WATCH,,,0,-34.85,-2.753999999999998,32.096000000000004,19.37464077946565,39.46928426004201,55.7405,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.055238,0.160209,0.219257,3.119619,2.252203,215317.9097,3.0275,10.6475,3.1214,1201195.4312,1201195.4312,33.6058,24.6794,68.3693,家用电器,0.0394,67.883,0.233273,11.048,9.894,8.74,0.102798,2429.926,-1.0,0.011301,0.002252,1.726996,97.65,967.5,0.0,0.222672,1.193e-07,1.825302,2.51581,0.050715,0.858518,0.0,49.301832,57.454195,38.987464,30.079074,46.393635,1345,0.264,0.353,0.221,77.54174,75.7371,74.83478,71.424,67.883,63.701,11.048,9.894,8.74,131.322,0.471,67.35445,1.61,6806.2703,17.00106,15.033,54.63475,34.25197,4.85564,10.646,10.341,9.894,9.5319,9.8494,1,0,0,148,0.96,6.35,356182.68,3.94,,,,,,,,,,,,,,,,,,,,,0.0760056599959572,0.116881209412604,0.0379882289994649,0.825823223570191,-2429.823202,0.009049,0.001161720198,0.100546,0.019516781796,19.222758,,,,,,0.750341727353484,-0.08891174612493016,70.36275129168995,71.85241633496253
2026-06-30,20260630,002842,002842.SZ,翔鹭钨业,59.87,56.84,0.0,100.0,47.61,34.71,96.86,51.39,28.7,7.1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,52.9423,小金属,,,,,19.74,6.46,8.18,8.5,5.56,4.51,62.87,81.0,观察,61.77,观察,68.19,普通观察,V2与强势流动性共振；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.126807,-0.07391,75.3634,34.3554,20260601_214818_154996,49.48,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,48.2,,0.0,0,WATCH,,,0,-11.130000000000004,6.927699999999994,18.057699999999997,9.1099803931366,52.72458629520008,43.095,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,-0.003721,0.496695,0.46699,5.789197,5.066336,2631747.364,16.3199,40.8634,10.8025,1576971.45,1293988.768,5.5033,11.8113,51.9124,小金属,-0.025081,59.947,0.673597,56.449,42.227,28.005,-0.027332,-1937.0,1.0,,,,17.53,166.3,0.0,0.124249,2.12e-08,10.922878,1.184991,0.06113,2.046955,0.08173,8.813886,29.431051,20.183221,39.814851,20.892189,5120,1.274,4.169,3.532,52.56744,69.58462,78.09321,54.186,59.947,60.083,56.449,42.227,28.005,47.09404,4.01629,68.59605,8.98744,2933.1416,22.9198,46.018,61.53094,40.14022,11.97296,49.59,48.627,42.2273,36.6981,21.206,0,2,3,0,0.72,19.6827,2121002.5,-2.5081,73.254295,66.018629,1.0,0.0,90.01296,42.308367,1.0,0.0,0.0,8.0,91.956013,74.0,62.51458,37.937724,10.0,0.0,63.841654,94.773791,,,0.1743587679060703,0.3512961161477027,0.1506672007542625,0.7588595134298975,1936.972668,,,,,-31.000964999999997,,,,,,0.7528621179749443,-0.09164346122237538,69.45217959254154,71.03205401737789
2026-06-30,20260630,000776,000776.SZ,广发证券,58.7,55.63,0.0,100.0,47.61,34.71,90.44,48.03,28.64,8.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.123,证券,,,,,17.35,14.68,6.31,10.0,5.79,4.0,66.72,84.36,可交易,62.23,观察,67.8,普通观察,V2与强势流动性共振；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.107973,0.1,100.0,37.0359,20260601_214818_154996,48.74,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,23.4,23.14,1.12,0,WATCH,,,0,-26.799999999999997,0.5770000000000053,27.377,15.642213494259693,50.89402322473632,43.095,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.003431,0.231579,0.302895,3.136372,2.432748,2539120.786,1.9689,11.6984,1.3291,18310138.47,13815475.362,7.2627,,83.2664,证券,0.006019,68.069,0.339519,24.393,20.853,17.313,0.049673,2957.33,1.0,-0.028314,0.004376,0.993163,85.04,841.4,0.0,0.256776,9.2e-09,2.319404,1.682879,0.036487,1.010062,0.0,29.818708,61.658631,22.237223,25.512054,35.616393,4347,0.602,0.978,0.677,75.03129,75.65645,75.96902,68.879,68.069,64.195,24.393,20.853,17.313,93.73723,0.987,77.80594,4.25,19843.2654,22.19321,20.225,54.25584,36.30179,9.77118,22.962,22.439,20.853,20.0763,20.6122,2,0,0,113,0.61,3.9818,2730253.77,0.6019,64.67629,55.061624,1.0,0.0,71.29696,42.358866,1.0,0.0,0.0,8.0,67.608806,69.29696,56.91658,40.861967,6.0,0.0,62.656006,94.773791,,,0.1011365271184001,0.1437366447004677,0.038687407540234,0.7978813559322033,-2957.280327,-0.03269,-0.001406441322,0.045297,-0.028120417182,4.306654000000002,,,,,,0.7117901913813067,-0.0465510619832933,84.48297933890223,70.93735838371374
2026-06-30,20260630,300786,300786.SZ,国林科技,59.14,56.1,0.0,100.0,47.61,34.71,94.98,50.49,20.72,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.0,50.4364,环境保护,,,,,22.71,3.53,7.09,10.0,4.6,2.5,62.14,81.0,观察,59.77,观察,59.16,普通观察,V2评分较好；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.114531,-0.089181,70.2729,32.3553,20260601_214818_154996,44.58,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,25.07,,0.0,0,WATCH,,,0,-15.86,8.703600000000002,24.5636,12.454334572883988,44.361983724806535,43.095,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.115214,0.381267,0.783073,2.97786,2.718994,340587.0009,14.2807,,4.1253,461327.8613,367010.2594,-1.5626,17.9,33.2819,环境保护,0.067263,80.533,0.444843,25.531,20.886,16.24,-0.000742,1668.836,1.0,,,,98.97,980.7,0.0,0.131134,7.81e-08,4.193227,1.568722,0.092435,1.422746,0.0,67.070395,42.264224,20.183221,39.552555,47.363742,224,0.599,1.583,1.283,76.41025,73.80979,72.50955,86.549,80.533,74.016,25.531,20.886,16.24,126.60502,1.484,76.85614,4.71,1199.5574,23.1336,9.071,79.39314,36.11233,2.54498,23.738,22.844,20.8855,18.0368,16.6306,1,0,0,1012,1.04,15.4287,500209.81,6.7263,,,,,,,,,,,,,,,,,,,,,0.1365780086662995,0.3160871107957065,0.1579382152044709,0.8070175438596492,-1668.836742,,,,,27.517840000000007,,,,,,0.7479075746660696,-0.08572120634387514,71.42626455204162,70.53089416277042
2026-06-30,20260630,688409,688409.SH,富创精密,63.92,60.92,0.0,100.0,97.05,34.71,99.81,56.54,28.2,7.35,2.0,2.0,2.0,2.0,2.0,2.0,2.0,48.2072,半导体,,,,,23.08,0.62,7.69,8.5,5.81,2.5,65.85,81.0,可交易,67.3,观察,76.29,强观察,V2与强势流动性共振；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.118525,0.1,100.0,38.9365,20260601_214818_154996,53.94,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,306.25,,0.0,0,WATCH,WATCH,consensus_shadow_v1: consensus_or_model_watch,0,-9.579999999999998,15.7128,25.2928,12.76971818848534,53.05319971500305,75.23100000000001,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.494048,1.155172,2.399001,6.284179,6.01452,2109573.442,3.624,1311.7456,20.753,9377705.75,9377705.75,0.8156,24.9418,47.7798,半导体,0.027685,90.591,0.995382,293.849,196.201,98.554,-0.018345,-524.696,1.0,-0.004612,0.006503,1.079143,91.95,910.5,0.0,0.434702,2.3e-08,1.827095,1.357552,0.107023,2.964162,0.0,55.660559,33.284474,31.128255,6.727097,37.820058,963,23.387,34.447,22.754,98.44128,93.35448,90.81107,97.58,90.591,82.633,293.849,196.201,98.554,187.3178,19.496,100.0,130.57,460.027,74.32263,6.731,92.53013,48.77061,0.0,265.874,233.199,196.2015,149.064,90.9568,9,0,0,0,1.04,6.4877,3334776.91,2.7685,,,,,,,,,,,,,,,,,,,,,0.3551068671748177,0.7836231417377773,0.3162232329737564,0.8567551652628077,524.6776550000001,-0.011115,8.460714e-05,-0.024848,-0.004977007516,48.933462,,,,,,0.6656353009366787,-0.02745509447694164,90.84830184101945,70.39036333235364
2026-06-30,20260630,002415,002415.SZ,海康威视,60.91,57.91,0.0,100.0,47.61,34.71,86.39,91.33,28.7,8.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.2262,IT设备,,,,,19.82,11.01,16.01,11.0,5.88,2.5,68.67,81.0,可交易,65.08,观察,68.98,普通观察,V2与强势流动性共振；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.080269,-0.07939,73.5367,32.1167,20260601_214818_154996,48.87,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,34.2,,0.0,0,WATCH,,,0,-25.090000000000003,-5.316200000000009,19.77379999999999,13.22102649116172,49.79350359233622,43.095,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.088825,0.137725,0.099004,2.802477,2.185037,2634261.0018,1.3638,20.9828,3.6419,31343860.872,30938695.524,11.7175,45.3662,33.7985,IT设备,0.036678,61.764,0.178194,34.612,31.78,28.949,0.064776,17329.554,1.0,0.002123,0.017464,1.557101,81.97,810.7,0.0,0.522162,7.5e-09,1.003072,2.042452,0.066823,1.111796,0.078766,55.209257,64.644166,34.484089,2.916104,45.578978,1416,0.67,0.525,0.19,61.92069,65.67089,67.54599,65.156,61.764,57.859,34.612,31.78,28.949,110.74044,1.2865,66.64929,4.22,8266.8154,14.07605,27.126,54.27355,30.92233,10.24272,33.796,33.008,31.7805,32.1701,30.2611,1,0,0,2,1.1,3.4602,4238812.25,3.6678,,,,,,,,,,,,,,,,,,,,,0.0634193923947074,0.0505407194879718,-0.0121106244618449,0.855906763199717,-17329.489224,-0.015341,0.0001375194479999,0.047312,0.003305725423,52.293153,,,,,,0.7255090698752229,-0.09102453073637598,69.65848975454134,70.24931765569457
2026-06-30,20260630,300820,300820.SZ,英杰电气,68.34,65.46,0.0,100.0,98.58,85.63,95.27,4.62,23.34,8.3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,58.98,电气设备,,,,,23.51,3.53,14.23,8.5,5.21,4.0,70.84,81.0,可交易,67.8,观察,74.65,强观察,V2与强势流动性共振；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.191598,-0.08839,70.5367,39.0264,20260601_214818_154996,55.86,共振观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,90.23,,0.0,0,WATCH,WATCH,consensus_shadow_v1: consensus_or_model_watch,0,-14.659999999999997,9.360000000000008,24.020000000000003,12.107061300469796,47.155082440814375,94.0475,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.197002,0.391974,0.999796,3.856583,4.04112,546054.8137,8.4841,96.078,7.7698,2005388.819,1008587.3308,7.8544,35.7852,35.0545,电气设备,0.060033,78.808,0.450889,88.395,72.133,55.871,0.028605,3580.248,1.0,-0.023621,0.004313,1.242439,92.55,916.5,0.0,0.3399,6.31e-08,2.307905,1.269299,0.096714,2.343316,0.0,66.163934,55.733848,23.635487,14.981678,47.373385,3024,3.057,6.453,4.925,95.65163,85.27728,80.0901,86.629,78.808,72.66,88.395,72.133,55.871,151.09635,5.77424,80.99194,22.95,332.8123,34.11118,11.481,67.03502,45.27974,4.47122,83.686,79.056,72.1328,59.4843,53.4181,5,0,0,728,1.25,12.6365,858898.15,6.0033,,,,,,,,,,,,,,,,,,,,,0.1601656943859104,0.4068586164752718,0.212635939231024,0.8552146107489856,-3580.219395,-0.027934,-0.000675678705,0.0242919999999999,-0.029347651619,51.182255999999995,,,,,,0.7389182921879212,-0.12332638636337882,58.8912045455404,70.11877821310632
2026-06-30,20260630,301526,301526.SZ,国际复材,67.05,64.1,0.0,100.0,47.61,69.96,99.83,73.98,29.66,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,54.4079,玻璃,,,,,23.56,1.09,7.32,10.0,5.94,6.5,66.42,99.12,可交易,67.72,观察,72.05,强观察,V2与强势流动性共振；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.145324,0.1,100.0,40.6494,20260601_214818_154996,53.05,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,46.67,47.88,-2.53,0,WATCH,WATCH,consensus_shadow_v1: consensus_or_model_watch,0,-2.950000000000003,12.6421,15.592100000000002,8.28290181458165,54.41468368005092,55.4325,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.220131,1.184925,3.137411,7.920441,7.122781,6728818.5688,14.1339,359.1679,20.6176,17598687.626,6554301.6643,3.3763,17.6748,57.5382,玻璃,-0.024049,69.88,1.187261,55.018,34.524,14.029,-0.05276,-2063.032,1.0,0.007847,0.002917,0.902535,27.51,266.1,0.0,0.259252,1.09e-08,2.072449,1.146807,0.078269,2.527886,0.107136,6.364513,21.296046,37.174542,25.134041,19.074831,4298,2.425,7.277,6.064,56.59201,73.61487,82.1263,64.033,69.88,71.137,55.018,34.524,14.029,79.8549,3.986,75.1754,20.22,7991.0495,76.44612,40.424,75.90608,47.87299,8.47767,47.924,43.927,34.5235,22.7188,10.9512,0,2,3,0,1.03,14.1339,9250187.25,-2.4049,73.255715,66.659871,1.0,0.0,89.84784,46.508889,1.0,0.0,0.0,8.0,91.958001,74.0,62.32882,42.618983,10.0,0.0,62.656006,97.425897,,,0.3881558938114618,1.109442400126767,0.5196005070690352,0.8269291761204224,2062.97924,0.00493,-0.00041400772,-0.055677,0.007082192145,-18.769528,,,,,,0.7159170918611916,-0.0987339006274644,67.0886997908452,69.94833048029827
2026-06-30,20260630,603713,603713.SH,密尔克卫,58.63,55.57,0.0,100.0,47.61,34.71,90.52,87.2,20.72,7.75,6.0,6.0,6.0,6.0,6.0,6.0,6.0,60.3427,仓储物流,,,,,20.87,15.11,8.86,7.0,4.51,4.0,64.6,81.0,观察,62.51,观察,60.3,普通观察,V2评分较好；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.111583,-0.035348,88.2175,35.5551,20260601_214818_154996,45.54,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,68.0,55.0,dynamic_v1,neutral_no_adjustment,71.17,,0.0,0,WATCH,,,0,-18.869999999999997,-1.712699999999998,17.1573,10.435381997320462,43.307902281223456,43.095,0,0,1.0658,0.0122061574350944,0.0279046382275944,5157.0,577.0,0.1118867558658134,0.0337,58.662135,46.550165,36.001827,-0.05604,neutral,0.138356,0.234305,0.219485,4.505956,3.372182,340330.5997,4.6585,17.6195,2.2898,1125394.1292,1125394.1292,11.6596,11.3676,73.6339,仓储物流,-0.023463,67.92,0.512143,76.393,60.819,45.245,-0.060594,-1302.584,-1.0,0.004381,0.007412,1.386166,65.14,642.4,0.0,0.366323,1.113e-07,2.875339,2.3199,0.059704,1.66523,0.063799,8.316297,8.459016,35.670203,12.111861,14.392093,4835,3.389,4.635,2.941,70.29521,80.89907,86.201,65.863,67.92,63.949,76.393,60.819,45.245,85.74085,3.76,77.30125,16.48,297.461,30.13348,31.649,66.7404,45.31862,5.87398,72.898,66.9,60.819,57.7333,58.1095,0,2,3,0,0.92,8.7954,523274.27,-2.3463,71.650965,67.114369,1.0,0.0,89.75408,54.331717,1.0,0.0,0.0,8.0,89.711351,74.0,62.22334,51.132609,10.0,0.0,62.656006,95.475819,,,0.1986056988769955,0.2626681655127976,0.0534474904431238,0.8877937588288172,1302.523406,-0.003031,-0.000265462314,-0.068006,0.006072793246,-3.795563999999999,,,,,,0.6956109118085052,-0.052102449038285606,82.63251698723812,69.75903225659603
