strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket
adaptive_style_switch,2025-01-27,2025-01-24,3580.1072399999684,443610.08999999997,447190.19723999995,0.89438039448,5,0.9919942179813065,5,455228.46,5,0,458808.56724,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,0.9996288755391683,index_neutral
adaptive_style_switch,2025-02-05,2025-01-27,3580.1072399999684,437226.78,440806.88724,0.88161377448,5,0.9918782865158575,5,443162.87,5,0,446742.97724,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,0.9264238327070216,index_weak
adaptive_style_switch,2025-02-06,2025-02-05,3580.1072399999684,441406.32,444986.42724,0.88997285448,5,0.9919545698006895,5,435594.12,5,0,439174.22724,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.0683430216973855,index_weak
adaptive_style_switch,2025-02-07,2025-02-06,3580.1072399999684,448931.70999999996,452511.81723999995,0.9050236344799999,5,0.9920883674114057,5,441558.08,5,0,445138.18724,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.2681062785987323,index_neutral
adaptive_style_switch,2025-02-10,2025-02-07,8052.066762500006,473059.76,481111.8267625,0.962223653525,5,0.9832636274674768,0,0.0,5,10,448514.84724,5,1.0,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.5863876961172012,index_neutral
adaptive_style_switch,2025-02-11,2025-02-10,8052.066762500006,471710.14,479762.2067625,0.959524413525,5,0.983216546345248,5,477143.58,5,0,485195.64676250005,5,1.0,4,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.3750466180376588,index_neutral
adaptive_style_switch,2025-02-12,2025-02-11,8052.066762500006,491128.14,499180.2067625,0.9983604135249999,5,0.9838694189925463,5,464980.27999999997,5,0,473032.3467625,5,1.0,4,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.280896673490186,index_neutral
adaptive_style_switch,2025-02-13,2025-02-12,8052.066762500006,493499.31,501551.37676250003,1.0031027535250001,5,0.9839456790758389,5,487386.97000000003,5,0,495439.03676250007,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.2763228226027863,index_neutral
adaptive_style_switch,2025-02-14,2025-02-13,8052.066762500006,486471.26,494523.3267625,0.989046653525,5,0.9837175188171314,5,493668.37000000005,5,0,501720.4367625001,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.3521442272582593,index_neutral
adaptive_style_switch,2025-02-17,2025-02-14,8052.066762500006,508898.51,516950.5767625,1.033901153525,5,0.9844239137657461,5,500350.1,5,0,508402.16676249995,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.243726195446143,index_strong
adaptive_style_switch,2025-02-18,2025-02-17,8052.066762500006,510738.95999999996,518791.02676249994,1.0375820535249998,5,0.9844791710975638,5,494740.38,5,0,502792.4467625,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.3665960759766673,index_strong
adaptive_style_switch,2025-02-19,2025-02-18,8052.066762500006,542641.12,550693.1867625,1.101386373525,5,0.985378306911989,5,514358.39,5,0,522410.4567625,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.2297763199688716,index_strong
adaptive_style_switch,2025-02-20,2025-02-19,8052.066762500006,517604.03,525656.0967625,1.051312193525,5,0.9846818731636665,5,525379.5700000001,5,0,533431.6367625,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.163457212217803,index_neutral
adaptive_style_switch,2025-02-21,2025-02-20,8052.066762500006,529916.8099999999,537968.8767624999,1.0759377535249999,5,0.9850324672851758,5,522942.5,5,0,530994.5667625,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.1692976612102908,index_neutral
adaptive_style_switch,2025-02-24,2025-02-21,4344.112637499944,508710.41,513054.5226374999,1.026109045275,5,0.9915328440822082,0,0.0,5,10,520406.2067625,5,1.0,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.4131052501060597,index_strong
adaptive_style_switch,2025-02-25,2025-02-24,4344.112637499944,490394.22000000003,494738.33263749996,0.9894766652749999,5,0.9912193732506211,5,484193.69,5,0,488537.80263749993,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.2998295200569898,index_strong
adaptive_style_switch,2025-02-26,2025-02-25,4344.112637499944,496026.85,500370.9626374999,1.0007419252749998,5,0.9913182159600115,5,487666.63,5,0,492010.74263749993,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.1568292259554753,index_neutral
adaptive_style_switch,2025-02-27,2025-02-26,4344.112637499944,491322.76,495666.87263749994,0.9913337452749998,5,0.9912358221270984,5,494255.21,5,0,498599.32263749995,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.157718706216288,index_neutral
adaptive_style_switch,2025-02-28,2025-02-27,4344.112637499944,455443.79000000004,459787.90263749997,0.9195758052749999,5,0.9905519205429707,5,484959.31999999995,5,0,489303.4326374999,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.1690598618689316,index_strong
adaptive_style_switch,2025-03-03,2025-02-28,4344.112637499944,455049.5,459393.61263749993,0.9187872252749999,5,0.9905438114113968,5,457381.76,5,0,461725.87263749994,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0741567111448977,index_neutral
adaptive_style_switch,2025-03-04,2025-03-03,4344.112637499944,466238.49,470582.6026374999,0.9411652052749998,5,0.9907686501516371,5,449041.28,5,0,453385.39263749996,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.9264864888690224,index_neutral
adaptive_style_switch,2025-03-05,2025-03-04,4344.112637499944,470313.03,474657.14263749996,0.949314285275,5,0.9908478936746612,5,466748.22000000003,5,0,471092.33263749996,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.8158778303315949,index_neutral
adaptive_style_switch,2025-03-06,2025-03-05,4344.112637499944,490167.5,494511.61263749993,0.9890232252749999,5,0.9912153475742856,5,475783.12,5,0,480127.2326374999,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.8466789536754485,index_neutral
adaptive_style_switch,2025-03-07,2025-03-06,4344.112637499944,487621.98,491966.0926374999,0.9839321852749998,5,0.9911698942213466,5,486848.38,5,0,491192.49263749993,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0582336819350353,index_neutral
adaptive_style_switch,2025-03-10,2025-03-07,15697.368604999923,466634.95,482332.3186049999,0.9646646372099998,5,0.9674552834228488,0,0.0,5,10,493912.74263749993,5,1.0,0,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0113593327277886,index_neutral
adaptive_style_switch,2025-03-11,2025-03-10,15697.368604999923,473714.31000000006,489411.67860499996,0.9788233572099999,5,0.9679260440826768,5,451140.33999999997,5,0,466837.7086049999,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.8444937621299538,index_neutral
adaptive_style_switch,2025-03-12,2025-03-11,15697.368604999923,460574.7,476272.0686049999,0.9525441372099999,5,0.967041173229038,5,472574.58,5,0,488271.9486049999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8348843147503378,index_neutral
adaptive_style_switch,2025-03-13,2025-03-12,15697.368604999923,447411.41000000003,463108.77860499994,0.9262175572099999,5,0.9661043596446512,5,460140.67000000004,5,0,475838.03860499995,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9470683629134687,index_neutral
adaptive_style_switch,2025-03-14,2025-03-13,15697.368604999923,448287.25999999995,463984.62860499986,0.9279692572099997,5,0.9661683434380249,5,444134.25000000006,5,0,459831.61860499997,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9100732446815767,index_neutral
adaptive_style_switch,2025-03-17,2025-03-14,15697.368604999923,455752.4,471449.76860499993,0.9428995372099999,5,0.9667040485533639,5,445162.13999999996,5,0,460859.50860499986,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0133970979752231,index_neutral
adaptive_style_switch,2025-03-18,2025-03-17,15697.368604999923,454266.61,469963.9786049999,0.9399279572099998,5,0.9665987834820987,5,458989.95999999996,5,0,474687.3286049999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9011891438963291,index_neutral
adaptive_style_switch,2025-03-19,2025-03-18,15697.368604999923,450011.08,465708.4486049999,0.9314168972099999,5,0.9662935713276829,5,450824.75999999995,5,0,466522.12860499986,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8766166505590857,index_neutral
adaptive_style_switch,2025-03-20,2025-03-19,15697.368604999923,446212.86,461910.2286049999,0.9238204572099998,5,0.9660164083129161,5,450110.96,5,0,465808.32860499993,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8503767909807383,index_neutral
adaptive_style_switch,2025-03-21,2025-03-20,15697.368604999923,431463.54000000004,447160.90860499995,0.8943218172099999,5,0.9648954810160604,5,441355.36,5,0,457052.7286049999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8408462322343686,index_neutral
adaptive_style_switch,2025-03-24,2025-03-21,8210.594117499902,429135.5,437346.0941174999,0.8746921882349997,5,0.9812263234359788,0,0.0,5,10,443813.9586049999,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9156352921615724,index_neutral
adaptive_style_switch,2025-03-25,2025-03-24,8210.594117499902,414444.26,422654.8541174999,0.8453097082349998,5,0.9805737612202667,5,425870.77999999997,5,0,434081.37411749986,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8697771645465662,index_neutral
adaptive_style_switch,2025-03-26,2025-03-25,8210.594117499902,422187.17000000004,430397.76411749993,0.8607955282349998,5,0.9809232417033227,5,411012.37,5,0,419222.9641174999,5,1.0,1,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.7747400214296781,index_neutral
adaptive_style_switch,2025-03-27,2025-03-26,8210.594117499902,405228.94999999995,413439.54411749984,0.8268790882349997,5,0.9801407624540955,5,419035.18999999994,5,0,427245.78411749983,5,1.0,2,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.7273923104786227,index_neutral
adaptive_style_switch,2025-03-28,2025-03-27,8210.594117499902,394878.77,403089.3641174999,0.8061787282349998,5,0.9796308341315935,5,398789.24,5,0,406999.8341174999,5,1.0,2,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.770540014982715,index_neutral
adaptive_style_switch,2025-03-31,2025-03-28,8210.594117499902,388745.06000000006,396955.65411749994,0.7939113082349999,5,0.9793160922830197,5,386093.83,5,0,394304.4241174999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.7435232857298502,index_neutral
adaptive_style_switch,2025-04-01,2025-03-31,8210.594117499902,386544.45,394755.0441174999,0.7895100882349998,5,0.9792007873240601,5,396014.47,5,0,404225.06411749986,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8163022015471127,index_neutral
adaptive_style_switch,2025-04-02,2025-04-01,8210.594117499902,388470.77999999997,396681.37411749986,0.7933627482349997,5,0.9793017906732675,5,385408.51000000007,5,0,393619.10411749996,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.7656133824672626,index_neutral
adaptive_style_switch,2025-04-03,2025-04-02,8210.594117499902,368449.44000000006,376660.03411749995,0.7533200682349999,5,0.9782015786815902,5,379270.24,5,0,387480.8341174999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.671400973222811,index_neutral
adaptive_style_switch,2025-04-07,2025-04-03,8210.594117499902,331655.91000000003,339866.5041174999,0.6797330082349998,5,0.9758417083824733,5,330715.77,5,0,338926.3641174999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.807400829797932,index_neutral
adaptive_style_switch,2025-04-08,2025-04-07,10969.089864999944,329297.58,340266.66986499995,0.6805333397299999,5,0.9677632550101016,0,0.0,5,10,337338.30411749985,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.1372254643264184,index_weak
adaptive_style_switch,2025-04-09,2025-04-08,10969.089864999944,333747.98,344717.0698649999,0.6894341397299998,5,0.9681794409853399,5,327319.70999999996,5,0,338288.7998649999,5,1.0,1,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.1574928235146675,index_weak
adaptive_style_switch,2025-04-10,2025-04-09,10969.089864999944,331790.80000000005,342759.889865,0.68551977973,5,0.9679977436411237,5,334417.77999999997,5,0,345386.8698649999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.209357800642823,index_weak
adaptive_style_switch,2025-04-11,2025-04-10,10969.089864999944,333549.29000000004,344518.37986499997,0.6890367597299999,5,0.9681610894916602,5,331833.66,5,0,342802.7498649999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.1547488483381951,index_weak
adaptive_style_switch,2025-04-14,2025-04-11,10969.089864999944,334738.55,345707.6398649999,0.6914152797299998,5,0.9682706177124596,5,334056.12,5,0,345025.2098649999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9769712891152722,index_weak
adaptive_style_switch,2025-04-15,2025-04-14,10969.089864999944,336611.58999999997,347580.6798649999,0.6951613597299998,5,0.9684416007550813,5,334010.0,5,0,344979.0898649999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.939232468098339,index_weak
adaptive_style_switch,2025-04-16,2025-04-15,10969.089864999944,340745.52999999997,351714.6198649999,0.7034292397299998,5,0.9688125279830272,5,335916.32999999996,5,0,346885.4198649999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8093252843325757,index_weak
adaptive_style_switch,2025-04-17,2025-04-16,10969.089864999944,342136.48,353105.5698649999,0.7062111397299998,5,0.9689353813671259,5,339670.73,5,0,350639.8198649999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8445684960674318,index_weak
adaptive_style_switch,2025-04-18,2025-04-17,10969.089864999944,341852.36,352821.4498649999,0.7056428997299998,5,0.9689103656560648,5,341211.61,5,0,352180.6998649999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.7764978995542898,index_weak
adaptive_style_switch,2025-04-21,2025-04-18,10969.089864999944,339706.18,350675.2698649999,0.7013505397299998,5,0.9687200928961351,5,340566.9,5,0,351535.98986499995,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.7297254752499166,index_weak
adaptive_style_switch,2025-04-22,2025-04-21,9158.700607499908,331800.08,340958.78060749994,0.6819175612149999,5,0.9731383934703735,0,0.0,5,10,350318.3998649999,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.842017542708021,index_neutral
adaptive_style_switch,2025-04-23,2025-04-22,9158.700607499908,319871.33,329030.03060749994,0.6580600612149998,5,0.9721645450094939,5,326019.76,5,0,335178.46060749993,5,1.0,2,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8913717498281779,index_neutral
adaptive_style_switch,2025-04-24,2025-04-23,9158.700607499908,311796.97,320955.6706074999,0.6419113412149998,5,0.9714642816867374,5,321819.52999999997,5,0,330978.2306074999,5,1.0,3,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0047457927731704,index_neutral
adaptive_style_switch,2025-04-25,2025-04-24,9158.700607499908,318351.22,327509.9206074999,0.6550198412149998,5,0.9720353490651171,5,314726.48,5,0,323885.1806074999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9074964036585175,index_neutral
adaptive_style_switch,2025-04-28,2025-04-25,9158.700607499908,315818.22,324976.9206074999,0.6499538412149998,5,0.9718173813993345,5,315827.89,5,0,324986.59060749994,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9090901228575723,index_neutral
adaptive_style_switch,2025-04-29,2025-04-28,9158.700607499908,314878.95,324037.65060749993,0.6480753012149999,5,0.9717356900029075,5,315850.47,5,0,325009.1706074999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8633977465500495,index_neutral
adaptive_style_switch,2025-04-30,2025-04-29,9158.700607499908,316684.64,325843.34060749994,0.6516866812149998,5,0.97189231920338,5,313970.38999999996,5,0,323129.0906074999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8419752852144355,index_neutral
adaptive_style_switch,2025-05-06,2025-04-30,9158.700607499908,333514.37999999995,342673.08060749987,0.6853461612149997,5,0.9732727747646149,5,323296.47,5,0,332455.1706074999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9623373092949812,index_neutral
adaptive_style_switch,2025-05-07,2025-05-06,9158.700607499908,329690.6,338849.3006074999,0.6776986012149998,5,0.972971168625463,5,335303.56999999995,5,0,344462.2706074999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0846537838940922,index_neutral
adaptive_style_switch,2025-05-08,2025-05-07,9158.700607499908,328077.5,337236.2006074999,0.6744724012149999,5,0.9728418817701024,5,328290.36000000004,5,0,337449.06060749997,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.1798945062911155,index_neutral
adaptive_style_switch,2025-05-09,2025-05-08,10430.24909999987,322296.71,332726.95909999986,0.6654539181999998,5,0.9686522272550055,0,0.0,5,10,333357.97060749994,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0482187227293078,index_strong
adaptive_style_switch,2025-05-12,2025-05-09,10430.24909999987,328346.75,338776.9990999999,0.6775539981999998,5,0.9692120506182266,5,324859.79,5,0,335290.0390999998,5,1.0,3,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9856639749423765,index_strong
adaptive_style_switch,2025-05-13,2025-05-12,10430.24909999987,321013.51,331443.7590999999,0.6628875181999998,5,0.9685308628881046,5,331418.69,5,0,341848.93909999984,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0980866648158354,index_strong
adaptive_style_switch,2025-05-14,2025-05-13,10430.24909999987,330249.21,340679.45909999986,0.6813589181999997,5,0.9693839800980245,5,324325.89,5,0,334756.1390999999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.101901952822099,index_strong
adaptive_style_switch,2025-05-15,2025-05-14,10430.24909999987,316731.60000000003,327161.8490999999,0.6543236981999998,5,0.9681189933096027,5,331005.25,5,0,341435.4990999999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.1244524757673682,index_strong
adaptive_style_switch,2025-05-16,2025-05-15,10430.24909999987,318205.58,328635.82909999986,0.6572716581999997,5,0.968261984310828,5,312540.88,5,0,322971.1290999999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.996620578471226,index_neutral
adaptive_style_switch,2025-05-19,2025-05-16,10430.24909999987,311813.72000000003,322243.9690999999,0.6444879381999997,5,0.9676324459100643,5,318386.98,5,0,328817.2290999999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9404649944182144,index_neutral
adaptive_style_switch,2025-05-20,2025-05-19,10430.24909999987,312294.33,322724.57909999986,0.6454491581999997,5,0.9676806485298168,5,311933.15,5,0,322363.3990999999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.937083066557517,index_neutral
adaptive_style_switch,2025-05-21,2025-05-20,10430.24909999987,308285.32,318715.56909999985,0.6374311381999997,5,0.9672741148810109,5,311108.48,5,0,321538.7290999999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.006782019065285,index_neutral
adaptive_style_switch,2025-05-22,2025-05-21,10430.24909999987,303868.24,314298.4890999999,0.6285969781999998,5,0.9668141926807631,5,306574.22,5,0,317004.4690999999,5,1.0,5,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9983155204332038,index_neutral
adaptive_style_switch,2025-05-23,2025-05-22,23552.699309999894,305912.39,329465.0893099999,0.6589301786199998,5,0.9285123065411076,0,0.0,5,10,314434.2490999999,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9342181108708528,index_neutral
adaptive_style_switch,2025-05-26,2025-05-23,23552.699309999894,301656.2,325208.8993099999,0.6504177986199998,5,0.9275767072796225,5,299763.69,5,0,323316.3893099999,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.9671335120882284,index_neutral
adaptive_style_switch,2025-05-27,2025-05-26,23552.699309999894,303497.23,327049.92930999986,0.6540998586199998,5,0.9279843925981252,5,302714.31,5,0,326267.0093099999,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.8535896969151304,index_neutral
adaptive_style_switch,2025-05-28,2025-05-27,23552.699309999894,297590.48000000004,321143.1793099999,0.6422863586199998,5,0.9266598177155604,5,299992.57999999996,5,0,323545.27930999984,5,1.0,5,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.8495150405812016,index_neutral
adaptive_style_switch,2025-05-29,2025-05-28,23552.699309999894,295824.97000000003,319377.6693099999,0.6387553386199998,5,0.9262543954281952,5,295844.87,5,0,319397.5693099999,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8612691222212503,index_neutral
