signal_date,exit_date,role,underlying_strategy,cycle_ret,selected_count
2025-01-02,2025-01-16,attack,tiered_liquidity_then_bs_v2,-0.03717402978721008,5
2025-01-02,2025-01-16,balanced,baseline_full_dynamic_factor_industry_cap2,-0.15293079477735047,5
2025-01-02,2025-01-16,defensive,baseline_full_liquidity_detail,-0.022772149050951172,5
2025-01-02,2025-01-16,fallback,baseline_full_score,-0.05514568444934425,5
2025-01-03,2025-01-17,attack,tiered_liquidity_then_bs_v2,0.07715702776028419,5
2025-01-03,2025-01-17,balanced,baseline_full_dynamic_factor_industry_cap2,-0.07851151715430166,5
2025-01-03,2025-01-17,defensive,baseline_full_liquidity_detail,-0.00041479724755431185,5
2025-01-03,2025-01-17,fallback,baseline_full_score,-0.0672921464347202,5
2025-01-06,2025-01-20,attack,tiered_liquidity_then_bs_v2,0.10814010593798049,5
2025-01-06,2025-01-20,balanced,baseline_full_dynamic_factor_industry_cap2,-0.0904497105407579,5
2025-01-06,2025-01-20,defensive,baseline_full_liquidity_detail,-0.0018544019918234744,5
2025-01-06,2025-01-20,fallback,baseline_full_score,-0.06146746298650696,5
2025-01-07,2025-01-21,attack,tiered_liquidity_then_bs_v2,0.04151060733966581,5
2025-01-07,2025-01-21,balanced,baseline_full_dynamic_factor_industry_cap2,0.040110156777768594,5
2025-01-07,2025-01-21,defensive,baseline_full_liquidity_detail,-0.02947044675415649,5
2025-01-07,2025-01-21,fallback,baseline_full_score,0.019687223056287916,5
2025-01-08,2025-01-22,attack,tiered_liquidity_then_bs_v2,-0.016123440294144874,5
2025-01-08,2025-01-22,balanced,baseline_full_dynamic_factor_industry_cap2,-0.01574134981287516,5
2025-01-08,2025-01-22,defensive,baseline_full_liquidity_detail,-0.0462233904482362,5
2025-01-08,2025-01-22,fallback,baseline_full_score,-0.08075789046009091,5
2025-01-09,2025-01-23,attack,tiered_liquidity_then_bs_v2,0.08424916487488847,5
2025-01-09,2025-01-23,balanced,baseline_full_dynamic_factor_industry_cap2,0.08424916487488845,5
2025-01-09,2025-01-23,defensive,baseline_full_liquidity_detail,0.018176931815491223,5
2025-01-09,2025-01-23,fallback,baseline_full_score,-0.04586670369802029,5
2025-01-10,2025-01-24,attack,tiered_liquidity_then_bs_v2,0.15549178241516678,5
2025-01-10,2025-01-24,balanced,baseline_full_dynamic_factor_industry_cap2,0.14464679870431843,5
2025-01-10,2025-01-24,defensive,baseline_full_liquidity_detail,0.02810380451435817,5
2025-01-10,2025-01-24,fallback,baseline_full_score,0.0831212312661455,5
2025-01-13,2025-01-27,attack,tiered_liquidity_then_bs_v2,0.008738489146475965,5
