strategy,cost_rate,month,monthly_return
baseline_b_consensus,0.0,2026-01,0.7688620514860953
baseline_b_consensus,0.0,2026-02,-0.13465425820122
baseline_b_consensus,0.0015,2026-01,0.7204746544226914
baseline_b_consensus,0.0015,2026-02,-0.14774802247886198
baseline_b_consensus,0.002,2026-01,0.7046260591215459
baseline_b_consensus,0.002,2026-02,-0.1520728275115647
baseline_b_score_v2,0.0,2026-01,0.9070220878056374
baseline_b_score_v2,0.0,2026-02,-0.062256817103882756
baseline_b_score_v2,0.0,2026-03,-0.6561335716021903
baseline_b_score_v2,0.0,2026-04,0.4053296773630015
baseline_b_score_v2,0.0015,2026-01,0.8550503098842293
baseline_b_score_v2,0.0015,2026-02,-0.08186197549666585
baseline_b_score_v2,0.0015,2026-03,-0.6673723689305338
baseline_b_score_v2,0.0015,2026-04,0.38506825836432035
baseline_b_score_v2,0.002,2026-01,0.8380265655662942
baseline_b_score_v2,0.002,2026-02,-0.0883119920744092
baseline_b_score_v2,0.002,2026-03,-0.6710402671399249
baseline_b_score_v2,0.002,2026-04,0.37837309953468634
baseline_full_dynamic_factor,0.0,2026-01,-0.6163027064936715
baseline_full_dynamic_factor,0.0,2026-02,0.012022059469204649
baseline_full_dynamic_factor,0.0,2026-03,-0.5919374714478196
baseline_full_dynamic_factor,0.0,2026-04,1.1422285253574453
baseline_full_dynamic_factor,0.0015,2026-01,-0.6276978804858939
baseline_full_dynamic_factor,0.0015,2026-02,-0.009086497064401566
baseline_full_dynamic_factor,0.0015,2026-03,-0.6051745515376433
baseline_full_dynamic_factor,0.0015,2026-04,1.1125270524613082
baseline_full_dynamic_factor,0.002,2026-01,-0.6314245233153943
baseline_full_dynamic_factor,0.002,2026-02,-0.016031384585797004
baseline_full_dynamic_factor,0.002,2026-03,-0.6094953112281191
baseline_full_dynamic_factor,0.002,2026-04,1.1027091737016779
baseline_full_dynamic_factor_industry_cap2,0.0,2026-01,-0.6098809105697236
baseline_full_dynamic_factor_industry_cap2,0.0,2026-02,0.06463016688500178
baseline_full_dynamic_factor_industry_cap2,0.0,2026-03,-0.5303265294823591
baseline_full_dynamic_factor_industry_cap2,0.0,2026-04,1.0109073412316212
baseline_full_dynamic_factor_industry_cap2,0.0015,2026-01,-0.6214599992681624
baseline_full_dynamic_factor_industry_cap2,0.0015,2026-02,0.042498875775853984
baseline_full_dynamic_factor_industry_cap2,0.0015,2026-03,-0.5454565725417586
baseline_full_dynamic_factor_industry_cap2,0.0015,2026-04,0.9828543562914105
baseline_full_dynamic_factor_industry_cap2,0.002,2026-01,-0.62524683465428
baseline_full_dynamic_factor_industry_cap2,0.002,2026-02,0.03521717348028619
baseline_full_dynamic_factor_industry_cap2,0.002,2026-03,-0.5503959485288057
baseline_full_dynamic_factor_industry_cap2,0.002,2026-04,0.9735818756818095
baseline_full_liq_breakout_adj,0.0,2026-01,-0.27221546369492033
baseline_full_liq_breakout_adj,0.0,2026-02,-0.1484878116757048
baseline_full_liq_breakout_adj,0.0,2026-03,-0.6167133850450808
baseline_full_liq_breakout_adj,0.0,2026-04,0.9920756410159057
baseline_full_liq_breakout_adj,0.0015,2026-01,-0.29319492694795657
baseline_full_liq_breakout_adj,0.0015,2026-02,-0.1664774227806145
baseline_full_liq_breakout_adj,0.0015,2026-03,-0.629177749165946
baseline_full_liq_breakout_adj,0.0015,2026-04,0.9642979735787323
baseline_full_liq_breakout_adj,0.002,2026-01,-0.300059949917169
baseline_full_liq_breakout_adj,0.002,2026-02,-0.17239515023846486
baseline_full_liq_breakout_adj,0.002,2026-03,-0.633246063654548
baseline_full_liq_breakout_adj,0.002,2026-04,0.9551164821825942
baseline_full_liquidity,0.0,2026-01,-0.6788826230116777
baseline_full_liquidity,0.0,2026-02,-0.3117763798338433
baseline_full_liquidity,0.0,2026-03,0.2438373079993783
baseline_full_liquidity,0.0,2026-04,1.5121643232295967
baseline_full_liquidity,0.0015,2026-01,-0.6884682479434837
baseline_full_liquidity,0.0015,2026-02,-0.32648623277695443
baseline_full_liquidity,0.0015,2026-03,0.2055840120140371
baseline_full_liquidity,0.0015,2026-04,1.4779123815456225
baseline_full_liquidity,0.002,2026-01,-0.6916027638705637
baseline_full_liquidity,0.002,2026-02,-0.33132428334303776
baseline_full_liquidity,0.002,2026-03,0.19308379675630083
baseline_full_liquidity,0.002,2026-04,1.466588765223841
baseline_full_liquidity_detail,0.0,2026-01,-0.4413916388491248
baseline_full_liquidity_detail,0.0,2026-02,0.17495700780665335
baseline_full_liquidity_detail,0.0,2026-03,-0.04214337067749019
baseline_full_liquidity_detail,0.0,2026-04,1.3691193940720168
