strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,max_per_industry,industry_penalty_step,symbol,name,industry,industry_key,is_bs_candidate,sort_col,rank_score,score,dynamic_factor_score,score_liq_breakout_adj,liquidity_detail_score,s_breakout,s_liquidity,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq20_bs_score_v2_b_bonus_5pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,688726,拉普拉斯,专用机械,专用机械,0,bs_score_v2,71.78,75.9,97.05590191664147,75.9,81.44938763037122,99.66,24.05,99.32327919566899,99.26527455529775,83.78117146723372,20.610982211910287,71.78,61.47,50.4407,0.291596,0.1,,可买,65.0,74.2,0.1415384615384616
liq20_bs_score_v2_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,601615,明阳智能,电气设备,电气设备,1,bs_score_v2,82.54440000000001,80.41,99.10300972592131,80.41,85.63982227907442,99.27,27.37,99.70997679814386,98.569218870843,95.72781751401507,0.5993812838360402,76.43,64.38,52.1795,0.3012,0.1,TRADE,可买,24.79,24.49,-0.012101653892698683
liq20_bs_score_v2_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,002237,恒邦股份,黄金,黄金,1,bs_score_v2,75.1572,73.96,99.04743155069251,73.96,93.37549855435049,98.22,26.9,98.08584686774941,97.2737819025522,95.47651266189831,89.79118329466357,69.59,63.04,53.8103,0.35688,0.039573,WATCH,可买,19.78,17.21,-0.12992922143579377
liq20_bs_score_v2_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,000603,盛达资源,铅锌,铅锌,0,bs_score_v2,74.53,80.04,98.93851078066574,80.04,84.79779238951012,99.66,28.09,97.96983758700696,85.1508120649652,96.38507635801275,5.201082753286929,74.53,63.68,51.7342,0.301695,0.1,,可买,62.79,47.17,-0.2487657270265966
liq20_bs_score_v2_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,601069,西部黄金,黄金,黄金,1,bs_score_v2,73.4076,72.4,97.9779242799538,72.4,89.45931473118274,99.66,26.57,96.26836813611756,96.07501933488012,87.6280688188672,72.23511214230471,67.97,61.35,51.6918,0.328321,0.070107,WATCH,可买,41.13,34.54,-0.16022368101142725
liq20_bs_score_v2_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,002429,兆驰股份,家用电器,家用电器,0,bs_score_v2,73.1,77.68,98.13433819267222,77.68,84.06425648135233,98.24,27.56,84.06805877803558,64.07579273008507,89.50318963850764,74.67130703789636,73.1,64.29,54.0275,0.346754,-0.001054,,可买,10.69,11.37,0.06361085126286237
liq20_bs_model_rank_score_b_bonus_0pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300129,泰胜风能,电气设备,电气设备,0,bs_model_rank_score,56.1616,58.06,85.15850117296922,58.06,67.34131319455875,47.71,28.53,14.733178654292342,30.95514307811292,90.7210516141504,81.03248259860788,60.56,59.68,56.1616,0.433693,0.1,,可买,15.1,13.59,-0.09999999999999998
liq20_bs_model_rank_score_b_bonus_0pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300244,迪安诊断,医疗保健,医疗保健,0,bs_model_rank_score,55.8919,53.52,81.72682989411504,53.52,68.78113356144979,47.71,28.23,42.92343387470998,52.82289249806651,87.0481345447516,15.757927300850735,64.47,60.72,55.8919,0.412907,0.1,,可买,25.62,24.91,-0.02771272443403594
liq20_bs_model_rank_score_b_bonus_0pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300409,道氏技术,电气设备,电气设备,1,bs_model_rank_score,55.661,56.0,77.23409722191934,56.0,55.189811671614564,47.71,29.37,5.549110595514308,5.4911059551430785,92.09356272955732,2.822892498066512,62.92,60.09,55.661,0.415517,0.1,WATCH,可买,30.92,28.55,-0.07664941785252266
liq20_bs_model_rank_score_b_bonus_0pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,002202,金风科技,电气设备,电气设备,0,bs_model_rank_score,55.4352,51.48,77.66649036889656,51.48,64.34749992113551,47.71,29.95,25.309358081979894,27.91956689868523,99.53605258070752,2.3395204949729314,61.57,59.74,55.4352,0.417378,0.006074,,可买,28.31,25.67,-0.0932532673966795
liq20_bs_model_rank_score_b_bonus_0pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,603598,引力传媒,互联网,互联网,0,bs_model_rank_score,55.0854,57.39,87.03060703267533,57.39,72.13997531055787,47.71,25.91,71.11368909512761,72.35112142304718,82.71795863135512,1.1020881670533642,64.45,60.72,55.0854,0.423421,-0.028647,,可买,26.0,31.3,0.2038461538461538
liq20_bs_model_rank_score_b_bonus_3pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300409,道氏技术,电气设备,电气设备,1,bs_model_rank_score,57.330830000000006,56.0,77.23409722191934,56.0,55.189811671614564,47.71,29.37,5.549110595514308,5.4911059551430785,92.09356272955732,2.822892498066512,62.92,60.09,55.661,0.415517,0.1,WATCH,可买,30.92,28.55,-0.07664941785252266
liq20_bs_model_rank_score_b_bonus_3pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,600550,保变电气,电气设备,电气设备,1,bs_model_rank_score,56.427829,58.39,87.57658291204125,58.39,72.26422931010845,47.71,29.09,21.094354215003865,63.49574632637278,93.64005412719891,56.883217324052595,60.49,58.62,54.7843,0.41103,0.077172,WATCH,可买,14.64,15.58,0.06420765027322406
liq20_bs_model_rank_score_b_bonus_3pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300129,泰胜风能,电气设备,电气设备,0,bs_model_rank_score,56.1616,58.06,85.15850117296922,58.06,67.34131319455875,47.71,28.53,14.733178654292342,30.95514307811292,90.7210516141504,81.03248259860788,60.56,59.68,56.1616,0.433693,0.1,,可买,15.1,13.59,-0.09999999999999998
liq20_bs_model_rank_score_b_bonus_3pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300244,迪安诊断,医疗保健,医疗保健,0,bs_model_rank_score,55.8919,53.52,81.72682989411504,53.52,68.78113356144979,47.71,28.23,42.92343387470998,52.82289249806651,87.0481345447516,15.757927300850735,64.47,60.72,55.8919,0.412907,0.1,,可买,25.62,24.91,-0.02771272443403594
liq20_bs_model_rank_score_b_bonus_3pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,1,bs_model_rank_score,55.522459,58.36,92.26533211749113,58.36,85.60466774281178,47.71,29.74,68.1167826759474,91.26063418406805,97.98956118306592,39.40448569218871,62.48,59.17,53.9053,0.388089,0.1,WATCH,可买,15.38,14.5,-0.05721716514954489
liq20_bs_model_rank_score_b_bonus_5pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300409,道氏技术,电气设备,电气设备,1,bs_model_rank_score,58.444050000000004,56.0,77.23409722191934,56.0,55.189811671614564,47.71,29.37,5.549110595514308,5.4911059551430785,92.09356272955732,2.822892498066512,62.92,60.09,55.661,0.415517,0.1,WATCH,可买,30.92,28.55,-0.07664941785252266
liq20_bs_model_rank_score_b_bonus_5pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,600550,保变电气,电气设备,电气设备,1,bs_model_rank_score,57.523515,58.39,87.57658291204125,58.39,72.26422931010845,47.71,29.09,21.094354215003865,63.49574632637278,93.64005412719891,56.883217324052595,60.49,58.62,54.7843,0.41103,0.077172,WATCH,可买,14.64,15.58,0.06420765027322406
liq20_bs_model_rank_score_b_bonus_5pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,1,bs_model_rank_score,56.600564999999996,58.36,92.26533211749113,58.36,85.60466774281178,47.71,29.74,68.1167826759474,91.26063418406805,97.98956118306592,39.40448569218871,62.48,59.17,53.9053,0.388089,0.1,WATCH,可买,15.38,14.5,-0.05721716514954489
liq20_bs_model_rank_score_b_bonus_5pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,002237,恒邦股份,黄金,黄金,1,bs_model_rank_score,56.500815,73.96,99.04743155069251,73.96,93.37549855435049,98.22,26.9,98.08584686774941,97.2737819025522,95.47651266189831,89.79118329466357,69.59,63.04,53.8103,0.35688,0.039573,WATCH,可买,19.78,17.21,-0.12992922143579377
liq20_bs_model_rank_score_b_bonus_5pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300129,泰胜风能,电气设备,电气设备,0,bs_model_rank_score,56.1616,58.06,85.15850117296922,58.06,67.34131319455875,47.71,28.53,14.733178654292342,30.95514307811292,90.7210516141504,81.03248259860788,60.56,59.68,56.1616,0.433693,0.1,,可买,15.1,13.59,-0.09999999999999998
liq20_bs_model_rank_score_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,300409,道氏技术,电气设备,电气设备,1,bs_model_rank_score,60.11388000000001,56.0,77.23409722191934,56.0,55.189811671614564,47.71,29.37,5.549110595514308,5.4911059551430785,92.09356272955732,2.822892498066512,62.92,60.09,55.661,0.415517,0.1,WATCH,可买,30.92,28.55,-0.07664941785252266
liq20_bs_model_rank_score_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,600550,保变电气,电气设备,电气设备,1,bs_model_rank_score,59.167044000000004,58.39,87.57658291204125,58.39,72.26422931010845,47.71,29.09,21.094354215003865,63.49574632637278,93.64005412719891,56.883217324052595,60.49,58.62,54.7843,0.41103,0.077172,WATCH,可买,14.64,15.58,0.06420765027322406
liq20_bs_model_rank_score_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,1,bs_model_rank_score,58.217724,58.36,92.26533211749113,58.36,85.60466774281178,47.71,29.74,68.1167826759474,91.26063418406805,97.98956118306592,39.40448569218871,62.48,59.17,53.9053,0.388089,0.1,WATCH,可买,15.38,14.5,-0.05721716514954489
liq20_bs_model_rank_score_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,002237,恒邦股份,黄金,黄金,1,bs_model_rank_score,58.115124,73.96,99.04743155069251,73.96,93.37549855435049,98.22,26.9,98.08584686774941,97.2737819025522,95.47651266189831,89.79118329466357,69.59,63.04,53.8103,0.35688,0.039573,WATCH,可买,19.78,17.21,-0.12992922143579377
liq20_bs_model_rank_score_b_bonus_8pct,2026-01-27,2026-01-28,2026-02-10,10,1,5,,0.0,688548,广钢气体,化工原料,化工原料,1,bs_model_rank_score,57.655584000000005,59.2,86.06748507449043,59.2,66.961621851457,47.71,24.25,45.49497293116783,77.57153905645785,83.2785617630002,14.017788089713845,61.64,57.74,53.3848,0.382913,0.094101,WATCH,可买,21.3,21.51,0.009859154929577452
baseline_full_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600877,电科芯片,半导体,半导体,0,score,80.48,80.48,97.96233381441618,80.48,83.44963382855454,95.26,28.21,93.67749419953596,83.66202629543696,94.70224284609435,3.4616128408431637,72.36,63.55,53.0879,0.333298,0.060867,,可买,24.58,19.37,-0.2119609438567941
baseline_full_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,000603,盛达资源,铅锌,铅锌,0,score,80.11,80.11,97.86159515995638,80.11,84.92185731060381,99.48,28.17,95.64965197215777,90.95127610208816,93.75483372003094,5.260104428543802,66.88,43.01,35.0655,0.305758,0.1,,过滤,70.0,47.66,-0.3191428571428572
baseline_full_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,002218,拓日新能,新型电力,新型电力,0,score,80.08,80.08,96.02839782324337,80.08,81.71295696760878,98.22,25.68,99.45862335653518,87.87703016241299,95.10827532869295,1.3343647263585379,64.15,42.47,34.8807,0.314053,0.1,,过滤,6.88,7.23,0.05087209302325579
baseline_full_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,002109,兴化股份,化工原料,化工原料,0,score,79.5,79.5,63.792152608304434,68.8993,40.30171091740585,96.37,4.38,93.98685228151585,81.4385150812065,16.53132250580046,9.68864823051634,62.72,27.11,30.4325,0.245875,0.011107,,过滤,4.25,4.39,0.03294117647058825
baseline_full_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,603588,高能环境,环境保护,环境保护,0,score,79.26,79.26,91.46880025558445,79.26,69.2345252907411,98.61,22.75,86.81361175560711,57.985305491105954,72.50580046403712,19.648037130148907,74.3,62.07,50.8171,0.287369,0.099421,,可买,11.2739,10.4988,-0.0687517185712132
baseline_b_score_v2,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,601619,嘉泽新能,新型电力,新型电力,1,bs_score_v2,71.64,77.3,95.85733531539913,77.3,78.10537057834735,96.62,23.01,92.3047177107502,88.07037896365043,78.24825986078886,40.16631212531425,71.64,61.09,50.8269,0.298615,0.045979,WATCH,可买,6.09,5.33,-0.12479474548440062
baseline_b_score_v2,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,605376,博迁新材,小金属,小金属,1,bs_score_v2,70.94,76.93,96.33297539447229,76.93,79.20236580710765,98.67,23.97,94.12219644238206,93.2907965970611,79.38901778808972,25.15954360858635,70.94,61.53,51.5732,0.313971,0.089915,WATCH,可买,89.5,114.03,0.2740782122905028
baseline_b_score_v2,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600392,盛和资源,小金属,小金属,1,bs_score_v2,70.23,75.92,99.32309704726084,75.92,89.8068283453007,97.58,28.23,93.50348027842227,83.0046403712297,94.52822892498067,68.36201895184684,70.23,44.81,35.675,0.301958,0.067846,,过滤,27.8,28.79,0.03561151079136682
baseline_b_score_v2,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,002183,怡亚通,仓储物流,仓储物流,1,bs_score_v2,68.68,71.43,96.25683837525155,71.43,80.52686688494032,95.03,24.19,97.15777262180974,98.78190255220419,88.7277648878577,7.155289112357378,68.68,51.97,46.2551,0.318084,0.1,WATCH,观察,6.13,5.16,-0.15823817292006526
baseline_b_score_v2,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600739,辽宁成大,生物制药,生物制药,1,bs_score_v2,67.44,77.4,82.17817597759205,66.86970000000001,57.69959386805736,95.73,17.04,78.6736272235112,41.453982985305494,57.11523588553751,44.594855927286794,67.44,43.63,38.7009,0.242505,-0.054187,WATCH,观察,12.8,12.12,-0.05312500000000009
baseline_b_consensus,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,605376,博迁新材,小金属,小金属,1,bs_consensus_score,61.53,76.93,96.33297539447229,76.93,79.20236580710765,98.67,23.97,94.12219644238206,93.2907965970611,79.38901778808972,25.15954360858635,70.94,61.53,51.5732,0.313971,0.089915,WATCH,可买,89.5,114.03,0.2740782122905028
baseline_b_consensus,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,300409,道氏技术,电气设备,电气设备,1,bs_consensus_score,61.18,60.12,81.20032780986963,60.11999999999999,59.368870922269664,46.82,29.37,24.555297757153905,7.269914926527456,92.846094354215,2.8040997872751885,67.24,61.18,55.2376,0.39046,0.082958,WATCH,可买,30.81,28.38,-0.07887049659201562
baseline_b_consensus,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,601619,嘉泽新能,新型电力,新型电力,1,bs_consensus_score,61.09,77.3,95.85733531539913,77.3,78.10537057834735,96.62,23.01,92.3047177107502,88.07037896365043,78.24825986078886,40.16631212531425,71.64,61.09,50.8269,0.298615,0.045979,WATCH,可买,6.09,5.33,-0.12479474548440062
baseline_b_consensus,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,300315,掌趣科技,互联网,互联网,1,bs_consensus_score,58.64,63.08,81.2266794910884,63.08,60.48594670467984,46.82,27.68,33.64269141531322,11.465583913379737,87.29698375870069,20.363566041384644,63.23,58.64,50.62,0.389235,-0.070832,WATCH,可买,5.89,6.31,0.07130730050933787
baseline_b_consensus,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,1,bs_consensus_score,58.44,59.29,91.16233214350162,59.28999999999999,78.00770638890846,46.82,29.74,38.53441608662027,80.39443155452436,98.47254447022429,38.17443434538774,62.79,58.44,52.538,0.364008,0.1,WATCH,可买,15.0,14.47,-0.03533333333333333
baseline_full_liquidity,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,300308,中际旭创,通信设备,通信设备,0,s_liquidity,30.0,36.18,72.09421345211855,36.18,87.04357792573641,46.82,30.0,66.39597834493426,62.78035576179428,99.74864655839134,93.85031908721717,44.12,32.43,35.9018,0.280312,-0.138938,,可买,637.7533,532.539,-0.16497648855756608
baseline_full_liquidity,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,300058,蓝色光标,广告包装,广告包装,0,s_liquidity,29.99,66.4,87.41164944297866,66.4,82.83782600417612,46.82,29.99,69.52822892498067,52.62954369682908,99.03325599381284,61.96093598917037,55.02,36.99,36.373,0.376967,0.1,,过滤,19.61,18.92,-0.03518612952575206
baseline_full_liquidity,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,300502,新易盛,通信设备,通信设备,0,s_liquidity,29.99,26.48,58.311517504078815,26.48,83.65254049481439,46.82,29.99,53.808971384377415,53.82830626450116,99.53596287703016,98.99439180042545,35.88,26.6,38.0684,0.312263,-0.092747,,可买,400.01,371.66,-0.07087322816929564
baseline_full_liquidity,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,601899,紫金矿业,铜,铜,0,s_liquidity,29.98,63.2,96.27601308465272,63.2,95.44389985765999,46.82,29.98,91.95668986852282,88.9984532095901,99.72931167826759,87.70063817443435,64.43,55.88,44.6655,0.277938,-0.062366,,可买,43.79,39.48,-0.09842429778488249
baseline_full_liquidity,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600879,航天电子,航空,航空,0,s_liquidity,29.98,58.2,87.53758535730806,58.2,77.55240648700745,46.82,29.98,42.962103634957465,68.03944315545245,98.76256767208044,39.66350802552698,58.33,55.68,46.5877,0.40176,-0.142009,,可买,26.8,24.9,-0.07089552238805974
baseline_full_liq_breakout_adj,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600877,电科芯片,半导体,半导体,0,score_liq_breakout_adj,80.48,80.48,97.96233381441618,80.48,83.44963382855454,95.26,28.21,93.67749419953596,83.66202629543696,94.70224284609435,3.4616128408431637,72.36,63.55,53.0879,0.333298,0.060867,,可买,24.58,19.37,-0.2119609438567941
baseline_full_liq_breakout_adj,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,000603,盛达资源,铅锌,铅锌,0,score_liq_breakout_adj,80.11,80.11,97.86159515995638,80.11,84.92185731060381,99.48,28.17,95.64965197215777,90.95127610208816,93.75483372003094,5.260104428543802,66.88,43.01,35.0655,0.305758,0.1,,过滤,70.0,47.66,-0.3191428571428572
baseline_full_liq_breakout_adj,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,002218,拓日新能,新型电力,新型电力,0,score_liq_breakout_adj,80.08,80.08,96.02839782324337,80.08,81.71295696760878,98.22,25.68,99.45862335653518,87.87703016241299,95.10827532869295,1.3343647263585379,64.15,42.47,34.8807,0.314053,0.1,,过滤,6.88,7.23,0.05087209302325579
baseline_full_liq_breakout_adj,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,603588,高能环境,环境保护,环境保护,0,score_liq_breakout_adj,79.26,79.26,91.46880025558445,79.26,69.2345252907411,98.61,22.75,86.81361175560711,57.985305491105954,72.50580046403712,19.648037130148907,74.3,62.07,50.8171,0.287369,0.099421,,可买,11.2739,10.4988,-0.0687517185712132
baseline_full_liq_breakout_adj,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,301396,宏景科技,软件服务,软件服务,0,score_liq_breakout_adj,78.9,78.9,98.85570626215325,78.9,85.8888329285385,99.48,26.94,96.90641918020108,88.57308584686776,89.984532095901,38.03906401082963,72.36,62.59,51.3535,0.304391,0.1,,可买,101.0,94.45,-0.0648514851485148
baseline_full_liquidity_detail,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600547,山东黄金,黄金,黄金,0,liquidity_detail_score,96.36350007470718,74.17,96.94849047676713,74.17,96.36350007470718,97.43,29.11,96.79040989945862,93.600154679041,97.93116782675946,94.62386385612066,61.31,40.79,34.1987,0.31452,0.017806,,过滤,64.0,47.35,-0.26015625
baseline_full_liquidity_detail,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600489,中金黄金,黄金,黄金,0,liquidity_detail_score,96.03470692569347,74.65,87.92451695272226,74.65,96.03470692569347,99.48,29.02,96.1523588553751,93.36813611755606,96.80974477958236,95.84219686714368,51.28,27.48,31.2761,0.307601,0.1,,过滤,39.99,30.67,-0.23305826456614154
baseline_full_liquidity_detail,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,601899,紫金矿业,铜,铜,0,liquidity_detail_score,95.44389985765999,63.2,96.27601308465272,63.2,95.44389985765999,46.82,29.98,91.95668986852282,88.9984532095901,99.72931167826759,87.70063817443435,64.43,55.88,44.6655,0.277938,-0.062366,,可买,43.79,39.48,-0.09842429778488249
baseline_full_liquidity_detail,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,000657,中钨高新,小金属,小金属,0,liquidity_detail_score,95.01019122200181,66.16,97.27281355369298,66.16,95.01019122200181,46.82,29.39,91.47331786542924,90.60324825986079,97.79582366589327,92.69000193386192,67.39,58.35,50.0512,0.303395,0.1,,可买,52.28,52.37,0.0017214996174443886
baseline_full_liquidity_detail,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,000630,铜陵有色,铜,铜,0,liquidity_detail_score,94.96946904945976,73.16,97.89903323951366,73.16,94.96946904945976,97.74,29.48,94.33488012374323,94.50889404485692,97.37045630317091,80.13923805840263,63.0,41.5,34.3179,0.312574,-0.003732,,过滤,8.92,7.18,-0.19506726457399104
baseline_full_dynamic_factor,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,601168,西部矿业,铜,铜,0,dynamic_factor_score,99.50736945582075,73.41,99.50736945582075,73.41,91.77267924978122,98.36,28.7,91.8213457076566,87.14230471771074,93.15545243619489,80.97079868497389,70.7,62.26,51.0664,0.313125,-0.007923,,可买,38.2881,32.66,-0.146993452273683
baseline_full_dynamic_factor,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,000426,兴业银锡,铅锌,铅锌,0,dynamic_factor_score,99.46143898738525,72.92,99.46143898738525,72.92,93.91257144857028,97.12,29.55,90.31322505800465,85.80819798917247,97.06109822119103,90.19532005414813,70.11,62.62,52.0344,0.325115,0.1,,可买,71.5,50.39,-0.29524475524475524
baseline_full_dynamic_factor,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600497,驰宏锌锗,铅锌,铅锌,0,dynamic_factor_score,99.3778768348387,72.12,99.3778768348387,72.12,91.15164270577347,98.18,28.25,88.36040216550657,83.75870069605568,93.0201082753287,92.96074260297816,70.34,62.42,48.2461,0.32244,-0.073706,,可买,11.5,9.02,-0.21565217391304348
baseline_full_dynamic_factor,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600392,盛和资源,小金属,小金属,1,dynamic_factor_score,99.32309704726084,75.92,99.32309704726084,75.92,89.8068283453007,97.58,28.23,93.50348027842227,83.0046403712297,94.52822892498067,68.36201895184684,70.23,44.81,35.675,0.301958,0.067846,,过滤,27.8,28.79,0.03561151079136682
baseline_full_dynamic_factor,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,300373,扬杰科技,半导体,半导体,0,dynamic_factor_score,99.16889540851048,74.25,99.16889540851048,74.25,90.1499000808094,99.48,27.22,98.64655839133796,93.48414539829854,92.94276875483372,61.63217946238638,68.73,60.98,50.8042,0.310362,0.005617,,可买,90.0,81.71,-0.09211111111111114
liq_top_10_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600877,电科芯片,半导体,半导体,0,score,80.48,80.48,97.96233381441618,80.48,83.44963382855454,95.26,28.21,93.67749419953596,83.66202629543696,94.70224284609435,3.4616128408431637,72.36,63.55,53.0879,0.333298,0.060867,,可买,24.58,19.37,-0.2119609438567941
liq_top_10_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,000603,盛达资源,铅锌,铅锌,0,score,80.11,80.11,97.86159515995638,80.11,84.92185731060381,99.48,28.17,95.64965197215777,90.95127610208816,93.75483372003094,5.260104428543802,66.88,43.01,35.0655,0.305758,0.1,,过滤,70.0,47.66,-0.3191428571428572
liq_top_10_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,688347,华虹公司,半导体,半导体,0,score,78.6,78.6,99.01672305270665,78.6,87.21641825140892,98.12,29.18,86.63959783449343,56.78654292343387,96.19102861562259,80.35196286985109,70.91,62.46,51.5199,0.313207,0.1,,可买,160.62,131.46,-0.18154650728427346
liq_top_10_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,002851,麦格米特,电气设备,电气设备,0,score,77.41,77.41,99.01070283526357,77.41,86.87977799474521,99.48,28.76,80.80046403712296,68.32946635730859,92.47873163186388,82.51788822278088,71.82,63.22,52.2821,0.322118,0.1,,可买,135.1,113.93,-0.15669874167283482
liq_top_10_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600531,豫光金铅,铅锌,铅锌,0,score,77.35,77.35,97.16397751844,77.35,83.86044357079155,99.48,28.21,92.47873163186388,89.65583913379737,94.99226604795051,0.5414813382324501,65.37,43.78,37.182,0.347326,0.1,,过滤,24.78,16.79,-0.32243744955609366
liq_top_20_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,600877,电科芯片,半导体,半导体,0,score,80.48,80.48,97.96233381441618,80.48,83.44963382855454,95.26,28.21,93.67749419953596,83.66202629543696,94.70224284609435,3.4616128408431637,72.36,63.55,53.0879,0.333298,0.060867,,可买,24.58,19.37,-0.2119609438567941
liq_top_20_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,000603,盛达资源,铅锌,铅锌,0,score,80.11,80.11,97.86159515995638,80.11,84.92185731060381,99.48,28.17,95.64965197215777,90.95127610208816,93.75483372003094,5.260104428543802,66.88,43.01,35.0655,0.305758,0.1,,过滤,70.0,47.66,-0.3191428571428572
liq_top_20_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,002218,拓日新能,新型电力,新型电力,0,score,80.08,80.08,96.02839782324337,80.08,81.71295696760878,98.22,25.68,99.45862335653518,87.87703016241299,95.10827532869295,1.3343647263585379,64.15,42.47,34.8807,0.314053,0.1,,过滤,6.88,7.23,0.05087209302325579
liq_top_20_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,301396,宏景科技,软件服务,软件服务,0,score,78.9,78.9,98.85570626215325,78.9,85.8888329285385,99.48,26.94,96.90641918020108,88.57308584686776,89.984532095901,38.03906401082963,72.36,62.59,51.3535,0.304391,0.1,,可买,101.0,94.45,-0.0648514851485148
liq_top_20_then_score,2026-01-28,2026-01-29,2026-02-11,10,1,5,,0.0,688347,华虹公司,半导体,半导体,0,score,78.6,78.6,99.01672305270665,78.6,87.21641825140892,98.12,29.18,86.63959783449343,56.78654292343387,96.19102861562259,80.35196286985109,70.91,62.46,51.5199,0.313207,0.1,,可买,160.62,131.46,-0.18154650728427346
