first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,hard_stop_loss_pct
2023-01-04,2026-06-02,823,500000.0,413652.25285749976,-0.17269549428500053,-0.056463440469110115,-0.5416913372698979,0.503037667071689,0.09123890353345199,-0.08688988390092067,0.6865168343782109,4.973268529769137,837,416,421,0,112.06309959802556,31138.917142500002,baseline_full_liquidity_detail_market_gate,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,0.7,0.0
2023-01-04,2026-06-02,823,500000.0,344962.0155749996,-0.31007596885000077,-0.10755510016687819,-0.8763534213366458,0.4617253948967193,0.1392068299482665,-0.349971901986859,0.6795414317495824,4.877278250303767,804,404,400,0,111.33509434610548,17090.704425,tiered_liquidity_then_bs_v2_market_gate,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,0.7,0.0
2023-01-04,2026-06-02,823,500000.0,204345.79657749963,-0.5913084068450007,-0.23990856921523906,-0.7520699467162099,0.4690157958687728,0.29460388769387635,-0.20868633242078605,0.6782178806090032,4.985419198055893,821,411,410,0,112.24775099266542,21352.5534225,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,0.7,0.0
