trough_date,drawdown,risk_decision,miss_reason
2025-08-21,-0.42599539939991227,"attack,recent_champion",no_defensive_action_in_prior_10_calendar_days
2025-08-22,-0.41744772290644905,"attack,recent_champion",no_defensive_action_in_prior_10_calendar_days
2025-09-04,-0.41587638765445456,"attack,recent_champion",no_defensive_action_in_prior_10_calendar_days
2025-08-20,-0.41407210849459564,"attack,recent_champion",no_defensive_action_in_prior_10_calendar_days
