strategy,trade_date,industry,weight,market_value
adaptive_market_style,2023-01-10,银行,0.3915892365852419,196492.62
adaptive_market_style,2023-01-11,银行,0.3911975640670404,198979.74
adaptive_market_style,2025-12-25,航空,0.3899603804125234,202145.0
adaptive_market_style,2026-05-14,通信设备,0.3896896456845509,284940.0
adaptive_market_style,2023-06-14,软件服务,0.3881556264825939,291153.4
adaptive_market_style,2026-05-21,通信设备,0.38803352232907895,269224.0
adaptive_market_style,2026-04-10,通信设备,0.38799901700210276,247107.74
adaptive_market_style,2025-09-04,通信设备,0.3874997442074534,175010.4
adaptive_market_style,2023-03-21,通信设备,0.3848814811700282,202933.38
adaptive_market_style,2025-07-09,软件服务,0.3803308231917605,187040.0
adaptive_market_style,2023-03-20,通信设备,0.37962328921124,200160.91999999998
adaptive_market_style,2026-05-15,通信设备,0.3780256226234377,270076.0
adaptive_market_style,2023-07-04,通信设备,0.3754353990233717,272262.45999999996
adaptive_market_style,2025-07-10,软件服务,0.3725057901571191,178154.0
adaptive_market_style,2025-07-18,汽车配件,0.3699066849247552,166430.0
adaptive_market_style,2025-07-07,软件服务,0.369843505970687,179410.0
adaptive_market_style,2025-10-14,小金属,0.3693328284242544,198708.0
adaptive_market_style,2025-07-11,软件服务,0.3687854510155397,176709.0
adaptive_market_style,2025-10-13,小金属,0.3683785183400553,202275.0
adaptive_market_style,2025-07-21,汽车配件,0.3672762511636314,167144.0
adaptive_market_style,2025-07-08,软件服务,0.3663121696090135,176260.0
