strategy,window,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
production_governed_vol_position_v1_2b_dynamic_score,3m,2026-03-30,2026-06-30,62,500000.0,543480.0112775001,788864.1364650002,0.45150533615891786,-0.0810403787295031,0.37680682083256695,0.5806451612903226,0.6553579964654136,4.806451612903226
production_governed_vol_position_v1_2b_dynamic_score,6m,2025-12-30,2026-06-30,118,500000.0,496448.3392374999,788864.1364650002,0.5890155613706447,-0.10330587514541001,0.3577798804695157,0.5338983050847458,0.638250254174161,4.88135593220339
production_governed_vol_position_v1_2b_dynamic_score,1y,2025-09-02,2026-06-30,197,500000.0,492830.0016975,788864.1364650002,0.600682048064936,-0.13123225966172847,0.3256848101216687,0.5279187817258884,0.6083976877170901,4.883248730964467
production_governed_vol_position_v1_2b_dynamic_score,3y,2025-09-02,2026-06-30,197,500000.0,492830.0016975,788864.1364650002,0.600682048064936,-0.13123225966172847,0.3256848101216687,0.5279187817258884,0.6083976877170901,4.883248730964467
production_governed_vol_position_v1_2b_execution_safe_uplift,3m,2026-03-30,2026-06-30,62,500000.0,543480.0112775001,788864.1364650002,0.45150533615891786,-0.0810403787295031,0.37680682083256695,0.5806451612903226,0.6553579964654136,4.806451612903226
production_governed_vol_position_v1_2b_execution_safe_uplift,6m,2025-12-30,2026-06-30,118,500000.0,496448.3392374999,788864.1364650002,0.5890155613706447,-0.10330587514541001,0.3577798804695157,0.5338983050847458,0.638250254174161,4.88135593220339
production_governed_vol_position_v1_2b_execution_safe_uplift,1y,2025-09-02,2026-06-30,197,500000.0,492830.0016975,788864.1364650002,0.600682048064936,-0.13123225966172847,0.3256848101216687,0.5279187817258884,0.6083976877170901,4.883248730964467
production_governed_vol_position_v1_2b_execution_safe_uplift,3y,2025-09-02,2026-06-30,197,500000.0,492830.0016975,788864.1364650002,0.600682048064936,-0.13123225966172847,0.3256848101216687,0.5279187817258884,0.6083976877170901,4.883248730964467
adaptive_market_style,3m,2026-03-30,2026-06-30,62,500000.0,572354.8818500002,639591.217795,0.11747315883403386,-0.05242542413235618,0.22708590750001068,0.5967741935483871,0.4146357504171456,4.612903225806452
adaptive_market_style,6m,2025-12-30,2026-06-30,118,500000.0,489520.6396400003,639591.217795,0.3065663957813167,-0.14502457957036408,0.2906525313106556,0.576271186440678,0.4232846042976152,4.669491525423729
adaptive_market_style,1y,2025-09-02,2026-06-30,197,500000.0,494109.972835,639591.217795,0.2944309019412992,-0.1450245795703642,0.26844040239506683,0.5482233502538071,0.3878270737872372,4.593908629441624
adaptive_market_style,3y,2025-09-02,2026-06-30,197,500000.0,494109.972835,639591.217795,0.2944309019412992,-0.1450245795703642,0.26844040239506683,0.5482233502538071,0.3878270737872372,4.593908629441624
baseline_full_liquidity_detail_vol_position,3m,2026-03-30,2026-06-30,62,500000.0,681815.7158425,1104917.4108674997,0.6205513970914929,-0.1759629734982383,0.592864914434863,0.5806451612903226,0.6883533686294601,5.016129032258065
baseline_full_liquidity_detail_vol_position,6m,2025-12-30,2026-06-30,118,500000.0,531740.5403875,1104917.4108674997,1.0779258434241323,-0.1759629734982383,0.5283047029724879,0.5847457627118644,0.6921330748651939,4.991525423728813
baseline_full_liquidity_detail_vol_position,1y,2025-09-02,2026-06-30,197,500000.0,492830.0016975,1104917.4108674997,1.2419848772634179,-0.1759629734982383,0.4565184798405795,0.5736040609137056,0.689855209524358,4.9847715736040605
baseline_full_liquidity_detail_vol_position,3y,2025-09-02,2026-06-30,197,500000.0,492830.0016975,1104917.4108674997,1.2419848772634179,-0.1759629734982383,0.4565184798405795,0.5736040609137056,0.689855209524358,4.9847715736040605
