strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped
tiered_liquidity_then_bs_v2,2026-03-03,2026-03-02,9265.845215000008,484716.14,493981.985215,0.98796397043,5,0.9812425442782754,0,0.0,5,5,500000.0,5,1.0,0
tiered_liquidity_then_bs_v2,2026-03-04,2026-03-03,9265.845215000008,487359.0,496624.845215,0.99324969043,5,0.9813423647562607,5,474400.27,5,0,483666.115215,5,1.0,3
tiered_liquidity_then_bs_v2,2026-03-05,2026-03-04,9265.845215000008,490442.94,499708.78521500004,0.9994175704300001,5,0.98145750987545,5,492814.25,5,0,502080.095215,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-06,2026-03-05,9265.845215000008,498785.99,508051.83521499997,1.01610367043,5,0.9817620081795811,5,486948.7,5,0,496214.54521500005,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-09,2026-03-06,9265.845215000008,508428.99,517694.83521499997,1.0353896704299999,5,0.9821017236705638,5,505043.25,5,0,514309.095215,5,1.0,4
tiered_liquidity_then_bs_v2,2026-03-10,2026-03-09,9265.845215000008,505960.0,515225.845215,1.03045169043,5,0.9820159541664036,5,497682.0,5,0,506947.845215,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-11,2026-03-10,9265.845215000008,516190.0,525455.845215,1.05091169043,5,0.9823660821372941,5,506108.0,5,0,515373.845215,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-12,2026-03-11,9265.845215000008,526088.0,535353.845215,1.07070769043,5,0.9826921104652218,5,519879.0,5,0,529144.845215,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-13,2026-03-12,9265.845215000008,508873.0,518138.845215,1.03627769043,5,0.9821170612846927,5,523855.0,5,0,533120.845215,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-16,2026-03-13,9265.845215000008,493564.0,502829.845215,1.00565969043,5,0.9815726029328309,5,510635.0,5,0,519900.845215,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-17,2026-03-16,57396.70896500001,451785.0,509181.708965,1.01836341793,5,0.8872765695341478,0,0.0,5,10,500438.845215,5,1.0,0
tiered_liquidity_then_bs_v2,2026-03-18,2026-03-17,57396.70896500001,464726.0,522122.708965,1.04424541793,5,0.8900704604885371,5,456432.0,5,0,513828.708965,5,1.0,4
tiered_liquidity_then_bs_v2,2026-03-19,2026-03-18,57396.70896500001,459362.0,516758.708965,1.03351741793,5,0.8889293823804961,5,461936.0,5,0,519332.708965,5,1.0,3
tiered_liquidity_then_bs_v2,2026-03-20,2026-03-19,57396.70896500001,443847.0,501243.708965,1.00248741793,5,0.8854914127829826,5,449474.0,5,0,506870.708965,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-23,2026-03-20,57396.70896500001,428453.0,485849.708965,0.97169941793,5,0.8818632430854563,5,428078.0,5,0,485474.708965,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-24,2026-03-23,57396.70896500001,431325.0,488721.708965,0.97744341793,5,0.8825574802343996,5,428836.0,5,0,486232.708965,5,1.0,4
tiered_liquidity_then_bs_v2,2026-03-25,2026-03-24,57396.70896500001,449102.0,506498.708965,1.01299741793,5,0.886679456533489,5,429724.0,5,0,487120.708965,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-26,2026-03-25,57396.70896500001,438373.0,495769.708965,0.99153941793,5,0.8842270757428384,5,440744.0,5,0,498140.708965,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-27,2026-03-26,57396.70896500001,439171.0,496567.708965,0.99313541793,5,0.8844131264905799,5,422705.0,5,0,480101.708965,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-30,2026-03-27,57396.70896500001,427646.0,485042.708965,0.97008541793,5,0.8816666905735477,5,435918.0,5,0,493314.708965,5,1.0,5
tiered_liquidity_then_bs_v2,2026-03-31,2026-03-30,5869.982465000037,444235.0,450104.982465,0.90020996493,5,0.9869586369987441,0,0.0,5,10,475116.708965,5,1.0,0
tiered_liquidity_then_bs_v2,2026-04-01,2026-03-31,5869.982465000037,451507.0,457376.982465,0.91475396493,5,0.9871659862869264,5,446652.0,5,0,452521.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-02,2026-04-01,5869.982465000037,461779.0,467648.982465,0.9352979649300001,5,0.9874478878708148,5,450663.0,5,0,456532.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-03,2026-04-02,5869.982465000037,446139.0,452008.982465,0.90401796493,5,0.9870135712060666,5,457573.0,5,0,463442.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-07,2026-04-03,5869.982465000037,444449.0,450318.982465,0.90063796493,5,0.9869648344982742,5,444084.0,5,0,449953.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-08,2026-04-07,5869.982465000037,454542.0,460411.982465,0.9208239649300001,5,0.9872505871077188,5,442201.0,5,0,448070.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-09,2026-04-08,5869.982465000037,461032.0,466901.982465,0.9338039649300001,5,0.9874278056520353,5,465914.0,5,0,471783.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-10,2026-04-09,5869.982465000037,454325.0,460194.982465,0.92038996493,5,0.9872445752590394,5,457548.0,5,0,463417.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-13,2026-04-10,5869.982465000037,467483.0,473352.982465,0.94670596493,5,0.9875991433825305,5,449562.0,5,0,455431.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-14,2026-04-13,5869.982465000037,468858.0,474727.982465,0.9494559649300001,5,0.9876350611680389,5,469709.0,5,0,475578.982465,5,1.0,5
tiered_liquidity_then_bs_v2,2026-04-15,2026-04-14,17878.30546499997,444101.0,461979.305465,0.92395861093,5,0.961300635648593,0,0.0,5,10,473337.982465,5,1.0,0
