order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price_exact,fill_price_exact,gross_notional_exact,price_impact_cost_exact,commission_exact,total_fee_exact,cash_delta_exact,cash_before_exact,cash_after_exact,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,23.08,24.815690899999996,99262.763599999984000,6942.763599999984000,74.44707269999998800000,74.44707269999998800000,-99337.21067269998398800000,500000.0,400662.78932730004,23.08,24.8157,4000,99262.7636,6942.7636,74.447073,74.447073,-99337.21,500000.0,400662.79,0,4000,False,0.6,c0.00075_s0.001
2,2023-11-30,2,2023-11-29,002594,BUY,201.6,620.1511316,62015.1131600,41855.1131600,46.511334870000,46.511334870000,-62061.624494870000,400662.78932730004,338601.16483243,201.6,620.1511,100,62015.1132,41855.1132,46.511335,46.511335,-62061.62,400662.79,338601.16,0,100,False,0.6,c0.00075_s0.001
3,2023-11-30,3,2023-11-29,300351,BUY,23.0,23.292669399999998,18634.135519999998400,234.135519999998400,13.97560163999999880000,13.97560163999999880000,-18648.11112163999839880000,338601.16483243,319953.05371079,23.0,23.2927,800,18634.1355,234.1355,13.975602,13.975602,-18648.11,338601.16,319953.05,0,800,False,0.6,c0.00075_s0.001
4,2023-11-30,4,2023-11-29,688041,BUY,71.79,72.1133413,28845.3365200,129.3365200,21.634002390000,21.634002390000,-28866.970522390000,319953.05371079,291086.0831884,71.79,72.1133,400,28845.3365,129.3365,21.634002,21.634002,-28866.97,319953.05,291086.08,0,400,False,0.6,c0.00075_s0.001
5,2023-11-30,5,2023-11-29,688271,BUY,138.19,138.99145259999997,69495.72629999998500,400.72629999998500,52.1217947249999887500,52.1217947249999887500,-69547.8480947249849887500,291086.0831884,221538.23509367503,138.19,138.9915,500,69495.7263,400.7263,52.121795,52.121795,-69547.85,291086.08,221538.24,0,500,False,0.6,c0.00075_s0.001
6,2023-12-14,1,2023-12-13,002142,SELL,20.58,22.0834944,88333.9776000,6013.9776000,66.250483200000,66.250483200000,88267.727116800000,221538.23509367503,309805.962210475,20.58,22.0835,4000,88333.9776,6013.9776,66.250483,66.250483,88267.73,221538.24,309805.96,4000,0,True,0.4,c0.00075_s0.001
7,2023-12-14,2,2023-12-13,002594,SELL,193.0,592.5099969,59250.9996900,39950.9996900,44.438249767500,44.438249767500,59206.561440232500,309805.962210475,369012.5236507075,193.0,592.51,100,59250.9997,39950.9997,44.43825,44.43825,59206.56,309805.96,369012.52,100,0,True,0.4,c0.00075_s0.001
8,2023-12-14,3,2023-12-13,300351,SELL,20.48,20.6991801,16559.3440800,175.3440800,12.419508060000,12.419508060000,16546.924571940000,369012.5236507075,385559.4482226475,20.48,20.6992,800,16559.3441,175.3441,12.419508,12.419508,16546.92,369012.52,385559.45,800,0,True,0.4,c0.00075_s0.001
9,2023-12-14,4,2023-12-13,688041,SELL,78.13,78.3250965,31330.0386000,78.0386000,23.497528950000,23.497528950000,31306.541071050000,385559.4482226475,416865.98929369746,78.13,78.3251,400,31330.0386,78.0386,23.497529,23.497529,31306.54,385559.45,416865.99,400,0,True,0.4,c0.00075_s0.001
10,2023-12-14,5,2023-12-13,688271,SELL,140.95,141.4842741,70742.1370500,267.1370500,53.056602787500,53.056602787500,70689.080447212500,416865.98929369746,487555.06974090997,140.95,141.4843,500,70742.1371,267.137,53.056603,53.056603,70689.08,416865.99,487555.07,500,0,True,0.4,c0.00075_s0.001
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.5300347,19553.0034700,1953.0034700,14.664752602500,14.664752602500,-19567.668222602500,487555.06974090997,467987.40151830745,176.0,195.53,100,19553.0035,1953.0035,14.664753,14.664753,-19567.67,487555.07,467987.4,0,100,True,0.4,c0.00075_s0.001
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.077162099999997,18092.594519999996400,752.594519999996400,13.56944588999999730000,13.56944588999999730000,-18106.16396588999639730000,467987.40151830745,449881.23755241744,14.45,15.0772,1200,18092.5945,752.5945,13.569446,13.569446,-18106.16,467987.4,449881.24,0,1200,True,0.4,c0.00075_s0.001
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.305384099999998,36219.152969999996600,3154.152969999996600,27.16436472749999745000,27.16436472749999745000,-36246.31733472749659745000,449881.23755241744,413634.92021768994,19.45,21.3054,1700,36219.153,3154.153,27.164365,27.164365,-36246.32,449881.24,413634.92,0,1700,True,0.4,c0.00075_s0.001
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.4779725,64092.2782500,8049.2782500,48.069208687500,48.069208687500,-64140.347458687500,413634.92021768994,349494.57275900245,4.79,5.478,11700,64092.2783,8049.2783,48.069209,48.069209,-64140.35,413634.92,349494.57,0,11700,True,0.4,c0.00075_s0.001
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.70504849999998,47011.51454999999400,3118.51454999999400,35.2586359124999955000,35.2586359124999955000,-47046.7731859124939955000,349494.57275900245,302447.7995730899,146.31,156.705,300,47011.5145,3118.5145,35.258636,35.258636,-47046.77,349494.57,302447.8,0,300,True,0.4,c0.00075_s0.001
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.5956146,18959.5614600,1859.5614600,14.219671095000,14.219671095000,18945.341788905000,302447.7995730899,321393.1413619949,171.0,189.5956,100,18959.5615,1859.5615,14.219671,14.219671,18945.34,302447.8,321393.14,100,0,True,0.4,c0.00075_s0.001
