strategy,total_return,annualized_return,max_drawdown,avg_gross_exposure,worst_20d_return,soft_reduce_days,hard_reduce_days,recovery_days,reduce_days,false_positive_reduce_days
production_governed_vol_position,0.19010526000730388,0.07391910407626345,-0.24810418157264214,0.5563047881430155,-0.16760272265364218,0,0,0,366,132
production_governed_vol_position_v1_1_recovery,0.40793278198187743,0.1504886754154593,-0.2564651083390398,0.5916638102422576,-0.1664654026309884,0,38,144,366,118
production_governed_vol_position_v1_1_recovery_pattern_veto,0.40793278198187743,0.1504886754154593,-0.2564651083390398,0.5916638102422576,-0.1664654026309884,0,38,144,366,118
