strategy,cost_rate,month,monthly_return
baseline_b_score_v2,0.0,2026-02,0.11822453336151639
baseline_b_score_v2,0.0,2026-03,-0.6561335716021903
baseline_b_score_v2,0.0,2026-04,0.41564796870613896
baseline_b_score_v2,0.0015,2026-02,0.11170899626240471
baseline_b_score_v2,0.0015,2026-03,-0.6673723689305338
baseline_b_score_v2,0.0015,2026-04,0.39734919850925765
baseline_b_score_v2,0.002,2026-02,0.10954348770426936
baseline_b_score_v2,0.002,2026-03,-0.6710402671399249
baseline_b_score_v2,0.002,2026-04,0.3912964922583697
baseline_full_liq_breakout_adj,0.0,2026-02,0.29273785419871334
baseline_full_liq_breakout_adj,0.0,2026-03,-0.6167133850450808
baseline_full_liq_breakout_adj,0.0,2026-04,0.7364876082768783
baseline_full_liq_breakout_adj,0.0015,2026-02,0.2854715420069689
baseline_full_liq_breakout_adj,0.0015,2026-03,-0.629177749165946
baseline_full_liq_breakout_adj,0.0015,2026-04,0.7145156903865826
baseline_full_liq_breakout_adj,0.002,2026-02,0.2830562541801407
baseline_full_liq_breakout_adj,0.002,2026-03,-0.633246063654548
baseline_full_liq_breakout_adj,0.002,2026-04,0.707246803213585
baseline_full_liquidity,0.0,2026-02,-0.1331369856262301
baseline_full_liquidity,0.0,2026-03,0.2438373079993783
baseline_full_liquidity,0.0,2026-04,1.3606906719587895
baseline_full_liquidity,0.0015,2026-02,-0.1385155085203813
baseline_full_liquidity,0.0015,2026-03,0.2055840120140371
baseline_full_liquidity,0.0015,2026-04,1.3317907773727358
baseline_full_liquidity,0.002,2026-02,-0.1403027755915216
baseline_full_liquidity,0.002,2026-03,0.19308379675630083
baseline_full_liquidity,0.002,2026-04,1.3222275539571378
baseline_full_score,0.0,2026-02,0.5938399598697277
baseline_full_score,0.0,2026-03,-0.5322616137481757
baseline_full_score,0.0,2026-04,0.744259809749974
baseline_full_score,0.0015,2026-02,0.5853190957905927
baseline_full_score,0.0015,2026-03,-0.5473324765042209
baseline_full_score,0.0015,2026-04,0.7222220519040208
baseline_full_score,0.002,2026-02,0.5824863981527943
baseline_full_score,0.002,2026-03,-0.5522525108396219
baseline_full_score,0.002,2026-04,0.714931313799912
liq20_bs_score_v2_b_bonus_0pct,0.0,2026-02,0.07192257811697678
liq20_bs_score_v2_b_bonus_0pct,0.0,2026-03,-0.7578473826672856
liq20_bs_score_v2_b_bonus_0pct,0.0,2026-04,0.8617057247481057
liq20_bs_score_v2_b_bonus_0pct,0.0015,2026-02,0.06560820271622081
liq20_bs_score_v2_b_bonus_0pct,0.0015,2026-03,-0.7658906442789971
liq20_bs_score_v2_b_bonus_0pct,0.0015,2026-04,0.8383247551377426
liq20_bs_score_v2_b_bonus_0pct,0.002,2026-02,0.0635096185732349
liq20_bs_score_v2_b_bonus_0pct,0.002,2026-03,-0.7685147238051167
liq20_bs_score_v2_b_bonus_0pct,0.002,2026-04,0.83058927548633
liq20_bs_score_v2_b_bonus_3pct,0.0,2026-02,0.23135832864388073
liq20_bs_score_v2_b_bonus_3pct,0.0,2026-03,-0.7178681890400472
liq20_bs_score_v2_b_bonus_3pct,0.0,2026-04,1.0024168667761524
liq20_bs_score_v2_b_bonus_3pct,0.0015,2026-02,0.22435258872631314
liq20_bs_score_v2_b_bonus_3pct,0.0015,2026-03,-0.7271711120997111
liq20_bs_score_v2_b_bonus_3pct,0.0015,2026-04,0.9774603377427962
liq20_bs_score_v2_b_bonus_3pct,0.002,2026-02,0.22202399442919996
liq20_bs_score_v2_b_bonus_3pct,0.002,2026-03,-0.730206634218721
liq20_bs_score_v2_b_bonus_3pct,0.002,2026-04,0.96920311077674
liq20_bs_score_v2_b_bonus_5pct,0.0,2026-02,0.1579511942646774
liq20_bs_score_v2_b_bonus_5pct,0.0,2026-03,-0.7390623492061063
liq20_bs_score_v2_b_bonus_5pct,0.0,2026-04,0.7071168655717579
liq20_bs_score_v2_b_bonus_5pct,0.0015,2026-02,0.15126188717597788
liq20_bs_score_v2_b_bonus_5pct,0.0015,2026-03,-0.7477032810915947
liq20_bs_score_v2_b_bonus_5pct,0.0015,2026-04,0.685448049561354
liq20_bs_score_v2_b_bonus_5pct,0.002,2026-02,0.1490385680629034
liq20_bs_score_v2_b_bonus_5pct,0.002,2026-03,-0.7505225380220911
liq20_bs_score_v2_b_bonus_5pct,0.002,2026-04,0.6782795918618998
liq20_bs_score_v2_b_bonus_8pct,0.0,2026-02,0.1579511942646774
liq20_bs_score_v2_b_bonus_8pct,0.0,2026-03,-0.7726544543262966
liq20_bs_score_v2_b_bonus_8pct,0.0,2026-04,0.7334377675199899
liq20_bs_score_v2_b_bonus_8pct,0.0015,2026-02,0.15126188717597788
liq20_bs_score_v2_b_bonus_8pct,0.0015,2026-03,-0.7802311475874957
liq20_bs_score_v2_b_bonus_8pct,0.0015,2026-04,0.711474836174532
liq20_bs_score_v2_b_bonus_8pct,0.002,2026-02,0.1490385680629034
liq20_bs_score_v2_b_bonus_8pct,0.002,2026-03,-0.7827028319760906
liq20_bs_score_v2_b_bonus_8pct,0.002,2026-04,0.7042089802816369
liq20_score_b_bonus_0pct,0.0,2026-02,-0.09546891187955253
liq20_score_b_bonus_0pct,0.0,2026-03,-0.7582200998226132
liq20_score_b_bonus_0pct,0.0,2026-04,0.38198568413269185
liq20_score_b_bonus_0pct,0.0015,2026-02,-0.10103594029840246
liq20_score_b_bonus_0pct,0.0015,2026-03,-0.7662573675818134
liq20_score_b_bonus_0pct,0.0015,2026-04,0.3640592686664499
liq20_score_b_bonus_0pct,0.002,2026-02,-0.1028859032899847
liq20_score_b_bonus_0pct,0.002,2026-03,-0.7688794504488745
liq20_score_b_bonus_0pct,0.002,2026-04,0.35812987880938163
liq20_score_b_bonus_3pct,0.0,2026-02,-0.01207144212171607
liq20_score_b_bonus_3pct,0.0,2026-03,-0.775404244685932
liq20_score_b_bonus_3pct,0.0,2026-04,0.37447622130022484
liq20_score_b_bonus_3pct,0.0015,2026-02,-0.018016756307351778
liq20_score_b_bonus_3pct,0.0015,2026-03,-0.7828990859876139
liq20_score_b_bonus_3pct,0.0015,2026-04,0.3566429826200366
liq20_score_b_bonus_3pct,0.002,2026-02,-0.019992560506849055
liq20_score_b_bonus_3pct,0.002,2026-03,-0.7853440025456107
liq20_score_b_bonus_3pct,0.002,2026-04,0.35074442678133333
liq20_score_b_bonus_5pct,0.0,2026-02,0.08578382052350442
liq20_score_b_bonus_5pct,0.0,2026-03,-0.7390279454038222
