strategy,window,requested_window,requested_window_days,actual_start,actual_end,actual_trading_days,coverage_ratio,coverage_status,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
vls_mom_contrarian_v1_frozen,3m,3m,63,2021-09-30,2021-12-31,62,0.9841269841269841,PASS,2021-09-30,2021-12-31,62,500000.0,526517.7069207502,572990.9580780002,0.08826531481541422,-0.059896271063840656,0.2010653063996312,0.5806451612903226,0.9614704053300654,10.0
vls_mom_contrarian_v1_frozen,6m,6m,126,2021-06-30,2021-12-31,126,1.0,PASS,2021-06-30,2021-12-31,126,500000.0,514045.05637525005,572990.9580780002,0.11467069077252257,-0.3582043447928197,0.9332299994300791,0.5634920634920635,0.9704935482597744,10.0
vls_mom_contrarian_v1_frozen,1y,1y,252,2020-12-31,2021-12-31,244,0.9682539682539683,PASS,2020-12-31,2021-12-31,244,500000.0,398564.87726350006,572990.9580780002,0.4376353531502557,-0.3582043447928197,0.6949278559672663,0.5737704918032787,0.9781953405261633,9.991803278688524
vls_mom_contrarian_v1_frozen,3y,3y,756,2020-05-06,2021-12-31,407,0.5383597883597884,INSUFFICIENT_COVERAGE,2020-05-06,2021-12-31,407,500000.0,500000.0,572990.9580780002,0.14598191615600054,-0.3582043447928197,0.5452355064326342,0.4275184275184275,0.7794159209736425,7.975429975429975
