trade_date,symbol,shares,close_price,market_value,label
2024-01-22,002415,700,30.89,21623.00,S60
2024-01-22,601398,9200,4.89,44988.00,S60
2024-01-22,601857,4500,7.05,31725.00,S60
2024-01-22,000158,10600,8.39,88934.00,S60
2024-01-22,000338,4300,14.03,60329.00,S60
2024-01-23,002415,700,30.74,21518.00,S60
2024-01-23,601398,9200,4.89,44988.00,S60
2024-01-23,601857,4500,7.01,31545.00,S60
2024-01-23,000158,10600,8.41,89146.00,S60
2024-01-23,000338,4300,14.09,60587.00,S60
2024-01-24,002415,700,31.38,21966.00,S60
2024-01-24,601398,9200,4.97,45724.00,S60
2024-01-24,601857,4500,7.26,32670.00,S60
2024-01-24,000158,10600,8.31,88086.00,S60
2024-01-24,000338,4300,14.70,63210.00,S60
2024-01-25,002415,700,32.06,22442.00,S60
2024-01-25,601398,9200,5.01,46092.00,S60
2024-01-25,601857,4500,7.99,35955.00,S60
2024-01-25,000158,10600,9.14,96884.00,S60
2024-01-25,000338,4300,15.09,64887.00,S60
2024-01-26,000158,10600,9.14,96884.00,S60
2024-01-26,000338,4300,15.16,65188.00,S60
2024-01-26,300059,2600,13.12,34112.00,S60
2024-01-26,600030,2200,20.83,45826.00,S60
2024-01-26,601099,8500,3.44,29240.00,S60
2024-01-29,000338,4300,15.02,64586.00,S60
2024-01-29,300059,2600,12.82,33332.00,S60
2024-01-29,600030,2200,20.58,45276.00,S60
2024-01-29,601099,8500,3.32,28220.00,S60
2024-01-29,000002,9500,10.06,95570.00,S60
2024-01-30,000338,4300,14.93,64199.00,S60
2024-01-30,300059,2600,12.56,32656.00,S60
2024-01-30,600030,2200,20.44,44968.00,S60
2024-01-30,601099,8500,3.30,28050.00,S60
2024-01-30,000002,9500,9.79,93005.00,S60
2024-01-31,300059,2600,12.48,32448.00,S60
2024-01-31,600030,2200,20.50,45100.00,S60
2024-01-31,601099,8500,3.22,27370.00,S60
2024-01-31,000002,9500,9.60,91200.00,S60
2024-01-31,601857,8100,8.36,67716.00,S60
2024-02-01,300059,2600,12.69,32994.00,S60
2024-02-01,600030,2200,20.44,44968.00,S60
2024-02-01,601099,8500,3.22,27370.00,S60
2024-02-01,000002,9500,9.44,89680.00,S60
2024-02-01,601857,8100,8.15,66015.00,S60
2024-02-02,300059,2600,12.45,32370.00,S60
2024-02-02,600030,2200,20.18,44396.00,S60
2024-02-02,601099,8500,3.12,26520.00,S60
2024-02-02,000002,9500,9.49,90155.00,S60
2024-02-02,601857,8100,8.10,65610.00,S60
2024-02-05,300059,2600,12.33,32058.00,S60
2024-02-05,600030,2200,20.18,44396.00,S60
2024-02-05,601099,8500,2.96,25160.00,S60
2024-02-05,000002,9500,9.18,87210.00,S60
2024-02-05,601857,8100,8.31,67311.00,S60
2024-02-06,300059,2600,13.20,34320.00,S60
2024-02-06,600030,2200,21.14,46508.00,S60
2024-02-06,601099,8500,3.16,26860.00,S60
2024-02-06,000002,9500,9.51,90345.00,S60
2024-02-06,601857,8100,8.12,65772.00,S60
2024-02-07,300059,2600,13.13,34138.00,S60
2024-02-07,600030,2200,21.18,46596.00,S60
2024-02-07,601099,8500,3.21,27285.00,S60
2024-02-07,000002,9500,9.52,90440.00,S60
2024-02-07,601857,8100,8.31,67311.00,S60
2024-02-08,300059,2600,13.27,34502.00,S60
2024-02-08,600030,2200,21.25,46750.00,S60
2024-02-08,601099,8500,3.29,27965.00,S60
2024-02-08,000002,9500,10.06,95570.00,S60
2024-02-08,601857,8100,8.28,67068.00,S60
2024-02-19,000002,9500,9.84,93480.00,S60
2024-02-19,601857,8100,8.65,70065.00,S60
2024-02-19,000895,2000,29.31,58620.00,S60
2024-02-19,002340,3900,5.10,19890.00,S60
2024-02-19,600111,1300,18.53,24089.00,S60
2024-02-20,601857,8100,8.64,69984.00,S60
2024-02-20,000895,2000,29.78,59560.00,S60
2024-02-20,002340,3900,5.02,19578.00,S60
2024-02-20,600111,1300,18.34,23842.00,S60
2024-02-20,002463,3400,26.05,88570.00,S60
2024-02-21,601857,8100,8.71,70551.00,S60
2024-02-21,000895,2000,29.79,59580.00,S60
2024-02-21,002340,3900,5.02,19578.00,S60
2024-02-21,600111,1300,18.40,23920.00,S60
2024-02-21,002463,3400,24.54,83436.00,S60
2024-02-22,000895,2000,29.97,59940.00,S60
2024-02-22,002340,3900,5.04,19656.00,S60
2024-02-22,600111,1300,18.65,24245.00,S60
2024-02-22,002463,3400,24.92,84728.00,S60
2024-02-22,600839,16500,4.81,79365.00,S60
2024-02-23,000895,2000,29.70,59400.00,S60
2024-02-23,002340,3900,5.08,19812.00,S60
2024-02-23,600111,1300,18.58,24154.00,S60
2024-02-23,002463,3400,25.32,86088.00,S60
2024-02-23,600839,16500,4.77,78705.00,S60
2024-02-26,000895,2000,29.44,58880.00,S60
2024-02-26,002340,3900,5.35,20865.00,S60
2024-02-26,600111,1300,18.53,24089.00,S60
2024-02-26,002463,3400,25.55,86870.00,S60
2024-02-26,600839,16500,5.08,83820.00,S60
2024-02-27,000895,2000,29.39,58780.00,S60
2024-02-27,002340,3900,5.38,20982.00,S60
2024-02-27,600111,1300,18.69,24297.00,S60
2024-02-27,002463,3400,27.09,92106.00,S60
2024-02-27,600839,16500,5.31,87615.00,S60
2024-02-28,000895,2000,29.36,58720.00,S60
2024-02-28,002340,3900,5.24,20436.00,S60
2024-02-28,600111,1300,18.45,23985.00,S60
2024-02-28,002463,3400,25.30,86020.00,S60
2024-02-28,600839,16500,4.95,81675.00,S60
2024-02-29,000895,2000,29.22,58440.00,S60
2024-02-29,002340,3900,5.36,20904.00,S60
2024-02-29,600111,1300,18.85,24505.00,S60
2024-02-29,002463,3400,26.40,89760.00,S60
2024-02-29,600839,16500,5.14,84810.00,S60
2024-03-01,000895,2000,29.14,58280.00,S60
2024-03-01,002340,3900,5.38,20982.00,S60
2024-03-01,600111,1300,19.07,24791.00,S60
2024-03-01,002463,3400,27.25,92650.00,S60
2024-03-01,600839,16500,5.25,86625.00,S60
2024-03-04,002463,3400,28.34,96356.00,S60
2024-03-04,600839,16500,5.78,95370.00,S60
2024-03-04,002281,1000,36.32,36320.00,S60
2024-03-04,300045,1300,23.85,31005.00,S60
2024-03-04,603220,800,37.00,29600.00,S60
2024-03-05,600839,16500,5.63,92895.00,S60
2024-03-05,002281,1000,35.47,35470.00,S60
2024-03-05,300045,1300,22.88,29744.00,S60
2024-03-05,603220,800,35.54,28432.00,S60
2024-03-05,000938,3800,24.77,94126.00,S60
2024-03-06,600839,16500,5.55,91575.00,S60
2024-03-06,002281,1000,37.90,37900.00,S60
2024-03-06,300045,1300,23.39,30407.00,S60
2024-03-06,603220,800,34.59,27672.00,S60
2024-03-06,000938,3800,24.59,93442.00,S60
2024-03-07,002281,1000,35.42,35420.00,S60
2024-03-07,300045,1300,21.98,28574.00,S60
2024-03-07,603220,800,33.62,26896.00,S60
2024-03-07,000938,3800,25.00,95000.00,S60
2024-03-07,002456,10000,9.10,91000.00,S60
2024-03-08,002281,1000,38.96,38960.00,S60
2024-03-08,300045,1300,22.48,29224.00,S60
2024-03-08,603220,800,36.77,29416.00,S60
2024-03-08,000938,3800,24.93,94734.00,S60
2024-03-08,002456,10000,9.30,93000.00,S60
2024-03-11,002281,1000,42.86,42860.00,S60
2024-03-11,300045,1300,22.64,29432.00,S60
2024-03-11,603220,800,36.61,29288.00,S60
2024-03-11,000938,3800,24.75,94050.00,S60
2024-03-11,002456,10000,9.75,97500.00,S60
2024-03-12,002281,1000,40.66,40660.00,S60
2024-03-12,300045,1300,23.58,30654.00,S60
2024-03-12,603220,800,36.99,29592.00,S60
2024-03-12,000938,3800,24.22,92036.00,S60
2024-03-12,002456,10000,9.63,96300.00,S60
2024-03-13,002281,1000,39.34,39340.00,S60
2024-03-13,300045,1300,24.11,31343.00,S60
2024-03-13,603220,800,36.56,29248.00,S60
2024-03-13,000938,3800,23.47,89186.00,S60
2024-03-13,002456,10000,9.53,95300.00,S60
2024-03-14,002281,1000,40.42,40420.00,S60
2024-03-14,300045,1300,23.75,30875.00,S60
2024-03-14,603220,800,35.01,28008.00,S60
2024-03-14,000938,3800,23.06,87628.00,S60
2024-03-14,002456,10000,9.64,96400.00,S60
2024-03-15,002281,1000,39.91,39910.00,S60
2024-03-15,300045,1300,24.54,31902.00,S60
2024-03-15,603220,800,36.13,28904.00,S60
2024-03-15,000938,3800,23.17,88046.00,S60
2024-03-15,002456,10000,9.79,97900.00,S60
2024-03-18,000938,3800,23.87,90706.00,S60
2024-03-18,002456,10000,10.50,105000.00,S60
2024-03-18,601138,700,25.01,17507.00,S60
2024-03-18,601225,1400,24.34,34076.00,S60
2024-03-18,601899,3000,15.78,47340.00,S60
2024-03-19,002456,10000,10.40,104000.00,S60
2024-03-19,601138,700,25.51,17857.00,S60
2024-03-19,601225,1400,24.80,34720.00,S60
2024-03-19,601899,3000,15.53,46590.00,S60
2024-03-19,603993,11100,7.69,85359.00,S60
2024-03-20,002456,10000,10.51,105100.00,S60
2024-03-20,601138,700,25.08,17556.00,S60
2024-03-20,601225,1400,25.02,35028.00,S60
2024-03-20,601899,3000,15.51,46530.00,S60
2024-03-20,603993,11100,7.59,84249.00,S60
2024-03-21,601138,700,24.99,17493.00,S60
2024-03-21,601225,1400,25.10,35140.00,S60
2024-03-21,601899,3000,15.62,46860.00,S60
2024-03-21,603993,11100,7.74,85914.00,S60
2024-03-21,300496,1600,61.81,98896.00,S60
2024-03-22,601138,700,24.43,17101.00,S60
2024-03-22,601225,1400,25.38,35532.00,S60
2024-03-22,601899,3000,15.39,46170.00,S60
2024-03-22,603993,11100,7.48,83028.00,S60
2024-03-22,300496,1600,57.50,92000.00,S60
2024-03-25,601138,700,23.91,16737.00,S60
2024-03-25,601225,1400,25.99,36386.00,S60
2024-03-25,601899,3000,15.74,47220.00,S60
2024-03-25,603993,11100,7.82,86802.00,S60
2024-03-25,300496,1600,54.65,87440.00,S60
2024-03-26,601138,700,23.73,16611.00,S60
2024-03-26,601225,1400,25.26,35364.00,S60
2024-03-26,601899,3000,15.53,46590.00,S60
2024-03-26,603993,11100,7.78,86358.00,S60
2024-03-26,300496,1600,54.28,86848.00,S60
2024-03-27,601138,700,22.41,15687.00,S60
2024-03-27,601225,1400,25.14,35196.00,S60
2024-03-27,601899,3000,15.72,47160.00,S60
2024-03-27,603993,11100,7.89,87579.00,S60
2024-03-27,300496,1600,50.52,80832.00,S60
2024-03-28,601138,700,23.45,16415.00,S60
2024-03-28,601225,1400,25.00,35000.00,S60
2024-03-28,601899,3000,16.10,48300.00,S60
2024-03-28,603993,11100,8.17,90687.00,S60
2024-03-28,300496,1600,51.68,82688.00,S60
2024-03-29,601138,700,22.77,15939.00,S60
2024-03-29,601225,1400,25.09,35126.00,S60
2024-03-29,601899,3000,16.82,50460.00,S60
2024-03-29,603993,11100,8.32,92352.00,S60
2024-03-29,300496,1600,51.27,82032.00,S60
2024-04-01,603993,11100,8.25,91575.00,S60
2024-04-01,300496,1600,52.95,84720.00,S60
2024-04-01,000977,500,44.03,22015.00,S60
2024-04-01,300975,700,13.43,9401.00,S60
2024-04-01,601166,4200,15.83,66486.00,S60
2024-04-02,300496,1600,51.94,83104.00,S60
2024-04-02,000977,500,41.55,20775.00,S60
2024-04-02,300975,700,12.45,8715.00,S60
2024-04-02,601166,4200,15.59,65478.00,S60
2024-04-02,600309,1100,85.00,93500.00,S60
2024-04-03,300496,1600,50.73,81168.00,S60
2024-04-03,000977,500,39.35,19675.00,S60
2024-04-03,300975,700,11.30,7910.00,S60
2024-04-03,601166,4200,15.41,64722.00,S60
2024-04-03,600309,1100,84.90,93390.00,S60
2024-04-08,000977,500,39.80,19900.00,S60
2024-04-08,300975,700,11.20,7840.00,S60
2024-04-08,601166,4200,15.48,65016.00,S60
2024-04-08,600309,1100,87.00,95700.00,S60
2024-04-08,601857,7900,10.27,81133.00,S60
2024-04-09,000977,500,38.47,19235.00,S60
2024-04-09,300975,700,11.33,7931.00,S60
2024-04-09,601166,4200,15.46,64932.00,S60
2024-04-09,600309,1100,86.90,95590.00,S60
2024-04-09,601857,7900,10.12,79948.00,S60
2024-04-10,000977,500,37.10,18550.00,S60
2024-04-10,300975,700,11.93,8351.00,S60
2024-04-10,601166,4200,15.72,66024.00,S60
2024-04-10,600309,1100,87.42,96162.00,S60
2024-04-10,601857,7900,10.27,81133.00,S60
2024-04-11,000977,500,37.79,18895.00,S60
2024-04-11,300975,700,10.21,7147.00,S60
2024-04-11,601166,4200,15.65,65730.00,S60
2024-04-11,600309,1100,86.80,95480.00,S60
2024-04-11,601857,7900,10.23,80817.00,S60
2024-04-12,000977,500,37.85,18925.00,S60
2024-04-12,300975,700,9.91,6937.00,S60
2024-04-12,601166,4200,15.49,65058.00,S60
2024-04-12,600309,1100,86.11,94721.00,S60
2024-04-12,601857,7900,10.27,81133.00,S60
2024-04-15,000977,500,37.75,18875.00,S60
2024-04-15,300975,700,9.43,6601.00,S60
2024-04-15,601166,4200,15.77,66234.00,S60
2024-04-15,600309,1100,88.00,96800.00,S60
2024-04-15,601857,7900,10.67,84293.00,S60
2024-04-16,000977,500,36.67,18335.00,S60
2024-04-16,300975,700,8.46,5922.00,S60
2024-04-16,601166,4200,15.93,66906.00,S60
2024-04-16,600309,1100,87.00,95700.00,S60
2024-04-16,601857,7900,10.90,86110.00,S60
2024-04-17,600309,1100,87.08,95788.00,S60
2024-04-17,601857,7900,10.93,86347.00,S60
2024-04-17,300760,100,272.56,27256.00,S60
2024-04-17,600019,4800,7.21,34608.00,S60
2024-04-17,601658,6200,4.86,30132.00,S60
2024-04-18,601857,7900,10.62,83898.00,S60
2024-04-18,300760,100,272.20,27220.00,S60
2024-04-18,600019,4800,7.29,34992.00,S60
2024-04-18,601658,6200,4.91,30442.00,S60
2024-04-18,601668,17400,5.38,93612.00,S60
2024-04-19,601857,7900,10.92,86268.00,S60
2024-04-19,300760,100,271.39,27139.00,S60
2024-04-19,600019,4800,7.36,35328.00,S60
2024-04-19,601658,6200,4.88,30256.00,S60
2024-04-19,601668,17400,5.36,93264.00,S60
2024-04-22,601857,7800,10.63,82914.00,S60
2024-04-22,300760,100,278.53,27853.00,S60
2024-04-22,600019,4800,7.28,34944.00,S60
2024-04-22,601658,6200,4.84,30008.00,S60
2024-04-22,601668,17400,5.36,93264.00,S60
2024-04-23,300760,100,284.50,28450.00,S60
2024-04-23,600019,4800,7.03,33744.00,S60
2024-04-23,601658,6200,4.85,30070.00,S60
2024-04-23,601668,17400,5.22,90828.00,S60
2024-04-23,002415,2500,32.60,81500.00,S60
2024-04-24,300760,100,285.85,28585.00,S60
2024-04-24,600019,4800,7.07,33936.00,S60
2024-04-24,601658,6200,4.81,29822.00,S60
2024-04-24,601668,17400,5.27,91698.00,S60
2024-04-24,002415,2500,32.51,81275.00,S60
2024-04-25,300760,100,285.10,28510.00,S60
2024-04-25,600019,4800,7.11,34128.00,S60
2024-04-25,601658,6200,4.84,30008.00,S60
2024-04-25,601668,17400,5.29,92046.00,S60
2024-04-25,002415,2500,32.64,81600.00,S60
2024-04-26,300760,100,288.80,28880.00,S60
2024-04-26,600019,4800,7.09,34032.00,S60
2024-04-26,601658,6200,4.74,29388.00,S60
2024-04-26,601668,17400,5.35,93090.00,S60
2024-04-26,002415,2500,32.87,82175.00,S60
2024-04-29,300760,100,302.11,30211.00,S60
2024-04-29,600019,4800,7.03,33744.00,S60
2024-04-29,601658,6200,4.74,29388.00,S60
2024-04-29,601668,17400,5.45,94830.00,S60
2024-04-29,002415,2500,33.26,83150.00,S60
2024-04-30,300760,100,304.59,30459.00,S60
2024-04-30,600019,4800,6.95,33360.00,S60
2024-04-30,601658,6200,4.80,29760.00,S60
2024-04-30,601668,17400,5.36,93264.00,S60
2024-04-30,002415,2500,33.11,82775.00,S60
2024-05-06,601668,17400,5.42,94308.00,S60
2024-05-06,002415,2500,33.76,84400.00,S60
2024-05-06,600570,700,21.21,14847.00,S60
2024-05-06,600887,1400,28.80,40320.00,S60
2024-05-06,601919,2800,12.02,33656.00,S60
2024-05-07,002415,2500,33.63,84075.00,S60
2024-05-07,600570,700,21.28,14896.00,S60
2024-05-07,600887,1400,28.35,39690.00,S60
2024-05-07,601919,2800,12.07,33796.00,S60
2024-05-07,601816,19500,5.16,100620.00,S60
2024-05-08,002415,2500,32.74,81850.00,S60
2024-05-08,600570,700,20.79,14553.00,S60
2024-05-08,600887,1400,28.23,39522.00,S60
2024-05-08,601919,2800,12.21,34188.00,S60
2024-05-08,601816,19500,5.13,100035.00,S60
2024-05-09,002415,2500,33.05,82625.00,S60
2024-05-09,600570,700,21.25,14875.00,S60
2024-05-09,600887,1400,28.22,39508.00,S60
2024-05-09,601919,2800,13.33,37324.00,S60
2024-05-09,601816,19500,5.15,100425.00,S60
2024-05-10,600570,700,21.09,14763.00,S60
2024-05-10,600887,1400,27.95,39130.00,S60
2024-05-10,601919,2800,13.35,37380.00,S60
2024-05-10,601816,19500,5.15,100425.00,S60
2024-05-10,300107,6400,12.44,79616.00,S60
2024-05-13,600570,700,20.83,14581.00,S60
2024-05-13,600887,1400,28.00,39200.00,S60
2024-05-13,601919,2800,14.07,39396.00,S60
2024-05-13,601816,19500,5.22,101790.00,S60
2024-05-13,300107,6400,12.73,81472.00,S60
2024-05-14,600570,700,20.93,14651.00,S60
2024-05-14,600887,1400,27.86,39004.00,S60
2024-05-14,601919,2800,13.96,39088.00,S60
2024-05-14,601816,19500,5.24,102180.00,S60
2024-05-14,300107,6400,12.05,77120.00,S60
2024-05-15,600570,700,20.56,14392.00,S60
2024-05-15,600887,1400,27.80,38920.00,S60
2024-05-15,601919,2800,14.28,39984.00,S60
2024-05-15,601816,19500,5.22,101790.00,S60
2024-05-15,300107,6400,11.89,76096.00,S60
2024-05-16,600570,700,20.91,14637.00,S60
2024-05-16,600887,1400,27.77,38878.00,S60
2024-05-16,601919,2800,14.10,39480.00,S60
2024-05-16,601816,19500,5.19,101205.00,S60
2024-05-16,300107,6400,13.00,83200.00,S60
2024-05-17,600570,700,21.26,14882.00,S60
2024-05-17,600887,1400,28.11,39354.00,S60
2024-05-17,601919,2800,14.06,39368.00,S60
2024-05-17,601816,19500,5.25,102375.00,S60
2024-05-17,300107,6400,13.00,83200.00,S60
2024-05-20,601816,19500,5.25,102375.00,S60
2024-05-20,300107,6400,12.97,83008.00,S60
2024-05-20,000002,2600,9.18,23868.00,S60
2024-05-20,600066,700,25.55,17885.00,S60
2024-05-20,601668,10000,5.80,58000.00,S60
2024-05-21,300107,6400,12.29,78656.00,S60
2024-05-21,000002,2600,9.19,23894.00,S60
2024-05-21,600066,700,25.87,18109.00,S60
2024-05-21,601668,10000,5.83,58300.00,S60
2024-05-21,603993,11300,8.42,95146.00,S60
2024-05-22,300107,6400,12.28,78592.00,S60
2024-05-22,000002,2600,9.40,24440.00,S60
2024-05-22,600066,700,24.37,17059.00,S60
2024-05-22,601668,10000,5.89,58900.00,S60
2024-05-22,603993,11300,8.21,92773.00,S60
2024-05-23,300107,6400,11.54,73856.00,S60
2024-05-23,000002,2600,9.56,24856.00,S60
