asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,claude_score,bs_score,bs_entry_score,bs_score_v2,bs_score_v2_label,bs_research_score,bs_research_label,bs_research_reason,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected,score_opt_gap,score_claude_gap,opt_claude_gap,score_dispersion,rs_liquidity_combo,breakout_volume_combo,overextended_flag,pullback_flag,market_hs300_pct_chg,market_hs300_ret_5,market_hs300_ret_20,market_scored_count,market_bs_count,market_bs_ratio,market_limit_up_rate,market_avg_score,market_avg_v2,market_avg_research_score,market_avg_price_change,market_regime,event_seq_for_symbol,total_b_points,total_s_points,buy_points_count,sell_points_count,p_signal,model_rank_score
2026-05-08,20260508,300056,300056.SZ,中创环保,68.77,68.77,0.0,100.0,94.0,29.12,95.45,68.78,19.22,9.2,39.1247,71.04,43.27,59.81,观察,45.29,回避,V2评分较好；相对强弱靠前；流动性偏弱,12.26,9.19,33.41,0,WATCH,1,-23.230000000000004,29.6453,52.8753,26.502434046014216,42.831635504612706,71.292,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.8763819405095181,79.28973583566626
2026-05-08,20260508,002466,002466.SZ,天齐锂业,52.95,52.95,0.0,100.0,43.85,29.12,90.87,21.15,29.81,6.85,57.7219,56.75,40.0,47.2,剔除,45.56,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,76.05,54.2,40.31,0,,1,-15.549999999999995,-4.771899999999995,10.778100000000002,7.965979425239142,52.0464667388671,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.9244796341341853,78.87357438939297
2026-05-08,20260508,688400,688400.SH,凌云光,51.97,51.97,0.0,100.0,43.85,29.12,97.45,10.83,27.04,7.05,52.5797,62.98,40.76,51.8,剔除,47.84,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,66.55,49.43,34.63,0,,1,-18.53,-0.6097000000000037,17.920299999999997,10.526710361266714,51.332718611037926,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.9039034499012406,78.81324149308685
2026-05-08,20260508,002475,002475.SZ,立讯精密,55.34,55.34,0.0,100.0,43.85,65.92,95.78,64.58,29.98,8.6,59.0542,63.42,40.0,54.45,剔除,50.09,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,71.29,52.27,36.39,0,,1,-30.659999999999997,-3.714199999999998,26.9458,16.732737469204892,53.586233306699214,51.5745,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.8865642877356293,78.39450014149406
2026-05-08,20260508,300467,300467.SZ,迅游科技,54.59,54.59,0.0,100.0,43.85,29.12,95.46,43.89,19.6,8.25,48.4119,59.55,40.0,47.5,剔除,30.65,回避,相对强弱靠前；流动性偏弱；买点后涨幅偏高,41.98,29.33,43.13,0,,1,-27.909999999999997,6.178100000000001,34.0881,18.161936301048225,43.255242456839845,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.9140263679441827,78.23184575609278
2026-05-08,20260508,002353,002353.SZ,杰瑞股份,53.54,53.54,0.0,100.0,43.85,29.12,94.69,21.8,29.05,6.75,54.7915,56.37,40.0,47.46,剔除,45.84,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,146.38,108.0,35.54,0,,1,-13.96,-1.2515,12.7085,7.723921979797569,52.44754045710818,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.9079381025533835,77.79366717873684
2026-05-08,20260508,688099,688099.SH,晶晨股份,58.07,58.07,0.0,100.0,43.85,29.12,95.94,72.02,28.24,7.05,61.3916,59.79,40.0,52.04,剔除,48.22,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,112.7,83.38,35.16,0,,1,-12.43,-3.321599999999997,9.108400000000003,6.4355895497874425,52.05137462161782,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.8858735519308009,77.62314863515606
2026-05-08,20260508,603010,603010.SH,万盛股份,72.07,72.07,0.0,100.0,99.2,93.5,87.66,4.74,17.43,9.05,53.406,74.62,51.94,60.25,观察,44.74,回避,V2评分较好；相对强弱靠前；流动性偏弱,15.0,11.61,29.2,0,WATCH,1,-18.430000000000007,18.66399999999999,37.094,18.547123011399908,39.0885379619141,97.205,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.8108512602091311,74.83458821463918
2026-05-08,20260508,300747,300747.SZ,锐科激光,55.76,55.76,0.0,100.0,43.85,29.12,86.27,56.89,26.71,6.75,52.948,62.65,56.64,53.7,剔除,47.72,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,37.67,29.68,26.92,0,,1,-11.740000000000002,2.8119999999999976,14.552,7.71897713430996,48.00283012489992,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.757516358576487,69.1361451003541
2026-05-08,20260508,300767,300767.SZ,震安科技,75.65,75.65,0.0,100.0,94.36,86.34,94.29,47.87,21.08,9.45,52.9265,78.14,63.51,65.96,观察,57.32,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,25.94,20.99,23.58,0,TRADE,1,-18.84999999999999,22.72350000000001,41.5735,20.81680352703876,44.58288012230704,91.553,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.6790966463648833,67.32476524554183
2026-05-08,20260508,600584,600584.SH,长电科技,73.93,73.93,0.0,100.0,94.6,84.5,89.02,32.5,29.46,8.05,57.6582,74.6,68.64,68.25,观察,61.92,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,50.75,41.91,21.09,0,WATCH,1,-6.569999999999993,16.271800000000006,22.8418,11.759281458207102,51.21063561409875,91.065,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.660746888646066,66.72728220522463
2026-05-08,20260508,601778,601778.SH,晶科科技,53.57,53.57,0.0,100.0,43.85,29.12,96.38,20.22,29.52,8.05,56.9778,69.64,65.63,55.82,剔除,50.75,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,7.39,6.03,22.55,0,,1,-26.93,-3.4078000000000017,23.5222,14.663627868982491,53.33983127082425,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.6701590189730424,63.657131328112975
2026-05-08,20260508,000700,000700.SZ,模塑科技,76.73,76.73,0.0,100.0,99.2,96.05,89.55,48.07,24.43,8.8,63.2093,79.1,70.0,71.08,观察,62.38,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,14.5,12.04,20.43,0,TRADE,1,-11.269999999999996,13.520700000000003,24.7907,12.412366380482544,46.772924860436085,98.0975,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.6002579353698314,63.342055475888195
2026-05-08,20260508,600497,600497.SH,驰宏锌锗,77.21,77.21,0.0,100.0,94.99,86.69,87.16,63.68,27.35,8.35,62.8461,77.25,70.84,70.9,观察,62.58,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,10.01,8.34,20.02,0,TRADE,1,-6.290000000000006,14.363899999999994,20.6539,10.586700055730304,48.82444060099409,92.085,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.5865947818325071,62.3316347282755
2026-05-08,20260508,002795,002795.SZ,永和智控,55.37,55.37,0.0,100.0,43.85,29.12,84.65,60.48,19.02,7.25,41.4188,61.52,62.24,51.18,剔除,31.58,回避,相对强弱靠前；流动性偏弱；买点后涨幅偏高,9.7,7.81,24.2,0,,1,-17.130000000000003,13.9512,31.081200000000003,15.56766881970451,40.12534112004533,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.6540095622277919,61.134669355945434
2026-05-08,20260508,300322,300322.SZ,硕贝德,50.13,50.13,0.0,100.0,43.85,29.12,92.03,77.6,27.46,6.5,49.416,62.21,68.39,58.8,观察,51.32,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,32.0,26.4,21.21,0,,1,-14.869999999999996,0.7140000000000057,15.584000000000003,8.798558139452926,50.27070518701722,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.6189911270852657,60.9693788959686
2026-05-08,20260508,002821,002821.SZ,凯莱英,51.09,51.09,0.0,100.0,43.85,29.12,34.39,54.94,27.26,6.55,57.3955,55.34,63.26,44.17,剔除,29.39,回避,买点后涨幅偏高；指数20日涨幅偏高,123.58,99.9,23.7,0,,1,-14.409999999999997,-6.305499999999995,8.104500000000002,7.223691928877733,30.618154745183453,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.646919822680161,58.53538758761127
2026-05-08,20260508,002458,002458.SZ,益生股份,49.6,49.6,0.0,100.0,43.85,29.12,81.56,12.6,17.97,7.55,46.7344,63.02,68.16,51.04,剔除,30.86,回避,相对强弱靠前；流动性偏弱；买点后涨幅偏高,11.55,9.52,21.32,0,,1,-25.9,2.8656000000000006,28.7656,15.84551149232278,38.283589173430435,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.5969248167826549,57.09673717478584
2026-05-08,20260508,000858,000858.SZ,五粮液,20.05,20.05,0.0,0.0,43.85,29.12,4.54,4.9,28.73,4.65,42.8847,32.58,20.25,25.86,剔除,13.61,回避,买点后回撤偏深；指数20日涨幅偏高,92.13,103.46,-10.95,0,,1,-26.45,-22.8347,3.6152999999999977,14.341643433140195,11.420779307910648,38.694500000000005,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.6987365724480942,56.6695600713666
2026-05-08,20260508,300339,300339.SZ,润和软件,76.15,76.15,0.0,100.0,88.47,83.79,85.7,75.16,28.01,7.35,50.4738,71.14,77.67,68.53,观察,60.69,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,47.8,40.88,16.93,0,TRADE,1,2.6500000000000057,25.67620000000001,23.026200000000003,14.121470844544962,48.99445887036615,86.832,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.5052609913810475,55.927269396673324
2026-05-08,20260508,002439,002439.SZ,启明星辰,73.69,73.69,0.0,100.0,92.78,81.95,89.92,42.4,25.53,8.6,57.9564,77.31,78.45,69.13,观察,61.07,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,16.63,14.26,16.62,0,WATCH,1,-12.310000000000002,15.733599999999996,28.0436,14.056586652526992,47.91302119466064,88.98949999999999,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.49695965937071546,55.52617615595008
2026-05-08,20260508,601061,601061.SH,中信金属,56.75,56.75,0.0,100.0,43.85,29.12,88.19,69.35,20.59,7.65,57.0331,68.29,71.52,58.99,观察,47.74,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,14.65,12.24,19.69,0,,1,-19.75,-0.2830999999999974,19.466900000000003,11.32182877763129,42.61258147542812,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.5236738695191416,54.35417086633991
2026-05-08,20260508,603025,603025.SH,大豪科技,75.63,75.63,0.0,100.0,87.95,85.03,85.29,76.94,19.84,7.55,59.0525,73.46,75.1,68.1,观察,48.65,回避,V2评分较好；相对强弱靠前；流动性偏弱,17.14,14.53,17.96,0,TRADE,1,0.1299999999999954,16.577499999999993,16.447499999999998,9.533717904539303,41.135794631926096,86.928,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.4792310536754198,53.97617375727938
2026-05-08,20260508,002747,002747.SZ,埃斯顿,78.13,78.13,0.0,100.0,94.84,89.33,83.8,75.96,21.71,8.8,45.9202,74.73,78.2,68.79,观察,58.25,普通观察,V2评分较好；相对强弱靠前；买点后涨幅偏高,24.08,20.63,16.72,0,TRADE,1,-9.870000000000005,32.209799999999994,42.0798,22.006051001485933,42.653229654974545,92.9115,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.4669149890325332,53.321049232277325
2026-05-08,20260508,002294,002294.SZ,信立泰,36.89,36.89,0.0,0.0,43.85,93.85,1.03,70.66,26.1,5.35,40.6239,35.93,18.45,34.03,剔除,15.92,回避,买点后回撤偏深；指数20日涨幅偏高,47.9,54.01,-11.31,0,,1,-16.61,-3.7338999999999984,12.8761,8.714241795474807,5.184881869435407,61.349999999999994,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.6128600618024888,53.10920432617421
2026-05-08,20260508,600536,600536.SH,中国软件,72.14,72.14,0.0,100.0,99.2,94.56,80.43,9.7,23.86,7.6,47.5154,62.63,81.03,56.19,剔除,44.16,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,43.45,37.59,15.59,1,WATCH,1,-3.859999999999999,24.6246,28.4846,15.4523081464658,43.807074771091486,97.576,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.4909961884761365,51.22673319332956
2026-05-08,20260508,603816,603816.SH,顾家家居,37.95,37.95,0.0,0.0,43.85,71.94,6.43,57.2,18.91,6.2,54.8782,42.91,17.45,34.09,剔除,9.99,回避,流动性偏弱；买点后回撤偏深；指数20日涨幅偏高,30.84,34.85,-11.51,0,,1,-24.049999999999997,-16.928199999999997,7.1218,12.353720697830267,11.026844516905095,53.6815,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.5770927360018102,50.62349152012672
2026-05-08,20260508,603989,603989.SH,艾华集团,53.82,53.82,0.0,100.0,43.85,29.12,78.2,53.93,16.26,7.9,58.9988,67.63,71.85,54.57,剔除,31.88,回避,相对强弱靠前；流动性偏弱；买点后涨幅偏高,21.05,17.61,19.53,0,,1,-25.18,-5.1788000000000025,20.001199999999997,13.297245146269958,35.65854736244874,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.4873977379320592,50.488841655244144
2026-05-08,20260508,300454,300454.SZ,深信服,64.0,64.0,0.0,100.0,43.85,86.21,87.75,43.55,28.21,7.35,53.8678,68.58,81.1,62.53,观察,53.19,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,123.52,106.89,15.56,0,WATCH,1,-9.5,10.132199999999996,19.632199999999997,9.81779637257431,49.75366820647499,58.676,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.43406828322596397,49.143779825817475
2026-05-08,20260508,001337,001337.SZ,四川黄金,53.47,53.47,0.0,100.0,43.85,29.12,86.25,34.34,25.11,8.25,56.0934,69.93,80.03,57.98,剔除,49.56,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,59.19,51.03,15.99,0,,1,-29.03,-2.6234000000000037,26.406599999999997,16.056834739553537,46.537484891214305,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.4503738161063298,48.92016712744309
2026-05-08,20260508,002812,002812.SZ,恩捷股份,50.68,50.68,0.0,100.0,43.85,29.12,73.5,17.06,29.42,6.4,49.6684,60.7,82.62,53.04,剔除,46.83,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,81.27,70.7,14.95,0,,1,-13.32,1.0116000000000014,14.331600000000002,7.998338297421534,46.50129030467865,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.4636505815518169,48.36754070862718
2026-05-08,20260508,300397,300397.SZ,天和防务,76.89,76.89,0.0,100.0,91.74,93.81,83.91,73.1,18.83,8.8,46.7204,74.92,81.32,67.95,观察,48.46,回避,V2评分较好；相对强弱靠前；流动性偏弱,13.88,12.02,15.47,0,TRADE,1,-11.11,30.169600000000003,41.2796,21.360564288426467,39.749532072717535,92.4645,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.39884211592220903,48.30394811455463
2026-05-08,20260508,000012,000012.SZ,南玻Ａ,27.92,27.92,0.0,0.0,43.85,29.12,6.61,97.32,9.32,4.9,25.9053,30.43,18.85,24.95,剔除,3.85,回避,流动性偏弱；买点后回撤偏深；指数20日涨幅偏高,4.03,4.54,-11.23,0,,1,-21.08,2.0147000000000013,23.0947,12.791863196188428,7.848898011823061,38.694500000000005,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.576893279492861,47.867529564500266
2026-05-08,20260508,000980,000980.SZ,众泰汽车,52.44,52.44,0.0,100.0,43.85,29.12,85.18,32.76,23.67,6.95,34.4174,60.47,81.8,53.7,剔除,42.64,回避,相对强弱靠前；买点后涨幅偏高；指数20日涨幅偏高,2.64,2.29,15.28,0,,1,-17.060000000000002,18.022599999999997,35.0826,17.54350085511251,44.90223379744042,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.4466449291367815,47.375145039574704
2026-05-08,20260508,300705,300705.SZ,九典制药,31.4,31.4,0.0,0.0,43.85,64.93,5.6,76.77,8.09,6.2,50.4703,40.8,18.4,29.05,剔除,5.72,回避,流动性偏弱；买点后回撤偏深；指数20日涨幅偏高,12.92,14.57,-11.32,0,,1,-30.6,-19.070300000000003,11.529699999999998,15.454073487703278,6.730824615156749,51.228,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.5327791829914015,46.0095428093981
