trade_date,price_rows,price_symbols,score_rows,empty_industry_rows,null_score_rows,null_liquidity_rows,null_bs_v2_rows,null_consensus_rows,model_field_rows,has_price,has_score,score_rows_ok,core_null_rows,core_fields_ok,model_fields_clean,ready,month
2026-03-17,5478,5478,5462,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-18,5479,5479,5462,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-19,5479,5479,5462,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-20,5481,5481,5463,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-23,5483,5483,5465,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-24,5481,5481,5463,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-25,5482,5482,5462,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-26,5481,5481,5461,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-27,5478,5478,5457,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-30,5476,5476,5454,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-03-31,5482,5482,5457,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-03
2026-04-01,5485,5485,5459,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-02,5485,5485,5459,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-03,5486,5486,5460,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-07,5484,5484,5168,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-08,5490,5490,5462,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-09,5491,5491,5463,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-10,5495,5495,5174,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-13,5494,5494,5462,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-14,5496,5496,5464,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-15,5494,5494,5172,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-16,5498,5498,5173,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-17,5497,5497,5171,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-20,5493,5493,5166,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-21,5498,5498,5169,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-22,5497,5497,5458,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-23,5494,5494,5455,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-24,5496,5496,5455,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-27,5495,5495,5453,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-28,5488,5488,5446,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-29,5462,5462,5419,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-04-30,5460,5460,5416,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-04
2026-05-06,5490,5490,5446,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-07,5492,5492,5448,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-08,5491,5491,5446,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-11,5489,5489,5155,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-12,5490,5490,5154,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-13,5493,5493,5158,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-14,5493,5493,5158,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-15,5493,5493,5158,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-18,5497,5497,5160,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-19,5494,5494,5156,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-20,5498,5498,5160,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-21,5501,5501,5163,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-22,5501,5501,5162,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-25,5504,5504,5162,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-26,5504,5504,5162,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-27,5504,5504,5161,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-28,5506,5506,5161,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-05-29,5505,5505,5160,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-05
2026-06-01,5508,5508,5162,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-06
2026-06-02,5507,5507,5161,0,0,0,0,0,0,True,True,True,0,True,True,True,2026-06
