order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price_exact,fill_price_exact,gross_notional_exact,price_impact_cost_exact,commission_exact,total_fee_exact,cash_delta_exact,cash_before_exact,cash_after_exact,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,risk_state,target_exposure,scenario
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.3347,19533.4700,1933.4700,14.650102500,14.650102500,-19548.120102500,488099.53643999994,468551.4163374999,176.0,195.3347,100,19533.47,1933.47,14.650102,14.650102,-19548.12,488099.54,468551.42,0,100,True,0.4,c0.00075_s0.0
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.0621,18074.5200,734.5200,13.555890000,13.555890000,-18088.075890000,468551.4163374999,450463.34044749994,14.45,15.0621,1200,18074.52,734.52,13.55589,13.55589,-18088.08,468551.42,450463.34,0,1200,True,0.4,c0.00075_s0.0
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.2841,36182.9700,3117.9700,27.137227500,27.137227500,-36210.107227500,450463.34044749994,414253.23321999994,19.45,21.2841,1700,36182.97,3117.97,27.137228,27.137228,-36210.11,450463.34,414253.23,0,1700,True,0.4,c0.00075_s0.0
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.4725,64575.5000,8053.5000,48.431625000,48.431625000,-64623.931625000,414253.23321999994,349629.30159499997,4.79,5.4725,11800,64575.5,8053.5,48.431625,48.431625,-64623.93,414253.23,349629.3,0,11800,True,0.4,c0.00075_s0.0
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.5485,46964.5500,3071.5500,35.223412500,35.223412500,-46999.773412500,349629.30159499997,302629.5281825,146.31,156.5485,300,46964.55,3071.55,35.223413,35.223413,-46999.77,349629.3,302629.53,0,300,True,0.4,c0.00075_s0.0
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.7854,18978.5400,1878.5400,14.233905000,14.233905000,18964.306095000,302629.5281825,321593.8342775,171.0,189.7854,100,18978.54,1878.54,14.233905,14.233905,18964.31,302629.53,321593.83,100,0,True,0.4,c0.00075_s0.0
17,2023-12-28,2,2023-12-27,002558,SELL,10.82,11.2783,13533.9600,549.9600,10.150470000,10.150470000,13523.809530000,321593.8342775,335117.6438075,10.82,11.2783,1200,13533.96,549.96,10.15047,10.15047,13523.81,321593.83,335117.64,1200,0,True,0.4,c0.00075_s0.0
18,2023-12-28,3,2023-12-27,601398,SELL,4.83,5.5182,65114.7600,8120.7600,48.836070000,48.836070000,65065.923930000,335117.6438075,400183.5677375,4.83,5.5182,11800,65114.76,8120.76,48.83607,48.83607,65065.92,335117.64,400183.57,11800,0,True,0.4,c0.00075_s0.0
19,2023-12-28,4,2023-12-27,002786,BUY,17.71,17.71,12397.00,0.00,9.2977500,9.2977500,-12406.2977500,400183.5677375,387777.2699875,17.71,17.71,700,12397.0,0.0,9.29775,9.29775,-12406.3,400183.57,387777.27,0,700,True,0.4,c0.00075_s0.0
20,2023-12-28,5,2023-12-27,002855,BUY,38.6,38.6,15440.0,0.0,11.580000,11.580000,-15451.580000,387777.2699875,372325.68998749997,38.6,38.6,400,15440.0,0.0,11.58,11.58,-15451.58,387777.27,372325.69,0,400,True,0.4,c0.00075_s0.0
21,2023-12-28,6,2023-12-27,300735,BUY,22.45,23.1901,48699.2100,1554.2100,36.524407500,36.524407500,-48735.734407500,372325.68998749997,323589.95557999995,22.45,23.1901,2100,48699.21,1554.21,36.524408,36.524408,-48735.73,372325.69,323589.96,0,2100,True,0.4,c0.00075_s0.0
22,2023-12-28,7,2023-12-27,600938,BUY,20.55,22.4879,26985.4800,2325.4800,20.239110000,20.239110000,-27005.719110000,323589.95557999995,296584.23646999995,20.55,22.4879,1200,26985.48,2325.48,20.23911,20.23911,-27005.72,323589.96,296584.24,1700,2900,True,0.4,c0.00075_s0.0
23,2023-12-29,1,2023-12-28,600938,SELL,20.5,22.4331,65055.9900,5605.9900,48.791992500,48.791992500,65007.198007500,296584.23646999995,361591.4344774999,20.5,22.4331,2900,65055.99,5605.99,48.791992,48.791992,65007.2,296584.24,361591.43,2900,0,True,0.4,c0.00075_s0.0
24,2023-12-29,2,2023-12-28,600941,BUY,97.26,108.4756,65085.3600,6729.3600,48.814020000,48.814020000,-65134.174020000,361591.4344774999,296457.26045749994,97.26,108.4756,600,65085.36,6729.36,48.81402,48.81402,-65134.17,361591.43,296457.26,0,600,True,0.4,c0.00075_s0.0
25,2024-01-03,1,2024-01-02,300750,SELL,156.1,167.0236,50107.0800,3277.0800,37.580310000,37.580310000,50069.499690000,296457.26045749994,346526.76014749997,156.1,167.0236,300,50107.08,3277.08,37.58031,37.58031,50069.5,296457.26,346526.76,300,0,True,0.4,c0.00075_s0.0
26,2024-01-03,2,2024-01-02,002241,BUY,20.75,21.4145,53536.2500,1661.2500,40.152187500,40.152187500,-53576.402187500,346526.76014749997,292950.35795999994,20.75,21.4145,2500,53536.25,1661.25,40.152187,40.152187,-53576.4,346526.76,292950.36,0,2500,True,0.4,c0.00075_s0.0
27,2024-01-12,1,2024-01-11,002786,SELL,16.3,16.3,11410.0,0.0,8.557500,8.557500,11401.442500,292950.35795999994,304351.80045999994,16.3,16.3,700,11410.0,0.0,8.5575,8.5575,11401.44,292950.36,304351.8,700,0,True,0.4,c0.00075_s0.0
28,2024-01-12,2,2024-01-11,002855,SELL,33.85,33.85,13540.00,0.00,10.1550000,10.1550000,13529.8450000,304351.80045999994,317881.6454599999,33.85,33.85,400,13540.0,0.0,10.155,10.155,13529.84,304351.8,317881.65,400,0,True,0.4,c0.00075_s0.0
29,2024-01-12,3,2024-01-11,300735,SELL,20.17,20.8349,43753.2900,1396.2900,32.814967500,32.814967500,43720.475032500,317881.6454599999,361602.1204924999,20.17,20.8349,2100,43753.29,1396.29,32.814968,32.814968,43720.48,317881.65,361602.12,2100,0,True,0.4,c0.00075_s0.0
30,2024-01-12,4,2024-01-11,002415,BUY,30.73,33.4914,16745.7000,1380.7000,12.559275000,12.559275000,-16758.259275000,361602.1204924999,344843.8612174999,30.73,33.4914,500,16745.7,1380.7,12.559275,12.559275,-16758.26,361602.12,344843.86,0,500,True,0.4,c0.00075_s0.0
31,2024-01-12,5,2024-01-11,601398,BUY,4.77,5.4497,34333.1100,4282.1100,25.749832500,25.749832500,-34358.859832500,344843.8612174999,310485.0013849999,4.77,5.4497,6300,34333.11,4282.11,25.749833,25.749833,-34358.86,344843.86,310485.0,0,6300,True,0.4,c0.00075_s0.0
32,2024-01-12,6,2024-01-11,601857,BUY,7.26,8.0641,24998.7100,2492.7100,18.749032500,18.749032500,-25017.459032500,310485.0013849999,285467.5423524999,7.26,8.0641,3100,24998.71,2492.71,18.749032,18.749032,-25017.46,310485.0,285467.54,0,3100,True,0.4,c0.00075_s0.0
33,2024-01-15,1,2024-01-12,600941,SELL,95.19,106.1669,63700.1400,6586.1400,47.775105000,47.775105000,63652.364895000,285467.5423524999,349119.9072474999,95.19,106.1669,600,63700.14,6586.14,47.775105,47.775105,63652.36,285467.54,349119.91,600,0,True,0.4,c0.00075_s0.0
34,2024-01-15,2,2024-01-12,000158,BUY,9.23,9.25,65675.00,142.00,49.2562500,49.2562500,-65724.2562500,349119.9072474999,283395.65099749994,9.23,9.25,7100,65675.0,142.0,49.25625,49.25625,-65724.26,349119.91,283395.65,0,7100,True,0.4,c0.00075_s0.0
35,2024-01-17,1,2024-01-16,002241,SELL,18.89,19.4949,48737.2500,1512.2500,36.552937500,36.552937500,48700.697062500,283395.65099749994,332096.34805999993,18.89,19.4949,2500,48737.25,1512.25,36.552937,36.552937,48700.7,283395.65,332096.35,2500,0,True,0.4,c0.00075_s0.0
36,2024-01-17,2,2024-01-16,000338,BUY,14.92,16.3714,47477.0600,4209.0600,35.607795000,35.607795000,-47512.667795000,332096.34805999993,284583.6802649999,14.92,16.3714,2900,47477.06,4209.06,35.607795,35.607795,-47512.67,332096.35,284583.68,0,2900,True,0.4,c0.00075_s0.0
37,2024-01-26,1,2024-01-25,002415,SELL,32.08,34.9627,17481.3500,1441.3500,13.111012500,13.111012500,17468.238987500,284583.6802649999,302051.91925249994,32.08,34.9627,500,17481.35,1441.35,13.111012,13.111012,17468.24,284583.68,302051.92,500,0,True,0.4,c0.00075_s0.0
38,2024-01-26,2,2024-01-25,601398,SELL,5.01,5.7239,36060.5700,4497.5700,27.045427500,27.045427500,36033.524572500,302051.91925249994,338085.44382499997,5.01,5.7239,6300,36060.57,4497.57,27.045427,27.045427,36033.52,302051.92,338085.44,6300,0,True,0.4,c0.00075_s0.0
39,2024-01-26,3,2024-01-25,601857,SELL,8.05,8.9416,27718.9600,2763.9600,20.789220000,20.789220000,27698.170780000,338085.44382499997,365783.61460499995,8.05,8.9416,3100,27718.96,2763.96,20.78922,20.78922,27698.17,338085.44,365783.61,3100,0,True,0.4,c0.00075_s0.0
40,2024-01-26,4,2024-01-25,300059,BUY,13.25,13.3985,24117.3000,267.3000,18.087975000,18.087975000,-24135.387975000,365783.61460499995,341648.22662999993,13.25,13.3985,1800,24117.3,267.3,18.087975,18.087975,-24135.39,365783.61,341648.23,0,1800,True,0.4,c0.00075_s0.0
41,2024-01-26,5,2024-01-25,600030,BUY,20.4,21.8385,32757.7500,2157.7500,24.568312500,24.568312500,-32782.318312500,341648.22662999993,308865.9083174999,20.4,21.8385,1500,32757.75,2157.75,24.568313,24.568313,-32782.32,341648.23,308865.91,0,1500,True,0.4,c0.00075_s0.0
42,2024-01-26,6,2024-01-25,601099,BUY,3.45,3.45,20010.00,0.00,15.0075000,15.0075000,-20025.0075000,308865.9083174999,288840.9008174999,3.45,3.45,5800,20010.0,0.0,15.0075,15.0075,-20025.01,308865.91,288840.9,0,5800,True,0.4,c0.00075_s0.0
43,2024-01-29,1,2024-01-26,000158,SELL,9.09,9.1097,64678.8700,139.8700,48.509152500,48.509152500,64630.360847500,288840.9008174999,353471.2616649999,9.09,9.1097,7100,64678.87,139.87,48.509152,48.509152,64630.36,288840.9,353471.26,7100,0,True,0.4,c0.00075_s0.0
44,2024-01-29,2,2024-01-26,000002,BUY,10.41,10.41,65583.00,0.00,49.1872500,49.1872500,-65632.1872500,353471.2616649999,287839.07441499986,10.41,10.41,6300,65583.0,0.0,49.18725,49.18725,-65632.19,353471.26,287839.07,0,6300,True,0.4,c0.00075_s0.0
45,2024-01-31,1,2024-01-30,000338,SELL,14.91,16.3604,47445.1600,4206.1600,35.583870000,35.583870000,47409.576130000,287839.07441499986,335248.65054499987,14.91,16.3604,2900,47445.16,4206.16,35.58387,35.58387,47409.58,287839.07,335248.65,2900,0,True,0.4,c0.00075_s0.0
46,2024-01-31,2,2024-01-30,601857,BUY,8.34,9.2637,51876.7200,5172.7200,38.907540000,38.907540000,-51915.627540000,335248.65054499987,283333.02300499985,8.34,9.2637,5600,51876.72,5172.72,38.90754,38.90754,-51915.63,335248.65,283333.02,0,5600,True,0.4,c0.00075_s0.0
47,2024-02-19,1,2024-02-08,300059,SELL,13.35,13.4996,24299.2800,269.2800,18.224460000,18.224460000,24281.055540000,283333.02300499985,307614.0785449998,13.35,13.4996,1800,24299.28,269.28,18.22446,18.22446,24281.06,283333.02,307614.08,1800,0,True,0.4,c0.00075_s0.0
48,2024-02-19,2,2024-02-08,600030,SELL,21.12,22.6092,33913.8000,2233.8000,25.435350000,25.435350000,33888.364650000,307614.0785449998,341502.4431949998,21.12,22.6092,1500,33913.8,2233.8,25.43535,25.43535,33888.36,307614.08,341502.44,1500,0,True,0.4,c0.00075_s0.0
49,2024-02-19,3,2024-02-08,601099,SELL,3.29,3.29,19082.00,0.00,14.3115000,14.3115000,19067.6885000,341502.4431949998,360570.1316949998,3.29,3.29,5800,19082.0,0.0,14.3115,14.3115,19067.69,341502.44,360570.13,5800,0,True,0.4,c0.00075_s0.0
50,2024-02-19,4,2024-02-08,000895,BUY,28.34,32.4796,42223.4800,5381.4800,31.667610000,31.667610000,-42255.147610000,360570.1316949998,318314.9840849998,28.34,32.4796,1300,42223.48,5381.48,31.66761,31.66761,-42255.15,360570.13,318314.98,0,1300,True,0.4,c0.00075_s0.0
51,2024-02-19,5,2024-02-08,002340,BUY,5.18,5.3046,13791.9600,323.9600,10.343970000,10.343970000,-13802.303970000,318314.9840849998,304512.6801149998,5.18,5.3046,2600,13791.96,323.96,10.34397,10.34397,-13802.3,318314.98,304512.68,0,2600,True,0.4,c0.00075_s0.0
52,2024-02-19,6,2024-02-08,600111,BUY,18.34,18.4888,14791.0400,119.0400,11.093280000,11.093280000,-14802.133280000,304512.6801149998,289710.5468349998,18.34,18.4888,800,14791.04,119.04,11.09328,11.09328,-14802.13,304512.68,289710.55,0,800,True,0.4,c0.00075_s0.0
53,2024-02-20,1,2024-02-19,000002,SELL,9.9,9.9,62370.0,0.0,46.777500,46.777500,62323.222500,289710.5468349998,352033.76933499984,9.9,9.9,6300,62370.0,0.0,46.7775,46.7775,62323.22,289710.55,352033.77,6300,0,True,0.4,c0.00075_s0.0
54,2024-02-20,2,2024-02-19,002463,BUY,26.39,27.3644,65674.5600,2338.5600,49.255920000,49.255920000,-65723.815920000,352033.76933499984,286309.9534149999,26.39,27.3644,2400,65674.56,2338.56,49.25592,49.25592,-65723.82,352033.77,286309.95,0,2400,True,0.4,c0.00075_s0.0
55,2024-02-22,1,2024-02-21,601857,SELL,8.63,9.5858,53680.4800,5352.4800,40.260360000,40.260360000,53640.219640000,286309.9534149999,339950.1730549999,8.63,9.5858,5600,53680.48,5352.48,40.26036,40.26036,53640.22,286309.95,339950.17,5600,0,True,0.4,c0.00075_s0.0
56,2024-02-22,2,2024-02-21,600839,BUY,4.75,4.8196,54461.4800,786.4800,40.846110000,40.846110000,-54502.326110000,339950.1730549999,285447.8469449999,4.75,4.8196,11300,54461.48,786.48,40.84611,40.84611,-54502.33,339950.17,285447.85,0,11300,True,0.4,c0.00075_s0.0
57,2024-03-04,1,2024-03-01,000895,SELL,29.01,33.2475,43221.7500,5508.7500,32.416312500,32.416312500,43189.333687500,285447.8469449999,328637.18063249986,29.01,33.2475,1300,43221.75,5508.75,32.416312,32.416312,43189.33,285447.85,328637.18,1300,0,True,0.4,c0.00075_s0.0
58,2024-03-04,2,2024-03-01,002340,SELL,5.42,5.5504,14431.0400,339.0400,10.823280000,10.823280000,14420.216720000,328637.18063249986,343057.3973524999,5.42,5.5504,2600,14431.04,339.04,10.82328,10.82328,14420.22,328637.18,343057.4,2600,0,True,0.4,c0.00075_s0.0
59,2024-03-04,3,2024-03-01,600111,SELL,19.1,19.2549,15403.9200,123.9200,11.552940000,11.552940000,15392.367060000,343057.3973524999,358449.7644124999,19.1,19.2549,800,15403.92,123.92,11.55294,11.55294,15392.37,343057.4,358449.76,800,0,True,0.4,c0.00075_s0.0
60,2024-03-04,4,2024-03-01,002281,BUY,34.45,34.8717,20923.0200,253.0200,15.692265000,15.692265000,-20938.712265000,358449.7644124999,337511.0521474999,34.45,34.8717,600,20923.02,253.02,15.692265,15.692265,-20938.71,358449.76,337511.05,0,600,True,0.4,c0.00075_s0.0
61,2024-03-04,5,2024-03-01,300045,BUY,22.97,22.97,18376.00,0.00,13.7820000,13.7820000,-18389.7820000,337511.0521474999,319121.2701474999,22.97,22.97,800,18376.0,0.0,13.782,13.782,-18389.78,337511.05,319121.27,0,800,True,0.4,c0.00075_s0.0
62,2024-03-04,6,2024-03-01,603220,BUY,34.8,45.7577,22878.8500,5478.8500,17.159137500,17.159137500,-22896.009137500,319121.2701474999,296225.2610099999,34.8,45.7577,500,22878.85,5478.85,17.159137,17.159137,-22896.01,319121.27,296225.26,0,500,True,0.4,c0.00075_s0.0
63,2024-03-05,1,2024-03-04,002463,SELL,27.75,28.7746,69059.0400,2459.0400,51.794280000,51.794280000,69007.245720000,296225.2610099999,365232.5067299999,27.75,28.7746,2400,69059.04,2459.04,51.79428,51.79428,69007.25,296225.26,365232.51,2400,0,True,0.4,c0.00075_s0.0
64,2024-03-05,2,2024-03-04,000938,BUY,24.89,25.1671,65434.4600,720.4600,49.075845000,49.075845000,-65483.535845000,365232.5067299999,299748.9708849999,24.89,25.1671,2600,65434.46,720.46,49.075845,49.075845,-65483.54,365232.51,299748.97,0,2600,True,0.4,c0.00075_s0.0
65,2024-03-07,1,2024-03-06,600839,SELL,5.55,5.6313,63633.6900,918.6900,47.725267500,47.725267500,63585.964732500,299748.9708849999,363334.93561749987,5.55,5.6313,11300,63633.69,918.69,47.725268,47.725268,63585.96,299748.97,363334.94,11300,0,True,0.4,c0.00075_s0.0
66,2024-03-07,2,2024-03-06,002456,BUY,9.6,9.6,68160.0,0.0,51.120000,51.120000,-68211.120000,363334.93561749987,295123.8156174999,9.6,9.6,7100,68160.0,0.0,51.12,51.12,-68211.12,363334.94,295123.82,0,7100,True,0.4,c0.00075_s0.0
67,2024-03-18,1,2024-03-15,002281,SELL,39.8,40.2872,24172.3200,292.3200,18.129240000,18.129240000,24154.190760000,295123.81561749993,319278.00637749996,39.8,40.2872,600,24172.32,292.32,18.12924,18.12924,24154.19,295123.82,319278.01,600,0,False,0.6,c0.00075_s0.0
68,2024-03-18,2,2024-03-15,300045,SELL,24.91,24.91,19928.00,0.00,14.9460000,14.9460000,19913.0540000,319278.00637749996,339191.06037749996,24.91,24.91,800,19928.0,0.0,14.946,14.946,19913.05,319278.01,339191.06,800,0,False,0.6,c0.00075_s0.0
69,2024-03-18,3,2024-03-15,603220,SELL,36.46,47.9404,23970.2000,5740.2000,17.977650000,17.977650000,23952.222350000,339191.06037749996,363143.28272749996,36.46,47.9404,500,23970.2,5740.2,17.97765,17.97765,23952.22,339191.06,363143.28,500,0,False,0.6,c0.00075_s0.0
70,2024-03-18,4,2024-03-15,601138,BUY,23.45,24.7117,27182.8700,1387.8700,20.387152500,20.387152500,-27203.257152500,363143.28272749996,335940.025575,23.45,24.7117,1100,27182.87,1387.87,20.387152,20.387152,-27203.26,363143.28,335940.03,0,1100,False,0.6,c0.00075_s0.0
71,2024-03-18,5,2024-03-15,601225,BUY,24.53,27.5986,60716.9200,6750.9200,45.537690000,45.537690000,-60762.457690000,335940.025575,275177.56788499997,24.53,27.5986,2200,60716.92,6750.92,45.53769,45.53769,-60762.46,335940.03,275177.57,0,2200,False,0.6,c0.00075_s0.0
72,2024-03-18,6,2024-03-15,601899,BUY,15.97,16.6277,74824.6500,2959.6500,56.118487500,56.118487500,-74880.768487500,275177.56788499997,200296.79939749997,15.97,16.6277,4500,74824.65,2959.65,56.118488,56.118488,-74880.77,275177.57,200296.8,0,4500,False,0.6,c0.00075_s0.0
73,2024-03-19,1,2024-03-18,000938,SELL,23.6,23.8627,62043.0200,683.0200,46.532265000,46.532265000,61996.487735000,200296.79939749994,262293.2871325,23.6,23.8627,2600,62043.02,683.02,46.532265,46.532265,61996.49,200296.8,262293.29,2600,0,False,0.6,c0.00075_s0.0
74,2024-03-19,2,2024-03-18,603993,BUY,7.75,8.2467,62674.9200,3774.9200,47.006190000,47.006190000,-62721.926190000,262293.2871325,199571.36094249997,7.75,8.2467,7600,62674.92,3774.92,47.00619,47.00619,-62721.93,262293.29,199571.36,0,7600,False,0.6,c0.00075_s0.0
75,2024-03-21,1,2024-03-20,002456,SELL,10.41,10.41,73911.00,0.00,55.4332500,55.4332500,73855.5667500,199571.36094249997,273426.92769249994,10.41,10.41,7100,73911.0,0.0,55.43325,55.43325,73855.57,199571.36,273426.93,7100,0,False,0.6,c0.00075_s0.0
76,2024-03-21,2,2024-03-20,300496,BUY,64.0,64.7924,71271.6400,871.6400,53.453730000,53.453730000,-71325.093730000,273426.92769249994,202101.83396249995,64.0,64.7924,1100,71271.64,871.64,53.45373,53.45373,-71325.09,273426.93,202101.83,0,1100,False,0.6,c0.00075_s0.0
77,2024-04-01,1,2024-03-29,601138,SELL,22.9,24.1321,26545.3100,1355.3100,19.908982500,19.908982500,26525.401017500,202101.83396249995,228627.23497999995,22.9,24.1321,1100,26545.31,1355.31,19.908983,19.908983,26525.4,202101.83,228627.23,1100,0,False,0.6,c0.00075_s0.0
78,2024-04-01,2,2024-03-29,601225,SELL,24.7,27.7899,61137.7800,6797.7800,45.853335000,45.853335000,61091.926665000,228627.23497999995,289719.1616449999,24.7,27.7899,2200,61137.78,6797.78,45.853335,45.853335,61091.93,228627.23,289719.16,2200,0,False,0.6,c0.00075_s0.0
79,2024-04-01,3,2024-03-29,601899,SELL,17.24,17.95,80775.00,3195.00,60.5812500,60.5812500,80714.4187500,289719.1616449999,370433.58039499994,17.24,17.95,4500,80775.0,3195.0,60.58125,60.58125,80714.42,289719.16,370433.58,4500,0,False,0.6,c0.00075_s0.0
80,2024-04-01,4,2024-03-29,000977,BUY,42.38,42.679,34143.200,239.200,25.60740000,25.60740000,-34168.80740000,370433.58039499994,336264.77299499995,42.38,42.679,800,34143.2,239.2,25.6074,25.6074,-34168.81,370433.58,336264.77,0,800,False,0.6,c0.00075_s0.0
81,2024-04-01,5,2024-03-29,300975,BUY,14.11,14.1603,15576.3300,55.3300,11.682247500,11.682247500,-15588.012247500,336264.77299499995,320676.76074749994,14.11,14.1603,1100,15576.33,55.33,11.682248,11.682248,-15588.01,336264.77,320676.76,0,1100,False,0.6,c0.00075_s0.0
82,2024-04-01,6,2024-03-29,601166,BUY,15.8,18.6145,119132.8000,18012.8000,89.349600000,89.349600000,-119222.149600000,320676.76074749994,201454.61114749993,15.8,18.6145,6400,119132.8,18012.8,89.3496,89.3496,-119222.15,320676.76,201454.61,0,6400,False,0.6,c0.00075_s0.0
83,2024-04-02,1,2024-04-01,603993,SELL,8.22,8.7469,66476.4400,4004.4400,49.857330000,49.857330000,66426.582670000,201454.61114749993,267881.1938174999,8.22,8.7469,7600,66476.44,4004.44,49.85733,49.85733,66426.58,201454.61,267881.19,7600,0,False,0.6,c0.00075_s0.0
84,2024-04-02,2,2024-04-01,600309,BUY,84.5,89.345,62541.500,3391.500,46.90612500,46.90612500,-62588.40612500,267881.1938174999,205292.7876924999,84.5,89.345,700,62541.5,3391.5,46.906125,46.906125,-62588.41,267881.19,205292.79,0,700,False,0.6,c0.00075_s0.0
85,2024-04-08,1,2024-04-03,300496,SELL,50.71,51.3378,56471.5800,690.5800,42.353685000,42.353685000,56429.226315000,205292.7876924999,261722.0140074999,50.71,51.3378,1100,56471.58,690.58,42.353685,42.353685,56429.23,205292.79,261722.01,1100,0,False,0.6,c0.00075_s0.0
86,2024-04-08,2,2024-04-03,601857,BUY,10.05,11.1631,66978.6000,6678.6000,50.233950000,50.233950000,-67028.833950000,261722.0140074999,194693.1800574999,10.05,11.1631,6000,66978.6,6678.6,50.23395,50.23395,-67028.83,261722.01,194693.18,0,6000,False,0.6,c0.00075_s0.0
87,2024-04-17,1,2024-04-16,000977,SELL,37.2,37.4625,29970.0000,210.0000,22.477500000,22.477500000,29947.522500000,194693.1800574999,224640.7025574999,37.2,37.4625,800,29970.0,210.0,22.4775,22.4775,29947.52,194693.18,224640.7,800,0,False,0.6,c0.00075_s0.0
88,2024-04-17,2,2024-04-16,300975,SELL,8.75,8.7812,9659.3200,34.3200,7.244490000,7.244490000,9652.075510000,224640.7025574999,234292.7780674999,8.75,8.7812,1100,9659.32,34.32,7.24449,7.24449,9652.08,224640.7,234292.78,1100,0,False,0.6,c0.00075_s0.0
89,2024-04-17,3,2024-04-16,601166,SELL,15.91,18.7441,119962.2400,18138.2400,89.971680000,89.971680000,119872.268320000,234292.7780674999,354165.0463874999,15.91,18.7441,6400,119962.24,18138.24,89.97168,89.97168,119872.27,234292.78,354165.05,6400,0,False,0.6,c0.00075_s0.0
90,2024-04-17,4,2024-04-16,300760,BUY,265.76,282.0832,28208.3200,1632.3200,21.156240000,21.156240000,-28229.476240000,354165.0463874999,325935.5701474999,265.76,282.0832,100,28208.32,1632.32,21.15624,21.15624,-28229.48,354165.05,325935.57,0,100,False,0.6,c0.00075_s0.0
91,2024-04-17,5,2024-04-16,600019,BUY,6.97,7.5527,57400.5200,4428.5200,43.050390000,43.050390000,-57443.570390000,325935.5701474999,268491.9997574999,6.97,7.5527,7600,57400.52,4428.52,43.05039,43.05039,-57443.57,325935.57,268492.0,0,7600,False,0.6,c0.00075_s0.0
