order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,23.08,24.80329545,4000,99213.18180000,6893.18180000,74.409886,0,0,74.409886,-99287.59168600,500000.0,400712.408314,0,4000,0,92320.00,500000.0,493032.408314,False,0.6000,c0.00075_s0.0005
2,2023-11-30,2,2023-11-29,002594,BUY,201.6,619.8413658,100,61984.1365800,41824.1365800,46.488102,0,0,46.488102,-62030.6246820,400712.408314,338681.783632,0,100,92320.00,112480.00,493032.408314,451161.783632,False,0.6000,c0.00075_s0.0005
3,2023-11-30,3,2023-11-29,300351,BUY,23.0,23.2810347,800,18624.8277600,224.8277600,13.968621,0,0,13.968621,-18638.7963810,338681.783632,320042.98725099995,0,800,112480.00,130880.00,451161.783632,450922.98725099995,False,0.6000,c0.00075_s0.0005
4,2023-11-30,4,2023-11-29,688041,BUY,71.79,72.07732065,400,28830.92826000,114.92826000,21.623196,0,0,21.623196,-28852.55145600,320042.98725099995,291190.43579499994,0,400,130880.00,159596.00,450922.98725099995,450786.43579499994,False,0.6000,c0.00075_s0.0005
5,2023-11-30,5,2023-11-29,688271,BUY,138.19,138.9220263,500,69461.0131500,366.0131500,52.095760,0,0,52.095760,-69513.1089100,291190.43579499994,221677.32688499993,0,500,159596.00,228691.00,450786.43579499994,450368.32688499993,False,0.6000,c0.00075_s0.0005
6,2023-12-14,1,2023-12-13,002142,SELL,20.58,22.0945472,4000,88378.1888000,6058.1888000,66.283642,0,0,66.283642,88311.9051580,221677.3268843375,309989.2320423375,4000,0,219731.00,137411.00,441408.3268843375,447400.2320423375,True,0.6000,c0.00075_s0.0005
7,2023-12-14,2,2023-12-13,002594,SELL,193.0,592.80654845,100,59280.65484500,39980.65484500,44.460491,0,0,44.460491,59236.19435400,309989.2320423375,369225.42639633745,100,0,137411.00,118111.00,447400.2320423375,487336.42639633745,True,0.6000,c0.00075_s0.0005
8,2023-12-14,3,2023-12-13,300351,SELL,20.48,20.70954005,800,16567.63204000,183.63204000,12.425724,0,0,12.425724,16555.20631600,369225.42639633745,385780.6327123375,800,0,118111.00,101727.00,487336.42639633745,487507.6327123375,True,0.6000,c0.00075_s0.0005
9,2023-12-14,4,2023-12-13,688041,SELL,78.13,78.36429825,400,31345.71930000,93.71930000,23.509289,0,0,23.509289,31322.21001100,385780.6327123375,417102.84272333747,400,0,101727.00,70475.00,487507.6327123375,487577.84272333747,True,0.6000,c0.00075_s0.0005
10,2023-12-14,5,2023-12-13,688271,SELL,140.95,141.55508705,500,70777.54352500,302.54352500,53.083158,0,0,53.083158,70724.46036700,417102.84272333747,487827.3030903375,500,0,70475.00,0,487577.84272333747,487827.3030903375,True,0.6000,c0.00075_s0.0005
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.43236735,200,39086.47347000,3886.47347000,29.314855,0,0,29.314855,-39115.78832500,487827.3030903375,448711.51476533746,0,200,0,35200.0,487827.3030903375,483911.51476533746,True,0.6000,c0.00075_s0.0005
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.069631049999998,1800,27125.335889999996400,1115.335889999996400,20.344002,0,0,20.344002,-27145.679891999996400,448711.51476533746,421565.8348733375,0,1800,35200.0,61210.00,483911.51476533746,482775.8348733375,True,0.6000,c0.00075_s0.0005
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.294742049999996,2600,55366.329329999989600,4796.329329999989600,41.524747,0,0,41.524747,-55407.854076999989600,421565.8348733375,366157.9807963375,0,2600,61210.00,111780.00,482775.8348733375,477937.9807963375,True,0.6000,c0.00075_s0.0005
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.47523625,17700,96911.68162500,12128.68162500,72.683761,0,0,72.683761,-96984.36538600,366157.9807963375,269173.61541033746,0,17700,111780.00,196563.00,477937.9807963375,465736.61541033746,True,0.6000,c0.00075_s0.0005
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.62677424999998,400,62650.70969999999200,4126.70969999999200,46.988032,0,0,46.988032,-62697.69773199999200,269173.6154102188,206475.91767821877,0,400,194567.00,253091.00,463740.6154102188,459566.91767821877,True,0.6000,c0.00075_s0.0005
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.6905073,200,37938.1014600,3738.1014600,28.453576,0,0,28.453576,37909.6478840,206475.91767794377,244385.56556194377,200,0,254285.00,220085.00,460760.91767794377,464470.56556194377,True,0.6000,c0.00075_s0.0005
17,2023-12-28,2,2023-12-27,002558,SELL,10.82,11.272660850000001,1800,20290.789530000001800,814.789530000001800,15.218092,0,0,15.218092,20275.571438000001800,244385.56556194377,264661.13699994376,1800,0,220085.00,200609.00,464470.56556194377,465270.13699994376,True,0.6000,c0.00075_s0.0005
18,2023-12-28,3,2023-12-27,601398,SELL,4.83,5.515440900000001,17700,97623.303930000017700,12132.303930000017700,73.217478,0,0,73.217478,97550.086452000017700,264661.13699994376,362211.2234519438,17700,0,200609.00,115118.00,465270.13699994376,477329.2234519438,True,0.6000,c0.00075_s0.0005
19,2023-12-28,4,2023-12-27,002786,BUY,17.71,17.718855,1100,19490.740500,9.740500,14.618055,0,0,14.618055,-19505.358555,362211.2234519438,342705.8648969438,0,1100,115118.00,134599.00,477329.2234519438,477304.8648969438,True,0.6000,c0.00075_s0.0005
20,2023-12-28,5,2023-12-27,002855,BUY,38.6,38.6193,600,23171.5800,11.5800,17.378685,0,0,17.378685,-23188.958685,342705.8648969438,319516.9062119438,0,600,134599.00,157759.00,477304.8648969438,477275.9062119438,True,0.6000,c0.00075_s0.0005
21,2023-12-28,6,2023-12-27,300735,BUY,22.45,23.20169505,3200,74245.42416000,2405.42416000,55.684068,0,0,55.684068,-74301.10822800,319516.9062119438,245215.79798394378,0,3200,157759.00,229599.00,477275.9062119438,474814.79798394378,True,0.6000,c0.00075_s0.0005
22,2023-12-28,7,2023-12-27,600938,BUY,20.55,22.499143949999997,2000,44998.287899999994000,3898.287899999994000,33.748716,0,0,33.748716,-45032.036615999994000,245215.79798394378,200183.76136794378,2600,4600,229599.00,270699.00,474814.79798394378,470882.76136794378,True,0.6000,c0.00075_s0.0005
23,2023-12-29,1,2023-12-28,600938,SELL,20.5,22.42188345,4600,103140.66387000,8840.66387000,77.355498,0,0,77.355498,103063.30837200,200183.76136733373,303247.0697393337,4600,0,273172.00,178872.00,473355.76136733373,482119.0697393337,True,0.6000,c0.00075_s0.0005
24,2023-12-29,2,2023-12-28,600941,BUY,97.26,108.5298378,900,97676.8540200,10142.8540200,73.257641,0,0,73.257641,-97750.1116610,303247.0697393337,205496.9580783337,0,900,178872.00,266406.00,482119.0697393337,471902.9580783337,True,0.6000,c0.00075_s0.0005
25,2024-01-03,1,2024-01-02,300750,SELL,156.1,166.9400882,400,66776.0352800,4336.0352800,50.082026,0,0,50.082026,66725.9532540,205496.95807891618,272222.9113329162,400,0,260314.00,197874.00,465810.95807891618,470096.9113329162,True,0.6000,c0.00075_s0.0005
26,2024-01-03,2,2024-01-02,002241,BUY,20.75,21.42520725,3600,77130.74610000,2430.74610000,57.848060,0,0,57.848060,-77188.59416000,272222.9113329162,195034.3171729162,0,3600,197874.00,272574.00,470096.9113329162,467608.3171729162,True,0.6000,c0.00075_s0.0005
27,2024-01-12,1,2024-01-11,002786,SELL,16.3,16.29185,1100,17921.03500,8.96500,13.440776,0,0,13.440776,17907.594224,195034.31717288116,212941.91139688116,1100,0,256702.00,238772.00,451736.31717288116,451713.91139688116,True,0.6000,c0.00075_s0.0005
28,2024-01-12,2,2024-01-11,002855,SELL,33.85,33.833075,600,20299.845000,10.155000,15.224884,0,0,15.224884,20284.620116,212941.91139688116,233226.53151288116,600,0,238772.00,218462.00,451713.91139688116,451688.53151288116,True,0.6000,c0.00075_s0.0005
29,2024-01-12,3,2024-01-11,300735,SELL,20.17,20.824482550000003,3200,66638.344160000009600,2094.344160000009600,49.978758,0,0,49.978758,66588.365402000009600,233226.53151288116,299814.8969148812,3200,0,218462.00,153918.00,451688.53151288116,453732.8969148812,True,0.6000,c0.00075_s0.0005
30,2024-01-12,4,2024-01-11,002415,BUY,30.73,33.5081457,700,23455.7019900,1944.7019900,17.591776,0,0,17.591776,-23473.2937660,299814.8969148812,276341.6031488812,0,700,153918.00,175429.00,453732.8969148812,451770.6031488812,True,0.6000,c0.00075_s0.0005
31,2024-01-12,5,2024-01-11,601398,BUY,4.77,5.45242485,9300,50707.55110500,6346.55110500,38.030663,0,0,38.030663,-50745.58176800,276341.6031488812,225596.02138088117,0,9300,175429.00,219790.00,451770.6031488812,445386.02138088117,True,0.6000,c0.00075_s0.0005
32,2024-01-12,6,2024-01-11,601857,BUY,7.26,8.068132049999999,4600,37113.407429999995400,3717.407429999995400,27.835056,0,0,27.835056,-37141.242485999995400,225596.02138088117,188454.77889488116,0,4600,219790.00,253186.00,445386.02138088117,441640.77889488116,True,0.6000,c0.00075_s0.0005
