trade_date,ts_code,target_weight,forward_ret_d1,forward_ret_d2,forward_ret_d3,forward_ret_d4,forward_ret_d5,forward_ret_1w,forward_max_ret,forward_max_dd,symbol,industry,score,opt_score,claude_score,bs_score,bs_consensus_score,bs_gate_score,bs_model_prob,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_momentum,opt_value,opt_quality,opt_technical,opt_capital,opt_chip,opt_size,score_momentum,score_value,score_quality,score_technical,score_capital,score_chip,market_hs300_pct_chg,market_hs300_ret_5,market_hs300_ret_20,market_regime,market_limit_up_rate,is_bs_candidate,pool_type,area,market,list_date
20260527,603601,0.2,0.1258355726840652,0.013393070604098778,-0.08804234524572274,-0.17942698122770606,-0.19091222063900393,-0.19091222063900393,0.1258355726840652,-0.19091222063900393,603601,玻璃,79.09,7.85,54.1168,66.53,51.71,72.0,,100.0,99.05,74.52,97.58,86.75,29.44,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.67,1.31,10.83,10.0,5.81,2.5,-0.8019,0.011848,0.029103,neutral,0.011236,0,,重庆,主板,20150122
20260528,002185,0.2,-0.0821090457430822,-0.12529688677769402,-0.13004233451376945,-0.09065179980942362,-0.08590635207334829,-0.08590635207334829,-0.0821090457430822,-0.13004233451376945,002185,半导体,80.57,7.45,53.9796,65.71,51.58,72.0,,100.0,98.99,94.23,98.86,63.01,29.71,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.26,7.79,6.95,6.5,5.99,2.5,0.1231,0.027412,0.030029,neutral,0.023053,1,,甘肃,主板,20071120
20260528,300308,0.2,-0.02423529411764702,-0.050420168067226934,0.0015210084033612237,0.0714285714285714,0.07563025210084029,0.07563025210084029,0.07563025210084029,-0.050420168067226934,300308,通信设备,77.87,7.7,58.5324,76.24,76.97,100.0,,100.0,98.95,85.64,95.85,59.91,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.33,2.4,16.8,8.5,6.0,2.5,0.1231,0.027412,0.030029,neutral,0.023053,0,,山东,创业板,20120410
20260528,301217,0.2,0.02517985611510798,-0.05674460431654682,-0.06807553956834533,-0.03417266187050361,-0.013039568345323715,-0.013039568345323715,0.02517985611510798,-0.06807553956834533,301217,元器件,80.74,8.9,52.7208,71.46,53.17,55.0,,100.0,99.66,91.65,99.88,69.35,29.44,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.62,1.19,6.97,10.0,5.94,4.0,0.1231,0.027412,0.030029,neutral,0.023053,0,,安徽,创业板,20220127
20260528,301511,0.2,0.050422276110042574,0.07475541433230193,0.06212894054686835,0.04130780165565673,0.022744376620118745,0.022744376620118745,0.07475541433230193,0.022744376620118745,301511,电气设备,79.06,9.25,52.8799,72.17,52.18,55.0,,100.0,99.09,94.87,99.26,45.05,29.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.5,3.07,3.86,13.0,5.94,2.5,0.1231,0.027412,0.030029,neutral,0.023053,0,,江西,创业板,20230817
20260528,600396,0.2,0.0443169968717414,-0.035453597497393075,0.011470281543274119,0.11261730969760175,0.1454640250260688,0.1454640250260688,0.1454640250260688,-0.035453597497393075,600396,火力发电,82.4,7.05,48.9371,73.13,77.85,100.0,,100.0,98.86,91.32,99.59,89.09,29.41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.64,2.33,5.11,10.0,5.85,1.0,0.1231,0.027412,0.030029,neutral,0.023053,0,,辽宁,主板,20010328
20260529,000636,0.2,0.12392813393221735,0.2231523070641077,0.236014699877501,0.29644752960391996,0.2178440179665171,0.2178440179665171,0.29644752960391996,0.12392813393221735,000636,元器件,79.94,7.65,54.7429,76.1,77.66,100.0,,100.0,99.86,85.74,99.88,66.26,29.37,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.53,3.69,9.55,8.5,5.98,2.5,-0.4496,0.009706,0.028144,neutral,0.01337,0,,广东,主板,19961129
20260529,300394,0.2,-0.06714513069301797,-0.005981446581021288,0.08184880286538676,0.04502440272002661,-0.005981446581021288,-0.005981446581021288,0.08184880286538676,-0.06714513069301797,300394,通信设备,79.98,6.3,61.8298,73.44,77.68,100.0,,100.0,98.64,73.74,97.71,93.31,29.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.79,1.14,18.49,10.0,6.0,3.4,-0.4496,0.009706,0.028144,neutral,0.01337,0,,江苏,创业板,20150217
20260529,301511,0.2,0.03653225806451621,0.024354838709677473,0.004274193548387206,-0.013629032258064444,-0.03629032258064513,-0.03629032258064513,0.03653225806451621,-0.03629032258064513,301511,电气设备,78.0,8.1,48.4838,75.5,76.47,100.0,,100.0,98.82,83.41,99.59,54.11,29.42,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.02,2.82,3.86,10.0,5.94,1.84,-0.4496,0.009706,0.028144,neutral,0.01337,0,,江西,创业板,20230817
20260529,600183,0.2,-0.03548571420489355,0.003200001131492103,0.0033421448281616417,0.02375143381266165,-0.028614021167388648,-0.028614021167388648,0.02375143381266165,-0.03548571420489355,600183,元器件,75.68,7.1,56.6779,74.17,76.35,100.0,,100.0,98.43,60.54,99.5,70.0,29.77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.91,3.22,13.57,8.5,5.97,2.5,-0.4496,0.009706,0.028144,neutral,0.01337,0,,广东,主板,19981028
20260529,603256,0.2,0.0,0.09266798527553433,0.08480797758364922,0.07183671226855681,0.0776078237459481,0.0776078237459481,0.09266798527553433,0.0,603256,玻璃,73.01,6.6,53.6039,71.54,74.36,100.0,,100.0,99.19,58.7,99.53,44.9,29.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.1,0.25,13.43,8.5,5.82,2.5,-0.4496,0.009706,0.028144,neutral,0.01337,0,,上海,主板,20190719
20260601,000636,0.2,0.12023186237845929,0.13201196709050111,0.18735976065819004,0.1153702318623786,0.038332086761406314,0.038332086761406314,0.18735976065819004,0.038332086761406314,000636,元器件,79.0,7.9,52.9719,76.23,77.69,100.0,,100.0,98.97,75.42,99.9,79.45,29.47,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.43,3.5,9.55,7.0,5.99,2.5,-0.9784,-0.015715,0.007049,neutral,0.030215,0,,广东,主板,19961129
20260601,300433,0.2,-0.010796545105566269,0.0650191938579654,0.04702495201535517,0.09428982725527835,0.02303262955854124,0.02303262955854124,0.09428982725527835,-0.010796545105566269,300433,元器件,78.31,8.05,59.7383,78.1,78.22,100.0,,100.0,98.16,69.95,99.07,84.5,29.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.28,8.62,10.36,8.5,5.97,4.0,-0.9784,-0.015715,0.007049,neutral,0.030215,0,,湖南,创业板,20150318
20260601,600027,0.2,-0.029462738301559765,-0.03119584055459268,-0.057192374350086506,-0.0987868284228769,-0.10918544194107449,-0.10918544194107449,-0.029462738301559765,-0.10918544194107449,600027,火力发电,75.88,8.95,68.362,83.06,72.63,94.82,,100.0,99.36,98.53,91.32,40.0,25.73,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22.97,18.48,9.18,8.0,5.73,4.0,-0.9784,-0.015715,0.007049,neutral,0.030215,1,WATCH,山东,主板,20050203
20260601,600795,0.2,0.017208413001912115,0.0,-0.013384321223709472,-0.030592734225621476,-0.04397705544933084,-0.04397705544933084,0.017208413001912115,-0.04397705544933084,600795,火力发电,81.08,8.3,65.98,78.39,75.97,100.0,,100.0,98.76,92.85,82.62,86.23,27.01,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.09,17.96,9.63,9.0,5.79,2.5,-0.9784,-0.015715,0.007049,neutral,0.030215,0,,辽宁,主板,19970318
20260601,600863,0.2,-0.01468624833110821,-0.013351134846461998,-0.08144192256341798,-0.16822429906542058,-0.19092122830440594,-0.19092122830440594,-0.013351134846461998,-0.19092122830440594,600863,火力发电,78.33,7.95,64.748,79.18,77.35,100.0,,100.0,99.8,88.22,99.36,48.18,27.72,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.21,12.22,13.43,6.5,5.88,2.5,-0.9784,-0.015715,0.007049,neutral,0.030215,0,,内蒙,主板,19940520
20260602,000636,0.2,0.0245388390590624,0.0746319174141139,0.009477068877982608,-0.060247080724318836,0.033677441191402924,0.033677441191402924,0.0746319174141139,-0.060247080724318836,000636,元器件,74.34,7.75,52.4291,74.95,76.43,100.0,,100.0,98.99,34.73,99.92,93.8,29.55,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22.78,3.12,9.55,8.5,5.98,2.5,1.4513,-0.006728,0.02231,neutral,0.016854,0,,广东,主板,19961129
20260602,002436,0.2,-0.059296007559650366,-0.0344909047956532,-0.10465390975667377,-0.12591542641152842,-0.09874793290810302,-0.09874793290810302,-0.0344909047956532,-0.12591542641152842,002436,元器件,76.32,8.4,49.4377,76.26,76.11,100.0,,100.0,99.5,86.38,98.49,39.88,29.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23.77,1.78,6.92,8.5,5.97,2.5,1.4513,-0.006728,0.02231,neutral,0.016854,0,,深圳,主板,20100618
20260602,002484,0.2,0.03755034352049269,0.14131722340677566,0.06609808102345416,-0.009476427386875153,0.08955223880597019,0.08955223880597019,0.14131722340677566,-0.009476427386875153,002484,元器件,80.87,7.75,56.4794,76.9,78.54,100.0,,100.0,98.51,86.34,99.84,86.65,29.07,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.26,3.07,13.7,7.0,5.95,2.5,1.4513,-0.006728,0.02231,neutral,0.016854,0,,江苏,主板,20100929
20260602,300285,0.2,0.018356348939036593,0.07780397440215547,0.09767598518019538,-0.029808016167059637,0.11822162344223641,0.11822162344223641,0.11822162344223641,-0.029808016167059637,300285,陶瓷,78.29,8.25,60.0192,69.32,51.67,72.0,,100.0,99.32,92.37,99.07,45.65,29.32,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.2,3.54,15.31,8.5,5.97,2.5,1.4513,-0.006728,0.02231,neutral,0.016854,0,,山东,创业板,20120113
20260602,300502,0.2,0.02927631773465933,0.020973672104678265,-0.015789528519923213,-0.04605262725631232,0.03385523313534211,0.03385523313534211,0.03385523313534211,-0.04605262725631232,300502,通信设备,76.04,7.85,59.1246,76.82,76.57,100.0,,100.0,98.72,84.48,97.62,42.98,29.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.28,2.89,16.96,8.5,6.0,2.5,1.4513,-0.006728,0.02231,neutral,0.016854,0,,四川,创业板,20160303
20260602,601991,0.2,0.09375,0.05889423076923084,-0.04687500000000011,-0.12620192307692313,-0.07331730769230771,-0.07331730769230771,0.09375,-0.12620192307692313,601991,火力发电,73.38,7.2,64.1689,76.1,76.64,100.0,,100.0,99.42,34.73,99.86,79.44,29.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.78,12.53,9.48,8.5,5.88,4.0,1.4513,-0.006728,0.02231,neutral,0.016854,0,,北京,主板,20061220
20260602,603773,0.2,-0.00983333333333336,0.020000000000000018,0.10333333333333328,0.13749999999999996,0.25125,0.25125,0.25125,-0.00983333333333336,603773,元器件,80.04,7.45,44.337,72.85,76.31,100.0,,100.0,99.84,92.4,99.48,62.0,28.69,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.66,1.13,3.64,6.5,5.91,2.5,1.4513,-0.006728,0.02231,neutral,0.016854,0,,江西,主板,20180417
20260603,002897,0.2,0.083380281690141,0.0304225352112677,-0.07256338028169007,-0.03932394366197178,-0.0445070422535212,-0.0445070422535212,0.083380281690141,-0.07256338028169007,002897,元器件,80.59,9.3,56.8938,81.46,67.14,100.0,0.406464,100.0,99.21,96.81,98.57,60.58,27.51,6.0,6.0,6.0,6.0,6.0,6.0,6.0,23.85,7.7,10.56,8.0,5.79,1.0,0.4934,0.006242,0.012654,neutral,0.016841,0,,浙江,主板,20170907
20260603,300179,0.2,0.037978644032443,-0.0404054585275454,-0.0909092732392558,-0.09495062134473609,-0.14949578416192666,-0.14949578416192666,0.037978644032443,-0.14949578416192666,300179,矿物制品,78.14,8.8,55.1116,79.28,66.53,100.0,0.396694,100.0,98.97,83.47,99.57,63.1,28.62,6.0,6.0,6.0,6.0,6.0,6.0,6.0,24.28,0.98,12.93,8.5,5.92,2.5,0.4934,0.006242,0.012654,neutral,0.016841,0,,河南,创业板,20110215
20260603,300285,0.2,0.07436629175759601,0.0941749202618769,-0.03290246768507643,0.1146550276985061,0.026187678361591527,0.026187678361591527,0.1146550276985061,-0.03290246768507643,300285,陶瓷,77.0,7.65,59.6233,67.21,45.15,72.0,0.402938,100.0,98.66,83.93,99.11,51.27,29.41,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23.94,3.42,15.31,8.5,5.96,2.5,0.4934,0.006242,0.012654,neutral,0.016841,0,,山东,创业板,20120113
20260603,300394,0.2,0.0032155408476872704,-0.04574968959072134,-0.11233845428611966,-0.07306183483858941,-0.1416341814553106,-0.1416341814553106,0.0032155408476872704,-0.1416341814553106,300394,通信设备,76.28,8.25,61.6508,78.86,63.9,100.0,0.326716,100.0,98.43,83.35,98.9,45.4,29.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.47,1.02,18.49,10.0,6.0,2.67,0.4934,0.006242,0.012654,neutral,0.016841,0,,江苏,创业板,20150217
20260603,300433,0.2,-0.008857597092891245,0.03588462411991822,-0.031569384510561016,0.01703384056325241,-0.043606631841926036,-0.043606631841926036,0.03588462411991822,-0.043606631841926036,300433,元器件,81.41,8.4,57.5399,79.14,69.85,100.0,0.466927,100.0,99.11,92.41,99.26,74.09,29.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.6,8.1,10.36,7.0,5.98,2.5,0.4934,0.006242,0.012654,neutral,0.016841,0,,湖南,创业板,20150318
20260603,601208,0.2,0.0748422001803426,0.02362488728584311,-0.02254283137962132,0.07520288548241649,0.12443642921550935,0.12443642921550935,0.12443642921550935,-0.02254283137962132,601208,化工原料,76.69,7.9,55.5362,68.1,47.46,55.0,0.488719,100.0,98.59,94.64,97.21,23.76,29.44,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23.93,2.84,9.32,11.0,5.95,2.5,0.4934,0.006242,0.012654,neutral,0.016841,0,,四川,主板,20110520
20260603,603678,0.2,0.029669955008348126,0.003390305764794155,-0.09698058858767,-0.05014083788985335,-0.10335334378465189,-0.10335334378465189,0.029669955008348126,-0.10335334378465189,603678,元器件,81.02,7.6,59.3683,77.24,66.01,100.0,0.37425,100.0,99.83,87.92,99.71,82.11,27.17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.22,5.12,13.67,6.5,5.86,4.0,0.4934,0.006242,0.012654,neutral,0.016841,0,,福建,主板,20150126
20260604,000636,0.2,-0.005833333333333357,-0.07450000000000001,0.018000000000000016,-0.003166666666666651,0.07166666666666655,0.07166666666666655,0.07166666666666655,-0.07450000000000001,000636,元器件,72.79,8.35,51.9359,76.39,64.34,100.0,0.359119,100.0,98.99,36.18,99.94,82.05,29.65,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22.55,2.87,9.55,8.5,5.97,2.5,-0.6897,-0.001927,0.000864,neutral,0.018583,0,,广东,主板,19961129
20260604,300285,0.2,0.049428433424569373,-0.07245210111093225,0.06907100305908886,-0.015778457575269633,0.004669135404926639,0.004669135404926639,0.06907100305908886,-0.07245210111093225,300285,陶瓷,77.01,7.5,59.3617,66.72,42.43,72.0,0.323463,100.0,98.72,81.78,99.28,56.59,29.46,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23.89,3.2,15.31,8.5,5.97,2.5,-0.6897,-0.001927,0.000864,neutral,0.018583,0,,山东,创业板,20120113
20260604,300408,0.2,-0.008602941176470535,-0.09617647058823531,0.03691176470588253,-0.02941176470588236,-0.032132352941176556,-0.032132352941176556,0.03691176470588253,-0.09617647058823531,300408,元器件,72.55,7.15,58.6133,74.26,62.4,100.0,0.316861,100.0,98.06,36.18,99.13,73.49,29.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.13,2.64,16.87,8.5,5.98,2.5,-0.6897,-0.001927,0.000864,neutral,0.018583,0,,广东,创业板,20141203
20260604,600487,0.2,0.0012499999999999734,-0.005520833333333308,0.09395833333333337,0.11333333333333329,0.06666666666666665,0.06666666666666665,0.11333333333333329,-0.005520833333333308,600487,通信设备,78.55,7.35,55.1435,74.51,67.52,100.0,0.443389,100.0,99.82,89.33,95.99,57.64,29.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.1,6.58,9.47,6.5,5.99,2.5,-0.6897,-0.001927,0.000864,neutral,0.018583,0,,江苏,主板,20030822
20260604,688146,0.2,0.009213782268095105,0.10122242346215105,0.09528356645645597,0.2751089968795688,0.5275108560455626,0.5275108560455626,0.5275108560455626,0.009213782268095105,688146,半导体,69.96,8.2,53.967,68.08,41.6,55.0,0.339977,100.0,99.82,36.18,100.0,45.29,29.05,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.51,0.78,12.75,8.5,5.93,2.5,-0.6897,-0.001927,0.000864,neutral,0.018583,0,,河北,科创板,20230421
20260605,000725,0.2,-0.02931865106675846,0.006178787183604761,-0.06945017970482537,-0.1003135275674849,-0.1404297621778695,-0.1404297621778695,0.006178787183604761,-0.1404297621778695,000725,元器件,82.35,8.2,65.5574,80.66,68.73,100.0,0.419049,100.0,99.54,91.72,98.97,78.05,29.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.98,14.28,7.3,10.0,6.0,4.0,-1.7906,-0.015372,-0.011288,neutral,0.017028,0,,北京,主板,20010112
20260605,600869,0.2,0.007339449541284404,0.08697247706422018,0.1577981651376148,0.08256880733944949,0.19009174311926613,0.19009174311926613,0.19009174311926613,0.007339449541284404,600869,电气设备,74.43,7.15,48.457,72.0,65.53,100.0,0.430956,100.0,99.05,79.04,98.76,29.75,28.88,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23.64,4.64,5.28,6.5,5.89,2.5,-1.7906,-0.015372,-0.011288,neutral,0.017028,0,,青海,主板,19950206
20260605,603773,0.2,0.05194204685573367,0.15713625154130706,0.19420468557336634,0.07475339087546251,0.0003082614056721944,0.0003082614056721944,0.19420468557336634,0.0003082614056721944,603773,元器件,77.43,8.05,44.9952,74.41,65.77,100.0,0.400227,100.0,99.15,71.55,99.61,71.16,28.92,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.45,0.99,3.64,8.5,5.91,2.5,-1.7906,-0.015372,-0.011288,neutral,0.017028,0,,江西,主板,20180417
20260605,605358,0.2,0.027147166216859864,0.12986188283854583,0.16685188125099226,0.12986188283854583,0.04937291633592622,0.04937291633592622,0.16685188125099226,0.027147166216859864,605358,半导体,76.23,7.6,47.7061,73.24,65.67,100.0,0.420753,100.0,99.5,84.73,97.37,37.26,29.31,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.77,2.06,3.95,8.0,5.93,4.0,-1.7906,-0.015372,-0.011288,neutral,0.017028,0,,浙江,主板,20200911
20260605,688146,0.2,0.09168793118516261,0.08580049338874662,0.26406897751196046,0.5142855165049869,0.30735903765831574,0.30735903765831574,0.5142855165049869,0.08580049338874662,688146,半导体,74.25,7.6,52.7644,74.61,62.08,100.0,0.310936,100.0,99.63,70.16,100.0,39.87,29.12,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.84,0.73,12.75,8.5,5.94,1.0,-1.7906,-0.015372,-0.011288,neutral,0.017028,0,,河北,科创板,20230421
20260608,600522,0.2,0.07817138333663154,-0.006530773797743916,-0.024935681773204044,-0.03819513160498711,0.01622798337621223,0.01622798337621223,0.07817138333663154,-0.03819513160498711,600522,通信设备,58.16,8.1,60.9075,76.77,65.55,97.03,0.45798,0.0,98.92,80.67,94.02,68.29,29.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.77,8.45,10.19,10.0,6.0,2.5,-2.1442,-0.026964,-0.048104,risk_off,0.013736,1,WATCH,江苏,主板,20021024
20260608,603773,0.2,0.09598540145985401,0.13109489051094902,0.017956204379562024,-0.052554744525547314,0.0021897810218978186,0.0021897810218978186,0.13109489051094902,-0.052554744525547314,603773,元器件,74.56,6.8,42.0974,69.5,64.41,100.0,0.356137,100.0,99.05,46.36,99.59,77.84,29.03,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.6,0.93,3.64,7.0,5.92,1.0,-2.1442,-0.026964,-0.048104,risk_off,0.013736,0,,江西,主板,20180417
20260608,688017,0.2,0.017360774818401925,0.026634382566586012,-0.11138014527845042,-0.15012106537530268,-0.09777239709443097,-0.09777239709443097,0.026634382566586012,-0.15012106537530268,688017,机械基件,78.1,7.7,55.1557,78.26,60.78,98.64,0.308683,100.0,99.85,95.67,99.36,31.21,29.53,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.64,0.4,13.63,8.0,5.98,2.5,-2.1442,-0.026964,-0.048104,risk_off,0.013736,1,WATCH,江苏,科创板,20200828
20260608,688146,0.2,0.015465377494076504,0.18218612833892256,0.4161943405021169,0.22267197959421492,0.2886638483549777,0.2886638483549777,0.4161943405021169,0.015465377494076504,688146,半导体,71.08,7.2,53.4474,73.1,63.78,100.0,0.343925,100.0,99.48,51.22,100.0,34.35,29.22,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.14,0.6,12.75,8.5,5.95,2.5,-2.1442,-0.026964,-0.048104,risk_off,0.013736,0,,河北,科创板,20230421
20260608,688322,0.2,0.09117647058823541,-0.010955882352941204,-0.0845588235294118,-0.09573529411764703,-0.06029411764705883,-0.06029411764705883,0.09117647058823541,-0.09573529411764703,688322,元器件,77.71,8.15,59.4402,78.38,64.51,100.0,0.318614,100.0,99.85,94.49,99.46,26.06,28.76,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.44,0.57,14.5,10.0,5.93,4.0,-2.1442,-0.026964,-0.048104,risk_off,0.013736,0,,深圳,科创板,20220707
20260612,000657,0.22371360011344815,0.07549504950495067,0.14480198019801982,0.10804455445544559,0.218811881188119,0.34071782178217824,0.34071782178217824,0.34071782178217824,0.07549504950495067,000657,小金属,69.98,7.55,58.9059,72.62,63.18,100.0,0.428427,100.0,49.22,85.69,98.59,74.7,29.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.75,3.45,11.7,13.0,5.99,1.02,1.1627,-0.008221,-0.01693,neutral,0.019558,0,,海南,主板,19961205
20260612,002466,0.4016742860466461,0.01158914113351317,0.015875535799333207,0.016669312589300045,-0.01285918399746,0.03143356088267968,0.03143356088267968,0.03143356088267968,-0.01285918399746,002466,小金属,42.09,6.8,58.1825,61.12,27.64,89.76,0.159034,0.0,49.22,75.19,61.53,6.2,29.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.2,8.84,10.68,11.0,5.92,1.55,1.1627,-0.008221,-0.01693,neutral,0.019558,0,,四川,主板,20100831
20260612,600869,0.20177786214079932,0.05215711526078559,0.09465550547327761,0.07083065035415315,0.05795235028976187,0.1638763683193818,0.1638763683193818,0.1638763683193818,0.05215711526078559,600869,电气设备,64.13,8.85,48.9664,65.23,39.93,55.0,0.477154,100.0,49.22,85.55,99.05,16.44,29.2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.04,4.21,5.28,7.0,5.94,2.5,1.1627,-0.008221,-0.01693,neutral,0.019558,0,,青海,主板,19950206
20260612,688146,0.11002615727886705,0.026774220483605227,0.041935607627375804,0.09516101317062486,0.17350193934091096,0.2572912673724228,0.2572912673724228,0.2572912673724228,0.026774220483605227,688146,半导体,62.76,7.95,55.3402,72.05,57.55,100.0,0.325017,100.0,49.22,78.11,99.9,16.54,29.38,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.88,0.46,12.74,7.0,5.95,5.3,1.1627,-0.008221,-0.01693,neutral,0.019558,0,,河北,科创板,20230421
20260615,002240,0.19940115263610705,-0.03384798099762476,-0.04394299287410941,-0.09461599366587492,-0.07007125890736354,,,-0.03384798099762476,-0.09461599366587492,002240,小金属,36.68,6.45,44.4293,58.1,48.51,100.0,0.214078,0.0,48.63,45.25,81.39,33.73,28.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21.41,4.0,3.64,7.0,5.88,2.5,2.3945,0.037779,0.012039,neutral,0.036829,0,,四川,主板,20080523
20260615,002460,0.27999652594936975,0.013331442348603062,0.011487732236562076,-0.016309743298822954,0.021840873634945357,,,0.021840873634945357,-0.016309743298822954,002460,小金属,38.49,5.35,46.6748,39.39,17.13,80.0,0.089501,0.0,48.63,44.77,53.1,19.41,29.37,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17.94,9.17,4.66,8.0,5.9,1.0,2.3945,0.037779,0.012039,neutral,0.036829,0,,江西,主板,20100810
20260615,002466,0.2882724542695317,0.013462147608489072,0.014254038644282652,-0.015204307887234703,0.02898321191004105,,,0.02898321191004105,-0.015204307887234703,002466,小金属,42.07,5.55,54.1712,55.66,24.72,86.61,0.088583,0.0,48.63,58.72,60.74,40.42,29.36,2.0,2.0,2.0,2.0,2.0,2.0,2.0,19.76,8.82,10.68,8.0,5.91,1.0,2.3945,0.037779,0.012039,neutral,0.036829,0,,四川,主板,20100831
20260615,600869,0.1491466710271448,0.05230578768183225,0.029402661714639233,0.017022593624264948,0.118848653667595,,,0.118848653667595,0.017022593624264948,600869,电气设备,54.39,7.15,48.9806,66.62,58.88,100.0,0.433754,100.0,48.63,22.19,98.91,18.17,29.27,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22.6,4.23,5.28,8.5,5.86,2.5,2.3945,0.037779,0.012039,neutral,0.036829,0,,青海,主板,19950206
20260616,000657,0.19918243010178713,0.005955056179775209,0.10651685393258425,0.21719101123595497,,,,0.21719101123595497,0.005955056179775209,000657,小金属,72.03,6.75,49.1872,70.74,64.14,100.0,0.386566,100.0,99.45,28.05,99.42,75.79,29.77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.97,2.54,11.71,6.5,5.97,2.5,-0.1529,0.017165,0.00646,neutral,0.025755,0,,海南,主板,19961205
20260616,002466,0.3761076252964636,-0.006977826019537781,-0.03581950690029456,0.00744301442084061,,,,0.00744301442084061,-0.03581950690029456,002466,小金属,42.81,6.15,50.0431,58.52,44.65,100.0,0.0844,0.0,48.21,28.05,74.88,85.98,29.37,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16.65,7.83,10.68,8.0,5.89,1.0,-0.1529,0.017165,0.00646,neutral,0.025755,1,,四川,主板,20100831
20260616,301217,0.14049095305860151,0.019641955216342044,0.12239744093383464,0.1027554857174926,,,,0.12239744093383464,0.019641955216342044,301217,元器件,76.93,7.05,42.9865,70.84,61.17,100.0,0.298939,100.0,98.47,90.32,99.85,32.25,29.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.59,0.59,6.97,6.5,5.97,1.37,-0.1529,0.017165,0.00646,neutral,0.025755,0,,安徽,创业板,20220127
20260616,600378,0.17664987951071914,0.11929824561403501,0.14315789473684215,0.23192982456140343,,,,0.23192982456140343,0.11929824561403501,600378,化工原料,60.33,7.4,58.6364,70.71,56.78,100.0,0.323359,100.0,48.21,76.6,99.24,4.47,29.09,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.1,7.49,12.09,7.0,5.88,6.07,-0.1529,0.017165,0.00646,neutral,0.025755,0,,四川,主板,20010111
20260616,688146,0.10756911203242868,0.09580645161290313,0.17419354838709666,0.25803225806451624,,,,0.25803225806451624,0.09580645161290313,688146,半导体,58.81,7.25,49.3203,67.81,54.02,100.0,0.263155,100.0,48.21,63.63,100.0,8.83,29.44,4.0,4.0,4.0,4.0,4.0,4.0,4.0,20.65,0.37,12.75,7.0,5.95,2.6,-0.1529,0.017165,0.00646,neutral,0.025755,0,,河北,科创板,20230421
