first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,hard_stop_loss_pct
2026-01-06,2026-05-29,94,500000.0,926214.6164375,0.852429232875,4.314879688143551,-0.1638232143002989,0.574468085106383,0.10251333566527498,-0.06752229948784783,0.9673880125776807,5.0,99,49,50,0,17.95628067040763,9133.1135625,liq_top_30_then_liquidity_detail,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,925038.2474574998,0.8500764949149997,4.296608309016194,-0.22729059428834408,0.5638297872340425,0.17809018192477155,-0.1415434031054278,0.9779467619277138,5.0,97,50,47,0,19.09635921945804,9759.302542500001,tiered_liquidity_then_dynamic_factor,dynamic_factor_score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,900796.3071600001,0.8015926143200001,3.928864698233733,-0.22729059428834408,0.6063829787234043,0.17809018192477155,-0.1415434031054278,0.9781924847637379,5.0,97,50,47,0,19.104075364093312,9595.272839999998,liq_top_10_then_dynamic_factor,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,889372.8111750002,0.7787456223500002,3.7613251025761727,-0.19389365710121886,0.5957446808510638,0.09865043544049668,-0.07165761733126352,0.9801011222276056,5.0,98,52,46,0,19.008255421493775,9889.788825000001,liq_top_20_then_dynamic_factor,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,888004.1444925002,0.7760082889850004,3.7414966974638295,-0.1996497745739112,0.5531914893617021,0.0908785037692883,-0.06271006005712998,0.9821461672101158,4.98936170212766,99,50,49,0,18.36535963206755,9014.725507500001,baseline_full_liquidity_detail_vol_position,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,857906.7383675002,0.7158134767350004,3.318553127893148,-0.1684773227873677,0.5638297872340425,0.09865043544049668,-0.0593404353270921,0.9489408124759146,5.0,95,50,45,0,18.07126146544228,8779.4516325,baseline_full_dynamic_ic_factor,dynamic_ic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,817175.2550875001,0.6343505101750002,2.7852683974905514,-0.21133315091317362,0.5212765957446809,0.22919717847804844,-0.1476546876740955,0.9820628740318037,5.0,95,50,45,0,19.043892388642476,8921.194912500001,tiered_liquidity_then_liq_breakout_adj,score_liq_breakout_adj,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,817175.2550875001,0.6343505101750002,2.7852683974905514,-0.21133315091317362,0.5212765957446809,0.22919717847804844,-0.1476546876740955,0.9820628740318037,5.0,95,50,45,0,19.043892388642476,8921.194912500001,tiered_liquidity_then_score,score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,817175.2550875001,0.6343505101750002,2.7852683974905514,-0.21133315091317362,0.5212765957446809,0.22919717847804844,-0.1476546876740955,0.9820628740318037,5.0,95,50,45,0,19.043892388642476,8921.194912500001,tiered_liquidity_then_score_industry_cap2,score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,803411.3461825001,0.6068226923650002,2.6149868401759604,-0.14829930365158694,0.5319148936170213,0.09865043544049668,-0.0593404353270921,0.9445537883619033,5.0,95,50,45,0,18.038848014329506,8841.9038175,liq_top_20_then_dynamic_ic_factor,dynamic_ic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,801426.7841049996,0.6028535682099991,2.5908414875002435,-0.3088128346287128,0.5531914893617021,0.47903634227234426,-0.2485189361576482,0.9970434649075813,5.0,96,50,46,0,19.368853043755443,11578.715895,baseline_full_score_hist_mdd_position,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,801426.7841049996,0.6028535682099991,2.5908414875002435,-0.3088128346287128,0.5531914893617021,0.47903634227234426,-0.2485189361576482,0.9970434649075813,5.0,96,50,46,0,19.368853043755443,11578.715895,baseline_full_score_market_gate,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,801426.7841049996,0.6028535682099991,2.5908414875002435,-0.3088128346287128,0.5531914893617021,0.47903634227234426,-0.2485189361576482,0.9970434649075813,5.0,96,50,46,0,19.368853043755443,11578.715895,baseline_full_score,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,793717.5641174999,0.5874351282349997,2.498012707981701,-0.23058825411864614,0.5851063829787234,0.23224400339474816,-0.15228524786492403,0.9666673049075197,5.0,95,50,45,0,18.613259101012662,9148.105882500002,liq20_bs_score_v2_b_bonus_3pct,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,793717.5641174999,0.5874351282349997,2.498012707981701,-0.23058825411864614,0.5851063829787234,0.23224400339474816,-0.15228524786492403,0.9666673049075197,5.0,95,50,45,0,18.613259101012662,9148.105882500002,liq20_bs_score_v2_b_bonus_3pct_market_gate,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,792609.8897775,0.5852197795549998,2.4848007604555202,-0.22223994975175554,0.5638297872340425,0.22752922085481742,-0.15647916906929926,0.9659450403397366,5.0,95,50,45,0,18.62234558574954,9235.540222500002,liq_top_20_then_bs_v2,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,792609.8897775,0.5852197795549998,2.4848007604555202,-0.22223994975175554,0.5638297872340425,0.22752922085481742,-0.15647916906929926,0.9659450403397366,5.0,95,50,45,0,18.62234558574954,9235.540222500002,liq20_bs_score_v2_b_bonus_0pct,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,777331.6303002248,0.5546632606004496,2.3057701298276063,-0.23912583170697443,0.5212765957446809,0.22309335413240272,-0.14094258985559638,0.9811587258975364,5.0,95,50,45,0,18.926916904407438,8855.909999775004,liq_top_10_then_score,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,777331.6303002248,0.5546632606004496,2.3057701298276063,-0.23912583170697443,0.5212765957446809,0.22309335413240272,-0.14094258985559638,0.9811587258975364,5.0,95,50,45,0,18.926916904407438,8855.909999775004,liq_top_10_then_score_industry_cap2,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,777331.6303002248,0.5546632606004496,2.3057701298276063,-0.23912583170697443,0.5212765957446809,0.22309335413240272,-0.14094258985559638,0.9811587258975364,5.0,95,50,45,0,18.926916904407438,8855.909999775004,liq_top_10_then_liq_breakout_adj,score_liq_breakout_adj,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,772168.7866450001,0.5443375732900002,2.246613423331845,-0.30996242462618706,0.5319148936170213,0.47903634227234426,-0.2485189361576482,0.9789095581086472,5.0,95,50,45,0,18.811293287842872,9694.913355,baseline_full_liq_breakout_adj_50p_50d,score_liq_breakout_adj_50p_50d,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,767496.9898949999,0.5349939797899999,2.193662795111301,-0.30958574668362226,0.5319148936170213,0.47903634227234426,-0.2485189361576482,0.9770322157466835,5.0,95,50,45,0,18.713811212979145,9811.710105,baseline_full_liq_breakout_adj,score_liq_breakout_adj,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,767496.9898949999,0.5349939797899999,2.193662795111301,-0.30958574668362226,0.5319148936170213,0.47903634227234426,-0.2485189361576482,0.9770322157466835,5.0,95,50,45,0,18.713811212979145,9811.710105,baseline_full_liq_breakout_adj_40p_30d,score_liq_breakout_adj_40p_30d,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,762413.5898175,0.5248271796349999,2.1366697028681583,-0.21133315091317362,0.5212765957446809,0.22919717847804844,-0.1476546876740955,0.982099339638132,5.0,95,50,45,0,19.00556678729089,8763.9801825,tiered_liquidity_then_score_industry_penalty_5pt,score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,745348.8504625,0.490697700925,1.9500531065963616,-0.23058825411864614,0.5531914893617021,0.23224400339474816,-0.15228524786492403,0.9692673458599209,5.0,95,50,45,0,18.638035904164113,9043.5195375,liq20_bs_score_v2_b_bonus_5pct,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,745348.8504625,0.490697700925,1.9500531065963616,-0.23058825411864614,0.5531914893617021,0.23224400339474816,-0.15228524786492403,0.9692673458599209,5.0,95,50,45,0,18.638035904164113,9043.5195375,liq20_bs_score_v2_b_bonus_5pct_market_gate,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,737207.1628249998,0.4744143256499995,1.8635486450550292,-0.21311816826185626,0.5212765957446809,0.22309335413240272,-0.14094258985559638,0.9806946364993804,5.0,95,50,45,0,18.888181522519332,8789.477175,liq_top_10_then_score_industry_penalty_10pt,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,737207.1628249998,0.4744143256499995,1.8635486450550292,-0.21311816826185626,0.5212765957446809,0.22309335413240272,-0.14094258985559638,0.9806946364993804,5.0,95,50,45,0,18.888181522519332,8789.477175,liq_top_10_then_score_industry_penalty_5pt,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,729990.0265075002,0.45998005301500045,1.7882206814571182,-0.22392196284817978,0.5425531914893617,0.22569004759491484,-0.14250427925413212,0.968741135487537,4.98936170212766,95,50,45,0,18.657547313342015,8744.5634925,tiered_liquidity_then_dynamic_ic_factor,dynamic_ic_factor_score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,727629.1864449999,0.4552583728899997,1.7638541910853127,-0.2258162458680244,0.574468085106383,0.09087741458519782,-0.07027121812450343,0.9770319504338666,5.0,96,51,45,0,18.674572989037248,8789.553555,liq20_bs_score_v2_b_bonus_8pct,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,678533.3506449999,0.35706670128999973,1.2872122152126781,-0.20641671711960718,0.5106382978723404,0.35375527488286407,-0.18913997118571757,0.9765908334163133,5.0,95,50,45,0,18.9450355089848,8530.349355,liq30_bs_score_v2_b_bonus_3pct_market_gate,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,677339.9984850003,0.35467999697000074,1.276328721497297,-0.2184196894126993,0.5212765957446809,0.36244031714604374,-0.1908881958229005,0.976161869077049,5.0,95,50,45,0,18.642042705838307,8345.101515,liq30_bs_score_v2_b_bonus_5pct_market_gate,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,667112.2697000003,0.3342245394000005,1.1843890344959607,-0.23532537960014133,0.5,0.3279533386318154,-0.2118721645212458,0.972846932859693,5.0,95,50,45,0,18.51007818035371,9125.370299999999,liq30_score_b_bonus_3pct_market_gate,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,658083.0076449999,0.3161660152899999,1.1052003603789768,-0.2555929298051751,0.5,0.31084972335163275,-0.18400392215872263,0.9740458472014762,5.0,95,50,45,0,18.483420327297274,8775.692355000003,liq_top_30_then_liq_breakout_adj,score_liq_breakout_adj,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,658083.0076449999,0.3161660152899999,1.1052003603789768,-0.2555929298051751,0.5,0.31084972335163275,-0.18400392215872263,0.9740458472014762,5.0,95,50,45,0,18.483420327297274,8775.692355000003,liq_top_30_then_score,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,642881.9373475,0.285763874695,0.9760216180318495,-0.24111754030688692,0.5106382978723404,0.3279533386318154,-0.2118721645212458,0.9707455619552362,5.0,95,50,45,0,18.514277023708626,8625.852652500002,liq30_score_b_bonus_5pct_market_gate,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,636836.25079,0.2736725015799999,0.9260726928135368,-0.2187960728465912,0.6382978723404256,0.21961393635641557,-0.2053490508363517,0.9915766629526086,5.074468085106383,96,50,46,0,19.194347445914214,8661.42921,baseline_b_score_v2,bs_score_v2,b_candidate,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,633436.85456,0.26687370911999997,0.8983407346415457,-0.24177774904396676,0.5319148936170213,0.07721447519727898,-0.06190017163348871,0.9758515275917147,5.0,96,50,46,0,18.568512176001406,8358.02544,liq20_score_b_bonus_8pct,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,630638.725645,0.26127745129,0.8757039463759171,-0.20641671711960718,0.48936170212765956,0.35375527488286407,-0.18913997118571757,0.9783691036032603,5.0,95,50,45,0,18.983589273494072,8307.974355,liq_top_30_then_bs_v2,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,617980.2279399999,0.2359604558799997,0.7754265975416286,-0.24363288412823858,0.5531914893617021,0.0722540200341617,-0.050911649867069864,0.9272596728719423,4.9361702127659575,90,50,40,0,12.63779334344777,4827.07206,baseline_full_liquidity_industry_penalty_0p10pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,617980.2279399999,0.2359604558799997,0.7754265975416286,-0.24363288412823858,0.5531914893617021,0.0722540200341617,-0.050911649867069864,0.9272596728719423,4.9361702127659575,90,50,40,0,12.63779334344777,4827.07206,baseline_full_liquidity_industry_penalty_1pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,617980.2279399999,0.2359604558799997,0.7754265975416286,-0.24363288412823858,0.5531914893617021,0.0722540200341617,-0.050911649867069864,0.9272596728719423,4.9361702127659575,90,50,40,0,12.63779334344777,4827.07206,baseline_full_liquidity_industry_penalty_2pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,617980.2279399999,0.2359604558799997,0.7754265975416286,-0.24363288412823858,0.5531914893617021,0.0722540200341617,-0.050911649867069864,0.9272596728719423,4.9361702127659575,90,50,40,0,12.63779334344777,4827.07206,baseline_full_liquidity_industry_penalty_0p25pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,617980.2279399999,0.2359604558799997,0.7754265975416286,-0.24363288412823858,0.5531914893617021,0.0722540200341617,-0.050911649867069864,0.9272596728719423,4.9361702127659575,90,50,40,0,12.63779334344777,4827.07206,baseline_full_liquidity_industry_penalty_0p50pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,578682.1955775,0.157364391155,0.48587932800209543,-0.2422770841911167,0.5531914893617021,0.07747835373778256,-0.06300870909785061,0.9629547273940782,5.0,95,50,45,0,18.239070871989497,7511.8344225,liq20_score_b_bonus_5pct,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,578682.1955775,0.157364391155,0.48587932800209543,-0.2422770841911167,0.5531914893617021,0.07747835373778256,-0.06300870909785061,0.9629547273940782,5.0,95,50,45,0,18.239070871989497,7511.8344225,liq20_score_b_bonus_5pct_market_gate,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,563739.9384725,0.12747987694499985,0.3841974253758671,-0.3104428198368352,0.5106382978723404,0.07772264729733891,-0.0676615460841774,0.9859720167609145,5.0,96,51,45,0,18.665767055831534,7627.451527500001,liq_top_20_then_score,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,563739.9384725,0.12747987694499985,0.3841974253758671,-0.3104428198368352,0.5106382978723404,0.07772264729733891,-0.0676615460841774,0.9859720167609145,5.0,96,51,45,0,18.665767055831534,7627.451527500001,liq20_score_b_bonus_0pct,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,563739.9384725,0.12747987694499985,0.3841974253758671,-0.3104428198368352,0.5106382978723404,0.07772264729733891,-0.0676615460841774,0.9859720167609145,5.0,96,51,45,0,18.665767055831534,7627.451527500001,liq_top_20_then_liq_breakout_adj,score_liq_breakout_adj,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,535742.2683574999,0.07148453671499966,0.2057357485002036,-0.2899591366093701,0.5319148936170213,0.07973199306988676,-0.0712337808246637,0.9664418244208126,5.0,95,50,45,0,18.36110360379159,7384.621642499999,liq20_score_b_bonus_3pct,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,535742.2683574999,0.07148453671499966,0.2057357485002036,-0.2899591366093701,0.5319148936170213,0.07973199306988676,-0.0712337808246637,0.9664418244208126,5.0,95,50,45,0,18.36110360379159,7384.621642499999,liq20_score_b_bonus_3pct_market_gate,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,535203.6206999999,0.07040724139999965,0.20245369802228574,-0.20509776894016218,0.5106382978723404,0.053949055042845195,-0.042367373585160184,0.8606000429301125,4.882978723404255,73,39,34,0,9.40620204999931,3382.4193000000005,baseline_full_liquidity_industry_cap2,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
2026-01-06,2026-05-29,94,500000.0,520981.24448500003,0.0419624889700001,0.1178238981028703,-0.23168599743886442,0.5212765957446809,0.05164739993454481,-0.047186040130732354,0.8429097965621136,4.914893617021277,69,40,29,0,8.87931584719558,2988.6555150000004,baseline_full_liquidity,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0
