strategy,signal_date,desired_role,active_role,selected_strategy,reason,switch_blocked,current_role_days_before,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,current_role_days_after,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason
adaptive_style_switch,2023-11-29,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,0,0.8894321007173338,index_neutral,0.0,44.889238,2023-11-29,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,1,,,
adaptive_style_switch,2023-12-01,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,1,0.9435386870858669,index_neutral,0.0,43.458496000000004,2023-12-01,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,2,,,
adaptive_style_switch,2023-12-05,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,2,0.9553335381210006,index_weak,0.0,40.3298,2023-12-05,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,3,,,
adaptive_style_switch,2023-12-06,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,3,0.9598344986144238,index_weak,0.0,40.56401119776045,2023-12-06,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,4,,,
adaptive_style_switch,2023-12-07,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,4,0.9711328977149326,index_weak,0.0,39.829338,2023-12-07,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,5,,,
adaptive_style_switch,2023-12-08,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,5,1.127741362993749,index_weak,0.0,38.52893463921647,2023-12-08,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,6,,,
adaptive_style_switch,2023-12-11,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,6,1.06320689229074,index_weak,0.0,39.413635818508894,2023-12-11,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,7,,,
adaptive_style_switch,2023-12-12,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,7,0.9234326882292422,index_weak,0.0,39.09733359984009,2023-12-12,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,8,,,
adaptive_style_switch,2023-12-13,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,8,0.9182906007682786,index_weak,0.0,38.96911688311688,2023-12-13,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,9,,,
adaptive_style_switch,2023-12-14,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,9,0.8910657500914809,index_weak,0.0,38.83801998001998,2023-12-14,exit_date < signal_date,1,-0.05784780122696973,1,-0.05784780122696973,0.0,0.0,1,-0.11552142002523691,0.0,0.0,1,-0.036596185677096355,0.0,0.0,1,-0.07086573243579852,0.0,0.0,10,,,
adaptive_style_switch,2023-12-15,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,10,0.8845233319761607,index_weak,0.0,38.80553046953047,2023-12-15,exit_date < signal_date,1,-0.05784780122696973,1,-0.05784780122696973,0.0,0.0,1,-0.11552142002523691,0.0,0.0,1,-0.036596185677096355,0.0,0.0,1,-0.07086573243579852,0.0,0.0,11,,,
adaptive_style_switch,2023-12-18,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,11,0.8484916997083692,index_weak,0.0,38.15123676323677,2023-12-18,exit_date < signal_date,2,-0.0451256077153392,2,-0.0451256077153392,0.0,-0.032403414203708625,2,-0.05889351672577797,0.0,-0.0022656134263190353,2,-0.04665339598240434,0.0,-0.056710606287712295,2,-0.02257351401087936,0.5,0.0,12,,,
adaptive_style_switch,2023-12-19,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,12,0.8050207740587381,index_weak,0.0,37.8038024790084,2023-12-19,exit_date < signal_date,2,-0.0451256077153392,2,-0.0451256077153392,0.0,-0.032403414203708625,2,-0.05889351672577797,0.0,-0.0022656134263190353,2,-0.04665339598240434,0.0,-0.056710606287712295,2,-0.02257351401087936,0.5,0.0,13,,,
adaptive_style_switch,2023-12-20,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,13,0.8451487828221539,index_weak,0.0,36.99967432567433,2023-12-20,exit_date < signal_date,3,-0.031633256840792656,3,-0.031633256840792656,0.0,-0.03690134023932312,3,-0.08416525203446669,0.0,-0.13666913818748094,3,-0.03713167060710732,0.0,-0.07377303222949738,3,-0.014290722192597534,0.6666666666666666,0.0,14,,,
adaptive_style_switch,2023-12-21,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,14,0.9407524168690873,index_weak,0.0,38.16238761238761,2023-12-21,exit_date < signal_date,4,-0.049792167830598526,4,-0.049792167830598526,0.0,-0.13732257885453758,4,-0.08729693967007303,0.0,-0.2201463281025675,4,-0.034767501297824834,0.0,-0.09940635742164028,4,-0.02792282158884348,0.5,-0.06881911977758137,15,,,
adaptive_style_switch,2023-12-22,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,15,0.9898013800830431,index_weak,0.0,37.04914285714286,2023-12-22,exit_date < signal_date,5,-0.047375224828104114,5,-0.047375224828104114,0.0,-0.16985194700964323,5,-0.08615972852145416,0.0,-0.28379087559981697,5,-0.03050040495032158,0.0,-0.1115031488446423,5,-0.03138808448908885,0.4,-0.11095425015123705,16,,,
adaptive_style_switch,2023-12-25,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,16,0.7904649094088635,index_weak,0.0,36.11576108669596,2023-12-25,exit_date < signal_date,6,-0.0488108699643283,6,-0.0488108699643283,0.0,-0.21633118574840382,6,-0.08113128970878668,0.0,-0.3238907767680024,6,-0.030882134620343085,0.0,-0.14063765626080638,6,-0.0347580236709712,0.3333333333333333,-0.15683587390356335,1,,,
adaptive_style_switch,2023-12-26,fallback,defensive,baseline_full_liquidity_detail,hold_min_state_3_days,1,1,0.8044682114278866,index_weak,0.0,35.35878594249202,2023-12-26,exit_date < signal_date,7,-0.07036524373907883,7,-0.07036524373907883,0.0,-0.37282317610189897,7,-0.09239315901560645,0.0,-0.43204416599703965,7,-0.03118782771227908,0.0,-0.16901550777147067,7,-0.03458563439138175,0.2857142857142857,-0.18512512536302306,2,,,
adaptive_style_switch,2023-12-27,fallback,defensive,baseline_full_liquidity_detail,hold_min_state_3_days,1,2,0.8438093290787009,index_weak,0.0,36.20633133732535,2023-12-27,exit_date < signal_date,8,-0.07253771026480062,8,-0.07253771026480062,0.0,-0.4278547914280073,8,-0.09607352310474868,0.0,-0.501241673727383,8,-0.030381128632311988,0.0,-0.1895692735438883,8,-0.043213603077930776,0.25,-0.2695538090665277,3,,,
adaptive_style_switch,2023-12-28,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,3,1.157771394984736,index_neutral,0.0,38.513204872204476,2023-12-28,exit_date < signal_date,9,-0.07946873742430947,9,-0.07946873742430947,0.0,-0.5050468806149545,9,-0.09345008513449661,0.0,-0.5373829895301145,9,-0.03168948664161144,0.0,-0.2237340754794005,9,-0.053136038801448744,0.2222222222222222,-0.3663492692425464,1,,,
adaptive_style_switch,2023-12-29,defensive,fallback,baseline_full_score,hold_min_state_3_days,1,1,1.0798903634571604,index_neutral,0.0,38.98795849131909,2023-12-29,exit_date < signal_date,10,-0.07955468473761204,10,-0.07955468473761204,0.0,-0.5448055790049262,10,-0.09088230704367825,0.0,-0.568735610303947,10,-0.03198406317875683,0.0,-0.2506202414043266,10,-0.05813292506121406,0.2,-0.43168176535876257,2,,,
adaptive_style_switch,2024-01-02,defensive,fallback,baseline_full_score,hold_min_state_3_days,1,2,1.0429264138762313,index_neutral,0.0,39.17579525044901,2024-01-02,exit_date < signal_date,10,-0.08439366539652737,11,-0.08198040501747669,0.0,-0.5931643453826881,11,-0.0869992204184628,0.0,-0.5895089061661433,11,-0.026443609997822474,0.09090909090909091,-0.2506202414043266,11,-0.06767714397249594,0.18181818181818182,-0.5243854567736645,3,,,
adaptive_style_switch,2024-01-03,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,3,0.9789184550597545,index_neutral,0.0,39.38248802873105,2024-01-03,exit_date < signal_date,10,-0.09484379921952683,12,-0.08655743396882891,0.0,-0.6488620799592748,12,-0.09446872065772392,0.0,-0.6620152712016895,12,-0.022722674589577635,0.16666666666666666,-0.2506202414043266,12,-0.0713310973656802,0.16666666666666666,-0.577428171179842,1,,,
adaptive_style_switch,2024-01-04,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,1,0.900611588280296,index_neutral,0.0,39.644583000798086,2024-01-04,exit_date < signal_date,10,-0.10233543331608488,13,-0.08601954643717129,0.0,-0.6768003320690845,13,-0.09332227261153592,0.0,-0.688906991017475,13,-0.018703257905726668,0.23076923076923078,-0.2506202414043266,13,-0.0680903421518936,0.15384615384615385,-0.5897678092985787,2,,,
adaptive_style_switch,2024-01-05,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,2,0.9902203272011791,index_neutral,0.0,40.07890684221025,2024-01-05,exit_date < signal_date,10,-0.08858408127596244,14,-0.0775006774344299,0.07142857142857142,-0.6768003320690845,14,-0.09023801364966791,0.0,-0.7045060179962814,14,-0.015508818176965573,0.2857142857142857,-0.2506202414043266,14,-0.06315840245001882,0.21428571428571427,-0.5897678092985787,3,,,
