first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,adaptive_switch_count,adaptive_attack_days,adaptive_balanced_days,adaptive_defensive_days,adaptive_fallback_days,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,hard_stop_loss_pct,adaptive_avg_target_position_ratio,adaptive_min_target_position_ratio,adaptive_max_target_position_ratio
2023-11-30,2026-06-02,604,500000.0,566974.2446331499,0.13394848926629987,0.053938141323781386,-0.5391922282927359,0.4817880794701987,0.09136344057372359,-0.10215082267369557,0.9835871849878693,4.968543046357616,606,304,302,0,117.28423031868363,32227.959566849997,,,,,,baseline_full_liquidity_detail,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,,,
2023-11-30,2026-06-02,604,500000.0,325156.7104441251,-0.3496865791117497,-0.16458545759827903,-0.9229917221369146,0.5016556291390728,3.706855835543898,-0.7751931307697417,0.965293539247551,5.01158940397351,605,305,300,0,118.75368623375131,20391.555055875004,,,,,,baseline_full_score,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,,,
2023-11-30,2026-06-02,604,500000.0,297482.8356175002,-0.4050343287649997,-0.19507055899464087,-0.5125720088836482,0.4718543046357616,0.06494675212345258,-0.09269878185782787,0.7129671730531291,4.973509933774834,602,304,298,0,86.38253702644117,22608.5943825,46.0,244.0,30.0,309.0,19.0,adaptive_style_switch_dynamic_position,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,0.728156146179402,0.5,1.0
2023-11-30,2026-06-02,604,500000.0,291907.03368344984,-0.41618593263310033,-0.20141031782579788,-0.7170645186663178,0.47516556291390727,0.3043805685098002,-0.18073713083800647,0.9861586126040464,4.983443708609271,604,303,301,0,119.83721898437341,25417.75091655,,,,,,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,,,
2023-11-30,2026-06-02,604,500000.0,248032.3630872005,-0.503935273825599,-0.25395968959702697,-0.6439461356951603,0.46357615894039733,0.08798499741075494,-0.08789825815432883,0.9769112556985435,4.986754966887418,608,307,301,0,119.28301825361382,26737.466512799998,46.0,244.0,30.0,309.0,19.0,adaptive_style_switch,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,,,
2023-11-30,2026-06-02,604,500000.0,198086.71716899986,-0.6038265656620003,-0.3208712960379261,-0.7590656710564012,0.4900662251655629,0.2559333955743268,-0.20781371833517692,0.9742369902067518,4.950331125827814,598,301,297,0,116.54478277247576,20011.134831000003,,,,,,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,,,
