strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,avg_gross_exposure,pit_status,risk_note,market_gate,position_mode,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,avg_max_industry_weight,turnover_proxy
liq20_bs_model_rank_score_b_bonus_0pct,all,0.0,35,2026-01-05,2026-05-15,5.0,0.45714285714285713,1.0,model_risk,latest_active_model_used_for_historical_dates,0,equal,1.90806542670834,1.90806542670834,1.1567261529288535,-0.24995895055861483,0.5142857142857142,0.034244298232274414,0.010042861534884073,0.21330791332806198,-0.1079109363856898,60.9253142857143,27.813657142857146,0.28571428571428564,1.0
liq_top_20_then_model_rank,all,0.0,35,2026-01-05,2026-05-15,5.0,0.45714285714285713,1.0,model_risk,latest_active_model_used_for_historical_dates,0,equal,1.90806542670834,1.90806542670834,1.1567261529288535,-0.24995895055861483,0.5142857142857142,0.034244298232274414,0.010042861534884073,0.21330791332806198,-0.1079109363856898,60.9253142857143,27.813657142857146,0.28571428571428564,1.0
tiered_liquidity_then_bs_v2,all,0.0,77,2026-01-05,2026-05-15,4.974025974025974,0.935064935064935,0.9948051948051947,trusted,uses_signal_date_or_prior_data,0,equal,1.6810687135865643,1.6810687135865643,0.380935865443474,-0.7270791776582133,0.5714285714285714,0.01678262698362042,0.009262877940545922,0.22708912367490133,-0.17313675049563243,77.10727922077922,28.147116883116883,0.3318181818181818,1.0
liq20_bs_model_rank_score_b_bonus_3pct,all,0.0,35,2026-01-05,2026-05-15,5.0,1.542857142857143,1.0,model_risk,latest_active_model_used_for_historical_dates,0,equal,1.6444584582008854,1.6444584582008854,1.0141066312519227,-0.26014309075427255,0.5714285714285714,0.030974626863569568,0.011774719955728142,0.18604778019974416,-0.1079109363856898,61.56325714285714,28.0944,0.3771428571428571,1.0
baseline_full_liquidity_industry_penalty_0p10pt,all,0.0,77,2026-01-05,2026-05-15,5.0,0.1038961038961039,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4994220533397296,1.4994220533397296,0.34959061670514724,-0.8104118895851258,0.45454545454545453,0.014709826998625507,-0.006326774065961183,0.20184154292707496,-0.0992493664157373,48.563662337662336,29.979038961038974,0.19999999999999993,1.0
baseline_full_liquidity_industry_penalty_0p25pt,all,0.0,77,2026-01-05,2026-05-15,5.0,0.1038961038961039,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4994220533397296,1.4994220533397296,0.34959061670514724,-0.8104118895851258,0.45454545454545453,0.014709826998625507,-0.006326774065961183,0.20184154292707496,-0.0992493664157373,48.563662337662336,29.979038961038974,0.19999999999999993,1.0
baseline_full_liquidity_industry_penalty_0p50pt,all,0.0,77,2026-01-05,2026-05-15,5.0,0.1038961038961039,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4994220533397296,1.4994220533397296,0.34959061670514724,-0.8104118895851258,0.45454545454545453,0.014709826998625507,-0.006326774065961183,0.20184154292707496,-0.0992493664157373,48.563662337662336,29.979038961038974,0.19999999999999993,1.0
baseline_full_liquidity_industry_penalty_1pt,all,0.0,77,2026-01-05,2026-05-15,5.0,0.1038961038961039,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4994220533397296,1.4994220533397296,0.34959061670514724,-0.8104118895851258,0.45454545454545453,0.014709826998625507,-0.006326774065961183,0.20184154292707496,-0.0992493664157373,48.563662337662336,29.979038961038974,0.19999999999999993,1.0
baseline_full_liquidity_industry_penalty_2pt,all,0.0,77,2026-01-05,2026-05-15,5.0,0.1038961038961039,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4994220533397296,1.4994220533397296,0.34959061670514724,-0.8104118895851258,0.45454545454545453,0.014709826998625507,-0.006326774065961183,0.20184154292707496,-0.0992493664157373,48.563662337662336,29.979038961038974,0.19999999999999993,1.0
baseline_full_liquidity_detail,all,0.0,77,2026-01-05,2026-05-15,5.0,0.35064935064935066,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4220553629800743,1.4220553629800743,0.3357739418650052,-0.7481495448029079,0.5064935064935064,0.015020232577470689,0.0005363228634966521,0.271588107865079,-0.15699691546151412,61.11914285714287,29.379090909090916,0.4311688311688313,1.0
liq_top_20_then_liquidity_detail,all,0.0,77,2026-01-05,2026-05-15,5.0,0.35064935064935066,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4220553629800743,1.4220553629800743,0.3357739418650052,-0.7481495448029079,0.5064935064935064,0.015020232577470689,0.0005363228634966521,0.271588107865079,-0.15699691546151412,61.11914285714287,29.379090909090916,0.4311688311688313,1.0
liq_top_30_then_liquidity_detail,all,0.0,77,2026-01-05,2026-05-15,5.0,0.35064935064935066,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.4220553629800743,1.4220553629800743,0.3357739418650052,-0.7481495448029079,0.5064935064935064,0.015020232577470689,0.0005363228634966521,0.271588107865079,-0.15699691546151412,61.11914285714287,29.379090909090916,0.4311688311688313,1.0
baseline_full_liquidity_detail_market_gate,all,0.0,77,2026-01-05,2026-05-15,5.0,0.35064935064935066,0.9584415584415584,trusted,uses_signal_date_or_prior_data,1,equal,1.3464491707849233,1.3464491707849233,0.32198177380346915,-0.738060902826359,0.5064935064935064,0.01432834257712096,0.000536322863496648,0.271588107865079,-0.15699691546151415,61.11914285714287,29.379090909090916,0.4311688311688313,1.0
liq_top_10_then_liquidity_detail,all,0.0,77,2026-01-05,2026-05-15,5.0,0.3246753246753247,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.336832717214656,1.336832717214656,0.32020620006766154,-0.7570111763152085,0.5064935064935064,0.014561845425890316,0.0005363228634966521,0.271588107865079,-0.15699691546151412,61.144077922077926,29.400467532467534,0.42597402597402595,1.0
tiered_liquidity_then_bs_v2_market_gate,all,0.0,77,2026-01-05,2026-05-15,4.8311688311688314,0.8701298701298701,0.9542857142857142,trusted,uses_signal_date_or_prior_data,1,equal,1.3303196544824996,1.3303196544824996,0.3190008399719946,-0.7341548626787058,0.5714285714285714,0.014589544866430142,0.012659668242745066,0.22080893547731653,-0.1534983624176212,77.26533549783551,28.191106060606057,0.33744588744588744,1.0
tiered_liquidity_then_liquidity_detail,all,0.0,77,2026-01-05,2026-05-15,5.0,0.33766233766233766,1.0,trusted,uses_signal_date_or_prior_data,0,equal,1.2432204313215904,1.2432204313215904,0.3026592287826486,-0.7667451804071715,0.5064935064935064,0.014066646951304496,0.0005363228634966521,0.271588107865079,-0.15699691546151412,61.1141038961039,29.393064935064942,0.42857142857142855,1.0
baseline_full_score_market_gate,all,0.0,77,2026-01-05,2026-05-15,4.961038961038961,0.2857142857142857,0.9506493506493505,trusted,uses_signal_date_or_prior_data,1,equal,1.1327197716450996,1.1327197716450996,0.28130069061788365,-0.6135189114246915,0.5194805194805194,0.014309803129204515,0.008624562342866238,0.2386279388943462,-0.21938429436403437,80.62937012987014,23.469668831168825,0.27012987012987005,1.0
baseline_full_score_hist_mdd_position,all,0.0,77,2026-01-05,2026-05-15,4.961038961038961,0.2857142857142857,0.9921818863280145,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,1.041352419580993,1.041352419580993,0.26307082910425206,-0.6498128066605615,0.5194805194805194,0.013915485110670553,0.008624562342866238,0.2386279388943462,-0.21938429436403437,80.62937012987014,23.469668831168825,0.27012987012987005,1.0
baseline_full_score,all,0.0,77,2026-01-05,2026-05-15,4.961038961038961,0.2857142857142857,0.9922077922077923,trusted,uses_signal_date_or_prior_data,0,equal,0.9738602088391115,0.9738602088391115,0.24924897296497384,-0.6497298707865576,0.5194805194805194,0.013747710281261977,0.008780421435907603,0.2386279388943462,-0.25784047554607226,80.62937012987014,23.469668831168825,0.27012987012987005,1.0
baseline_full_liquidity,all,0.0,77,2026-01-05,2026-05-15,5.0,0.1038961038961039,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.9537955384255641,0.9537955384255641,0.24507869208099664,-0.8116628777742751,0.5064935064935064,0.01161124427379413,0.0032441347811826616,0.20015173492313557,-0.11873943627472043,48.46451948051948,29.98799999999999,0.5168831168831167,1.0
baseline_full_liquidity_detail_hist_mdd_position,all,0.0,77,2026-01-05,2026-05-15,5.0,0.35064935064935066,0.8267625272451802,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,0.6510761651082575,0.6510761651082575,0.17833624170206375,-0.7577191838274017,0.5194805194805194,0.009275888812752467,0.0028849510333358985,0.22349331394501082,-0.15699691546151415,61.11914285714287,29.379090909090916,0.4311688311688313,1.0
liq20_bs_model_rank_score_b_bonus_5pct,all,0.0,35,2026-01-05,2026-05-15,5.0,2.5714285714285716,1.0,model_risk,latest_active_model_used_for_historical_dates,0,equal,0.6110588418410245,0.6110588418410245,0.40967893469281624,-0.1590305642379931,0.6285714285714286,0.015319549192471797,0.009140581068522603,0.1462099796918655,-0.1079109363856898,61.98674285714286,28.163657142857144,0.46285714285714286,1.0
