bucket_type,bucket,strategy,cost_rate,periods,total_return,avg_return,win_rate,max_drawdown
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_0pct,0.0,26,1.3368591866859747,0.036584731286662564,0.5,-0.24995895055861495
index_bucket,index_neutral,liq_top_20_then_model_rank,0.0,26,1.3368591866859747,0.036584731286662564,0.5,-0.24995895055861495
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_3pct,0.0,26,1.3259816863539964,0.03578442759040336,0.5769230769230769,-0.26014309075427244
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_5pct,0.0,26,0.48621683477878497,0.016895969009609123,0.6153846153846154,-0.15903056423799322
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_8pct,0.0,26,0.43978427130328557,0.015661297453062103,0.6153846153846154,-0.13949176040052402
index_bucket,index_neutral,baseline_full_score_expected_mdd_position,0.0,51,0.10170984397174809,0.0027139767978547977,0.4117647058823529,-0.22951588038709303
index_bucket,index_neutral,baseline_b_consensus,0.0,26,0.09258580491252388,0.005920160202980297,0.5,-0.36018593427552903
index_bucket,index_neutral,baseline_full_score_market_gate,0.0,51,-0.04182563588688526,0.003966829214253695,0.45098039215686275,-0.5033939059205444
index_bucket,index_neutral,baseline_full_liquidity_detail_vol_position,0.0,51,-0.07544583480658151,-0.0014405408847300541,0.4117647058823529,-0.19416514494445147
index_bucket,index_neutral,tiered_liquidity_then_bs_v2,0.0,51,-0.09573608543843659,0.0024830820619105337,0.49019607843137253,-0.7014902004323942
index_bucket,index_neutral,liq_top_20_then_consensus,0.0,26,-0.09576873093400895,0.00047745923786762735,0.6153846153846154,-0.36895705000724666
index_bucket,index_neutral,tiered_liquidity_then_bs_v2_market_gate,0.0,51,-0.11917983216298089,0.0016823217119700928,0.49019607843137253,-0.7092292996302765
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_5pct_market_gate,0.0,51,-0.12365284627115436,0.000798088086368947,0.43137254901960786,-0.6591874178458497
index_bucket,index_neutral,baseline_full_score_hist_mdd_position,0.0,51,-0.13160082537515683,0.0022112468370309975,0.45098039215686275,-0.5481694938921671
index_bucket,index_neutral,baseline_full_score,0.0,51,-0.1862845227613309,0.001242384983629076,0.45098039215686275,-0.5481694938921673
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_3pct_market_gate,0.0,51,-0.23025226854570868,-0.0016201317655398985,0.45098039215686275,-0.6792617269487028
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_5pct,0.0,51,-0.238828465321553,-0.001821356154249902,0.43137254901960786,-0.6859951774288717
index_bucket,index_neutral,liq30_bs_score_v2_b_bonus_5pct_market_gate,0.0,51,-0.2554752893258574,-0.0030937054079809958,0.4117647058823529,-0.6123271864347892
index_bucket,index_neutral,baseline_b_score_v2,0.0,51,-0.30433168048257575,-0.00524743950637187,0.43137254901960786,-0.5992983864329524
index_bucket,index_neutral,baseline_full_liquidity_detail_market_gate,0.0,51,-0.33479991765137873,-0.005264907828186831,0.43137254901960786,-0.6945094103903303
index_bucket,index_neutral,liq30_bs_score_v2_b_bonus_3pct_market_gate,0.0,51,-0.33828379291989963,-0.005101294247542092,0.43137254901960786,-0.6778441684517069
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_3pct,0.0,51,-0.3486389949708629,-0.004548942854240182,0.45098039215686275,-0.7285910755575788
index_bucket,index_neutral,liq_top_30_then_bs_v2,0.0,51,-0.34882037297932644,-0.004476343186649426,0.47058823529411764,-0.7581673889939066
index_bucket,index_neutral,baseline_full_liquidity_detail,0.0,51,-0.3604202452236971,-0.005725497625645018,0.43137254901960786,-0.7062754476830896
index_bucket,index_neutral,liq_top_20_then_liquidity_detail,0.0,51,-0.3604202452236971,-0.005725497625645018,0.43137254901960786,-0.7062754476830896
index_bucket,index_neutral,liq_top_30_then_liquidity_detail,0.0,51,-0.3604202452236971,-0.005725497625645018,0.43137254901960786,-0.7062754476830896
index_bucket,index_neutral,liq_top_10_then_liquidity_detail,0.0,51,-0.36617260759290804,-0.005926426987986296,0.43137254901960786,-0.7089171980653417
index_bucket,index_neutral,baseline_full_liquidity,0.0,51,-0.37981227101280013,-0.0070163819720641205,0.4117647058823529,-0.7344728121292611
index_bucket,index_neutral,tiered_liquidity_then_liquidity_detail,0.0,51,-0.39156339856727895,-0.006674079586870769,0.43137254901960786,-0.7205778215547889
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_10pt,0.0,51,-0.42380402512667237,-0.0051409209561163105,0.43137254901960786,-0.7596261225409382
index_bucket,index_neutral,baseline_full_liquidity_detail_hist_mdd_position,0.0,51,-0.4338860139669515,-0.008601458941110359,0.45098039215686275,-0.7182678449555349
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_5pt,0.0,51,-0.4831818032016445,-0.007190392839082798,0.4117647058823529,-0.784396977203577
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_0pct,0.0,51,-0.49209418144640504,-0.0087922341047509,0.4117647058823529,-0.7832406990904737
index_bucket,index_neutral,liq_top_20_then_bs_v2,0.0,51,-0.49209418144640504,-0.0087922341047509,0.4117647058823529,-0.7832406990904737
index_bucket,index_neutral,baseline_full_liquidity_industry_cap2,0.0,51,-0.49447779279357407,-0.011066556394460525,0.37254901960784315,-0.7411741060374314
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_8pct,0.0,51,-0.5552432729906824,-0.012422892223367904,0.35294117647058826,-0.7702575039750233
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p10pt,0.0,51,-0.5575222013488391,-0.014049432155422308,0.27450980392156865,-0.7696354895069599
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p25pt,0.0,51,-0.5575222013488391,-0.014049432155422308,0.27450980392156865,-0.7696354895069599
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p50pt,0.0,51,-0.5575222013488391,-0.014049432155422308,0.27450980392156865,-0.7696354895069599
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_1pt,0.0,51,-0.5575222013488391,-0.014049432155422308,0.27450980392156865,-0.7696354895069599
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_2pt,0.0,51,-0.5575222013488391,-0.014049432155422308,0.27450980392156865,-0.7696354895069599
index_bucket,index_neutral,baseline_full_liq_breakout_adj_50p_50d,0.0,51,-0.5712218914601997,-0.012086046999745711,0.4117647058823529,-0.7488268500072452
index_bucket,index_neutral,liq30_score_b_bonus_5pct_market_gate,0.0,51,-0.627391091599858,-0.016332115411285167,0.43137254901960786,-0.7324619183961438
index_bucket,index_neutral,liq_top_10_then_score_industry_cap2,0.0,51,-0.6329784971860413,-0.01218534230025496,0.35294117647058826,-0.8582055227794512
index_bucket,index_neutral,liq_top_20_then_dynamic_ic_factor,0.0,51,-0.6334632115292871,-0.01425838603468968,0.35294117647058826,-0.83569126343274
index_bucket,index_neutral,liq30_score_b_bonus_3pct_market_gate,0.0,51,-0.6413363218330093,-0.016491767807164135,0.45098039215686275,-0.7253001373701949
index_bucket,index_neutral,liq_top_10_then_liq_breakout_adj,0.0,51,-0.648962591802386,-0.012944158528706456,0.35294117647058826,-0.8625438199772929
index_bucket,index_neutral,liq_top_10_then_score,0.0,51,-0.648962591802386,-0.012944158528706456,0.35294117647058826,-0.8625438199772929
index_bucket,index_neutral,liq20_score_b_bonus_5pct_market_gate,0.0,51,-0.6555868983102503,-0.01705838759875119,0.35294117647058826,-0.7821189741201398
index_bucket,index_neutral,tiered_liquidity_then_score_industry_penalty_5pt,0.0,51,-0.679873289109949,-0.016646742508696438,0.35294117647058826,-0.8363700701843406
index_bucket,index_neutral,liq_top_30_then_liq_breakout_adj,0.0,51,-0.6932634679625811,-0.019164451032312076,0.4117647058823529,-0.7822859346710244
index_bucket,index_neutral,liq_top_30_then_score,0.0,51,-0.6932634679625811,-0.019164451032312076,0.4117647058823529,-0.7822859346710244
index_bucket,index_neutral,baseline_full_liq_breakout_adj,0.0,51,-0.700008180338631,-0.01876041841522109,0.39215686274509803,-0.7904171774068982
index_bucket,index_neutral,baseline_full_liq_breakout_adj_40p_30d,0.0,51,-0.700008180338631,-0.01876041841522109,0.39215686274509803,-0.7904171774068982
index_bucket,index_neutral,liq20_score_b_bonus_5pct,0.0,51,-0.7047172955715569,-0.019694332829107847,0.35294117647058826,-0.8137511652782982
index_bucket,index_neutral,tiered_liquidity_then_dynamic_ic_factor,0.0,51,-0.7059555679068978,-0.01778581810722079,0.3333333333333333,-0.8743341593531619
index_bucket,index_neutral,baseline_full_dynamic_factor_industry_cap2_market_gate,0.0,51,-0.7107103628414374,-0.01844321358461888,0.3137254901960784,-0.8389413749556452
index_bucket,index_neutral,baseline_full_dynamic_factor_industry_cap2,0.0,51,-0.7497327008124299,-0.021006699449315592,0.3137254901960784,-0.8606666056322607
index_bucket,index_neutral,liq_top_10_then_dynamic_factor,0.0,51,-0.757979468997302,-0.02219660180447629,0.3333333333333333,-0.8642780829466838
index_bucket,index_neutral,liq20_score_b_bonus_8pct,0.0,51,-0.7591849659635616,-0.024397742969555502,0.3137254901960784,-0.8302695266458888
index_bucket,index_neutral,tiered_liquidity_then_score_industry_cap2,0.0,51,-0.7795245931887241,-0.022747427731192846,0.3137254901960784,-0.8879635911537117
index_bucket,index_neutral,liq20_score_b_bonus_3pct_market_gate,0.0,51,-0.7847106536064224,-0.025780239250416098,0.3333333333333333,-0.8355327841636624
index_bucket,index_neutral,baseline_full_dynamic_ic_factor,0.0,51,-0.7851700197524807,-0.023966798764520077,0.3333333333333333,-0.9179948484486895
index_bucket,index_neutral,baseline_full_dynamic_factor,0.0,51,-0.7939202446278053,-0.02494450046655353,0.3333333333333333,-0.8771708053136162
index_bucket,index_neutral,tiered_liquidity_then_liq_breakout_adj,0.0,51,-0.7978339100824573,-0.0242593099291616,0.3137254901960784,-0.8972676225777627
index_bucket,index_neutral,tiered_liquidity_then_score,0.0,51,-0.7978339100824573,-0.0242593099291616,0.3137254901960784,-0.8972676225777627
index_bucket,index_neutral,liq_top_30_then_dynamic_factor,0.0,51,-0.8021507907838699,-0.02620898620053496,0.35294117647058826,-0.8748392187925669
index_bucket,index_neutral,tiered_liquidity_then_dynamic_factor,0.0,51,-0.8213687798460982,-0.0283989372220338,0.3333333333333333,-0.8837588514174021
index_bucket,index_neutral,liq20_score_b_bonus_3pct,0.0,51,-0.8240093821345611,-0.029317768053944853,0.3333333333333333,-0.865554485539982
index_bucket,index_neutral,liq_top_20_then_dynamic_factor,0.0,51,-0.8562962853883177,-0.03222572144592824,0.3333333333333333,-0.907641588738119
index_bucket,index_neutral,liq20_score_b_bonus_0pct,0.0,51,-0.8586470578944609,-0.033526639229545296,0.37254901960784315,-0.8870709301507811
index_bucket,index_neutral,liq_top_20_then_liq_breakout_adj,0.0,51,-0.8586470578944609,-0.033526639229545296,0.37254901960784315,-0.8870709301507811
index_bucket,index_neutral,liq_top_20_then_score,0.0,51,-0.8586470578944609,-0.033526639229545296,0.37254901960784315,-0.8870709301507811
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_0pct,0.0015,26,1.249957162840654,0.03508473128666256,0.5,-0.2647918013607399
index_bucket,index_neutral,liq_top_20_then_model_rank,0.0015,26,1.249957162840654,0.03508473128666256,0.5,-0.2647918013607399
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_3pct,0.0015,26,1.239517036020739,0.03428442759040336,0.5384615384615384,-0.2700567338290156
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_5pct,0.0015,26,0.4300908954151321,0.015395969009609121,0.6153846153846154,-0.1642885539020681
index_bucket,index_neutral,liq20_bs_model_rank_score_b_bonus_8pct,0.0015,26,0.3853462599641755,0.014161297453062103,0.5769230769230769,-0.14484282262615022
index_bucket,index_neutral,baseline_full_score_expected_mdd_position,0.0015,51,0.07209439786738003,0.002177973922511871,0.4117647058823529,-0.23641672582622486
index_bucket,index_neutral,baseline_b_consensus,0.0015,26,0.05137783555057718,0.004443237126057219,0.5,-0.375816832819299
index_bucket,index_neutral,baseline_full_liquidity_detail_vol_position,0.0015,51,-0.08971865993044514,-0.001744909033543844,0.4117647058823529,-0.20403444045945474
index_bucket,index_neutral,baseline_full_score_market_gate,0.0015,51,-0.10894630975829034,0.002549182155430167,0.45098039215686275,-0.5113160615902859
index_bucket,index_neutral,liq_top_20_then_consensus,0.0015,26,-0.13038174988849693,-0.0010110023005939115,0.6153846153846154,-0.37487140563295185
index_bucket,index_neutral,tiered_liquidity_then_bs_v2,0.0015,51,-0.162567304271091,0.0009889644148517085,0.49019607843137253,-0.7164211781416807
index_bucket,index_neutral,tiered_liquidity_then_bs_v2_market_gate,0.0015,51,-0.18136573263663291,0.0002564393590289152,0.49019607843137253,-0.7227868672243698
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_5pct_market_gate,0.0015,51,-0.1855895962493348,-0.0006313236783369341,0.43137254901960786,-0.6663454862208019
index_bucket,index_neutral,baseline_full_score_hist_mdd_position,0.0015,51,-0.1955381856439693,0.0007230115429133493,0.45098039215686275,-0.5568168466509301
index_bucket,index_neutral,baseline_full_score,0.0015,51,-0.24627309462164082,-0.0002458503104885712,0.45098039215686275,-0.5568168466509301
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_3pct_market_gate,0.0015,51,-0.2844416312180894,-0.003040131765539898,0.45098039215686275,-0.6945042853583474
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_5pct,0.0015,51,-0.2954047458733614,-0.0033213561542499047,0.43137254901960786,-0.70218599234255
index_bucket,index_neutral,liq30_bs_score_v2_b_bonus_5pct_market_gate,0.0015,51,-0.3082562103334687,-0.00452311717268688,0.4117647058823529,-0.6265577194364256
index_bucket,index_neutral,baseline_b_score_v2,0.0015,51,-0.35567831171317765,-0.006735674800489517,0.43137254901960786,-0.6196775652382854
index_bucket,index_neutral,baseline_full_liquidity_detail_market_gate,0.0015,51,-0.38209094693478884,-0.006694319592892714,0.4117647058823529,-0.7113895555951385
index_bucket,index_neutral,liq30_bs_score_v2_b_bonus_3pct_market_gate,0.0015,51,-0.38531366073521156,-0.006530706012247974,0.43137254901960786,-0.6933055514088862
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_3pct,0.0015,51,-0.396840923240513,-0.006037178148357829,0.45098039215686275,-0.7424912889902924
index_bucket,index_neutral,liq_top_30_then_bs_v2,0.0015,51,-0.39720719897428713,-0.005970460833708251,0.47058823529411764,-0.7700423712433214
index_bucket,index_neutral,baseline_full_liquidity_detail,0.0015,51,-0.4080959664521354,-0.0072254976256450176,0.4117647058823529,-0.7235358742199062
index_bucket,index_neutral,liq_top_20_then_liquidity_detail,0.0015,51,-0.4080959664521354,-0.0072254976256450176,0.4117647058823529,-0.7235358742199062
index_bucket,index_neutral,liq_top_30_then_liquidity_detail,0.0015,51,-0.4080959664521354,-0.0072254976256450176,0.4117647058823529,-0.7235358742199062
index_bucket,index_neutral,liq_top_10_then_liquidity_detail,0.0015,51,-0.4134262973583608,-0.007426426987986298,0.4117647058823529,-0.7260255434746927
index_bucket,index_neutral,baseline_full_liquidity,0.0015,51,-0.4260337058305188,-0.008516381972064124,0.4117647058823529,-0.7478298432093096
index_bucket,index_neutral,tiered_liquidity_then_liquidity_detail,0.0015,51,-0.43696121894421547,-0.008174079586870768,0.4117647058823529,-0.7370181388157584
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_10pt,0.0015,51,-0.4668182468487627,-0.006635038603175136,0.43137254901960786,-0.7738033721510512
index_bucket,index_neutral,baseline_full_liquidity_detail_hist_mdd_position,0.0015,51,-0.46863175784980293,-0.009821599499000052,0.43137254901960786,-0.7315809469549283
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_5pt,0.0015,51,-0.5218447149598923,-0.008684510486141626,0.4117647058823529,-0.7971477597929979
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_0pct,0.0015,51,-0.5298823186999846,-0.01028046939886855,0.4117647058823529,-0.7944239606441781
index_bucket,index_neutral,liq_top_20_then_bs_v2,0.0015,51,-0.5298823186999846,-0.01028046939886855,0.4117647058823529,-0.7944239606441781
index_bucket,index_neutral,baseline_full_liquidity_industry_cap2,0.0015,51,-0.5322960544155217,-0.01256655639446053,0.37254901960784315,-0.7578691102352666
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_8pct,0.0015,51,-0.5886326523967613,-0.01392289222336791,0.35294117647058826,-0.7828625341175265
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p10pt,0.0015,51,-0.5906941901767653,-0.015549432155422309,0.2549019607843137,-0.784528364732446
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p25pt,0.0015,51,-0.5906941901767653,-0.015549432155422309,0.2549019607843137,-0.784528364732446
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p50pt,0.0015,51,-0.5906941901767653,-0.015549432155422309,0.2549019607843137,-0.784528364732446
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_1pt,0.0015,51,-0.5906941901767653,-0.015549432155422309,0.2549019607843137,-0.784528364732446
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_2pt,0.0015,51,-0.5906941901767653,-0.015549432155422309,0.2549019607843137,-0.784528364732446
index_bucket,index_neutral,baseline_full_liq_breakout_adj_50p_50d,0.0015,51,-0.6033547343539409,-0.013580164646804534,0.4117647058823529,-0.7632447541351859
index_bucket,index_neutral,liq30_score_b_bonus_5pct_market_gate,0.0015,51,-0.6541760442270161,-0.01776152717599105,0.43137254901960786,-0.7465330049761129
index_bucket,index_neutral,liq_top_10_then_score_industry_cap2,0.0015,51,-0.6606594465340052,-0.013679459947313783,0.35294117647058826,-0.8666899818788869
index_bucket,index_neutral,liq_top_20_then_dynamic_ic_factor,0.0015,51,-0.6609270654540906,-0.015746621328807324,0.3333333333333333,-0.8447029821614918
index_bucket,index_neutral,liq30_score_b_bonus_3pct_market_gate,0.0015,51,-0.6670530682160345,-0.017915297218928844,0.45098039215686275,-0.7416255989237972
index_bucket,index_neutral,liq_top_10_then_liq_breakout_adj,0.0015,51,-0.6754629729870463,-0.014438276175765279,0.35294117647058826,-0.870775764165197
index_bucket,index_neutral,liq_top_10_then_score,0.0015,51,-0.6754629729870463,-0.014438276175765279,0.35294117647058826,-0.870775764165197
index_bucket,index_neutral,liq20_score_b_bonus_5pct_market_gate,0.0015,51,-0.680289443790763,-0.01848191701051589,0.35294117647058826,-0.7927057686973891
index_bucket,index_neutral,tiered_liquidity_then_score_industry_penalty_5pt,0.0015,51,-0.7039253756462416,-0.01813497780281409,0.35294117647058826,-0.8460583013855696
index_bucket,index_neutral,liq_top_30_then_liq_breakout_adj,0.0015,51,-0.7163867675165887,-0.020658568679370895,0.4117647058823529,-0.796059259781094
index_bucket,index_neutral,liq_top_30_then_score,0.0015,51,-0.7163867675165887,-0.020658568679370895,0.4117647058823529,-0.796059259781094
index_bucket,index_neutral,baseline_full_liq_breakout_adj,0.0015,51,-0.7226466841851114,-0.02025453606227992,0.39215686274509803,-0.8039869418072965
index_bucket,index_neutral,baseline_full_liq_breakout_adj_40p_30d,0.0015,51,-0.7226466841851114,-0.02025453606227992,0.39215686274509803,-0.8039869418072965
index_bucket,index_neutral,liq20_score_b_bonus_5pct,0.0015,51,-0.7269918566319772,-0.021188450476166673,0.35294117647058826,-0.8235099904970312
index_bucket,index_neutral,tiered_liquidity_then_dynamic_ic_factor,0.0015,51,-0.7281784244014968,-0.019279935754279616,0.3137254901960784,-0.8829188444991494
index_bucket,index_neutral,baseline_full_dynamic_factor_industry_cap2_market_gate,0.0015,51,-0.7316505387586215,-0.01987262534932476,0.3137254901960784,-0.8484616825389419
index_bucket,index_neutral,baseline_full_dynamic_factor_industry_cap2,0.0015,51,-0.7687688357533504,-0.022506699449315593,0.3137254901960784,-0.8694225752777635
index_bucket,index_neutral,liq_top_10_then_dynamic_factor,0.0015,51,-0.7763387758848682,-0.02369071945153512,0.3333333333333333,-0.8727795065206312
index_bucket,index_neutral,liq20_score_b_bonus_8pct,0.0015,51,-0.7774719623397499,-0.025897742969555503,0.3137254901960784,-0.8399043661650145
index_bucket,index_neutral,tiered_liquidity_then_score_industry_cap2,0.0015,51,-0.7962209865959169,-0.024235663025310494,0.3137254901960784,-0.8956089237258631
index_bucket,index_neutral,liq20_score_b_bonus_3pct_market_gate,0.0015,51,-0.8002945446395346,-0.02720376866218081,0.3333333333333333,-0.8454222479092862
index_bucket,index_neutral,baseline_full_dynamic_ic_factor,0.0015,51,-0.8012876903091946,-0.025443269352755368,0.3137254901960784,-0.9235623463315578
index_bucket,index_neutral,baseline_full_dynamic_factor,0.0015,51,-0.80965095891561,-0.026444500466553535,0.3333333333333333,-0.8849137584590266
index_bucket,index_neutral,tiered_liquidity_then_liq_breakout_adj,0.0015,51,-0.8131711269491901,-0.025747545223279256,0.3137254901960784,-0.9042920720291046
index_bucket,index_neutral,tiered_liquidity_then_score,0.0015,51,-0.8131711269491901,-0.025747545223279256,0.3137254901960784,-0.9042920720291046
