ts,symbol,side,qty,price
2020-08-31,603650.SH,BUY,1200,33.07602
2020-09-07,000543.SZ,SELL,24100,4.22154
2020-09-07,002815.SZ,SELL,4800,18.2135
2020-09-07,002818.SZ,SELL,5100,16.1676
2020-09-07,300459.SZ,SELL,19400,4.52094
2020-09-07,600125.SH,SELL,11800,5.469040000000001
2020-09-07,600138.SH,SELL,4900,12.594759999999999
2020-09-07,600757.SH,SELL,9200,5.74848
2020-09-07,603256.SH,SELL,3900,12.73448
2020-09-07,603486.SH,SELL,1100,42.40502
2020-09-07,603650.SH,SELL,1200,31.087699999999998
2020-09-28,002458.SZ,BUY,8600,11.96388
2020-09-28,002815.SZ,BUY,5300,17.324579999999997
2020-09-28,002818.SZ,BUY,5900,14.1282
2020-09-28,600125.SH,BUY,14500,5.20038
2020-09-28,600757.SH,BUY,12300,5.49096
2020-09-28,601019.SH,BUY,9800,6.212400000000001
2020-09-28,601869.SH,BUY,1800,29.46882
2020-09-28,603256.SH,BUY,4600,10.74144
2020-09-28,603556.SH,BUY,3100,14.138219999999999
2020-09-28,603650.SH,BUY,1200,32.855579999999996
2020-10-12,002458.SZ,SELL,8600,12.68458
2020-10-12,002815.SZ,SELL,5300,18.17358
2020-10-12,002818.SZ,SELL,5900,14.690560000000001
2020-10-12,600125.SH,SELL,14500,5.36924
2020-10-12,600757.SH,SELL,12300,5.69858
2020-10-12,601019.SH,SELL,9800,6.32732
2020-10-12,601869.SH,SELL,1800,30.46894
2020-10-12,603256.SH,SELL,4600,11.157639999999999
2020-10-12,603556.SH,SELL,3100,14.40114
2020-10-12,603650.SH,SELL,1200,35.35914
2020-11-03,000543.SZ,BUY,26200,4.038060000000001
2020-11-03,002458.SZ,BUY,8700,10.921800000000001
2020-11-03,002815.SZ,BUY,5200,16.24242
2020-11-03,002818.SZ,BUY,5500,13.9278
2020-11-03,600138.SH,BUY,6800,10.20036
2020-11-03,600757.SH,BUY,11500,5.4108
2020-11-03,601869.SH,BUY,2000,28.01592
2020-11-03,603256.SH,BUY,4900,10.28052
2020-11-03,603556.SH,BUY,3000,14.9298
2020-11-03,603650.SH,BUY,1000,38.2764
2020-11-09,000543.SZ,SELL,26200,4.091799999999999
2020-11-09,002458.SZ,SELL,8700,11.1277
2020-11-09,002815.SZ,SELL,5200,16.97598
2020-11-09,002818.SZ,SELL,5500,14.8702
2020-11-09,600138.SH,SELL,6800,10.43908
2020-11-09,600757.SH,SELL,11500,5.45906
2020-11-09,601869.SH,SELL,2000,29.21146
2020-11-09,603256.SH,SELL,4900,10.36922
2020-11-09,603556.SH,SELL,3000,15.1197
2020-11-09,603650.SH,SELL,1000,40.918
2020-12-01,000543.SZ,BUY,25600,4.188359999999999
2020-12-01,000718.SZ,BUY,28700,3.36672
2020-12-01,000848.SZ,BUY,11900,7.30458
2020-12-01,002458.SZ,BUY,6400,12.18432
2020-12-01,002815.SZ,BUY,4200,16.7835
2020-12-01,002818.SZ,BUY,3900,15.9318
2020-12-01,600125.SH,BUY,10500,5.400779999999999
2020-12-01,603256.SH,BUY,4900,10.480920000000001
2020-12-01,603328.SH,BUY,5600,8.18634
2020-12-01,603650.SH,BUY,1000,38.3265
2020-12-07,000543.SZ,SELL,25600,4.05188
2020-12-07,000718.SZ,SELL,28700,3.2534799999999997
2020-12-07,000848.SZ,SELL,11900,7.1456800000000005
2020-12-07,002458.SZ,SELL,6400,13.0738
2020-12-07,002815.SZ,SELL,4200,16.69654
2020-12-07,002818.SZ,SELL,3900,16.22748
2020-12-07,600125.SH,SELL,10500,5.31934
2020-12-07,603256.SH,SELL,4900,10.69856
2020-12-07,603328.SH,SELL,5600,8.31334
2020-12-07,603650.SH,SELL,1000,34.730399999999996
2020-12-29,000543.SZ,BUY,25100,4.24848
2020-12-29,000848.SZ,BUY,13600,7.05408
2020-12-29,002458.SZ,BUY,7600,11.26248
2020-12-29,002818.SZ,BUY,5400,14.188320000000001
2020-12-29,600138.SH,BUY,6900,10.02
2020-12-29,600757.SH,BUY,11900,5.280539999999999
2020-12-29,601869.SH,BUY,2000,27.41472
2020-12-29,603256.SH,BUY,5600,9.09816
2020-12-29,603556.SH,BUY,3300,13.81758
2020-12-29,603650.SH,BUY,1300,30.03996
2021-01-04,000543.SZ,SELL,25100,4.17164
2021-01-04,000848.SZ,SELL,13600,7.29538
2021-01-04,002458.SZ,SELL,7600,11.75644
2021-01-04,002818.SZ,SELL,5400,14.0718
2021-01-04,600138.SH,SELL,6900,10.38918
2021-01-04,600757.SH,SELL,11900,5.2894
2021-01-04,601869.SH,SELL,2000,27.26536
2021-01-04,603256.SH,SELL,5600,8.92212
2021-01-04,603556.SH,SELL,3300,13.872200000000001
2021-01-04,603650.SH,SELL,1300,31.54678
2021-01-27,000543.SZ,BUY,28100,3.8076
2021-01-27,002317.SZ,BUY,10900,8.83764
2021-01-27,002458.SZ,BUY,8000,10.76148
2021-01-27,002815.SZ,BUY,6000,12.93582
2021-01-27,002818.SZ,BUY,5100,13.747440000000001
2021-01-27,002957.SZ,BUY,3200,19.528979999999997
2021-01-27,300113.SZ,BUY,3800,14.629199999999999
2021-01-27,300324.SZ,BUY,14800,3.4569
2021-01-27,600968.SH,BUY,20000,2.3045999999999998
2021-01-27,603650.SH,BUY,1200,32.544959999999996
2021-02-01,000543.SZ,SELL,28100,3.7125600000000003
2021-02-01,002317.SZ,SELL,10900,8.3832
2021-02-01,002458.SZ,SELL,8000,10.31932
2021-02-01,002815.SZ,SELL,6000,12.494959999999999
2021-02-01,002818.SZ,SELL,5100,13.502939999999999
2021-02-01,002957.SZ,SELL,3200,18.87218
2021-02-01,300113.SZ,SELL,3800,15.78836
2021-02-01,300324.SZ,SELL,14800,3.31336
2021-02-01,600968.SH,SELL,20000,2.2455
2021-02-01,603650.SH,SELL,1200,31.61664
2021-03-03,000543.SZ,BUY,26600,3.94788
2021-03-03,002317.SZ,BUY,11100,8.48694
2021-03-03,002818.SZ,BUY,5800,14.559059999999999
2021-03-03,002957.SZ,BUY,4000,18.797520000000002
2021-03-03,300324.SZ,BUY,20000,3.4569
2021-03-03,600968.SH,BUY,25400,2.44488
2021-03-03,601869.SH,BUY,2200,24.3987
2021-03-03,603328.SH,BUY,7100,7.0941600000000005
2021-03-03,603379.SH,BUY,2500,17.535
2021-03-03,603650.SH,BUY,1000,39.3285
2021-03-08,000543.SZ,SELL,26600,4.00198
2021-03-08,002317.SZ,SELL,11100,8.52292
2021-03-08,002818.SZ,SELL,5800,14.44106
2021-03-08,002957.SZ,SELL,4000,19.1616
2021-03-08,300324.SZ,SELL,20000,3.51296
2021-03-08,600968.SH,SELL,25400,2.51496
2021-03-08,601869.SH,SELL,2200,24.07176
2021-03-08,603328.SH,SELL,7100,7.205559999999999
2021-03-08,603379.SH,SELL,2500,17.684559999999998
2021-03-08,603650.SH,SELL,1000,35.928
2021-03-31,002038.SZ,BUY,11000,9.47892
2021-03-31,002317.SZ,BUY,11300,8.32662
2021-03-31,002458.SZ,BUY,8200,10.31058
2021-03-31,002815.SZ,BUY,6300,11.99394
2021-03-31,002818.SZ,BUY,4600,14.7795
2021-03-31,002957.SZ,BUY,3200,19.0881
2021-03-31,300113.SZ,BUY,4300,12.795539999999999
2021-03-31,300324.SZ,BUY,14700,3.42684
2021-03-31,600968.SH,BUY,17100,2.6653200000000004
2021-03-31,603650.SH,BUY,1100,34.438739999999996
2021-04-12,002038.SZ,SELL,11000,9.91014
2021-04-12,002317.SZ,SELL,11300,8.183599999999998
2021-04-12,002458.SZ,SELL,8200,10.5289
2021-04-12,002815.SZ,SELL,6300,12.03588
2021-04-12,002818.SZ,SELL,4600,15.179580000000001
2021-04-12,002957.SZ,SELL,3200,20.039839999999998
2021-04-12,300113.SZ,SELL,4300,12.68458
2021-04-12,300324.SZ,SELL,14700,3.47304
2021-04-12,600968.SH,SELL,17100,2.5548800000000003
2021-04-12,603650.SH,SELL,1100,31.66654
2021-04-29,000543.SZ,BUY,27200,3.86772
2021-04-29,002317.SZ,BUY,10800,8.757480000000001
2021-04-29,002458.SZ,BUY,8600,9.809579999999999
2021-04-29,002957.SZ,BUY,4000,18.84762
2021-04-29,300113.SZ,BUY,5300,12.9759
2021-04-29,300324.SZ,BUY,19200,3.24648
2021-04-29,600575.SH,BUY,25900,2.16432
2021-04-29,600968.SH,BUY,20300,2.48496
2021-04-29,601512.SH,BUY,4600,9.7695
2021-04-29,603328.SH,BUY,6000,6.743460000000001
2021-05-10,000543.SZ,SELL,27200,3.90218
2021-05-10,002317.SZ,SELL,10800,8.24348
2021-05-10,002458.SZ,SELL,8600,9.79038
2021-05-10,002957.SZ,SELL,4000,17.74444
2021-05-10,300113.SZ,SELL,5300,12.29536
2021-05-10,300324.SZ,SELL,19200,3.21356
2021-05-10,600575.SH,SELL,25900,2.26546
2021-05-10,600968.SH,SELL,20300,2.57484
2021-05-10,601512.SH,SELL,4600,9.8802
2021-05-10,603328.SH,SELL,6000,6.65666
2021-06-01,000543.SZ,BUY,27100,3.83766
2021-06-01,002317.SZ,BUY,10200,9.158280000000001
2021-06-01,002815.SZ,BUY,6900,12.10416
2021-06-01,002818.SZ,BUY,5900,12.85566
2021-06-01,002957.SZ,BUY,2900,23.426759999999998
2021-06-01,300113.SZ,BUY,4500,13.53702
2021-06-01,300324.SZ,BUY,16000,3.44688
2021-06-01,600575.SH,BUY,22000,2.2545
2021-06-01,600968.SH,BUY,17000,2.6252400000000002
2021-06-01,601869.SH,BUY,1600,24.88968
2021-06-07,000543.SZ,SELL,27100,3.82234
2021-06-07,002317.SZ,SELL,10200,8.882200000000001
2021-06-07,002815.SZ,SELL,6900,12.24546
2021-06-07,002818.SZ,SELL,5900,12.74446
2021-06-07,002957.SZ,SELL,2900,22.63464
2021-06-07,300113.SZ,SELL,4500,13.832279999999999
2021-06-07,300324.SZ,SELL,16000,3.51296
2021-06-07,600575.SH,SELL,22000,2.23552
2021-06-07,600968.SH,SELL,17000,2.65468
2021-06-07,601869.SH,SELL,1600,24.57076
2021-06-30,002317.SZ,BUY,11900,8.62722
2021-06-30,002458.SZ,BUY,9300,9.98994
2021-06-30,002815.SZ,BUY,6700,12.50496
2021-06-30,002818.SZ,BUY,6200,12.08412
2021-06-30,300113.SZ,BUY,5200,12.96588
2021-06-30,300741.SZ,BUY,1200,50.821439999999996
2021-06-30,600968.SH,BUY,21200,2.59518
2021-06-30,601512.SH,BUY,4900,9.979920000000002
2021-06-30,601869.SH,BUY,1800,24.40872
2021-06-30,603379.SH,BUY,2100,18.74742
2021-07-05,002317.SZ,SELL,11900,8.85226
2021-07-05,002458.SZ,SELL,9300,9.81034
2021-07-05,002815.SZ,SELL,6700,12.29536
2021-07-05,002818.SZ,SELL,6200,12.275400000000001
2021-07-05,300113.SZ,SELL,5200,13.15364
2021-07-05,300741.SZ,SELL,1200,50.399
2021-07-05,600968.SH,SELL,21200,2.60478
2021-07-05,601512.SH,SELL,4900,9.860240000000001
2021-07-05,601869.SH,SELL,1800,23.7524
2021-07-05,603379.SH,SELL,2100,20.63864
2021-07-28,002038.SZ,BUY,11000,9.37872
2021-07-28,002317.SZ,BUY,10800,8.58714
2021-07-28,002458.SZ,BUY,8300,10.09014
2021-07-28,002815.SZ,BUY,5400,13.877699999999999
2021-07-28,002818.SZ,BUY,5600,12.003960000000001
2021-07-28,300113.SZ,BUY,4200,14.4789
2021-07-28,300741.SZ,BUY,1200,42.735299999999995
2021-07-28,600968.SH,BUY,20000,2.48496
2021-07-28,603379.SH,BUY,2200,20.26044
2021-07-28,603983.SH,BUY,1000,38.246340000000004
2021-08-02,002038.SZ,SELL,11000,9.49098
2021-08-02,002317.SZ,SELL,10800,8.882200000000001
2021-08-02,002458.SZ,SELL,8300,10.189580000000001
2021-08-02,002815.SZ,SELL,5400,14.60074
2021-08-02,002818.SZ,SELL,5600,12.03588
2021-08-02,300113.SZ,SELL,4200,14.411119999999999
2021-08-02,300741.SZ,SELL,1200,42.92398
2021-08-02,600968.SH,SELL,20000,2.4451
2021-08-02,603379.SH,SELL,2200,20.48894
2021-08-02,603983.SH,SELL,1000,38.53278
2021-08-25,002038.SZ,BUY,11000,9.44886
2021-08-25,002317.SZ,BUY,10500,8.897760000000002
2021-08-25,002440.SZ,BUY,8900,9.37872
2021-08-25,002458.SZ,BUY,7600,9.8697
2021-08-25,002815.SZ,BUY,5100,13.26648
2021-08-25,300113.SZ,BUY,5700,10.71138
2021-08-25,600968.SH,BUY,21100,2.6252400000000002
2021-08-25,601512.SH,BUY,5400,9.1683
2021-08-25,603379.SH,BUY,1800,24.68928
2021-08-25,603983.SH,BUY,1100,35.520900000000005
2021-08-30,002038.SZ,SELL,11000,9.630700000000001
2021-08-30,002317.SZ,SELL,10500,8.82232
2021-08-30,002440.SZ,SELL,8900,9.51094
2021-08-30,002458.SZ,SELL,7600,9.5309
2021-08-30,002815.SZ,SELL,5100,12.61472
2021-08-30,300113.SZ,SELL,5700,10.8283
2021-08-30,600968.SH,SELL,21100,2.7345200000000003
2021-08-30,601512.SH,SELL,5400,8.9321
2021-08-30,603379.SH,SELL,1800,27.9939
2021-08-30,603983.SH,SELL,1100,33.562740000000005
2021-09-24,002038.SZ,BUY,9900,10.470899999999999
2021-09-24,002317.SZ,BUY,9100,10.190339999999999
2021-09-24,002458.SZ,BUY,7900,10.65126
2021-09-24,002818.SZ,BUY,5600,13.456859999999999
2021-09-24,300113.SZ,BUY,5100,13.156260000000001
2021-09-24,600633.SH,BUY,8700,7.00398
2021-09-24,600968.SH,BUY,17700,3.12624
2021-09-24,603256.SH,BUY,5200,9.58914
2021-09-24,603379.SH,BUY,1300,32.62512
2021-09-24,603983.SH,BUY,1000,40.420680000000004
2021-09-27,002038.SZ,SELL,9900,10.24946
2021-09-27,002317.SZ,SELL,9100,9.920119999999999
2021-09-27,002458.SZ,SELL,7900,11.3772
2021-09-27,002818.SZ,SELL,5600,13.78238
2021-09-27,300113.SZ,SELL,5100,12.31532
2021-09-27,600633.SH,SELL,8700,6.82632
2021-09-27,600968.SH,SELL,17700,2.98402
2021-09-27,603256.SH,SELL,5200,9.211540000000001
2021-09-27,603379.SH,SELL,1300,31.1376
2021-09-27,603983.SH,SELL,1000,39.5208
2021-10-29,002317.SZ,BUY,12100,8.43684
2021-10-29,002458.SZ,BUY,8600,10.661280000000001
2021-10-29,002815.SZ,BUY,6000,13.81758
2021-10-29,002818.SZ,BUY,5900,12.55506
2021-10-29,300113.SZ,BUY,4700,14.10816
2021-10-29,600968.SH,BUY,21000,2.8957800000000002
2021-10-29,601512.SH,BUY,6200,8.78754
2021-10-29,603256.SH,BUY,5800,8.39676
2021-10-29,603379.SH,BUY,1600,26.27244
2021-10-29,603983.SH,BUY,1100,34.97982
2021-11-01,002317.SZ,SELL,12100,8.423119999999999
2021-11-01,002458.SZ,SELL,8600,10.6786
2021-11-01,002815.SZ,SELL,6000,15.13966
2021-11-01,002818.SZ,SELL,5900,12.61472
2021-11-01,300113.SZ,SELL,4700,14.740459999999999
2021-11-01,600968.SH,SELL,21000,2.87424
2021-11-01,601512.SH,SELL,6200,8.71254
2021-11-01,603256.SH,SELL,5800,8.74248
2021-11-01,603379.SH,SELL,1600,26.5468
2021-11-01,603983.SH,SELL,1100,31.35716
2021-11-26,002038.SZ,BUY,9600,10.74144
2021-11-26,002317.SZ,BUY,7600,12.21438
2021-11-26,002458.SZ,BUY,7700,10.731420000000002
2021-11-26,002815.SZ,BUY,4500,16.39272
2021-11-26,002818.SZ,BUY,5300,12.63522
2021-11-26,300113.SZ,BUY,4100,14.69934
2021-11-26,600968.SH,BUY,19900,2.76552
2021-11-26,603256.SH,BUY,5500,8.967899999999998
2021-11-26,603379.SH,BUY,1700,25.1001
2021-11-26,603983.SH,BUY,1300,30.60108
2021-11-29,002038.SZ,SELL,9600,10.55884
2021-11-29,002317.SZ,SELL,7600,12.76442
2021-11-29,002458.SZ,SELL,7700,10.968020000000001
2021-11-29,002815.SZ,SELL,4500,16.30732
2021-11-29,002818.SZ,SELL,5300,12.3253
2021-11-29,300113.SZ,SELL,4100,14.55084
2021-11-29,600968.SH,SELL,19900,2.7345200000000003
2021-11-29,603256.SH,SELL,5500,8.9321
2021-11-29,603379.SH,SELL,1700,24.74042
2021-11-29,603983.SH,SELL,1300,29.86016
2021-12-24,002038.SZ,BUY,9700,10.58112
2021-12-24,002317.SZ,BUY,8700,10.591140000000001
2021-12-24,002458.SZ,BUY,7600,10.921800000000001
2021-12-24,002815.SZ,BUY,4200,17.84562
2021-12-24,002818.SZ,BUY,5400,12.36468
2021-12-24,300113.SZ,BUY,3600,16.6833
2021-12-24,600968.SH,BUY,18700,2.91582
2021-12-24,603256.SH,BUY,5900,8.28654
2021-12-24,603379.SH,BUY,1900,22.30452
2021-12-24,603983.SH,BUY,1200,32.1642
2021-12-27,002038.SZ,SELL,9700,10.64866
2021-12-27,002317.SZ,SELL,8700,11.21752
2021-12-27,002458.SZ,SELL,7600,10.91812
2021-12-27,002815.SZ,SELL,4200,16.82628
2021-12-27,002818.SZ,SELL,5400,12.41512
2021-12-27,300113.SZ,SELL,3600,16.08776
2021-12-27,600968.SH,SELL,18700,2.92414
2021-12-27,603256.SH,SELL,5900,8.253459999999999
2021-12-27,603379.SH,SELL,1900,22.43504
2021-12-27,603983.SH,SELL,1200,31.64658
2022-01-24,000690.SZ,BUY,19000,5.38074
2022-01-24,001872.SZ,BUY,5500,16.77348
2022-01-24,002038.SZ,BUY,7900,10.500960000000001
2022-01-24,002440.SZ,BUY,7700,9.57912
2022-01-24,002653.SZ,BUY,3400,19.458840000000002
2022-01-24,002815.SZ,BUY,3700,16.32258
2022-01-24,300463.SZ,BUY,1900,28.32654
2022-01-24,600968.SH,BUY,17600,2.78556
2022-01-24,603317.SH,BUY,1900,22.595100000000002
2022-01-24,603983.SH,BUY,1300,29.258399999999998
2022-02-07,000690.SZ,SELL,19000,5.1896
2022-02-07,001872.SZ,SELL,5500,17.10572
2022-02-07,002038.SZ,SELL,7900,9.7804
2022-02-07,002440.SZ,SELL,7700,9.101759999999999
2022-02-07,002653.SZ,SELL,3400,17.674580000000002
2022-02-07,002815.SZ,SELL,3700,14.670599999999999
2022-02-07,300463.SZ,SELL,1900,26.776339999999998
2022-02-07,600968.SH,SELL,17600,2.82434
2022-02-07,603317.SH,SELL,1900,21.466980000000003
2022-02-07,603983.SH,SELL,1300,28.36316
2022-02-28,000685.SZ,BUY,11800,8.356679999999999
2022-02-28,000690.SZ,BUY,17000,5.240460000000001
2022-02-28,001872.SZ,BUY,4500,17.60514
2022-02-28,002038.SZ,BUY,7000,10.3206
2022-02-28,002048.SZ,BUY,3700,17.52498
2022-02-28,002127.SZ,BUY,10500,5.59116
2022-02-28,002653.SZ,BUY,3000,17.21436
2022-02-28,002815.SZ,BUY,3100,14.96988
2022-02-28,600968.SH,BUY,14300,3.0060000000000002
2022-02-28,603983.SH,BUY,1300,28.29648
2022-03-07,000685.SZ,SELL,11800,8.363240000000001
2022-03-07,000690.SZ,SELL,17000,5.19958
2022-03-07,001872.SZ,SELL,4500,17.474980000000002
2022-03-07,002038.SZ,SELL,7000,10.409139999999999
2022-03-07,002048.SZ,SELL,3700,16.616699999999998
2022-03-07,002127.SZ,SELL,10500,5.37922
2022-03-07,002653.SZ,SELL,3000,16.42708
2022-03-07,002815.SZ,SELL,3100,13.71252
2022-03-07,600968.SH,SELL,14300,3.03392
2022-03-07,603983.SH,SELL,1300,27.03582
2022-03-28,000685.SZ,BUY,12400,7.835640000000001
2022-03-28,000690.SZ,BUY,18200,4.82964
2022-03-28,001872.SZ,BUY,5100,15.37068
2022-03-28,002048.SZ,BUY,4400,16.1322
2022-03-28,002440.SZ,BUY,7200,8.80758
2022-03-28,002815.SZ,BUY,4700,12.15426
2022-03-28,300463.SZ,BUY,2100,24.749399999999998
2022-03-28,600968.SH,BUY,17800,2.6252400000000002
2022-03-28,603317.SH,BUY,2400,17.44482
2022-03-28,603983.SH,BUY,1500,25.00992
2022-04-11,000685.SZ,SELL,12400,7.964040000000001
2022-04-11,000690.SZ,SELL,18200,4.75048
2022-04-11,001872.SZ,SELL,5100,15.24944
2022-04-11,002048.SZ,SELL,4400,15.039860000000001
2022-04-11,002440.SZ,SELL,7200,8.37322
2022-04-11,002815.SZ,SELL,4700,11.107740000000002
2022-04-11,300463.SZ,SELL,2100,22.2554
2022-04-11,600968.SH,SELL,17800,2.5448999999999997
2022-04-11,603317.SH,SELL,2400,15.259419999999999
2022-04-11,603983.SH,SELL,1500,22.49492
2022-04-27,001872.SZ,BUY,6600,14.1783
2022-04-27,002048.SZ,BUY,6200,13.55706
2022-04-27,002434.SZ,BUY,11900,6.39276
2022-04-27,002440.SZ,BUY,8900,7.75548
2022-04-27,002690.SZ,BUY,2800,21.743399999999998
2022-04-27,002815.SZ,BUY,5400,10.190339999999999
2022-04-27,300463.SZ,BUY,2500,19.65924
2022-04-27,600968.SH,BUY,19600,2.31462
2022-04-27,603786.SH,BUY,1000,39.08802
2022-04-27,603983.SH,BUY,1800,20.35062
2022-05-09,001872.SZ,SELL,6600,15.12968
2022-05-09,002048.SZ,SELL,6200,12.65464
2022-05-09,002434.SZ,SELL,11900,6.66664
2022-05-09,002440.SZ,SELL,8900,8.06384
2022-05-09,002690.SZ,SELL,2800,24.0019
2022-05-09,002815.SZ,SELL,5400,10.6287
2022-05-09,300463.SZ,SELL,2500,19.30132
2022-05-09,600968.SH,SELL,19600,2.4451
2022-05-09,603786.SH,SELL,1000,39.95992
2022-05-09,603983.SH,SELL,1800,21.57676
2022-05-30,000717.SZ,BUY,26600,3.6072
2022-05-30,001203.SZ,BUY,7100,12.09414
2022-05-30,001872.SZ,BUY,5100,15.26046
2022-05-30,002048.SZ,BUY,4900,14.258460000000001
2022-05-30,002382.SZ,BUY,7200,8.65728
2022-05-30,002440.SZ,BUY,6900,8.23644
2022-05-30,002815.SZ,BUY,4600,11.09214
2022-05-30,300463.SZ,BUY,2400,18.99792
