strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,turnover_proxy
liq20_score_b_bonus_8pct,all,0.0015,34,2026-02-13,2026-04-22,5.0,2.264705882352941,-0.6154318888995514,-0.6351647769431821,-0.526373032245653,-0.7686448456805538,0.38235294117647056,-0.025863639043822183,-0.02587746093144312,0.18706218638605884,-0.2047650101760524,78.96247058823529,27.290176470588236,1.0
liq20_score_b_bonus_3pct,all,0.0015,34,2026-02-13,2026-04-22,5.0,1.1176470588235294,-0.6950249475087888,-0.710778015460898,-0.6012714643309761,-0.7945149108281787,0.35294117647058826,-0.03256384795183703,-0.03392909858745798,0.12724160947638558,-0.2047650101760524,79.88023529411764,27.23794117647059,1.0
liq20_score_b_bonus_0pct,all,0.0015,34,2026-02-13,2026-04-22,5.0,0.5,-0.6977632740246063,-0.7133753741567287,-0.6039285521936257,-0.7832059468757124,0.38235294117647056,-0.03299795991817181,-0.04001377975705132,0.17306449082994146,-0.2047650101760524,80.02258823529411,27.20976470588235,1.0
liq_top_20_then_score,all,0.0015,34,2026-02-13,2026-04-22,5.0,0.5,-0.6977632740246063,-0.7133753741567287,-0.6039285521936257,-0.7832059468757124,0.38235294117647056,-0.03299795991817181,-0.04001377975705132,0.17306449082994146,-0.2047650101760524,80.02258823529411,27.20976470588235,1.0
baseline_full_liquidity,all,0.002,34,2026-02-13,2026-04-22,5.0,0.029411764705882353,1.5453829851145278,1.3818875039187946,0.9026773961904648,-0.27962111097143805,0.5294117647058824,0.02852907272036537,0.0068538457150390105,0.19815173492313556,-0.06842728136997396,48.18582352941175,29.988000000000003,1.0
baseline_full_score,all,0.002,34,2026-02-13,2026-04-22,5.0,0.35294117647058826,0.3003459162709363,0.215121976153563,0.15536248190158197,-0.6054301589276561,0.4411764705882353,0.00942601956888594,-0.012921997735326905,0.21331793179926986,-0.1342448186483337,80.98435294117647,23.687705882352944,1.0
liq_top_10_then_score,all,0.002,34,2026-02-13,2026-04-22,4.970588235294118,0.7352941176470589,-0.07309051120504129,-0.13454236880455606,-0.10156208318847393,-0.7501085566801033,0.38235294117647056,0.0014671960417241003,-0.016972965950370598,0.25555882965795634,-0.17262041808808684,78.58614705882353,28.623911764705884,1.0
liq_top_30_then_score,all,0.002,34,2026-02-13,2026-04-22,5.0,0.47058823529411764,-0.280136205239931,-0.3280654136341049,-0.25523573151844225,-0.6809664118382195,0.4411764705882353,-0.009182252805642414,-0.020391210021854074,0.1171999297616193,-0.15409188180590777,80.60076470588236,26.127235294117646,1.0
liq20_bs_score_v2_b_bonus_3pct,all,0.002,34,2026-02-13,2026-04-22,4.970588235294118,1.3823529411764706,-0.30434965713731976,-0.35076561551949803,-0.27396690909763277,-0.7476189110215472,0.4411764705882353,-0.008838553436822032,-0.007938437794027354,0.24694082864244474,-0.1171371167788349,77.97142647058823,27.167455882352947,1.0
baseline_b_score_v2,all,0.002,34,2026-02-13,2026-04-22,5.0,5.0,-0.4556552179993103,-0.4921835568970576,-0.39483085862623835,-0.7064491855163314,0.4411764705882353,-0.017407718241900735,-0.017798412182258316,0.1215593034614125,-0.15031556438713511,71.27441176470586,24.960941176470588,1.0
liq20_bs_score_v2_b_bonus_5pct,all,0.002,34,2026-02-13,2026-04-22,5.0,2.0294117647058822,-0.48418940783762177,-0.5189056717306058,-0.4185979904149819,-0.776857799996572,0.4117647058823529,-0.017377644436255748,-0.02489487885239703,0.24694082864244474,-0.1632840732655775,77.36358823529412,27.20229411764706,1.0
liq20_bs_score_v2_b_bonus_0pct,all,0.002,34,2026-02-13,2026-04-22,4.970588235294118,0.6764705882352942,-0.5167591713388493,-0.5493330515850648,-0.4460813399313307,-0.7835719227020622,0.38235294117647056,-0.019597555604355676,-0.023931236469249273,0.24154553632560835,-0.12832601550751632,78.47560294117648,27.13269117647059,1.0
liq_top_20_then_bs_v2,all,0.002,34,2026-02-13,2026-04-22,4.970588235294118,0.6764705882352942,-0.5167591713388493,-0.5493330515850648,-0.4460813399313307,-0.7835719227020622,0.38235294117647056,-0.019597555604355676,-0.023931236469249273,0.24154553632560835,-0.12832601550751632,78.47560294117648,27.13269117647059,1.0
liq20_bs_score_v2_b_bonus_8pct,all,0.002,34,2026-02-13,2026-04-22,5.0,2.7941176470588234,-0.5436637605591008,-0.5744882843618373,-0.4691669534867525,-0.80986283105454,0.38235294117647056,-0.020776494675566307,-0.05121557469468693,0.24694082864244474,-0.1703827699791328,75.94205882352941,27.168117647058825,1.0
liq20_score_b_bonus_5pct,all,0.002,34,2026-02-13,2026-04-22,5.0,1.6764705882352942,-0.568952631352488,-0.5980986255366918,-0.4911583152339908,-0.7673743189824845,0.38235294117647056,-0.023187695820279602,-0.02487653505714082,0.14288132123157232,-0.2052650101760524,79.54317647058824,27.240882352941174,1.0
liq20_score_b_bonus_8pct,all,0.002,34,2026-02-13,2026-04-22,5.0,2.264705882352941,-0.6154318888995514,-0.6415213289769178,-0.5325031417090826,-0.7715847670085182,0.38235294117647056,-0.02636363904382219,-0.02637746093144312,0.18656218638605884,-0.2052650101760524,78.96247058823529,27.290176470588236,1.0
liq20_score_b_bonus_3pct,all,0.002,34,2026-02-13,2026-04-22,5.0,1.1176470588235294,-0.6950249475087888,-0.7158513585612699,-0.6064672824715973,-0.7971396517327076,0.35294117647058826,-0.033063847951837026,-0.03442909858745798,0.12674160947638557,-0.2052650101760524,79.88023529411764,27.23794117647059,1.0
liq20_score_b_bonus_0pct,all,0.002,34,2026-02-13,2026-04-22,5.0,0.5,-0.6977632740246063,-0.7184033096018476,-0.6090899038615034,-0.7861825232655426,0.38235294117647056,-0.0334979599181718,-0.04051377975705132,0.17256449082994146,-0.2052650101760524,80.02258823529411,27.20976470588235,1.0
liq_top_20_then_score,all,0.002,34,2026-02-13,2026-04-22,5.0,0.5,-0.6977632740246063,-0.7184033096018476,-0.6090899038615034,-0.7861825232655426,0.38235294117647056,-0.0334979599181718,-0.04051377975705132,0.17256449082994146,-0.2052650101760524,80.02258823529411,27.20976470588235,1.0
liq_top_10_then_score,test,0.0,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,1.2081202055902893,1.2081202055902893,16.317363078335728,-0.0009895979763751006,0.7142857142857143,0.12380856756981147,0.15471169994868578,0.25755882965795635,-0.00951083461143476,79.03857142857143,28.798285714285715,1.0
baseline_full_liquidity,test,0.0,7,2026-04-02,2026-04-22,5.0,0.14285714285714285,0.8784140304395618,0.8784140304395618,8.674950783532088,-0.036529195169290096,0.7142857142857143,0.09833668377619027,0.13767046914181713,0.20015173492313557,-0.02829898816217382,51.82114285714285,29.988,1.0
liq20_bs_score_v2_b_bonus_3pct,test,0.0,7,2026-04-02,2026-04-22,5.0,0.8571428571428571,0.5423102181329726,0.5423102181329726,3.757932201143573,0.0,0.8571428571428571,0.06588667212192105,0.08304834198908577,0.1734290012542344,-0.0421345080510223,78.42828571428572,26.94,1.0
baseline_full_score,test,0.0,7,2026-04-02,2026-04-22,5.0,0.14285714285714285,0.4818728267403578,0.4818728267403578,3.120210113950442,0.0,0.8571428571428571,0.0592458310823805,0.046167398653935265,0.12435889989803642,-0.03749382513520198,81.41657142857143,22.750857142857143,1.0
liq20_score_b_bonus_5pct,test,0.0,7,2026-04-02,2026-04-22,5.0,1.2857142857142858,0.4696352593597115,0.4696352593597115,2.999027832185041,0.0,0.8571428571428571,0.059314103765922166,0.07572824680670787,0.14488132123157232,-0.0937158502160216,79.64371428571428,27.197142857142858,1.0
liq20_bs_score_v2_b_bonus_0pct,test,0.0,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.4401523770225335,0.4401523770225335,2.7176662948062127,0.0,0.8571428571428571,0.05488541853805286,0.07114411085605257,0.1276256703859685,-0.0421345080510223,78.624,26.847714285714286,1.0
liq_top_20_then_bs_v2,test,0.0,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.4401523770225335,0.4401523770225335,2.7176662948062127,0.0,0.8571428571428571,0.05488541853805286,0.07114411085605257,0.1276256703859685,-0.0421345080510223,78.624,26.847714285714286,1.0
liq_top_30_then_score,test,0.0,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.4293799676553389,0.4293799676553389,2.6185259265355434,0.0,0.8571428571428571,0.05355215681035349,0.08122589080116183,0.10056340856095602,-0.047181913148585754,80.71485714285713,25.986285714285717,1.0
baseline_b_score_v2,test,0.0,7,2026-04-02,2026-04-22,5.0,5.0,0.3856932855390518,0.3856932855390518,2.235948530109583,-0.012933366413118375,0.7142857142857143,0.04884612886454455,0.026321311987215545,0.1235593034614125,-0.012933366413118375,71.46771428571428,26.74228571428571,1.0
liq20_score_b_bonus_8pct,test,0.0,7,2026-04-02,2026-04-22,5.0,1.8571428571428572,0.38036304859705394,0.38036304859705394,2.1913612686208426,0.0,0.8571428571428571,0.050688011120110156,0.036784023463974067,0.18856218638605884,-0.10183915215909509,78.99885714285713,27.282285714285713,1.0
liq20_score_b_bonus_0pct,test,0.0,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.3631035030998353,0.3631035030998353,2.050027829950128,0.0,0.8571428571428571,0.047198060416784045,0.03940919342228695,0.17456449082994147,-0.062145471606043425,80.21400000000001,27.084571428571426,1.0
liq_top_20_then_score,test,0.0,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.3631035030998353,0.3631035030998353,2.050027829950128,0.0,0.8571428571428571,0.047198060416784045,0.03940919342228695,0.17456449082994147,-0.062145471606043425,80.21400000000001,27.084571428571426,1.0
liq20_score_b_bonus_3pct,test,0.0,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.35569664265919454,0.35569664265919454,1.9907841743741175,0.0,0.8571428571428571,0.04584037070690762,0.05288761722773527,0.12874160947638558,-0.062145471606043425,80.09285714285714,27.109999999999996,1.0
liq20_bs_score_v2_b_bonus_5pct,test,0.0,7,2026-04-02,2026-04-22,5.0,1.8571428571428572,0.34324796034561533,0.34324796034561533,1.8930922588010208,-0.06214770047319551,0.7142857142857143,0.04547003352024274,0.04756677326298011,0.13975226806885516,-0.0621477004731956,77.71885714285713,27.105142857142855,1.0
liq20_bs_score_v2_b_bonus_8pct,test,0.0,7,2026-04-02,2026-04-22,5.0,2.857142857142857,0.3426317915549073,0.3426317915549073,1.888317523563058,-0.06214770047319562,0.7142857142857143,0.04528686334085953,0.07285505239152246,0.12823972741034728,-0.0621477004731956,76.17285714285715,27.10514285714286,1.0
liq_top_10_then_score,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,1.2081202055902893,1.1874239900279995,15.740124937233649,-0.0024895979763750464,0.7142857142857143,0.12230856756981145,0.15321169994868578,0.25605882965795634,-0.01101083461143476,79.03857142857143,28.798285714285715,1.0
baseline_full_liquidity,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.14285714285714285,0.8784140304395618,0.8603953581484614,8.344991055981948,-0.039471791842284665,0.7142857142857143,0.09683668377619026,0.13617046914181713,0.19865173492313556,-0.02979898816217382,51.82114285714285,29.988,1.0
liq20_bs_score_v2_b_bonus_3pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.8571428571428571,0.5423102181329726,0.5271231048606542,3.5914152520275957,0.0,0.8571428571428571,0.06438667212192105,0.08154834198908577,0.1719290012542344,-0.0436345080510223,78.42828571428572,26.94,1.0
baseline_full_score,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.14285714285714285,0.4818728267403578,0.46720542950149,2.975276411453977,0.0,0.8571428571428571,0.0577458310823805,0.044667398653935264,0.12285889989803642,-0.038993825135201984,81.41657142857143,22.750857142857143,1.0
liq20_score_b_bonus_5pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,1.2857142857142858,0.4696352593597115,0.45505206588006697,2.8580044299591294,0.0,0.8571428571428571,0.057814103765922165,0.07422824680670786,0.14338132123157232,-0.09521585021602161,79.64371428571428,27.197142857142858,1.0
liq20_bs_score_v2_b_bonus_0pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.4401523770225335,0.4258404720809661,2.5863723400115557,0.0,0.8571428571428571,0.05338541853805286,0.06964411085605257,0.1261256703859685,-0.0436345080510223,78.624,26.847714285714286,1.0
liq_top_20_then_bs_v2,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.4401523770225335,0.4258404720809661,2.5863723400115557,0.0,0.8571428571428571,0.05338541853805286,0.06964411085605257,0.1261256703859685,-0.0436345080510223,78.624,26.847714285714286,1.0
liq_top_30_then_score,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.4293799676553389,0.41516245679881214,2.4906208203044065,0.0,0.8571428571428571,0.0520521568103535,0.07972589080116183,0.09906340856095602,-0.048681913148585755,80.71485714285713,25.986285714285717,1.0
baseline_b_score_v2,test,0.0015,7,2026-04-02,2026-04-22,5.0,5.0,0.3856932855390518,0.3718505330078443,2.1210768817804944,-0.01443336641311821,0.7142857142857143,0.04734612886454454,0.024821311987215544,0.1220593034614125,-0.014433366413118374,71.46771428571428,26.74228571428571,1.0
liq20_score_b_bonus_8pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,1.8571428571428572,0.38036304859705394,0.3665334281908166,2.077747134163828,0.0,0.8571428571428571,0.04918801112011016,0.035284023463974065,0.18706218638605884,-0.10333915215909509,78.99885714285713,27.282285714285713,1.0
liq20_score_b_bonus_0pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.3631035030998353,0.34944408729722354,1.941423928844059,0.0,0.8571428571428571,0.04569806041678405,0.03790919342228695,0.17306449082994146,-0.06364547160604342,80.21400000000001,27.084571428571426,1.0
liq_top_20_then_score,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.3631035030998353,0.34944408729722354,1.941423928844059,0.0,0.8571428571428571,0.04569806041678405,0.03790919342228695,0.17306449082994146,-0.06364547160604342,80.21400000000001,27.084571428571426,1.0
liq20_score_b_bonus_3pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.35569664265919454,0.3421072628754953,1.8842574007403536,0.0,0.8571428571428571,0.04434037070690763,0.05138761722773527,0.12724160947638558,-0.06364547160604342,80.09285714285714,27.109999999999996,1.0
liq20_bs_score_v2_b_bonus_5pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,1.8571428571428572,0.34324796034561533,0.3297527004152214,1.7898134992901502,-0.06364770047319557,0.7142857142857143,0.043970033520242736,0.04606677326298011,0.13825226806885516,-0.0636477004731956,77.71885714285713,27.105142857142855,1.0
liq20_bs_score_v2_b_bonus_8pct,test,0.0015,7,2026-04-02,2026-04-22,5.0,2.857142857142857,0.3426317915549073,0.32914309237150063,1.7852120076168396,-0.06364770047319568,0.7142857142857143,0.04378686334085952,0.07135505239152246,0.12673972741034728,-0.0636477004731956,76.17285714285715,27.10514285714286,1.0
liq_top_10_then_score,test,0.002,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,1.2081202055902893,1.1805622597729628,15.551851011150926,-0.0029895979763751024,0.7142857142857143,0.12180856756981147,0.15271169994868578,0.25555882965795634,-0.01151083461143476,79.03857142857143,28.798285714285715,1.0
baseline_full_liquidity,test,0.002,7,2026-04-02,2026-04-22,5.0,0.14285714285714285,0.8784140304395618,0.8544221103311711,8.237425489360152,-0.04045165739994949,0.7142857142857143,0.09633668377619027,0.13567046914181713,0.19815173492313556,-0.030298988162173822,51.82114285714285,29.988,1.0
liq20_bs_score_v2_b_bonus_3pct,test,0.002,7,2026-04-02,2026-04-22,5.0,0.8571428571428571,0.5423102181329726,0.5220892855756627,3.5371638570055826,0.0,0.8571428571428571,0.06388667212192105,0.08104834198908577,0.1714290012542344,-0.0441345080510223,78.42828571428572,26.94,1.0
baseline_full_score,test,0.002,7,2026-04-02,2026-04-22,5.0,0.14285714285714285,0.4818728267403578,0.4623440196287252,2.9280625255935973,0.0,0.8571428571428571,0.057245831082380495,0.044167398653935264,0.12235889989803642,-0.039493825135201985,81.41657142857143,22.750857142857143,1.0
liq20_score_b_bonus_5pct,test,0.002,7,2026-04-02,2026-04-22,5.0,1.2857142857142858,0.4696352593597115,0.45021862136722546,2.812066941345475,0.0,0.8571428571428571,0.057314103765922164,0.07372824680670786,0.14288132123157232,-0.09571585021602161,79.64371428571428,27.197142857142858,1.0
liq20_bs_score_v2_b_bonus_0pct,test,0.002,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.4401523770225335,0.4210969973987915,2.543605757350009,0.0,0.8571428571428571,0.052885418538052856,0.06914411085605257,0.1256256703859685,-0.0441345080510223,78.624,26.847714285714286,1.0
liq_top_20_then_bs_v2,test,0.002,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.4401523770225335,0.4210969973987915,2.543605757350009,0.0,0.8571428571428571,0.052885418538052856,0.06914411085605257,0.1256256703859685,-0.0441345080510223,78.624,26.847714285714286,1.0
liq_top_30_then_score,test,0.002,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.4293799676553389,0.410450293254647,2.448958968229905,0.0,0.8571428571428571,0.05155215681035349,0.07922589080116182,0.09856340856095602,-0.049181913148585756,80.71485714285713,25.986285714285717,1.0
baseline_b_score_v2,test,0.002,7,2026-04-02,2026-04-22,5.0,5.0,0.3856932855390518,0.36726269261017297,2.0836641329203673,-0.014933366413118487,0.7142857142857143,0.04684612886454455,0.024321311987215544,0.1215593034614125,-0.014933366413118375,71.46771428571428,26.74228571428571,1.0
liq20_score_b_bonus_8pct,test,0.002,7,2026-04-02,2026-04-22,5.0,1.8571428571428572,0.38036304859705394,0.36194999571922426,2.0407462901976157,0.0,0.8571428571428571,0.048688011120110154,0.034784023463974065,0.18656218638605884,-0.10383915215909509,78.99885714285713,27.282285714285713,1.0
liq20_score_b_bonus_0pct,test,0.002,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.3631035030998353,0.34491708395672904,1.9060550505870255,0.0,0.8571428571428571,0.04519806041678405,0.03740919342228695,0.17256449082994146,-0.06414547160604342,80.21400000000001,27.084571428571426,1.0
liq_top_20_then_score,test,0.002,7,2026-04-02,2026-04-22,5.0,0.2857142857142857,0.3631035030998353,0.34491708395672904,1.9060550505870255,0.0,0.8571428571428571,0.04519806041678405,0.03740919342228695,0.17256449082994146,-0.06414547160604342,80.21400000000001,27.084571428571426,1.0
liq20_score_b_bonus_3pct,test,0.002,7,2026-04-02,2026-04-22,5.0,0.5714285714285714,0.35569664265919454,0.3376034825403662,1.8495652560484444,0.0,0.8571428571428571,0.04384037070690762,0.05088761722773527,0.12674160947638557,-0.06414547160604342,80.09285714285714,27.109999999999996,1.0
liq20_bs_score_v2_b_bonus_5pct,test,0.002,7,2026-04-02,2026-04-22,5.0,1.8571428571428572,0.34324796034561533,0.3252801639157079,1.7561808558513197,-0.06414770047319562,0.7142857142857143,0.043470033520242736,0.04556677326298011,0.13775226806885515,-0.0641477004731956,77.71885714285713,27.105142857142855,1.0
liq20_bs_score_v2_b_bonus_8pct,test,0.002,7,2026-04-02,2026-04-22,5.0,2.857142857142857,0.3426317915549073,0.32467273014735376,1.7516357640493485,-0.06414770047319562,0.7142857142857143,0.04328686334085953,0.07085505239152246,0.12623972741034728,-0.0641477004731956,76.17285714285715,27.10514285714286,1.0
