strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,turnover_proxy
baseline_full_score,train,0.0,20,2026-02-13,2026-03-23,5.0,0.45,-0.09343547714114053,-0.09343547714114053,-0.1162643260101125,-0.47855925160023116,0.25,-0.0007130302767641452,-0.031777468888004326,0.21531793179926986,-0.1322448186483337,80.5569,24.3589,1.0
baseline_full_liquidity,train,0.0,20,2026-02-13,2026-03-23,5.0,0.0,-0.13780171886894277,-0.13780171886894277,-0.17040712694334947,-0.26752279482082675,0.4,-0.0064669023897381455,-0.006936927512401714,0.10280199525214792,-0.06642728136997396,44.6779,29.988,1.0
liq_top_30_then_score,train,0.0,20,2026-02-13,2026-03-23,5.0,0.5,-0.45347153175061705,-0.45347153175061705,-0.5329190938645897,-0.5938034897271804,0.25,-0.027477098834283002,-0.03898763541438164,0.1191999297616193,-0.15209188180590777,80.31500000000001,26.213900000000002,1.0
baseline_b_score_v2,train,0.0,20,2026-02-13,2026-03-23,5.0,5.0,-0.5201839661428793,-0.5201839661428793,-0.603581244986138,-0.6169878318861979,0.35,-0.033793287578234014,-0.04110821001315772,0.09686422412015445,-0.1483155643871351,72.2365,24.4005,1.0
liq20_bs_score_v2_b_bonus_3pct,train,0.0,20,2026-02-13,2026-03-23,4.95,1.7,-0.5764924952580357,-0.5764924952580357,-0.661276756471451,-0.6596625531260698,0.25,-0.03981841715422216,-0.05834167689427662,0.128800253860832,-0.1151371167788349,77.692925,27.237575000000003,1.0
liq20_bs_score_v2_b_bonus_5pct,train,0.0,20,2026-02-13,2026-03-23,5.0,2.25,-0.6111978068366868,-0.6111978068366868,-0.6958707649467615,-0.6934722588605213,0.25,-0.0434474371365256,-0.05834167689427662,0.09538973358777421,-0.1612840732655775,77.2021,27.2719,1.0
liq20_score_b_bonus_5pct,train,0.0,20,2026-02-13,2026-03-23,5.0,2.0,-0.6362450924164323,-0.6362450924164323,-0.7203472043699756,-0.664984041290848,0.2,-0.046836348201316026,-0.052075596608349206,0.08672626295376287,-0.2032650101760524,79.19120000000001,27.4106,1.0
liq20_bs_score_v2_b_bonus_8pct,train,0.0,20,2026-02-13,2026-03-23,5.0,2.95,-0.6595202891426841,-0.6595202891426841,-0.7427028597663138,-0.7319300638246702,0.2,-0.04989622937096992,-0.058671094088468864,0.09686422412015445,-0.1683827699791328,76.05959999999999,27.2072,1.0
liq_top_10_then_score,train,0.0,20,2026-02-13,2026-03-23,4.95,0.9,-0.6644496481686125,-0.6644496481686125,-0.7473875795532159,-0.7269817763896177,0.15,-0.04949524881728195,-0.06417287916559766,0.22904012557873535,-0.17062041808808684,78.46615,28.622750000000003,1.0
liq20_score_b_bonus_8pct,train,0.0,20,2026-02-13,2026-03-23,5.0,2.7,-0.6666241342405297,-0.6666241342405297,-0.7494484826222161,-0.6797244406117519,0.2,-0.05103303839025476,-0.05885620158707844,0.0738492710191212,-0.2032650101760524,78.51680000000002,27.444000000000006,1.0
liq20_bs_score_v2_b_bonus_0pct,train,0.0,20,2026-02-13,2026-03-23,4.95,0.75,-0.6861082554924323,-0.6861082554924323,-0.7677569822370593,-0.7071693880550827,0.15,-0.05440923857487273,-0.06671550710437235,0.08831090266723776,-0.12632601550751632,78.139625,27.233575000000002,1.0
liq_top_20_then_bs_v2,train,0.0,20,2026-02-13,2026-03-23,4.95,0.75,-0.6861082554924323,-0.6861082554924323,-0.7677569822370593,-0.7071693880550827,0.15,-0.05440923857487273,-0.06671550710437235,0.08831090266723776,-0.12632601550751632,78.139625,27.233575000000002,1.0
liq20_score_b_bonus_3pct,train,0.0,20,2026-02-13,2026-03-23,5.0,1.4,-0.7151615757290507,-0.7151615757290507,-0.7945083383430053,-0.7116811514360106,0.2,-0.05797239367315536,-0.0623659982045162,0.08672626295376287,-0.2032650101760524,79.5474,27.413400000000003,1.0
liq20_score_b_bonus_0pct,train,0.0,20,2026-02-13,2026-03-23,5.0,0.6,-0.7219730880786068,-0.7219730880786068,-0.8006806724460196,-0.6978840972615135,0.25,-0.05954811979840903,-0.07130923574856794,0.07492879459933248,-0.2032650101760524,79.70810000000002,27.3182,1.0
liq_top_20_then_score,train,0.0,20,2026-02-13,2026-03-23,5.0,0.6,-0.7219730880786068,-0.7219730880786068,-0.8006806724460196,-0.6978840972615135,0.25,-0.05954811979840903,-0.07130923574856794,0.07492879459933248,-0.2032650101760524,79.70810000000002,27.3182,1.0
baseline_full_score,train,0.0015,20,2026-02-13,2026-03-23,5.0,0.45,-0.09343547714114053,-0.1204842648363128,-0.14935774283587278,-0.4906978600569881,0.25,-0.0022130302767641463,-0.03327746888800433,0.21381793179926986,-0.1337448186483337,80.5569,24.3589,1.0
baseline_full_liquidity,train,0.0015,20,2026-02-13,2026-03-23,5.0,0.0,-0.13780171886894277,-0.1635125056738448,-0.2014558909126647,-0.27661304290082156,0.4,-0.007966902389738146,-0.008436927512401713,0.10130199525214792,-0.06792728136997396,44.6779,29.988,1.0
liq_top_30_then_score,train,0.0015,20,2026-02-13,2026-03-23,5.0,0.5,-0.45347153175061705,-0.4701623964820222,-0.5508205284053791,-0.6034112403947529,0.25,-0.028977098834283,-0.04048763541438164,0.1176999297616193,-0.15359188180590777,80.31500000000001,26.213900000000002,1.0
baseline_b_score_v2,train,0.0015,20,2026-02-13,2026-03-23,5.0,5.0,-0.5201839661428793,-0.5349319445740872,-0.6188720470496427,-0.6249607777936586,0.35,-0.035293287578234016,-0.04260821001315772,0.09536422412015445,-0.14981556438713511,72.2365,24.4005,1.0
liq20_bs_score_v2_b_bonus_3pct,train,0.0015,20,2026-02-13,2026-03-23,4.95,1.7,-0.5764924952580357,-0.5895891897014949,-0.6744215303463232,-0.6678070035423261,0.25,-0.04131841715422215,-0.05984167689427662,0.127300253860832,-0.1166371167788349,77.692925,27.237575000000003,1.0
liq20_bs_score_v2_b_bonus_5pct,train,0.0015,20,2026-02-13,2026-03-23,5.0,2.25,-0.6111978068366868,-0.6232780075774014,-0.7077285274436083,-0.7008608188585447,0.25,-0.044947437136525596,-0.05984167689427662,0.09388973358777421,-0.1627840732655775,77.2021,27.2719,1.0
liq20_score_b_bonus_5pct,train,0.0015,20,2026-02-13,2026-03-23,5.0,2.0,-0.6362450924164323,-0.6475828035607064,-0.7312849839722073,-0.6735094126500101,0.2,-0.04833634820131603,-0.05357559660834921,0.08522626295376287,-0.2047650101760524,79.19120000000001,27.4106,1.0
liq20_bs_score_v2_b_bonus_8pct,train,0.0015,20,2026-02-13,2026-03-23,5.0,2.95,-0.6595202891426841,-0.6701668764495405,-0.752798684714804,-0.7384458664790297,0.2,-0.051396229370969916,-0.060171094088468866,0.09536422412015445,-0.1698827699791328,76.05959999999999,27.2072,1.0
liq_top_10_then_score,train,0.0015,20,2026-02-13,2026-03-23,4.95,0.9,-0.6644496481686125,-0.6749595757399691,-0.757316028235872,-0.7352099393844356,0.15,-0.05099524881728196,-0.06567287916559766,0.22754012557873535,-0.17212041808808684,78.46615,28.622750000000003,1.0
liq20_score_b_bonus_8pct,train,0.0015,20,2026-02-13,2026-03-23,5.0,2.7,-0.6666241342405297,-0.6770590408296703,-0.7592894391011302,-0.6878972447896414,0.2,-0.05253303839025476,-0.06035620158707844,0.0723492710191212,-0.2047650101760524,78.51680000000002,27.444000000000006,1.0
liq20_bs_score_v2_b_bonus_0pct,train,0.0015,20,2026-02-13,2026-03-23,4.95,0.75,-0.6861082554924323,-0.695956341352058,-0.7769001404610142,-0.7146759401129431,0.15,-0.05590923857487273,-0.06821550710437235,0.08681090266723776,-0.12782601550751632,78.139625,27.233575000000002,1.0
liq_top_20_then_bs_v2,train,0.0015,20,2026-02-13,2026-03-23,4.95,0.75,-0.6861082554924323,-0.695956341352058,-0.7769001404610142,-0.7146759401129431,0.15,-0.05590923857487273,-0.06821550710437235,0.08681090266723776,-0.12782601550751632,78.139625,27.233575000000002,1.0
liq20_score_b_bonus_3pct,train,0.0015,20,2026-02-13,2026-03-23,5.0,1.4,-0.7151615757290507,-0.7241512144427364,-0.8026461713375515,-0.7190901297664081,0.2,-0.05947239367315538,-0.0638659982045162,0.08522626295376287,-0.2047650101760524,79.5474,27.413400000000003,1.0
liq20_score_b_bonus_0pct,train,0.0015,20,2026-02-13,2026-03-23,5.0,0.6,-0.7219730880786068,-0.7307539782794927,-0.8085796474524466,-0.7065070059279382,0.25,-0.06104811979840902,-0.07280923574856794,0.07342879459933248,-0.2047650101760524,79.70810000000002,27.3182,1.0
liq_top_20_then_score,train,0.0015,20,2026-02-13,2026-03-23,5.0,0.6,-0.7219730880786068,-0.7307539782794927,-0.8085796474524466,-0.7065070059279382,0.25,-0.06104811979840902,-0.07280923574856794,0.07342879459933248,-0.2047650101760524,79.70810000000002,27.3182,1.0
baseline_full_score,train,0.002,20,2026-02-13,2026-03-23,5.0,0.45,-0.09343547714114053,-0.12932893139059032,-0.16012204302025512,-0.494685110147289,0.25,-0.0027130302767641467,-0.03377746888800433,0.21331793179926986,-0.1342448186483337,80.5569,24.3589,1.0
baseline_full_liquidity,train,0.002,20,2026-02-13,2026-03-23,5.0,0.0,-0.13780171886894277,-0.1719197025083441,-0.21155520765637914,-0.27962111097143805,0.4,-0.008466902389738146,-0.008936927512401714,0.10080199525214792,-0.06842728136997396,44.6779,29.988,1.0
liq_top_30_then_score,train,0.002,20,2026-02-13,2026-03-23,5.0,0.5,-0.45347153175061705,-0.4756176003385668,-0.5566398918741898,-0.6065664053529556,0.25,-0.029477098834283004,-0.04098763541438164,0.1171999297616193,-0.15409188180590777,80.31500000000001,26.213900000000002,1.0
baseline_b_score_v2,train,0.002,20,2026-02-13,2026-03-23,5.0,5.0,-0.5201839661428793,-0.5397515176544699,-0.6238419330010971,-0.6275841988477824,0.35,-0.035793287578234016,-0.04310821001315772,0.09486422412015445,-0.15031556438713511,72.2365,24.4005,1.0
liq20_bs_score_v2_b_bonus_3pct,train,0.002,20,2026-02-13,2026-03-23,4.95,1.7,-0.5764924952580357,-0.5938686028188636,-0.6786932330862585,-0.670481149007657,0.25,-0.04181841715422216,-0.06034167689427662,0.126800253860832,-0.1171371167788349,77.692925,27.237575000000003,1.0
liq20_bs_score_v2_b_bonus_5pct,train,0.002,20,2026-02-13,2026-03-23,5.0,2.25,-0.6111978068366868,-0.6272249023569747,-0.7115815193433954,-0.7032865080968396,0.25,-0.045447437136525604,-0.06034167689427662,0.0933897335877742,-0.1632840732655775,77.2021,27.2719,1.0
liq20_score_b_bonus_5pct,train,0.002,20,2026-02-13,2026-03-23,5.0,2.0,-0.6362450924164323,-0.6512868699753276,-0.7348387497285134,-0.6763057201151264,0.2,-0.04883634820131603,-0.05407559660834921,0.08472626295376287,-0.2052650101760524,79.19120000000001,27.4106,1.0
liq20_bs_score_v2_b_bonus_8pct,train,0.002,20,2026-02-13,2026-03-23,5.0,2.95,-0.6595202891426841,-0.6736449192369085,-0.7560786153892858,-0.7405847475461684,0.2,-0.05189622937096992,-0.060671094088468866,0.09486422412015445,-0.1703827699791328,76.05959999999999,27.2072,1.0
liq_top_10_then_score,train,0.002,20,2026-02-13,2026-03-23,4.95,0.9,-0.6644496481686125,-0.6783928627637262,-0.7605414465920994,-0.7379000649350507,0.15,-0.051495248817281944,-0.06617287916559766,0.22704012557873535,-0.17262041808808684,78.46615,28.622750000000003,1.0
liq20_score_b_bonus_8pct,train,0.002,20,2026-02-13,2026-03-23,5.0,2.7,-0.6666241342405297,-0.6804678618122522,-0.7624864847314066,-0.690577789246368,0.2,-0.053033038390254764,-0.06085620158707844,0.0718492710191212,-0.2052650101760524,78.51680000000002,27.444000000000006,1.0
liq20_bs_score_v2_b_bonus_0pct,train,0.002,20,2026-02-13,2026-03-23,4.95,0.75,-0.6861082554924323,-0.6991733028689309,-0.779870304366879,-0.7171377748941781,0.15,-0.05640923857487273,-0.06871550710437235,0.08631090266723776,-0.12832601550751632,78.139625,27.233575000000002,1.0
liq_top_20_then_bs_v2,train,0.002,20,2026-02-13,2026-03-23,4.95,0.75,-0.6861082554924323,-0.6991733028689309,-0.779870304366879,-0.7171377748941781,0.15,-0.05640923857487273,-0.06871550710437235,0.08631090266723776,-0.12832601550751632,78.139625,27.233575000000002,1.0
liq20_score_b_bonus_3pct,train,0.002,20,2026-02-13,2026-03-23,5.0,1.4,-0.7151615757290507,-0.7270874053211447,-0.8052893489854602,-0.7215198745633984,0.2,-0.059972393673155364,-0.0643659982045162,0.08472626295376287,-0.2052650101760524,79.5474,27.413400000000003,1.0
liq20_score_b_bonus_0pct,train,0.002,20,2026-02-13,2026-03-23,5.0,0.6,-0.7219730880786068,-0.7336219425208319,-0.8111451928455078,-0.7093292939168605,0.25,-0.06154811979840904,-0.07330923574856794,0.07292879459933248,-0.2052650101760524,79.70810000000002,27.3182,1.0
liq_top_20_then_score,train,0.002,20,2026-02-13,2026-03-23,5.0,0.6,-0.7219730880786068,-0.7336219425208319,-0.8111451928455078,-0.7093292939168605,0.25,-0.06154811979840904,-0.07330923574856794,0.07292879459933248,-0.2052650101760524,79.70810000000002,27.3182,1.0
baseline_full_liquidity,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.0,0.5716457429706869,0.5716457429706869,4.0918637942051665,-0.005430370536043672,0.7142857142857143,0.06842424769340767,0.08225454661794043,0.1525334217348243,-0.027555939125928287,54.57314285714285,29.988,1.0
liq_top_10_then_score,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,0.25099887094535034,0.25099887094535034,1.2393650912096934,-0.05143367784644126,0.7142857142857143,0.03444709553936834,0.009241064731801862,0.1454917426207974,-0.05143367784644128,78.47657142857143,28.45285714285714,1.0
liq20_bs_score_v2_b_bonus_0pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,0.06899403317281805,0.06899403317281805,0.27148432928174837,-0.1753083723869534,0.5714285714285714,0.015095707311855944,0.03374595529594158,0.24354553632560835,-0.09805453529959504,79.28714285714285,27.129428571428573,1.0
liq_top_20_then_bs_v2,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,0.06899403317281805,0.06899403317281805,0.27148432928174837,-0.1753083723869534,0.5714285714285714,0.015095707311855944,0.03374595529594158,0.24354553632560835,-0.09805453529959504,79.28714285714285,27.129428571428573,1.0
liq20_bs_score_v2_b_bonus_3pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,1.0,0.06502096506764854,0.06502096506764854,0.2545540165375122,-0.1744782644845988,0.5714285714285714,0.014664403054149523,0.024423664060606875,0.24894082864244474,-0.09714666618504168,78.31028571428571,27.19457142857143,1.0
liq20_bs_score_v2_b_bonus_8pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,2.2857142857142856,-0.0017558006184527075,-0.0017558006184527075,-0.006306468061733184,-0.18580320103435444,0.5714285714285714,0.0060736750091610415,0.002100679043795539,0.24894082864244474,-0.12932681700453003,75.37542857142857,27.119428571428568,1.0
liq20_bs_score_v2_b_bonus_5pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,1.5714285714285714,-0.012344787120525336,-0.012344787120525336,-0.04373271773762577,-0.1893859714475613,0.5714285714285714,0.003974085322302502,0.002100679043795539,0.24894082864244474,-0.11345086794254469,77.46971428571429,27.100571428571424,1.0
baseline_full_score,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.2857142857142857,-0.0320582019033252,-0.0320582019033252,-0.1106815979074961,-0.11101328487415896,0.5714285714285714,-0.0017107923856083634,0.01959288754839652,0.10909735459014265,-0.11590992107532447,81.77342857142857,22.706857142857142,1.0
liq_top_30_then_score,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,-0.07851164525164678,-0.07851164525164678,-0.25498766316400234,-0.15360347279298314,0.5714285714285714,-0.009931388054093795,0.014474485299888063,0.05559063634364181,-0.12695826231112597,81.30314285714287,26.02057142857143,1.0
liq20_score_b_bonus_8pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,1.4285714285714286,-0.16430887966619034,-0.16430887966619034,-0.47595952057615665,-0.16759188049141027,0.42857142857142855,-0.02321700536080431,-0.013367770924365852,0.055643194603197534,-0.12695826231112597,80.19942857142857,26.85857142857143,1.0
baseline_b_score_v2,validation,0.0,7,2026-03-24,2026-04-01,5.0,5.0,-0.18128604110829538,-0.18128604110829538,-0.5132836872413262,-0.18554480538242368,0.42857142857142855,-0.02713136724453665,-0.018663457951398253,0.016508374080162057,-0.11912439800346467,68.33228571428572,24.780857142857144,1.0
liq20_score_b_bonus_5pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,1.1428571428571428,-0.1936815933650209,-0.1936815933650209,-0.5392942142521533,-0.16759188049141027,0.42857142857142855,-0.02840763146066298,-0.02531797282497521,0.055643194603197534,-0.12695826231112597,80.44828571428572,26.799714285714288,1.0
liq20_score_b_bonus_0pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,-0.2024983942598806,-0.2024983942598806,-0.5571734635031083,-0.169338760681918,0.42857142857142855,-0.030050666309592744,-0.025586776951568656,0.05559063634364181,-0.12695826231112597,80.7297142857143,27.02514285714286,1.0
liq_top_20_then_score,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,-0.2024983942598806,-0.2024983942598806,-0.5571734635031083,-0.169338760681918,0.42857142857142855,-0.030050666309592744,-0.025586776951568656,0.05559063634364181,-0.12695826231112597,80.7297142857143,27.02514285714286,1.0
liq20_score_b_bonus_3pct,validation,0.0,7,2026-03-24,2026-04-01,5.0,0.8571428571428571,-0.21022529568483772,-0.21022529568483772,-0.5724257027539315,-0.1773869419865649,0.2857142857142857,-0.031086507406814973,-0.039540224349940756,0.055643194603197534,-0.12695826231112597,80.61857142857143,26.86457142857143,1.0
baseline_full_liquidity,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.0,0.5716457429706869,0.5562158132582538,3.9141834670263123,-0.0069303705360437284,0.7142857142857143,0.06692424769340766,0.08075454661794043,0.15103342173482429,-0.029055939125928288,54.57314285714285,29.988,1.0
liq_top_10_then_score,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,0.25099887094535034,0.2383090323818724,1.1586615037066612,-0.05293367784644132,0.7142857142857143,0.03294709553936834,0.007741064731801863,0.1439917426207974,-0.052933677846441284,78.47657142857143,28.45285714285714,1.0
liq20_bs_score_v2_b_bonus_0pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,0.06899403317281805,0.05786846837103066,0.2244865544515533,-0.17803056191188205,0.5714285714285714,0.013595707311855942,0.03224595529594158,0.24204553632560835,-0.09955453529959504,79.28714285714285,27.129428571428573,1.0
liq_top_20_then_bs_v2,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,0.06899403317281805,0.05786846837103066,0.2244865544515533,-0.17803056191188205,0.5714285714285714,0.013595707311855942,0.03224595529594158,0.24204553632560835,-0.09955453529959504,79.28714285714285,27.129428571428573,1.0
liq20_bs_score_v2_b_bonus_3pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,1.0,0.06502096506764854,0.0539300769465767,0.20815449692263477,-0.1772018158131995,0.5714285714285714,0.013164403054149522,0.022923664060606874,0.24744082864244474,-0.09864666618504168,78.31028571428571,27.19457142857143,1.0
liq20_bs_score_v2_b_bonus_8pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,2.2857142857142856,-0.0017558006184527075,-0.012255136841383685,-0.0434201966473059,-0.18850966301939076,0.5714285714285714,0.004573675009161032,0.000600679043795539,0.24744082864244474,-0.13082681700453003,75.37542857142857,27.119428571428568,1.0
liq20_bs_score_v2_b_bonus_5pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,1.5714285714285714,-0.012344787120525336,-0.02274197461520444,-0.07947988258365668,-0.19208506647352563,0.5714285714285714,0.002474085322302501,0.000600679043795539,0.24744082864244474,-0.1149508679425447,77.46971428571429,27.100571428571424,1.0
baseline_full_score,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.2857142857142857,-0.0320582019033252,-0.04225336497848187,-0.1439437837272658,-0.11384268454825963,0.5714285714285714,-0.0032107923856083626,0.018092887548396518,0.10759735459014265,-0.11740992107532447,81.77342857142857,22.706857142857142,1.0
liq_top_30_then_score,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,-0.07851164525164678,-0.08827372896948393,-0.2830116676180088,-0.15636500543963905,0.5714285714285714,-0.011431388054093796,0.012974485299888063,0.05409063634364181,-0.12845826231112598,81.30314285714287,26.02057142857143,1.0
liq20_score_b_bonus_8pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,1.4285714285714286,-0.16430887966619034,-0.17328965923736672,-0.49595172609934,-0.17032937922234148,0.42857142857142855,-0.024717005360804317,-0.014867770924365852,0.05414319460319753,-0.12845826231112598,80.19942857142857,26.85857142857143,1.0
baseline_b_score_v2,validation,0.0015,7,2026-03-24,2026-04-01,5.0,5.0,-0.18128604110829538,-0.19010058173625832,-0.5318856945313959,-0.1894669651852664,0.42857142857142855,-0.028631367244536653,-0.020163457951398255,0.015008374080162057,-0.12062439800346467,68.33228571428572,24.780857142857144,1.0
liq20_score_b_bonus_5pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,1.1428571428571428,-0.1936815933650209,-0.20238896480459,-0.5569546791402964,-0.17032937922234148,0.42857142857142855,-0.02990763146066299,-0.026817972824975212,0.05414319460319753,-0.12845826231112598,80.44828571428572,26.799714285714288,1.0
liq20_score_b_bonus_0pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,-0.2024983942598806,-0.21112296951532716,-0.5741726815551615,-0.17579337019007357,0.2857142857142857,-0.031550666309592745,-0.027086776951568657,0.05409063634364181,-0.12845826231112598,80.7297142857143,27.02514285714286,1.0
liq_top_20_then_score,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,-0.2024983942598806,-0.21112296951532716,-0.5741726815551615,-0.17579337019007357,0.2857142857142857,-0.031550666309592745,-0.027086776951568657,0.05409063634364181,-0.12845826231112598,80.7297142857143,27.02514285714286,1.0
liq20_score_b_bonus_3pct,validation,0.0015,7,2026-03-24,2026-04-01,5.0,0.8571428571428571,-0.21022529568483772,-0.21878063717676255,-0.5888665656673866,-0.18379398398859992,0.2857142857142857,-0.03258650740681497,-0.04104022434994076,0.05414319460319753,-0.12845826231112598,80.61857142857143,26.86457142857143,1.0
baseline_full_liquidity,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.0,0.5716457429706869,0.5511014278540838,3.85629109742262,-0.007430370536043673,0.7142857142857143,0.06642424769340767,0.08025454661794043,0.15053342173482429,-0.029555939125928285,54.57314285714285,29.988,1.0
liq_top_10_then_score,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,0.25099887094535034,0.23410366544300154,1.1323864392992853,-0.05343367784644126,0.7142857142857143,0.03244709553936834,0.007241064731801862,0.1434917426207974,-0.053433677846441284,78.47657142857143,28.45285714285714,1.0
liq20_bs_score_v2_b_bonus_0pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,0.06899403317281805,0.05418203556977974,0.20919460237300824,-0.17893695842019164,0.5714285714285714,0.013095707311855942,0.031745955295941576,0.24154553632560835,-0.10005453529959504,79.28714285714285,27.129428571428573,1.0
liq_top_20_then_bs_v2,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,0.06899403317281805,0.05418203556977974,0.20919460237300824,-0.17893695842019164,0.5714285714285714,0.013095707311855942,0.031745955295941576,0.24154553632560835,-0.10005453529959504,79.28714285714285,27.129428571428573,1.0
liq20_bs_score_v2_b_bonus_3pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,1.0,0.06502096506764854,0.050255147181077264,0.19305742281099447,-0.17810866625606625,0.5714285714285714,0.012664403054149525,0.022423664060606877,0.24694082864244474,-0.09914666618504168,78.31028571428571,27.19457142857143,1.0
liq20_bs_score_v2_b_bonus_8pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,2.2857142857142856,-0.0017558006184527075,-0.015733853851957913,-0.055493019311155356,-0.1894108170144031,0.5714285714285714,0.0040736750091610475,0.00010067904379553903,0.24694082864244474,-0.13132681700453003,75.37542857142857,27.119428571428568,1.0
liq20_bs_score_v2_b_bonus_5pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,1.5714285714285714,-0.012344787120525336,-0.026186823601693443,-0.09110790198198204,-0.19298376481551371,0.5714285714285714,0.0019740853223025006,0.00010067904379553903,0.24694082864244474,-0.1154508679425447,77.46971428571429,27.100571428571424,1.0
baseline_full_score,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.2857142857142857,-0.0320582019033252,-0.04563125408986801,-0.15476329109871323,-0.1147848177729599,0.5714285714285714,-0.003710792385608363,0.017592887548396517,0.10709735459014265,-0.11790992107532447,81.77342857142857,22.706857142857142,1.0
liq_top_30_then_score,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.5714285714285714,-0.07851164525164678,-0.09150800714344332,-0.29212597872765966,-0.15728451632185758,0.5714285714285714,-0.011931388054093797,0.012474485299888063,0.053590636343641807,-0.12895826231112598,81.30314285714287,26.02057142857143,1.0
liq20_score_b_bonus_8pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,1.4285714285714286,-0.16430887966619034,-0.176264822898344,-0.502451517996348,-0.17124087879931849,0.42857142857142855,-0.02521700536080431,-0.015367770924365852,0.05364319460319753,-0.12895826231112598,80.19942857142857,26.85857142857143,1.0
baseline_b_score_v2,validation,0.002,7,2026-03-24,2026-04-01,5.0,5.0,-0.18128604110829538,-0.19302063363366473,-0.5379332166724358,-0.19077155089241182,0.42857142857142855,-0.029131367244536653,-0.020663457951398255,0.014508374080162057,-0.12112439800346467,68.33228571428572,24.780857142857144,1.0
liq20_score_b_bonus_5pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,1.1428571428571428,-0.1936815933650209,-0.20527346469284102,-0.5626956771505915,-0.17124087879931849,0.42857142857142855,-0.030407631460662974,-0.02731797282497521,0.05364319460319753,-0.12895826231112598,80.44828571428572,26.799714285714288,1.0
liq20_score_b_bonus_0pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,-0.2024983942598806,-0.21398001496603236,-0.5796985210778822,-0.17793597366287417,0.2857142857142857,-0.032050666309592746,-0.027586776951568658,0.053590636343641807,-0.12895826231112598,80.7297142857143,27.02514285714286,1.0
liq_top_20_then_score,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.42857142857142855,-0.2024983942598806,-0.21398001496603236,-0.5796985210778822,-0.17793597366287417,0.2857142857142857,-0.032050666309592746,-0.027586776951568658,0.053590636343641807,-0.12895826231112598,80.7297142857143,27.02514285714286,1.0
liq20_score_b_bonus_3pct,validation,0.002,7,2026-03-24,2026-04-01,5.0,0.8571428571428571,-0.21022529568483772,-0.22161471950388534,-0.5942106797302193,-0.18592077821209996,0.2857142857142857,-0.033086507406814965,-0.04154022434994076,0.05364319460319753,-0.12895826231112598,80.61857142857143,26.86457142857143,1.0
