strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,s_liquidity,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,bs_score_v2,76.3455,77.23,28.59,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,bs_score_v2,75.64200000000001,77.71,28.08,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603005,晶方科技,,1,bs_score_v2,73.97250000000001,74.52,28.19,70.45,,,,,WATCH,,34.2,31.67,-0.07397660818713458
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000039,中集集团,,1,bs_score_v2,72.9645,73.33,26.47,69.49,,,,,WATCH,,11.99,13.31,0.11009174311926606
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000688,国城矿业,,1,bs_score_v2,72.7965,76.29,26.34,69.33,,,,,TRADE,,34.2184,35.1112,0.026091225773267945
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,002008,大族激光,,1,bs_score_v2,78.5268,77.23,28.59,72.71,,,,,TRADE,,58.6,73.01,0.24590443686006824
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,300008,天海防务,,1,bs_score_v2,77.80320000000002,77.71,28.08,72.04,,,,,TRADE,,9.51,9.02,-0.051524710830704534
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,603005,晶方科技,,1,bs_score_v2,76.08600000000001,74.52,28.19,70.45,,,,,WATCH,,34.2,31.67,-0.07397660818713458
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000039,中集集团,,1,bs_score_v2,75.0492,73.33,26.47,69.49,,,,,WATCH,,11.99,13.31,0.11009174311926606
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,10,1,5,000688,国城矿业,,1,bs_score_v2,74.8764,76.29,26.34,69.33,,,,,TRADE,,34.2184,35.1112,0.026091225773267945
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,26.13,65.2,,,,,,,19.12,18.42,-0.03661087866108781
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,001896,豫能控股,,0,score,81.01,81.01,22.14,67.74,,,,,,,11.04,16.59,0.5027173913043479
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,605289,罗曼股份,,0,score,80.95,80.95,23.87,63.93,,,,,,,108.87,136.0,0.2491962891521997
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,301487,盟固利,,1,score,78.9,78.9,22.0,68.24,,,,,TRADE,,25.08,24.12,-0.038277511961722355
baseline_full_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,bs_score_v2,71.59,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,bs_score_v2,70.52,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,600392,盛和资源,,1,bs_score_v2,70.4,74.96,29.42,70.4,,,,,WATCH,,31.58,26.66,-0.15579480683977198
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,600388,龙净环保,,1,bs_score_v2,70.05,75.41,21.93,70.05,,,,,TRADE,,20.33,19.7,-0.03098868666994581
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,605117,德业股份,,1,bs_score_v2,69.71,74.74,26.59,69.71,,,,,WATCH,,98.46,131.88,0.339427178549665
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300308,中际旭创,,0,s_liquidity,30.0,31.51,30.0,41.56,,,,,,,566.7394,555.3359,-0.020121240908960947
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,601899,紫金矿业,,0,s_liquidity,29.99,43.47,29.99,55.39,,,,,,,39.89,37.24,-0.06643268989721729
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300502,新易盛,,0,s_liquidity,29.99,34.05,29.99,46.04,,,,,,,384.01,393.23,0.024009791411682135
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300394,天孚通信,,0,s_liquidity,29.98,53.17,29.98,58.0,,,,,,,344.0,331.0,-0.03779069767441856
baseline_full_liquidity,2026-02-25,2026-02-26,2026-03-11,10,1,5,300058,蓝色光标,,0,s_liquidity,29.98,31.49,29.98,35.94,,,,,,,18.14,16.21,-0.10639470782800442
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,603256,宏和科技,,0,score,76.42,76.42,28.53,69.91,,,,,,,81.58,73.06,-0.10443736209855348
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,002497,雅化集团,,0,score,75.73,75.73,27.6,65.47,,,,,,,28.7,25.03,-0.12787456445993028
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600111,北方稀土,,0,score,75.31,75.31,29.91,61.31,,,,,,,60.36,52.38,-0.13220675944333993
liq_top_10_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,score,75.25,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,26.13,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,603256,宏和科技,,0,score,76.42,76.42,28.53,69.91,,,,,,,81.58,73.06,-0.10443736209855348
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,002497,雅化集团,,0,score,75.73,75.73,27.6,65.47,,,,,,,28.7,25.03,-0.12787456445993028
liq_top_20_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,301377,鼎泰高科,,0,score,75.66,75.66,26.02,61.67,,,,,,,208.2403,191.9744,-0.07811120133806948
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,26.13,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,001896,豫能控股,,0,score,81.01,81.01,22.14,67.74,,,,,,,11.04,16.59,0.5027173913043479
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,605289,罗曼股份,,0,score,80.95,80.95,23.87,63.93,,,,,,,108.87,136.0,0.2491962891521997
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,301487,盟固利,,1,score,78.9,78.9,22.0,68.24,,,,,TRADE,,25.08,24.12,-0.038277511961722355
liq_top_30_then_score,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq_top_20_then_bs_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,bs_score_v2,71.59,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq_top_20_then_bs_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,bs_score_v2,70.52,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq_top_20_then_bs_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,002539,云图控股,,0,bs_score_v2,70.49,72.6,24.43,70.49,,,,,,,16.77,15.44,-0.07930828861061423
liq_top_20_then_bs_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,600392,盛和资源,,1,bs_score_v2,70.4,74.96,29.42,70.4,,,,,WATCH,,31.58,26.66,-0.15579480683977198
liq_top_20_then_bs_v2,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,bs_score_v2,70.38,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq20_score_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,26.13,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq20_score_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq20_score_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603256,宏和科技,,0,score,76.42,76.42,28.53,69.91,,,,,,,81.58,73.06,-0.10443736209855348
liq20_score_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002497,雅化集团,,0,score,75.73,75.73,27.6,65.47,,,,,,,28.7,25.03,-0.12787456445993028
liq20_score_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,301377,鼎泰高科,,0,score,75.66,75.66,26.02,61.67,,,,,,,208.2403,191.9744,-0.07811120133806948
liq20_score_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,26.13,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq20_score_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,score,78.64,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq20_score_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,605589,圣泉集团,,1,score,77.53840000000001,75.28,24.7,68.99,,,,,TRADE,,34.0,33.43,-0.016764705882352904
liq20_score_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,score,77.50750000000001,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq20_score_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,score,77.46629999999999,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq20_score_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,26.13,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq20_score_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,605589,圣泉集团,,1,score,79.04400000000001,75.28,24.7,68.99,,,,,TRADE,,34.0,33.43,-0.016764705882352904
liq20_score_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,score,79.0125,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq20_score_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,score,78.9705,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq20_score_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,000688,国城矿业,,1,score,78.813,75.06,26.48,69.51,,,,,TRADE,,38.1207,35.8335,-0.05999889823639126
liq20_score_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600397,江钨装备,,0,score,83.71,83.71,26.13,65.2,,,,,,,19.12,18.42,-0.03661087866108781
liq20_score_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,605589,圣泉集团,,1,score,81.3024,75.28,24.7,68.99,,,,,TRADE,,34.0,33.43,-0.016764705882352904
liq20_score_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,score,81.27000000000001,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq20_score_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,score,81.2268,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq20_score_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,000688,国城矿业,,1,score,81.0648,75.06,26.48,69.51,,,,,TRADE,,38.1207,35.8335,-0.05999889823639126
liq20_bs_score_v2_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,bs_score_v2,71.59,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq20_bs_score_v2_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,bs_score_v2,70.52,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq20_bs_score_v2_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002539,云图控股,,0,bs_score_v2,70.49,72.6,24.43,70.49,,,,,,,16.77,15.44,-0.07930828861061423
liq20_bs_score_v2_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600392,盛和资源,,1,bs_score_v2,70.4,74.96,29.42,70.4,,,,,WATCH,,31.58,26.66,-0.15579480683977198
liq20_bs_score_v2_b_bonus_0pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600331,宏达股份,,0,bs_score_v2,70.38,78.64,27.94,70.38,,,,,,,19.5,17.92,-0.08102564102564092
liq20_bs_score_v2_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,bs_score_v2,73.7377,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq20_bs_score_v2_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,bs_score_v2,72.6356,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq20_bs_score_v2_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600392,盛和资源,,1,bs_score_v2,72.51200000000001,74.96,29.42,70.4,,,,,WATCH,,31.58,26.66,-0.15579480683977198
liq20_bs_score_v2_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,605117,德业股份,,1,bs_score_v2,71.8013,74.74,26.59,69.71,,,,,WATCH,,98.46,131.88,0.339427178549665
liq20_bs_score_v2_b_bonus_3pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,000688,国城矿业,,1,bs_score_v2,71.59530000000001,75.06,26.48,69.51,,,,,TRADE,,38.1207,35.8335,-0.05999889823639126
liq20_bs_score_v2_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,bs_score_v2,75.16950000000001,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq20_bs_score_v2_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,bs_score_v2,74.04599999999999,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq20_bs_score_v2_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600392,盛和资源,,1,bs_score_v2,73.92000000000002,74.96,29.42,70.4,,,,,WATCH,,31.58,26.66,-0.15579480683977198
liq20_bs_score_v2_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,605117,德业股份,,1,bs_score_v2,73.1955,74.74,26.59,69.71,,,,,WATCH,,98.46,131.88,0.339427178549665
liq20_bs_score_v2_b_bonus_5pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,000688,国城矿业,,1,bs_score_v2,72.9855,75.06,26.48,69.51,,,,,TRADE,,38.1207,35.8335,-0.05999889823639126
liq20_bs_score_v2_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,603612,索通发展,,1,bs_score_v2,77.31720000000001,75.21,26.89,71.59,,,,,TRADE,,33.4,32.03,-0.041017964071856206
liq20_bs_score_v2_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,002008,大族激光,,1,bs_score_v2,76.1616,75.25,28.7,70.52,,,,,TRADE,,64.1,72.35,0.12870514820592827
liq20_bs_score_v2_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,600392,盛和资源,,1,bs_score_v2,76.03200000000001,74.96,29.42,70.4,,,,,WATCH,,31.58,26.66,-0.15579480683977198
liq20_bs_score_v2_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,605117,德业股份,,1,bs_score_v2,75.2868,74.74,26.59,69.71,,,,,WATCH,,98.46,131.88,0.339427178549665
liq20_bs_score_v2_b_bonus_8pct,2026-02-25,2026-02-26,2026-03-11,10,1,5,000688,国城矿业,,1,bs_score_v2,75.0708,75.06,26.48,69.51,,,,,TRADE,,38.1207,35.8335,-0.05999889823639126
baseline_full_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,605289,罗曼股份,,0,score,81.66,81.66,24.67,67.27,,,,,,,117.99,138.02,0.16976014916518367
baseline_full_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,score,81.1,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
baseline_full_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,601096,宏盛华源,,0,score,80.29,80.29,25.49,67.58,,,,,,,6.45,6.7,0.03875968992248069
baseline_full_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,688519,南亚新材,,0,score,80.18,80.18,25.02,66.27,,,,,,,115.0,118.42,0.029739130434782712
baseline_full_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,688309,恒誉环保,,0,score,80.07,80.07,8.12,61.59,,,,,,,39.79,57.26,0.43905503895451115
baseline_b_score_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,603612,索通发展,,1,bs_score_v2,66.32,76.23,26.96,66.32,,,,,TRADE,,35.06,33.82,-0.03536794067313187
baseline_b_score_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,002756,永兴材料,,1,bs_score_v2,64.95,59.48,26.33,64.95,,,,,,,58.1,71.59,0.23218588640275395
baseline_b_score_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,300444,双杰电气,,1,bs_score_v2,64.64,75.51,28.6,64.64,,,,,TRADE,,16.21,16.85,0.03948180135718693
baseline_b_score_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,603601,再升科技,,1,bs_score_v2,64.41,74.57,28.8,64.41,,,,,WATCH,,12.75,12.48,-0.02117647058823524
baseline_b_score_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,300285,国瓷材料,,1,bs_score_v2,62.84,72.38,27.45,62.84,,,,,WATCH,,35.83,38.42,0.07228579402735158
baseline_full_liquidity,2026-02-26,2026-02-27,2026-03-12,10,1,5,300308,中际旭创,,0,s_liquidity,30.0,39.32,30.0,43.99,,,,,,,555.6563,535.4324,-0.036396419873220065
baseline_full_liquidity,2026-02-26,2026-02-27,2026-03-12,10,1,5,601899,紫金矿业,,0,s_liquidity,29.99,38.65,29.99,47.19,,,,,,,39.2,36.75,-0.06250000000000011
baseline_full_liquidity,2026-02-26,2026-02-27,2026-03-12,10,1,5,300502,新易盛,,0,s_liquidity,29.99,38.47,29.99,43.76,,,,,,,371.0,378.77,0.020943396226414945
baseline_full_liquidity,2026-02-26,2026-02-27,2026-03-12,10,1,5,300394,天孚通信,,0,s_liquidity,29.98,70.73,29.98,62.16,,,,,,,341.02,334.04,-0.020468007741481276
baseline_full_liquidity,2026-02-26,2026-02-27,2026-03-12,10,1,5,300058,蓝色光标,,0,s_liquidity,29.98,28.34,29.98,27.75,,,,,,,17.8,15.66,-0.12022471910112364
liq_top_10_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,score,81.1,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
liq_top_10_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,001203,大中矿业,,1,score,78.75,78.75,27.59,55.2,,,,,TRADE,,39.5,37.79,-0.043291139240506316
liq_top_10_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,601208,东材科技,,0,score,77.03,77.03,28.5,63.98,,,,,,,32.64,31.96,-0.02083333333333337
liq_top_10_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,002384,东山精密,,0,score,76.28,76.28,29.65,62.22,,,,,,,84.05,109.3,0.30041641879833425
liq_top_10_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,300602,飞荣达,,0,score,75.69,75.69,27.91,63.33,,,,,,,40.4,35.52,-0.12079207920792068
liq_top_20_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,605289,罗曼股份,,0,score,81.66,81.66,24.67,67.27,,,,,,,117.99,138.02,0.16976014916518367
liq_top_20_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,score,81.1,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
liq_top_20_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,601096,宏盛华源,,0,score,80.29,80.29,25.49,67.58,,,,,,,6.45,6.7,0.03875968992248069
liq_top_20_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,688519,南亚新材,,0,score,80.18,80.18,25.02,66.27,,,,,,,115.0,118.42,0.029739130434782712
liq_top_20_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,600397,江钨装备,,0,score,79.8,79.8,26.71,65.44,,,,,,,19.75,17.73,-0.10227848101265824
liq_top_30_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,605289,罗曼股份,,0,score,81.66,81.66,24.67,67.27,,,,,,,117.99,138.02,0.16976014916518367
liq_top_30_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,score,81.1,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
liq_top_30_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,601096,宏盛华源,,0,score,80.29,80.29,25.49,67.58,,,,,,,6.45,6.7,0.03875968992248069
liq_top_30_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,688519,南亚新材,,0,score,80.18,80.18,25.02,66.27,,,,,,,115.0,118.42,0.029739130434782712
liq_top_30_then_score,2026-02-26,2026-02-27,2026-03-12,10,1,5,600397,江钨装备,,0,score,79.8,79.8,26.71,65.44,,,,,,,19.75,17.73,-0.10227848101265824
liq_top_20_then_bs_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,bs_score_v2,68.59,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
liq_top_20_then_bs_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,601096,宏盛华源,,0,bs_score_v2,67.58,80.29,25.49,67.58,,,,,,,6.45,6.7,0.03875968992248069
liq_top_20_then_bs_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,605289,罗曼股份,,0,bs_score_v2,67.27,81.66,24.67,67.27,,,,,,,117.99,138.02,0.16976014916518367
liq_top_20_then_bs_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,603612,索通发展,,1,bs_score_v2,66.32,76.23,26.96,66.32,,,,,TRADE,,35.06,33.82,-0.03536794067313187
liq_top_20_then_bs_v2,2026-02-26,2026-02-27,2026-03-12,10,1,5,688519,南亚新材,,0,bs_score_v2,66.27,80.18,25.02,66.27,,,,,,,115.0,118.42,0.029739130434782712
liq20_score_b_bonus_0pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,605289,罗曼股份,,0,score,81.66,81.66,24.67,67.27,,,,,,,117.99,138.02,0.16976014916518367
liq20_score_b_bonus_0pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,score,81.1,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
liq20_score_b_bonus_0pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,601096,宏盛华源,,0,score,80.29,80.29,25.49,67.58,,,,,,,6.45,6.7,0.03875968992248069
liq20_score_b_bonus_0pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,688519,南亚新材,,0,score,80.18,80.18,25.02,66.27,,,,,,,115.0,118.42,0.029739130434782712
liq20_score_b_bonus_0pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,600397,江钨装备,,0,score,79.8,79.8,26.71,65.44,,,,,,,19.75,17.73,-0.10227848101265824
liq20_score_b_bonus_3pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,605289,罗曼股份,,0,score,81.66,81.66,24.67,67.27,,,,,,,117.99,138.02,0.16976014916518367
liq20_score_b_bonus_3pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,001203,大中矿业,,1,score,81.1125,78.75,27.59,55.2,,,,,TRADE,,39.5,37.79,-0.043291139240506316
liq20_score_b_bonus_3pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,score,81.1,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
liq20_score_b_bonus_3pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,601096,宏盛华源,,0,score,80.29,80.29,25.49,67.58,,,,,,,6.45,6.7,0.03875968992248069
liq20_score_b_bonus_3pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,688519,南亚新材,,0,score,80.18,80.18,25.02,66.27,,,,,,,115.0,118.42,0.029739130434782712
liq20_score_b_bonus_5pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,001203,大中矿业,,1,score,82.6875,78.75,27.59,55.2,,,,,TRADE,,39.5,37.79,-0.043291139240506316
liq20_score_b_bonus_5pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,605289,罗曼股份,,0,score,81.66,81.66,24.67,67.27,,,,,,,117.99,138.02,0.16976014916518367
liq20_score_b_bonus_5pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,002498,汉缆股份,,0,score,81.1,81.1,28.46,68.59,,,,,,,8.38,10.38,0.23866348448687358
liq20_score_b_bonus_5pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,601096,宏盛华源,,0,score,80.29,80.29,25.49,67.58,,,,,,,6.45,6.7,0.03875968992248069
liq20_score_b_bonus_5pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,688519,南亚新材,,0,score,80.18,80.18,25.02,66.27,,,,,,,115.0,118.42,0.029739130434782712
liq20_score_b_bonus_8pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,001203,大中矿业,,1,score,85.05000000000001,78.75,27.59,55.2,,,,,TRADE,,39.5,37.79,-0.043291139240506316
liq20_score_b_bonus_8pct,2026-02-26,2026-02-27,2026-03-12,10,1,5,603612,索通发展,,1,score,82.32840000000002,76.23,26.96,66.32,,,,,TRADE,,35.06,33.82,-0.03536794067313187
