first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,adaptive_switch_count,adaptive_attack_days,adaptive_balanced_days,adaptive_robust_days,adaptive_defensive_days,adaptive_fallback_days,adaptive_avg_target_position_ratio,adaptive_min_target_position_ratio,adaptive_max_target_position_ratio,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct
2023-01-05,2026-06-02,822,500000.0,280836.23873750074,-0.4383275225249985,-0.16226691715801222,-0.5287549414186946,0.4586374695863747,0.07935368820757094,-0.08127716936410267,0.5068925943306672,4.180048661800487,796,419,377,0,69.42324960310255,21160.2512625,40,95,37,10,662,18,0.5727493917274938,0.5,1.0,adaptive_market_style,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,1.0,adaptive,自适应档：按T日市场风格在进攻/均衡/防守策略间切换，并动态调整50%-100%仓位。,False,0.0
