order_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,strategy_label,scenario
101,2024-05-06,4,2024-04-30,600570,BUY,TARGET_REBALANCE,21.04,21.4524,900,19307.16,371.16,14.48037,0.0,0.0,14.48037,-19321.64,342881.01,323559.37,0,900,139950.0,158886.0,482831.01,482445.37,False,0.6,B2,c0.00075_s0.0
102,2024-05-06,5,2024-04-30,600887,BUY,TARGET_REBALANCE,28.82,32.9939,2000,65987.8,8347.8,49.49085,0.0,0.0,49.49085,-66037.29,323559.37,257522.08,0,2000,158886.0,216526.0,482445.37,474048.08,False,0.6,B2,c0.00075_s0.0
103,2024-05-06,6,2024-04-30,601919,BUY,TARGET_REBALANCE,12.0,13.999,3900,54596.1,7796.1,40.947075,0.0,0.0,40.947075,-54637.05,257522.08,202885.03,0,3900,216526.0,263326.0,474048.08,466211.03,False,0.6,B2,c0.00075_s0.0
104,2024-05-07,1,2024-05-06,601668,SELL,HOLD_EXPIRY,5.41,5.9555,14100,83972.55,7691.55,62.979413,0.0,0.0,62.979413,83909.57,202885.03,286794.6,14100,0,263772.0,187491.0,466657.03,474285.6,False,0.6,B2,c0.00075_s0.0
105,2024-05-07,2,2024-05-06,601816,BUY,TARGET_REBALANCE,5.24,5.5074,16000,88118.4,4278.4,66.0888,0.0,0.0,66.0888,-88184.49,286794.6,198610.11,0,16000,187491.0,271331.0,474285.6,469941.11,False,0.6,B2,c0.00075_s0.0
106,2024-05-10,1,2024-05-09,002415,SELL,HOLD_EXPIRY,33.07,36.0417,1900,68479.23,5646.23,51.359423,0.0,0.0,51.359423,68427.87,198610.11,267037.98,1900,0,273190.0,210357.0,471800.11,477394.98,False,0.6,B2,c0.00075_s0.0
107,2024-05-10,2,2024-05-09,300107,BUY,TARGET_REBALANCE,13.9,13.9689,4800,67050.72,330.72,50.28804,0.0,0.0,50.28804,-67101.01,267037.98,199936.98,0,4800,210357.0,277077.0,477394.98,477013.98,False,0.6,B2,c0.00075_s0.0
108,2024-05-20,1,2024-05-17,600570,SELL,HOLD_EXPIRY,21.26,21.6767,900,19509.03,375.03,14.631773,0.0,0.0,14.631773,19494.4,199936.98,219431.37,900,0,274826.0,255692.0,474762.98,475123.37,False,0.6,B2,c0.00075_s0.0
109,2024-05-20,2,2024-05-17,600887,SELL,HOLD_EXPIRY,28.09,32.1582,2000,64316.4,8136.4,48.2373,0.0,0.0,48.2373,64268.16,219431.37,283699.54,2000,0,255692.0,199512.0,475123.37,483211.54,False,0.6,B2,c0.00075_s0.0
110,2024-05-20,3,2024-05-17,601919,SELL,HOLD_EXPIRY,14.16,16.5188,3900,64423.32,9199.32,48.31749,0.0,0.0,48.31749,64375.0,283699.54,348074.54,3900,0,199512.0,144288.0,483211.54,492362.54,False,0.6,B2,c0.00075_s0.0
111,2024-05-20,4,2024-05-17,000002,BUY,TARGET_REBALANCE,9.0,9.0,3600,32400.0,0.0,24.3,0.0,0.0,24.3,-32424.3,348074.54,315650.24,0,3600,144288.0,176688.0,492362.54,492338.24,False,0.6,B2,c0.00075_s0.0
112,2024-05-20,5,2024-05-17,600066,BUY,TARGET_REBALANCE,25.29,28.9667,900,26070.03,3309.03,19.552522,0.0,0.0,19.552522,-26089.58,315650.24,289560.66,0,900,176688.0,199449.0,492338.24,489009.66,False,0.6,B2,c0.00075_s0.0
113,2024-05-20,6,2024-05-17,601668,BUY,TARGET_REBALANCE,5.85,6.4399,13700,88226.63,8081.63,66.169973,0.0,0.0,66.169973,-88292.8,289560.66,201267.86,0,13700,199449.0,279594.0,489009.66,480861.86,False,0.6,B2,c0.00075_s0.0
114,2024-05-21,1,2024-05-20,601816,SELL,HOLD_EXPIRY,5.24,5.5074,16000,88118.4,4278.4,66.0888,0.0,0.0,66.0888,88052.31,201267.86,289320.17,16000,0,279166.0,195326.0,480433.86,484646.17,False,0.6,B2,c0.00075_s0.0
115,2024-05-21,2,2024-05-20,603993,BUY,TARGET_REBALANCE,8.92,9.4917,9500,90171.15,5431.15,67.628362,0.0,0.0,67.628362,-90238.78,289320.17,199081.39,0,9500,195326.0,280066.0,484646.17,479147.39,False,0.6,B2,c0.00075_s0.0
116,2024-05-24,1,2024-05-23,300107,SELL,HOLD_EXPIRY,11.2,11.2555,4800,54026.4,266.4,40.5198,0.0,0.0,40.5198,53985.88,199081.39,253067.27,4800,0,265892.0,212132.0,464973.39,465199.27,False,0.6,B2,c0.00075_s0.0
117,2024-05-24,2,2024-05-23,300641,BUY,TARGET_REBALANCE,28.55,30.5463,1900,58037.97,3792.97,43.528477,0.0,0.0,43.528477,-58081.5,253067.27,194985.77,0,1900,212132.0,266377.0,465199.27,461362.77,False,0.6,B2,c0.00075_s0.0
118,2024-06-03,1,2024-05-31,000002,SELL,HOLD_EXPIRY,8.18,8.18,3600,29448.0,0.0,22.086,0.0,0.0,22.086,29425.91,194985.77,224411.69,3600,0,253745.0,224297.0,448730.77,448708.69,True,0.4,B2,c0.00075_s0.0
119,2024-06-03,2,2024-05-31,600066,SELL,HOLD_EXPIRY,24.1,27.6037,900,24843.33,3153.33,18.632497,0.0,0.0,18.632497,24824.7,224411.69,249236.38,900,0,224297.0,202607.0,448708.69,451843.38,True,0.4,B2,c0.00075_s0.0
120,2024-06-03,3,2024-05-31,601668,SELL,HOLD_EXPIRY,5.63,6.1977,13700,84908.49,7777.49,63.681368,0.0,0.0,63.681368,84844.81,249236.38,334081.19,13700,0,202607.0,125476.0,451843.38,459557.19,True,0.4,B2,c0.00075_s0.0
121,2024-06-03,4,2024-05-31,002155,BUY,TARGET_REBALANCE,18.99,25.4405,300,7632.15,1935.15,5.724112,0.0,0.0,5.724112,-7637.87,334081.19,326443.32,0,300,125476.0,131173.0,459557.19,457616.32,True,0.4,B2,c0.00075_s0.0
122,2024-06-03,5,2024-05-31,601020,BUY,TARGET_REBALANCE,16.24,16.3213,500,8160.65,40.65,6.120488,0.0,0.0,6.120488,-8166.77,326443.32,318276.55,0,500,131173.0,139293.0,457616.32,457569.55,True,0.4,B2,c0.00075_s0.0
123,2024-06-03,6,2024-05-31,601985,BUY,TARGET_REBALANCE,9.71,10.0908,3500,35317.8,1332.8,26.48835,0.0,0.0,26.48835,-35344.29,318276.55,282932.26,0,3500,139293.0,173278.0,457569.55,456210.26,True,0.4,B2,c0.00075_s0.0
124,2024-06-04,1,2024-06-03,603993,SELL,HOLD_EXPIRY,8.25,8.7788,9500,83398.6,5023.6,62.54895,0.0,0.0,62.54895,83336.05,282932.26,366268.31,9500,0,170206.0,91831.0,453138.26,458099.31,True,0.4,B2,c0.00075_s0.0
125,2024-06-04,2,2024-06-03,600900,BUY,TARGET_REBALANCE,27.43,29.3118,2900,85004.22,5457.22,63.753165,0.0,0.0,63.753165,-85067.97,366268.31,281200.34,0,2900,91831.0,171378.0,458099.31,452578.34,True,0.4,B2,c0.00075_s0.0
126,2024-06-07,1,2024-06-06,300641,SELL,HOLD_EXPIRY,26.96,28.8451,1900,54805.69,3581.69,41.104267,0.0,0.0,41.104267,54764.59,281200.34,335964.92,1900,0,181406.0,130182.0,462606.34,466146.92,True,0.4,B2,c0.00075_s0.0
127,2024-06-07,2,2024-06-06,300552,BUY,TARGET_REBALANCE,41.02,41.02,1200,49224.0,0.0,36.918,0.0,0.0,36.918,-49260.92,335964.92,286704.0,0,1200,130182.0,179406.0,466146.92,466110.0,True,0.4,B2,c0.00075_s0.0
128,2024-06-18,1,2024-06-17,002155,SELL,HOLD_EXPIRY,17.22,22.8954,300,6868.62,1702.62,5.151465,0.0,0.0,5.151465,6863.47,286704.0,293567.47,300,0,175092.0,169926.0,461796.0,463493.47,True,0.4,B2,c0.00075_s0.0
129,2024-06-18,2,2024-06-17,601020,SELL,HOLD_EXPIRY,14.28,14.3514,500,7175.7,35.7,5.381775,0.0,0.0,5.381775,7170.32,293567.47,300737.79,500,0,169926.0,162786.0,463493.47,463523.79,True,0.4,B2,c0.00075_s0.0
130,2024-06-18,3,2024-06-17,601985,SELL,HOLD_EXPIRY,10.03,10.4234,3500,36481.9,1376.9,27.361425,0.0,0.0,27.361425,36454.54,300737.79,337192.33,3500,0,162786.0,127681.0,463523.79,464873.33,True,0.4,B2,c0.00075_s0.0
131,2024-06-18,4,2024-06-17,000021,BUY,TARGET_REBALANCE,16.15,16.5675,500,8283.75,208.75,6.212813,0.0,0.0,6.212813,-8289.96,337192.33,328902.37,0,500,127681.0,135756.0,464873.33,464658.37,True,0.4,B2,c0.00075_s0.0
132,2024-06-18,5,2024-06-17,000858,BUY,TARGET_REBALANCE,135.0,149.9413,100,14994.13,1494.13,11.245598,0.0,0.0,11.245598,-15005.38,328902.37,313896.99,0,100,135756.0,149256.0,464658.37,463152.99,True,0.4,B2,c0.00075_s0.0
133,2024-06-18,6,2024-06-17,600028,BUY,TARGET_REBALANCE,6.01,6.7577,3200,21624.64,2392.64,16.21848,0.0,0.0,16.21848,-21640.86,313896.99,292256.13,0,3200,149256.0,168488.0,463152.99,460744.13,True,0.4,B2,c0.00075_s0.0
134,2024-06-19,1,2024-06-18,600900,SELL,HOLD_EXPIRY,27.78,29.6858,2900,86088.82,5526.82,64.566615,0.0,0.0,64.566615,86024.25,292256.13,378280.39,2900,0,174718.0,94156.0,466974.13,472436.39,True,0.4,B2,c0.00075_s0.0
135,2024-06-19,2,2024-06-18,002230,BUY,TARGET_REBALANCE,43.52,43.7188,2100,91809.48,417.48,68.85711,0.0,0.0,68.85711,-91878.34,378280.39,286402.05,0,2100,94156.0,185548.0,472436.39,471950.05,True,0.4,B2,c0.00075_s0.0
136,2024-06-24,1,2024-06-21,300552,SELL,HOLD_EXPIRY,41.89,41.89,1200,50268.0,0.0,37.701,0.0,0.0,37.701,50230.3,286402.05,336632.35,1200,0,179377.0,129109.0,465779.05,465741.35,True,0.4,B2,c0.00075_s0.0
137,2024-06-24,2,2024-06-21,600809,BUY,TARGET_REBALANCE,213.01,225.4221,200,45084.42,2482.42,33.813315,0.0,0.0,33.813315,-45118.23,336632.35,291514.11,0,200,129109.0,171711.0,465741.35,463225.11,True,0.4,B2,c0.00075_s0.0
138,2024-07-02,1,2024-07-01,000021,SELL,HOLD_EXPIRY,14.94,15.1908,500,7595.4,125.4,5.69655,0.0,0.0,5.69655,7589.7,291514.11,299103.82,500,0,172788.0,165318.0,464302.11,464421.82,True,0.4,B2,c0.00075_s0.0
139,2024-07-02,2,2024-07-01,000858,SELL,HOLD_EXPIRY,127.7,141.8333,100,14183.33,1413.33,10.637498,0.0,0.0,10.637498,14172.69,299103.82,313276.51,100,0,165318.0,152548.0,464421.82,465824.51,True,0.4,B2,c0.00075_s0.0
140,2024-07-02,3,2024-07-01,600028,SELL,HOLD_EXPIRY,6.42,7.2187,3200,23099.84,2555.84,17.32488,0.0,0.0,17.32488,23082.52,313276.51,336359.03,3200,0,152548.0,132004.0,465824.51,468363.03,True,0.4,B2,c0.00075_s0.0
141,2024-07-02,4,2024-07-01,003816,BUY,TARGET_REBALANCE,4.75,4.9559,4800,23788.32,988.32,17.84124,0.0,0.0,17.84124,-23806.16,336359.03,312552.86,0,4800,132004.0,154804.0,468363.03,467356.86,True,0.4,B2,c0.00075_s0.0
142,2024-07-02,5,2024-07-01,300319,BUY,TARGET_REBALANCE,9.28,9.4239,1900,17905.41,273.41,13.429058,0.0,0.0,13.429058,-17918.84,312552.86,294634.03,0,1900,154804.0,172436.0,467356.86,467070.03,True,0.4,B2,c0.00075_s0.0
143,2024-07-02,6,2024-07-01,600733,BUY,TARGET_REBALANCE,8.81,8.81,1300,11453.0,0.0,8.58975,0.0,0.0,8.58975,-11461.59,294634.03,283172.44,0,1300,172436.0,183889.0,467070.03,467061.44,True,0.4,B2,c0.00075_s0.0
144,2024-07-03,1,2024-07-02,002230,SELL,HOLD_EXPIRY,42.8,42.9955,2100,90290.55,410.55,67.717912,0.0,0.0,67.717912,90222.83,283172.44,373395.27,2100,0,183041.0,93161.0,466213.44,466556.27,True,0.4,B2,c0.00075_s0.0
145,2024-07-03,2,2024-07-02,600050,BUY,TARGET_REBALANCE,4.74,5.0304,18100,91050.24,5256.24,68.28768,0.0,0.0,68.28768,-91118.53,373395.27,282276.74,0,18100,93161.0,178955.0,466556.27,461231.74,True,0.4,B2,c0.00075_s0.0
146,2024-07-08,1,2024-07-05,600809,SELL,HOLD_EXPIRY,192.88,199.6879,200,39937.58,1361.58,29.953185,0.0,0.0,29.953185,39907.63,282276.74,322184.37,200,0,176154.0,137578.0,458430.74,459762.37,True,0.4,B2,c0.00075_s0.0
147,2024-07-08,2,2024-07-05,601288,BUY,TARGET_REBALANCE,4.45,4.8156,8800,42377.28,3217.28,31.78296,0.0,0.0,31.78296,-42409.06,322184.37,279775.3,0,8800,137578.0,176738.0,459762.37,456513.3,True,0.4,B2,c0.00075_s0.0
148,2024-07-16,1,2024-07-15,003816,SELL,HOLD_EXPIRY,4.91,5.0315,4800,24151.2,583.2,18.1134,0.0,0.0,18.1134,24133.09,279775.3,303908.39,4800,0,183355.0,159787.0,463130.3,463695.39,True,0.4,B2,c0.00075_s0.0
149,2024-07-16,2,2024-07-15,300319,SELL,HOLD_EXPIRY,9.65,9.7996,1900,18619.24,284.24,13.96443,0.0,0.0,13.96443,18605.28,303908.39,322513.67,1900,0,159787.0,141452.0,463695.39,463965.67,True,0.4,B2,c0.00075_s0.0
150,2024-07-16,3,2024-07-15,600733,SELL,HOLD_EXPIRY,9.96,9.96,500,4980.0,0.0,3.735,0.0,0.0,3.735,4976.27,322513.67,327489.93,1300,800,141452.0,136472.0,463965.67,463961.93,True,0.4,B2,c0.00075_s0.0
151,2024-07-16,4,2024-07-15,601398,BUY,TARGET_REBALANCE,5.92,6.4253,4400,28271.32,2223.32,21.20349,0.0,0.0,21.20349,-28292.52,327489.93,299197.41,0,4400,136472.0,162520.0,463961.93,461717.41,True,0.4,B2,c0.00075_s0.0
152,2024-07-16,5,2024-07-15,688036,BUY,TARGET_REBALANCE,75.0,79.6146,100,7961.46,461.46,5.971095,0.0,0.0,5.971095,-7967.43,299197.41,291229.98,0,100,162520.0,170020.0,461717.41,461249.98,True,0.4,B2,c0.00075_s0.0
153,2024-07-17,1,2024-07-16,600050,SELL,HOLD_EXPIRY,4.81,5.1047,18100,92395.07,5334.07,69.296303,0.0,0.0,69.296303,92325.77,291229.98,383555.75,18100,0,170582.0,83521.0,461811.98,467076.75,True,0.4,B2,c0.00075_s0.0
154,2024-07-17,2,2024-07-16,600418,BUY,TARGET_REBALANCE,20.33,20.3492,3100,63082.52,59.52,47.31189,0.0,0.0,47.31189,-63129.83,383555.75,320425.92,0,3100,83521.0,146544.0,467076.75,466969.92,True,0.4,B2,c0.00075_s0.0
155,2024-07-17,3,2024-07-16,600733,BUY,TARGET_REBALANCE,10.27,10.27,3400,34918.0,0.0,26.1885,0.0,0.0,26.1885,-34944.19,320425.92,285481.73,800,4200,146544.0,181462.0,466969.92,466943.73,True,0.4,B2,c0.00075_s0.0
156,2024-07-18,1,2024-07-17,600733,SELL,HOLD_EXPIRY,10.3,10.3,4200,43260.0,0.0,32.445,0.0,0.0,32.445,43227.56,285481.73,328709.29,4200,0,183319.0,140059.0,468800.73,468768.29,True,0.4,B2,c0.00075_s0.0
157,2024-07-18,2,2024-07-17,300274,BUY,TARGET_REBALANCE,69.1,71.07,600,42642.0,1182.0,31.9815,0.0,0.0,31.9815,-42673.98,328709.29,286035.3,0,600,140059.0,181519.0,468768.29,467554.3,True,0.4,B2,c0.00075_s0.0
158,2024-07-22,1,2024-07-19,601288,SELL,HOLD_EXPIRY,4.69,5.0753,8800,44662.64,3390.64,33.49698,0.0,0.0,33.49698,44629.14,286035.3,330664.45,8800,0,181183.0,139911.0,467218.3,470575.45,True,0.4,B2,c0.00075_s0.0
159,2024-07-22,2,2024-07-19,300576,BUY,TARGET_REBALANCE,39.0,51.6607,800,41328.56,10128.56,30.99642,0.0,0.0,30.99642,-41359.56,330664.45,289304.89,0,800,139911.0,171111.0,470575.45,460415.89,True,0.4,B2,c0.00075_s0.0
160,2024-07-30,1,2024-07-29,601398,SELL,HOLD_EXPIRY,5.97,6.4796,4400,28510.24,2242.24,21.38268,0.0,0.0,21.38268,28488.86,289304.89,317793.75,4400,0,163613.0,137345.0,452917.89,455138.75,True,0.4,B2,c0.00075_s0.0
161,2024-07-30,2,2024-07-29,688036,SELL,HOLD_EXPIRY,78.7,83.5423,100,8354.23,484.23,6.265672,0.0,0.0,6.265672,8347.96,317793.75,326141.71,100,0,137345.0,129475.0,455138.75,455616.71,True,0.4,B2,c0.00075_s0.0
162,2024-07-30,3,2024-07-29,600926,BUY,TARGET_REBALANCE,13.61,14.8069,1000,14806.9,1196.9,11.105175,0.0,0.0,11.105175,-14818.01,326141.71,311323.71,0,1000,129475.0,143085.0,455616.71,454408.71,True,0.4,B2,c0.00075_s0.0
163,2024-07-30,4,2024-07-29,601668,BUY,TARGET_REBALANCE,5.62,5.8808,5200,30580.16,1356.16,22.93512,0.0,0.0,22.93512,-30603.1,311323.71,280720.61,0,5200,143085.0,172309.0,454408.71,453029.61,True,0.4,B2,c0.00075_s0.0
164,2024-07-31,1,2024-07-30,600418,SELL,HOLD_EXPIRY,18.89,18.89,3100,58559.0,0.0,43.91925,0.0,0.0,43.91925,58515.08,280720.61,339235.69,3100,0,170057.0,111498.0,450777.61,450733.69,True,0.4,B2,c0.00075_s0.0
165,2024-07-31,2,2024-07-30,300760,BUY,TARGET_REBALANCE,247.0,260.6707,200,52134.14,2734.14,39.100605,0.0,0.0,39.100605,-52173.24,339235.69,287062.45,0,200,111498.0,160898.0,450733.69,447960.45,True,0.4,B2,c0.00075_s0.0
166,2024-08-01,1,2024-07-31,300274,SELL,HOLD_EXPIRY,68.53,70.4837,600,42290.22,1172.22,31.717665,0.0,0.0,31.717665,42258.5,287062.45,329320.95,600,0,164804.0,123686.0,451866.45,453006.95,True,0.4,B2,c0.00075_s0.0
167,2024-08-01,2,2024-07-31,601985,BUY,TARGET_REBALANCE,11.0,11.2405,4300,48334.15,1034.15,36.250613,0.0,0.0,36.250613,-48370.4,329320.95,280950.55,0,4300,123686.0,170986.0,453006.95,451936.55,True,0.4,B2,c0.00075_s0.0
168,2024-08-05,1,2024-08-02,300576,SELL,HOLD_EXPIRY,35.19,46.6138,800,37291.04,9139.04,27.96828,0.0,0.0,27.96828,37263.07,280950.55,318213.63,800,0,168767.0,140615.0,449717.55,458828.63,True,0.4,B2,c0.00075_s0.0
169,2024-08-05,2,2024-08-02,002085,BUY,TARGET_REBALANCE,14.99,15.2349,2500,38087.25,612.25,28.565438,0.0,0.0,28.565438,-38115.82,318213.63,280097.81,0,2500,140615.0,178090.0,458828.63,458187.81,True,0.4,B2,c0.00075_s0.0
170,2024-08-13,1,2024-08-12,600926,SELL,HOLD_EXPIRY,12.84,13.9692,1000,13969.2,1129.2,10.4769,0.0,0.0,10.4769,13958.72,280097.81,294056.53,1000,0,171233.0,158393.0,451330.81,452449.53,True,0.4,B2,c0.00075_s0.0
171,2024-08-13,2,2024-08-12,601668,SELL,HOLD_EXPIRY,5.5,5.7552,5200,29927.04,1327.04,22.44528,0.0,0.0,22.44528,29904.59,294056.53,323961.13,5200,0,158393.0,129793.0,452449.53,453754.13,True,0.4,B2,c0.00075_s0.0
172,2024-08-13,3,2024-08-12,600101,BUY,TARGET_REBALANCE,8.79,8.9142,3400,30308.28,422.28,22.73121,0.0,0.0,22.73121,-30331.01,323961.13,293630.12,0,3400,129793.0,159679.0,453754.13,453309.12,True,0.4,B2,c0.00075_s0.0
173,2024-08-13,4,2024-08-12,600611,BUY,TARGET_REBALANCE,9.05,9.1245,2000,18249.0,149.0,13.68675,0.0,0.0,13.68675,-18262.69,293630.12,275367.43,0,2000,159679.0,177779.0,453309.12,453146.43,True,0.4,B2,c0.00075_s0.0
174,2024-08-14,1,2024-08-13,300760,SELL,HOLD_EXPIRY,255.3,269.4301,200,53886.02,2826.02,40.414515,0.0,0.0,40.414515,53845.61,275367.43,329213.04,200,0,177152.0,126092.0,452519.43,455305.04,True,0.4,B2,c0.00075_s0.0
175,2024-08-14,2,2024-08-13,300139,BUY,TARGET_REBALANCE,13.69,13.69,4000,54760.0,0.0,41.07,0.0,0.0,41.07,-54801.07,329213.04,274411.97,0,4000,126092.0,180852.0,455305.04,455263.97,True,0.4,B2,c0.00075_s0.0
176,2024-08-15,1,2024-08-14,601985,SELL,HOLD_EXPIRY,11.02,11.2609,4300,48421.87,1035.87,36.316402,0.0,0.0,36.316402,48385.55,274411.97,322797.52,4300,0,179949.0,132563.0,454360.97,455360.52,True,0.4,B2,c0.00075_s0.0
177,2024-08-15,2,2024-08-14,601138,BUY,TARGET_REBALANCE,20.74,21.2632,2300,48905.36,1203.36,36.67902,0.0,0.0,36.67902,-48942.04,322797.52,273855.48,0,2300,132563.0,180265.0,455360.52,454120.48,True,0.4,B2,c0.00075_s0.0
178,2024-08-19,1,2024-08-16,002085,SELL,HOLD_EXPIRY,12.18,12.379,2500,30947.5,497.5,23.210625,0.0,0.0,23.210625,30924.29,273855.48,304779.77,2500,0,175286.0,144836.0,449141.48,449615.77,True,0.4,B2,c0.00075_s0.0
179,2024-08-19,2,2024-08-16,002142,BUY,TARGET_REBALANCE,19.79,20.6692,1600,33070.72,1406.72,24.80304,0.0,0.0,24.80304,-33095.52,304779.77,271684.25,0,1600,144836.0,176500.0,449615.77,448184.25,True,0.4,B2,c0.00075_s0.0
180,2024-08-27,1,2024-08-26,600101,SELL,HOLD_EXPIRY,7.37,7.4742,3400,25412.28,354.28,19.05921,0.0,0.0,19.05921,25393.22,271684.25,297077.47,3400,0,173842.0,148784.0,445526.25,445861.47,True,0.4,B2,c0.00075_s0.0
181,2024-08-27,2,2024-08-26,600611,SELL,HOLD_EXPIRY,9.1,9.1749,2000,18349.8,149.8,13.76235,0.0,0.0,13.76235,18336.04,297077.47,315413.5,2000,0,148784.0,130584.0,445861.47,445997.5,True,0.4,B2,c0.00075_s0.0
182,2024-08-27,3,2024-08-26,000333,BUY,TARGET_REBALANCE,66.0,69.624,300,20887.2,1087.2,15.6654,0.0,0.0,15.6654,-20902.87,315413.5,294510.64,0,300,130584.0,150384.0,445997.5,444894.64,True,0.4,B2,c0.00075_s0.0
183,2024-08-28,1,2024-08-27,300139,SELL,HOLD_EXPIRY,12.72,12.72,4000,50880.0,0.0,38.16,0.0,0.0,38.16,50841.84,294510.64,345352.48,4000,0,149034.0,98154.0,443544.64,443506.48,True,0.4,B2,c0.00075_s0.0
184,2024-08-28,2,2024-08-27,600028,BUY,TARGET_REBALANCE,7.15,7.7941,4800,37411.68,3091.68,28.05876,0.0,0.0,28.05876,-37439.74,345352.48,307912.74,0,4800,98154.0,132474.0,443506.48,440386.74,True,0.4,B2,c0.00075_s0.0
185,2024-08-28,3,2024-08-27,601398,BUY,TARGET_REBALANCE,6.53,7.0874,5500,38980.7,3065.7,29.235525,0.0,0.0,29.235525,-39009.94,307912.74,268902.8,0,5500,132474.0,168389.0,440386.74,437291.8,True,0.4,B2,c0.00075_s0.0
186,2024-08-29,1,2024-08-28,601138,SELL,HOLD_EXPIRY,19.0,19.4793,2300,44802.39,1102.39,33.601793,0.0,0.0,33.601793,44768.79,268902.8,313671.59,2300,0,165370.0,121670.0,434272.8,435341.59,True,0.4,B2,c0.00075_s0.0
187,2024-08-29,2,2024-08-28,601988,BUY,TARGET_REBALANCE,5.11,5.4421,8600,46802.06,2856.06,35.101545,0.0,0.0,35.101545,-46837.16,313671.59,266834.43,0,8600,121670.0,165616.0,435341.59,432450.43,True,0.4,B2,c0.00075_s0.0
188,2024-09-02,1,2024-08-30,002142,SELL,HOLD_EXPIRY,20.2,21.0974,1600,33755.84,1435.84,25.31688,0.0,0.0,25.31688,33730.52,266834.43,300564.95,1600,0,157542.0,125222.0,424376.43,425786.95,True,0.4,B2,c0.00075_s0.0
189,2024-09-02,2,2024-08-30,601939,BUY,TARGET_REBALANCE,7.45,7.9648,4900,39027.52,2522.52,29.27064,0.0,0.0,29.27064,-39056.79,300564.95,261508.16,0,4900,125222.0,161727.0,425786.95,423235.16,True,0.4,B2,c0.00075_s0.0
190,2024-09-11,1,2024-09-10,600028,SELL,HOLD_EXPIRY,6.47,7.0528,4800,33853.44,2797.44,25.39008,0.0,0.0,25.39008,33828.05,261508.16,295336.21,4800,0,157171.0,126115.0,418679.16,421451.21,True,0.4,B2,c0.00075_s0.0
191,2024-09-11,2,2024-09-10,601398,SELL,HOLD_EXPIRY,5.66,6.1431,5500,33787.05,2657.05,25.340287,0.0,0.0,25.340287,33761.71,295336.21,329097.92,5500,0,126115.0,94985.0,421451.21,424082.92,True,0.4,B2,c0.00075_s0.0
192,2024-09-11,3,2024-09-10,000333,BUY,TARGET_REBALANCE,60.52,63.8431,100,6384.31,332.31,4.788233,0.0,0.0,4.788233,-6389.1,329097.92,322708.83,300,400,94985.0,101037.0,424082.92,423745.83,True,0.4,B2,c0.00075_s0.0
193,2024-09-11,4,2024-09-10,000538,BUY,TARGET_REBALANCE,52.42,57.2888,600,34373.28,2921.28,25.77996,0.0,0.0,25.77996,-34399.06,322708.83,288309.77,0,600,101037.0,132489.0,423745.83,420798.77,True,0.4,B2,c0.00075_s0.0
194,2024-09-11,5,2024-09-10,603259,BUY,TARGET_REBALANCE,37.55,39.1016,500,19550.8,775.8,14.6631,0.0,0.0,14.6631,-19565.46,288309.77,268744.3,0,500,132489.0,151264.0,420798.77,420008.3,True,0.4,B2,c0.00075_s0.0
195,2024-09-12,1,2024-09-11,601988,SELL,HOLD_EXPIRY,4.62,4.9203,8600,42314.58,2582.58,31.735935,0.0,0.0,31.735935,42282.84,268744.3,311027.15,8600,0,149919.0,110187.0,418663.3,421214.15,True,0.4,B2,c0.00075_s0.0
196,2024-09-12,2,2024-09-11,000333,BUY,TARGET_REBALANCE,61.8,65.1934,100,6519.34,339.34,4.889505,0.0,0.0,4.889505,-6524.23,311027.15,304502.92,400,500,110187.0,116367.0,421214.15,420869.92,True,0.4,B2,c0.00075_s0.0
197,2024-09-12,3,2024-09-11,600900,BUY,TARGET_REBALANCE,27.7,28.826,1400,40356.4,1576.4,30.2673,0.0,0.0,30.2673,-40386.67,304502.92,264116.25,0,1400,116367.0,155147.0,420869.92,419263.25,True,0.4,B2,c0.00075_s0.0
198,2024-09-13,1,2024-09-12,000333,SELL,HOLD_EXPIRY,62.05,65.4571,500,32728.55,1703.55,24.546412,0.0,0.0,24.546412,32704.0,264116.25,296820.25,500,0,155021.0,123996.0,419137.25,420816.25,True,0.4,B2,c0.00075_s0.0
199,2024-09-13,2,2024-09-12,002466,BUY,TARGET_REBALANCE,27.43,27.43,1400,38402.0,0.0,28.8015,0.0,0.0,28.8015,-38430.8,296820.25,258389.45,0,1400,123996.0,162398.0,420816.25,420787.45,True,0.4,B2,c0.00075_s0.0
200,2024-09-18,1,2024-09-13,601939,SELL,HOLD_EXPIRY,7.13,7.6227,4900,37351.23,2414.23,28.013423,0.0,0.0,28.013423,37323.22,258389.45,295712.67,4900,0,160653.0,125716.0,419042.45,421428.67,True,0.4,B2,c0.00075_s0.0
201,2024-09-18,2,2024-09-13,300502,BUY,TARGET_REBALANCE,99.4,195.8674,200,39173.48,19293.48,29.38011,0.0,0.0,29.38011,-39202.86,295712.67,256509.81,0,200,125716.0,145596.0,421428.67,402105.81,True,0.4,B2,c0.00075_s0.0
