rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,chenyiyun_rank,chenyiyun_score,ashare_supplement,strategy_version,source_strategy,source_rank,source_score,signal_quality_score,plate_context_score,cross_domain_resonance_score,weekly_confirm_pass,risk_veto_flag,selection_reason,ashare_weight_penalty,ashare_weight_reason,ashare_hit,ashare_source_score,ashare_weight_adjustment,dual_route_score,strategy_source,market_style_state,selected_strategy,target_position_ratio,route_reason,risk_veto_reason,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,underlying_market_exposure_scale,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_position_scale,adaptive_position_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,style_reason,switch_reason
1,2026-06-17,adaptive_market_style,300285,国瓷材料,陶瓷,陶瓷,adaptive:baseline_full_liquidity_detail_vol_position:liquidity_detail_score,95.78680364411709,0.2,0.7,0.13999999999999999,78.5,74.12,,,95.78680364411709,29.76,99.59,99.65,94.3399883698391,88.4861407249467,97.42198100407056,93.52587710796666,59.77,0,,过滤,1.0307066582732016,normal_liquidity,index_neutral,0.08526303079124421,0.0,1,95.78680364411709,0,,,,,,,,,0,,,,0,0.0,0.0,95.78680364411709,Chenyiyun2087,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,adaptive_v22_ashare_weighted_enhancement,ashare_risk_veto_filtered,v2.2,production_stage1,prod_stage1,2,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20260617,0,5,0,0,0,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.7,recent_champion_default_70pct,baseline_full_liquidity_detail_vol_position,15.001859868385303,0,index_neutral,normal,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority
2,2026-06-17,adaptive_market_style,301217,铜冠铜箔,元器件,元器件,adaptive:baseline_full_liquidity_detail_vol_position:liquidity_detail_score,95.73426891516445,0.2,0.7,0.13999999999999999,181.69,63.6,,,95.73426891516445,29.48,48.14,99.81,96.70478774956386,95.0959488272921,98.35239387478192,80.6939329327389,62.18,0,,可买,1.0307066582732016,normal_liquidity,index_neutral,0.0696285156184909,0.0,2,95.73426891516445,0,,,,,,,,,0,,,,0,0.0,0.0,95.73426891516445,Chenyiyun2087,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,adaptive_v22_ashare_weighted_enhancement,ashare_risk_veto_filtered,v2.2,production_stage1,prod_stage1,2,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20260617,0,5,0,0,0,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.7,recent_champion_default_70pct,baseline_full_liquidity_detail_vol_position,15.001859868385303,0,index_neutral,normal,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority
3,2026-06-17,adaptive_market_style,301526,国际复材,玻璃,玻璃,adaptive:baseline_full_liquidity_detail_vol_position:liquidity_detail_score,94.29168701944822,0.2,0.7,0.13999999999999999,40.23,77.11,,,94.29168701944822,29.54,97.44,99.9,96.23958131420818,92.09149059895329,96.80170575692964,73.23124636557472,69.93,0,,可买,1.0307066582732016,normal_liquidity,index_neutral,0.08435288853011164,0.0,3,94.29168701944822,0,,,,,,,,,0,,,,0,0.0,0.0,94.29168701944822,Chenyiyun2087,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,adaptive_v22_ashare_weighted_enhancement,ashare_risk_veto_filtered,v2.2,production_stage1,prod_stage1,2,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20260617,0,5,0,0,0,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.7,recent_champion_default_70pct,baseline_full_liquidity_detail_vol_position,15.001859868385303,0,index_neutral,normal,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority
4,2026-06-17,adaptive_market_style,600378,昊华科技,化工原料,化工原料,adaptive:baseline_full_liquidity_detail_vol_position:liquidity_detail_score,94.29022678813725,0.2,0.7,0.13999999999999999,63.8,39.84,,,94.29022678813725,29.19,48.14,99.38,96.99554177166118,98.10040705563094,95.71622407443303,68.98623764295407,45.47,0,,过滤,1.0307066582732016,normal_liquidity,index_neutral,0.057932894874522946,-0.00140867115354526,4,94.29022678813725,0,,,,,,,,,0,,,,0,0.0,0.0,94.29022678813725,Chenyiyun2087,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,adaptive_v22_ashare_weighted_enhancement,ashare_risk_veto_filtered,v2.2,production_stage1,prod_stage1,2,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20260617,0,5,0,0,0,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.7,recent_champion_default_70pct,baseline_full_liquidity_detail_vol_position,15.001859868385303,0,index_neutral,normal,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority
5,2026-06-17,adaptive_market_style,002080,中材科技,玻璃,玻璃,adaptive:baseline_full_liquidity_detail_vol_position:liquidity_detail_score,94.20138269690509,0.2,0.7,0.13999999999999999,82.41,58.07,,,94.20138269690509,29.3,99.59,95.58,95.3479356464431,82.30277185501066,97.73211862764101,90.59895328552045,61.4,0,,过滤,1.0307066582732016,normal_liquidity,index_neutral,0.0648507934571367,0.0,5,94.20138269690509,0,,,,,,,,,0,,,,0,0.0,0.0,94.20138269690509,Chenyiyun2087,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,adaptive_v22_ashare_weighted_enhancement,ashare_risk_veto_filtered,v2.2,production_stage1,prod_stage1,2,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20260617,0,5,0,0,0,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.7,recent_champion_default_70pct,baseline_full_liquidity_detail_vol_position,15.001859868385303,0,index_neutral,normal,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority
