signal_date,execution_date,in_risk,allow_buys,trigger_count,trigger_components,position_ratio,csi300_ret20,turnover_ratio,acct_dd
2024-04-11,2024-04-12,True,False,2,turnover=0.843≤0.85; acct_dd=-0.1371≤-0.08,0.4,-0.0259,0.8431,-0.1371
2024-04-12,2024-04-15,True,False,1,acct_dd=-0.1326≤-0.08,0.4,-0.027,0.8501,-0.1326
2024-04-15,2024-04-16,True,False,1,acct_dd=-0.1282≤-0.08,0.4,-0.0037,1.0454,-0.1282
2024-04-16,2024-04-17,True,False,1,acct_dd=-0.1379≤-0.08,0.4,-0.0165,0.9947,-0.1379
2024-04-17,2024-04-18,True,False,1,acct_dd=-0.1238≤-0.08,0.4,-0.0106,0.976,-0.1238
2024-04-18,2024-04-19,True,False,1,acct_dd=-0.1216≤-0.08,0.4,-0.0022,1.0173,-0.1216
2024-04-19,2024-04-22,True,False,1,acct_dd=-0.1276≤-0.08,0.4,-0.0122,0.9279,-0.1276
2024-04-22,2024-04-23,True,False,1,acct_dd=-0.1284≤-0.08,0.4,-0.014,0.8975,-0.1284
2024-04-23,2024-04-24,True,False,1,acct_dd=-0.1272≤-0.08,0.4,-0.0109,0.8621,-0.1272
2024-04-24,2024-04-25,True,False,1,acct_dd=-0.1259≤-0.08,0.4,-0.0012,0.8964,-0.1259
2024-04-25,2024-04-26,True,False,1,acct_dd=-0.1222≤-0.08,0.4,-0.0038,0.8806,-0.1222
2024-04-26,2024-04-29,True,False,1,acct_dd=-0.1169≤-0.08,0.4,0.0233,1.2229,-0.1169
2024-04-29,2024-04-30,True,False,1,acct_dd=-0.1039≤-0.08,0.4,0.0292,1.3425,-0.1039
2024-04-30,2024-05-06,True,False,1,acct_dd=-0.1050≤-0.08,0.4,0.0189,1.1324,-0.105
2024-05-06,2024-05-07,True,False,1,acct_dd=-0.1019≤-0.08,0.4,0.0173,1.2054,-0.1019
2024-05-07,2024-05-08,True,False,1,acct_dd=-0.1017≤-0.08,0.4,0.0219,1.0588,-0.1017
2024-05-08,2024-05-09,True,False,1,acct_dd=-0.1086≤-0.08,0.4,0.0175,0.9476,-0.1086
2024-05-09,2024-05-10,True,False,1,acct_dd=-0.1021≤-0.08,0.4,0.0362,0.9888,-0.1021
2024-05-10,2024-05-13,True,False,1,acct_dd=-0.0962≤-0.08,0.4,0.0376,0.9945,-0.0962
2024-05-13,2024-05-14,True,False,1,acct_dd=-0.0924≤-0.08,0.4,0.0456,0.9875,-0.0924
2024-05-14,2024-05-15,True,False,1,acct_dd=-0.0937≤-0.08,0.4,0.0436,0.893,-0.0937
2024-05-15,2024-05-16,True,False,2,turnover=0.826≤0.85; acct_dd=-0.0947≤-0.08,0.4,0.0432,0.8255,-0.0947
2024-05-16,2024-05-17,True,False,1,acct_dd=-0.0867≤-0.08,0.4,0.0257,0.9259,-0.0867
2024-05-17,2024-05-20,True,False,1,acct_dd=-0.0879≤-0.08,0.4,0.0475,0.9736,-0.0879
2024-05-20,2024-05-21,True,False,1,acct_dd=-0.0935≤-0.08,0.4,0.0352,1.0878,-0.0935
2024-05-21,2024-05-22,True,False,1,acct_dd=-0.0944≤-0.08,0.4,0.0298,0.8819,-0.0944
2024-05-22,2024-05-23,True,False,1,acct_dd=-0.0947≤-0.08,0.4,0.0403,0.919,-0.0947
2024-05-23,2024-05-24,True,False,1,acct_dd=-0.0968≤-0.08,0.4,0.0314,0.9405,-0.0968
2024-05-24,2024-05-27,True,False,2,turnover=0.845≤0.85; acct_dd=-0.1025≤-0.08,0.4,0.0272,0.8448,-0.1025
2024-05-27,2024-05-28,True,False,1,acct_dd=-0.1021≤-0.08,0.4,0.0324,0.856,-0.1021
2024-05-28,2024-05-29,True,False,2,turnover=0.822≤0.85; acct_dd=-0.1076≤-0.08,0.4,0.0223,0.8221,-0.1076
2024-05-29,2024-05-30,True,False,2,turnover=0.801≤0.85; acct_dd=-0.1073≤-0.08,0.4,0.0082,0.8012,-0.1073
2024-05-30,2024-05-31,True,False,2,turnover=0.841≤0.85; acct_dd=-0.1051≤-0.08,0.4,-0.0082,0.8411,-0.1051
2024-05-31,2024-06-03,True,False,2,turnover=0.847≤0.85; acct_dd=-0.1009≤-0.08,0.4,-0.0068,0.8467,-0.1009
2024-06-03,2024-06-04,True,False,1,acct_dd=-0.1079≤-0.08,0.4,-0.0189,0.9999,-0.1079
2024-06-04,2024-06-05,True,False,1,acct_dd=-0.1099≤-0.08,0.4,-0.0118,0.9104,-0.1099
2024-06-05,2024-06-06,True,False,2,turnover=0.849≤0.85; acct_dd=-0.1121≤-0.08,0.4,-0.0098,0.8487,-0.1121
2024-06-06,2024-06-07,True,False,1,acct_dd=-0.1185≤-0.08,0.4,-0.0197,1.0472,-0.1185
2024-06-07,2024-06-11,True,False,1,acct_dd=-0.1190≤-0.08,0.4,-0.0251,0.8969,-0.119
2024-06-11,2024-06-12,True,False,1,acct_dd=-0.1192≤-0.08,0.4,-0.0332,0.8914,-0.1192
2024-06-12,2024-06-13,True,False,1,acct_dd=-0.1268≤-0.08,0.4,-0.0309,0.8859,-0.1268
2024-06-13,2024-06-14,True,False,1,acct_dd=-0.1325≤-0.08,0.4,-0.0276,0.9638,-0.1325
2024-06-14,2024-06-17,True,False,1,acct_dd=-0.1253≤-0.08,0.4,-0.0271,1.0843,-0.1253
2024-06-17,2024-06-18,True,False,1,acct_dd=-0.1283≤-0.08,0.4,-0.0385,0.9705,-0.1283
2024-06-18,2024-06-19,True,False,1,acct_dd=-0.1273≤-0.08,0.4,-0.0394,0.967,-0.1273
2024-06-19,2024-06-20,True,False,0,,0.4,-0.0401,0.9333,-0.0053
2024-06-20,2024-06-21,True,False,0,,0.4,-0.0492,0.9647,-0.0075
2024-06-21,2024-06-24,True,False,1,turnover=0.839≤0.85,0.4,-0.0401,0.8393,0.0
2024-06-24,2024-06-25,True,False,0,,0.4,-0.0346,0.9465,-0.0162
2024-06-25,2024-06-26,False,True,0,,0.6,-0.0489,0.8902,-0.029
2024-06-26,2024-06-27,False,True,0,,0.6,-0.0357,0.8878,-0.0509
2024-06-27,2024-06-28,False,True,0,,0.6,-0.0441,0.8691,-0.0629
2024-06-28,2024-07-01,False,True,0,,0.6,-0.0369,0.9762,-0.061
2024-07-01,2024-07-02,False,True,0,,0.6,-0.0284,0.9184,-0.0566
2024-07-02,2024-07-03,False,True,0,,0.6,-0.0326,0.912,-0.0627
2024-07-03,2024-07-04,False,True,1,turnover=0.832≤0.85,0.6,-0.0421,0.8316,-0.0667
2024-07-04,2024-07-05,False,True,1,turnover=0.840≤0.85,0.6,-0.0414,0.8399,-0.0771
2024-07-05,2024-07-08,False,True,1,turnover=0.844≤0.85,0.6,-0.0449,0.8437,-0.0689
2024-07-08,2024-07-09,False,True,0,,0.6,-0.0482,0.8632,-0.0655
2024-07-09,2024-07-10,False,True,0,,0.6,-0.0291,1.0726,-0.0589
2024-07-10,2024-07-11,False,True,0,,0.6,-0.0325,1.0045,-0.064
2024-07-11,2024-07-12,False,True,0,,0.6,-0.0164,1.1644,-0.0531
2024-07-12,2024-07-15,False,True,0,,0.6,-0.0195,1.0281,-0.0465
2024-07-15,2024-07-16,False,True,0,,0.6,-0.017,0.9107,-0.0492
2024-07-16,2024-07-17,False,True,0,,0.6,-0.0133,0.98,-0.0498
2024-07-17,2024-07-18,False,True,0,,0.6,-0.0077,1.0451,-0.056
2024-07-18,2024-07-19,False,True,0,,0.6,0.005,1.0405,-0.0572
2024-07-19,2024-07-22,False,True,0,,0.6,0.0124,1.0287,-0.0662
2024-07-22,2024-07-23,False,True,0,,0.6,0.011,1.0086,-0.059
2024-07-23,2024-07-24,False,True,0,,0.6,-0.0052,1.0158,-0.0786
2024-07-24,2024-07-25,False,True,0,,0.6,-0.0178,0.9625,-0.0759
2024-07-25,2024-07-26,False,True,1,acct_dd=-0.0913≤-0.08,0.6,-0.0159,0.906,-0.0913
2024-07-26,2024-07-29,False,True,1,acct_dd=-0.0981≤-0.08,0.6,-0.0151,0.9409,-0.0981
2024-07-29,2024-07-30,False,True,1,acct_dd=-0.0905≤-0.08,0.6,-0.0251,0.912,-0.0905
2024-07-30,2024-07-31,False,True,1,acct_dd=-0.0924≤-0.08,0.6,-0.0295,0.9383,-0.0924
2024-07-31,2024-08-01,False,True,1,acct_dd=-0.0955≤-0.08,0.6,-0.0062,1.3778,-0.0955
2024-08-01,2024-08-02,False,True,1,acct_dd=-0.0923≤-0.08,0.6,-0.0077,1.1745,-0.0923
2024-08-02,2024-08-05,False,True,1,acct_dd=-0.0967≤-0.08,0.6,-0.0136,1.0715,-0.0967
2024-08-05,2024-08-06,False,True,1,acct_dd=-0.1027≤-0.08,0.6,-0.0172,1.1539,-0.1027
2024-08-06,2024-08-07,False,True,1,acct_dd=-0.1089≤-0.08,0.6,-0.0282,0.9597,-0.1089
2024-08-07,2024-08-08,False,True,1,acct_dd=-0.0982≤-0.08,0.6,-0.0255,0.8749,-0.0982
2024-08-08,2024-08-09,False,True,1,acct_dd=-0.1316≤-0.08,0.6,-0.0361,0.9278,-0.1316
2024-08-09,2024-08-12,True,False,2,turnover=0.850≤0.85; acct_dd=-0.1364≤-0.08,0.4,-0.0405,0.8498,-0.1364
2024-08-12,2024-08-13,True,False,2,turnover=0.756≤0.85; acct_dd=-0.1434≤-0.08,0.4,-0.0433,0.7558,-0.1434
2024-08-13,2024-08-14,True,False,2,turnover=0.736≤0.85; acct_dd=-0.1387≤-0.08,0.4,-0.0468,0.7362,-0.1387
2024-08-14,2024-08-15,True,False,2,turnover=0.749≤0.85; acct_dd=-0.1458≤-0.08,0.4,-0.0549,0.7488,-0.1458
2024-08-15,2024-08-16,True,False,1,acct_dd=-0.1457≤-0.08,0.4,-0.0508,0.933,-0.1457
2024-08-16,2024-08-19,True,False,1,acct_dd=-0.1598≤-0.08,0.4,-0.0546,0.9384,-0.1598
2024-08-19,2024-08-20,True,False,1,acct_dd=-0.1562≤-0.08,0.4,-0.0449,0.9106,-0.1562
2024-08-20,2024-08-21,True,False,1,acct_dd=-0.1671≤-0.08,0.4,-0.0312,0.8995,-0.1671
2024-08-21,2024-08-22,True,False,2,turnover=0.831≤0.85; acct_dd=-0.1755≤-0.08,0.4,-0.0282,0.8308,-0.1755
2024-08-22,2024-08-23,True,False,1,acct_dd=-0.1727≤-0.08,0.4,-0.0253,0.8982,-0.1727
2024-08-23,2024-08-26,True,False,2,turnover=0.841≤0.85; acct_dd=-0.1840≤-0.08,0.4,-0.0241,0.8412,-0.184
2024-08-26,2024-08-27,True,False,1,acct_dd=-0.1637≤-0.08,0.4,-0.0196,0.8722,-0.1637
2024-08-27,2024-08-28,True,False,1,acct_dd=-0.1790≤-0.08,0.4,-0.019,0.8534,-0.179
2024-08-28,2024-08-29,True,False,1,acct_dd=-0.1884≤-0.08,0.4,-0.0452,0.8568,-0.1884
2024-08-29,2024-08-30,True,False,1,acct_dd=-0.1684≤-0.08,0.4,-0.0414,1.0641,-0.1684
2024-08-30,2024-09-02,True,False,1,acct_dd=-0.1562≤-0.08,0.4,-0.0186,1.5159,-0.1562
2024-09-02,2024-09-03,True,False,1,acct_dd=-0.1721≤-0.08,0.4,-0.0234,1.2278,-0.1721
2024-09-03,2024-09-04,True,False,1,acct_dd=-0.1710≤-0.08,0.4,-0.0208,1.018,-0.171
2024-09-04,2024-09-05,True,False,1,acct_dd=-0.1796≤-0.08,0.4,-0.0267,0.983,-0.1796
2024-09-05,2024-09-06,True,False,1,acct_dd=-0.1744≤-0.08,0.4,-0.0255,0.9481,-0.1744
2024-09-06,2024-09-09,True,False,1,acct_dd=-0.1728≤-0.08,0.4,-0.0301,0.9631,-0.1728
2024-09-09,2024-09-10,True,False,1,acct_dd=-0.1753≤-0.08,0.4,-0.04,0.9174,-0.1753
2024-09-10,2024-09-11,True,False,1,acct_dd=-0.1653≤-0.08,0.4,-0.0416,0.9293,-0.1653
2024-09-11,2024-09-12,True,False,1,acct_dd=-0.1715≤-0.08,0.4,-0.0372,0.8782,-0.1715
2024-09-12,2024-09-13,True,False,1,acct_dd=-0.1772≤-0.08,0.4,-0.0507,0.9115,-0.1772
2024-09-13,2024-09-18,True,False,1,acct_dd=-0.1948≤-0.08,0.4,-0.0557,0.9376,-0.1948
2024-09-18,2024-09-19,True,False,1,acct_dd=-0.1926≤-0.08,0.4,-0.0554,0.8598,-0.1926
2024-09-19,2024-09-20,True,False,1,acct_dd=-0.1858≤-0.08,0.4,-0.041,1.1147,-0.1858
2024-09-20,2024-09-23,True,False,1,acct_dd=-0.1941≤-0.08,0.4,-0.0363,1.0169,-0.1941
2024-09-23,2024-09-24,True,False,1,acct_dd=-0.1991≤-0.08,0.4,-0.0303,0.9757,-0.1991
2024-09-24,2024-09-25,True,False,1,acct_dd=-0.1765≤-0.08,0.4,0.0074,1.6552,-0.1765
2024-09-25,2024-09-26,True,False,1,acct_dd=-0.1793≤-0.08,0.4,0.0233,1.8726,-0.1793
2024-09-26,2024-09-27,True,False,1,acct_dd=-0.1687≤-0.08,0.4,0.0726,1.785,-0.1687
2024-09-27,2024-09-30,True,False,1,acct_dd=-0.1438≤-0.08,0.4,0.1269,2.0779,-0.1438
2024-09-30,2024-10-08,True,False,1,acct_dd=-0.1154≤-0.08,0.4,0.2258,3.2633,-0.1154
2024-10-08,2024-10-09,True,False,1,acct_dd=-0.0834≤-0.08,0.4,0.2814,3.7453,-0.0834
2024-10-09,2024-10-10,True,False,1,acct_dd=-0.1247≤-0.08,0.4,0.2116,2.8459,-0.1247
2024-10-10,2024-10-11,True,False,1,acct_dd=-0.1390≤-0.08,0.4,0.2213,1.9259,-0.139
2024-10-11,2024-10-14,True,False,1,acct_dd=-0.1601≤-0.08,0.4,0.1953,1.3521,-0.1601
2024-10-14,2024-10-15,True,False,1,acct_dd=-0.1325≤-0.08,0.4,0.216,1.3361,-0.1325
2024-10-15,2024-10-16,True,False,1,acct_dd=-0.1214≤-0.08,0.4,0.1933,1.2831,-0.1214
2024-10-16,2024-10-17,True,False,1,acct_dd=-0.1295≤-0.08,0.4,0.2,1.043,-0.1295
2024-10-17,2024-10-18,True,False,1,acct_dd=-0.1249≤-0.08,0.4,0.1854,1.0975,-0.1249
2024-10-18,2024-10-21,True,False,1,acct_dd=-0.1058≤-0.08,0.4,0.232,1.4552,-0.1058
2024-10-21,2024-10-22,True,False,0,,0.4,0.2404,1.4413,-0.0668
2024-10-22,2024-10-23,True,False,0,,0.4,0.2528,1.2125,-0.057
2024-10-23,2024-10-24,True,False,0,,0.4,0.253,1.1629,-0.0507
2024-10-24,2024-10-25,True,False,0,,0.4,0.2293,0.8997,-0.0721
2024-10-25,2024-10-28,True,False,0,,0.4,0.236,1.018,-0.052
2024-10-28,2024-10-29,True,False,0,,0.4,0.2339,1.0203,-0.045
2024-10-29,2024-10-30,True,False,0,,0.4,0.1709,1.0974,-0.0658
2024-10-30,2024-10-31,True,False,0,,0.4,0.1434,0.965,-0.0228
2024-10-31,2024-11-01,True,False,0,,0.4,0.0975,1.1227,0.0
2024-11-01,2024-11-04,True,False,0,,0.4,0.0503,1.1015,0.0
2024-11-04,2024-11-05,True,False,0,,0.4,-0.0182,0.8558,-0.0229
2024-11-05,2024-11-06,False,True,0,,0.6,-0.0497,1.2019,0.0
2024-11-06,2024-11-07,False,True,0,,0.6,0.0173,1.3538,0.0
2024-11-07,2024-11-08,False,True,0,,0.6,0.037,1.3093,-0.0077
2024-11-08,2024-11-11,False,True,0,,0.6,0.0558,1.3553,-0.0158
2024-11-11,2024-11-12,False,True,0,,0.6,0.0429,1.2376,0.0
2024-11-12,2024-11-13,False,True,0,,0.6,0.0596,1.2293,-0.0159
2024-11-13,2024-11-14,False,True,0,,0.6,0.0729,0.9545,-0.0302
2024-11-14,2024-11-15,False,True,0,,0.6,0.0664,0.8677,-0.044
2024-11-15,2024-11-18,False,True,0,,0.6,0.0111,0.8695,-0.0625
2024-11-18,2024-11-19,True,False,2,turnover=0.847≤0.85; acct_dd=-0.0817≤-0.08,0.4,0.0039,0.8469,-0.0817
2024-11-19,2024-11-20,True,False,1,turnover=0.759≤0.85,0.4,0.0048,0.759,-0.0712
2024-11-20,2024-11-21,True,False,1,turnover=0.791≤0.85,0.4,0.0032,0.7907,-0.0696
2024-11-21,2024-11-22,True,False,1,turnover=0.791≤0.85,0.4,0.0154,0.7912,-0.0713
2024-11-22,2024-11-25,True,False,1,acct_dd=-0.0951≤-0.08,0.4,-0.0229,0.8762,-0.0951
2024-11-25,2024-11-26,True,False,2,turnover=0.734≤0.85; acct_dd=-0.0885≤-0.08,0.4,-0.0293,0.7343,-0.0885
2024-11-26,2024-11-27,True,False,2,turnover=0.657≤0.85; acct_dd=-0.0992≤-0.08,0.4,-0.0215,0.6566,-0.0992
2024-11-27,2024-11-28,True,False,2,turnover=0.739≤0.85; acct_dd=-0.0848≤-0.08,0.4,0.0045,0.739,-0.0848
2024-11-28,2024-11-29,True,False,2,turnover=0.772≤0.85; acct_dd=-0.0925≤-0.08,0.4,-0.0048,0.7719,-0.0925
2024-11-29,2024-12-02,True,False,1,acct_dd=-0.0871≤-0.08,0.4,0.0068,0.8954,-0.0871
2024-12-02,2024-12-03,True,False,0,,0.4,0.0007,0.9329,-0.0712
2024-12-03,2024-12-04,True,False,0,,0.4,-0.0229,0.9106,-0.0771
2024-12-04,2024-12-05,True,False,1,acct_dd=-0.0882≤-0.08,0.4,-0.0233,0.9021,-0.0882
2024-12-05,2024-12-06,True,False,2,turnover=0.834≤0.85; acct_dd=-0.0861≤-0.08,0.4,-0.0541,0.8342,-0.0861
2024-12-06,2024-12-09,True,False,1,acct_dd=-0.0832≤-0.08,0.4,-0.0319,1.0186,-0.0832
2024-12-09,2024-12-10,True,False,1,acct_dd=-0.0893≤-0.08,0.4,-0.0398,0.9542,-0.0893
2024-12-10,2024-12-11,True,False,1,acct_dd=-0.0856≤-0.08,0.4,-0.0221,1.2937,-0.0856
2024-12-11,2024-12-12,True,False,0,,0.4,-0.0297,1.0528,-0.0791
2024-12-12,2024-12-13,True,False,0,,0.4,-0.0028,1.1037,-0.0753
2024-12-13,2024-12-16,True,False,1,acct_dd=-0.0917≤-0.08,0.4,-0.009,1.2139,-0.0917
2024-12-16,2024-12-17,True,False,1,acct_dd=-0.1037≤-0.08,0.4,-0.0098,0.9995,-0.1037
2024-12-17,2024-12-18,True,False,1,acct_dd=-0.1048≤-0.08,0.4,-0.0138,0.8897,-0.1048
2024-12-18,2024-12-19,True,False,2,turnover=0.809≤0.85; acct_dd=-0.0993≤-0.08,0.4,-0.011,0.8087,-0.0993
2024-12-19,2024-12-20,True,False,1,acct_dd=-0.0953≤-0.08,0.4,-0.011,0.8663,-0.0953
2024-12-20,2024-12-23,True,False,1,acct_dd=-0.0923≤-0.08,0.4,0.0161,0.9156,-0.0923
2024-12-23,2024-12-24,True,False,1,acct_dd=-0.1047≤-0.08,0.4,0.0222,0.9221,-0.1047
2024-12-24,2024-12-25,True,False,2,turnover=0.788≤0.85; acct_dd=-0.0968≤-0.08,0.4,0.0374,0.7882,-0.0968
2024-12-25,2024-12-26,True,False,2,turnover=0.777≤0.85; acct_dd=-0.1020≤-0.08,0.4,0.0201,0.7766,-0.102
2024-12-26,2024-12-27,True,False,2,turnover=0.778≤0.85; acct_dd=-0.0872≤-0.08,0.4,0.0297,0.7777,-0.0872
2024-12-27,2024-12-30,True,False,1,acct_dd=-0.0919≤-0.08,0.4,0.0165,0.883,-0.0919
2024-12-30,2024-12-31,True,False,2,turnover=0.799≤0.85; acct_dd=-0.0934≤-0.08,0.4,0.013,0.799,-0.0934
2024-12-31,2025-01-02,True,False,1,acct_dd=-0.1138≤-0.08,0.4,-0.0043,0.8532,-0.1138
2025-01-02,2025-01-03,True,False,1,acct_dd=-0.1286≤-0.08,0.4,-0.028,0.8927,-0.1286
2025-01-03,2025-01-06,True,False,2,turnover=0.818≤0.85; acct_dd=-0.1482≤-0.08,0.4,-0.0373,0.8182,-0.1482
2025-01-06,2025-01-07,True,False,2,turnover=0.701≤0.85; acct_dd=-0.1484≤-0.08,0.4,-0.0514,0.7006,-0.1484
2025-01-07,2025-01-08,True,False,2,turnover=0.726≤0.85; acct_dd=-0.1344≤-0.08,0.4,-0.043,0.7262,-0.1344
2025-01-08,2025-01-09,True,False,1,acct_dd=-0.1400≤-0.08,0.4,-0.0517,0.8667,-0.14
2025-01-09,2025-01-10,True,False,2,turnover=0.797≤0.85; acct_dd=-0.1377≤-0.08,0.4,-0.0524,0.7967,-0.1377
2025-01-10,2025-01-13,True,False,3,CSI300_ret20=-0.0735≤-0.06; turnover=0.842≤0.85; acct_dd=-0.1460≤-0.08,0.4,-0.0735,0.842,-0.146
2025-01-13,2025-01-14,True,False,2,turnover=0.737≤0.85; acct_dd=-0.1491≤-0.08,0.4,-0.0536,0.7367,-0.1491
2025-01-14,2025-01-15,True,False,1,acct_dd=-0.1230≤-0.08,0.4,-0.0233,1.0485,-0.123
2025-01-15,2025-01-16,True,False,1,acct_dd=-0.1285≤-0.08,0.4,-0.0321,0.9372,-0.1285
2025-01-16,2025-01-17,True,False,1,acct_dd=-0.1254≤-0.08,0.4,-0.0359,1.0033,-0.1254
2025-01-17,2025-01-20,True,False,1,acct_dd=-0.1226≤-0.08,0.4,-0.0337,0.904,-0.1226
2025-01-20,2025-01-21,True,False,1,acct_dd=-0.1221≤-0.08,0.4,-0.025,0.9516,-0.1221
2025-01-21,2025-01-22,True,False,1,acct_dd=-0.1218≤-0.08,0.4,-0.0257,0.982,-0.1218
2025-01-22,2025-01-23,True,False,1,acct_dd=-0.1188≤-0.08,0.4,-0.0469,0.9314,-0.1188
2025-01-23,2025-01-24,True,False,1,acct_dd=-0.1185≤-0.08,0.4,-0.0456,1.1074,-0.1185
2025-01-24,2025-01-27,True,False,1,acct_dd=-0.1069≤-0.08,0.4,-0.0388,0.9996,-0.1069
2025-01-27,2025-02-05,True,False,1,acct_dd=-0.1203≤-0.08,0.4,-0.0412,0.9264,-0.1203
2025-02-05,2025-02-06,True,False,1,acct_dd=-0.1526≤-0.08,0.4,-0.051,1.0683,-0.1526
2025-02-06,2025-02-07,True,False,1,acct_dd=-0.1322≤-0.08,0.4,-0.0234,1.2681,-0.1322
2025-02-07,2025-02-10,True,False,1,acct_dd=-0.1360≤-0.08,0.4,0.0189,1.5864,-0.136
2025-02-10,2025-02-11,True,False,1,acct_dd=-0.1254≤-0.08,0.4,0.0333,1.375,-0.1254
2025-02-11,2025-02-12,True,False,1,acct_dd=-0.1215≤-0.08,0.4,0.0303,1.2809,-0.1215
2025-02-12,2025-02-13,True,False,1,acct_dd=-0.1117≤-0.08,0.4,0.0326,1.2763,-0.1117
2025-02-13,2025-02-14,True,False,1,acct_dd=-0.1294≤-0.08,0.4,0.0306,1.3521,-0.1294
2025-02-14,2025-02-17,True,False,1,acct_dd=-0.1368≤-0.08,0.4,0.0421,1.2437,-0.1368
2025-02-17,2025-02-18,True,False,1,acct_dd=-0.1275≤-0.08,0.4,0.0576,1.3666,-0.1275
2025-02-18,2025-02-19,True,False,1,acct_dd=-0.1357≤-0.08,0.4,0.0511,1.2298,-0.1357
2025-02-19,2025-02-20,True,False,1,acct_dd=-0.1335≤-0.08,0.4,0.0313,1.1635,-0.1335
2025-02-20,2025-02-21,True,False,1,acct_dd=-0.1250≤-0.08,0.4,0.035,1.1693,-0.125
2025-02-21,2025-02-24,True,False,1,acct_dd=-0.1248≤-0.08,0.4,0.0469,1.4131,-0.1248
2025-02-24,2025-02-25,True,False,1,acct_dd=-0.1120≤-0.08,0.4,0.0413,1.2998,-0.112
2025-02-25,2025-02-26,True,False,1,acct_dd=-0.1062≤-0.08,0.4,0.0251,1.1568,-0.1062
2025-02-26,2025-02-27,True,False,1,acct_dd=-0.1069≤-0.08,0.4,0.0332,1.1577,-0.1069
2025-02-27,2025-02-28,True,False,1,acct_dd=-0.1164≤-0.08,0.4,0.0451,1.1691,-0.1164
2025-02-28,2025-03-03,True,False,1,acct_dd=-0.1351≤-0.08,0.4,0.0227,1.0742,-0.1351
2025-03-03,2025-03-04,True,False,1,acct_dd=-0.1583≤-0.08,0.4,0.0145,0.9265,-0.1583
2025-03-04,2025-03-05,True,False,2,turnover=0.816≤0.85; acct_dd=-0.1551≤-0.08,0.4,0.0179,0.8159,-0.1551
2025-03-05,2025-03-06,True,False,2,turnover=0.847≤0.85; acct_dd=-0.1461≤-0.08,0.4,0.0283,0.8467,-0.1461
2025-03-06,2025-03-07,True,False,1,acct_dd=-0.1552≤-0.08,0.4,0.0295,1.0582,-0.1552
2025-03-07,2025-03-10,True,False,1,acct_dd=-0.1580≤-0.08,0.4,0.0132,1.0114,-0.158
2025-03-10,2025-03-11,True,False,2,turnover=0.844≤0.85; acct_dd=-0.1532≤-0.08,0.4,0.0071,0.8445,-0.1532
2025-03-11,2025-03-12,True,False,2,turnover=0.835≤0.85; acct_dd=-0.1358≤-0.08,0.4,0.015,0.8349,-0.1358
2025-03-12,2025-03-13,True,False,1,acct_dd=-0.1354≤-0.08,0.4,0.0019,0.9471,-0.1354
2025-03-13,2025-03-14,True,False,1,acct_dd=-0.1367≤-0.08,0.4,0.0016,0.9101,-0.1367
2025-03-14,2025-03-17,True,False,1,acct_dd=-0.1202≤-0.08,0.4,0.0171,1.0134,-0.1202
2025-03-17,2025-03-18,True,False,1,acct_dd=-0.1102≤-0.08,0.4,0.0125,0.9012,-0.1102
2025-03-18,2025-03-19,True,False,1,acct_dd=-0.0835≤-0.08,0.4,0.0243,0.8766,-0.0835
2025-03-19,2025-03-20,True,False,1,acct_dd=-0.0967≤-0.08,0.4,0.0178,0.8504,-0.0967
2025-03-20,2025-03-21,True,False,2,turnover=0.841≤0.85; acct_dd=-0.1106≤-0.08,0.4,0.0117,0.8408,-0.1106
2025-03-21,2025-03-24,True,False,1,acct_dd=-0.1138≤-0.08,0.4,-0.016,0.9156,-0.1138
2025-03-24,2025-03-25,True,False,1,acct_dd=-0.1198≤-0.08,0.4,-0.0088,0.8698,-0.1198
2025-03-25,2025-03-26,True,False,2,turnover=0.775≤0.85; acct_dd=-0.1321≤-0.08,0.4,0.0017,0.7747,-0.1321
2025-03-26,2025-03-27,True,False,2,turnover=0.727≤0.85; acct_dd=-0.1296≤-0.08,0.4,-0.0102,0.7274,-0.1296
2025-03-27,2025-03-28,True,False,2,turnover=0.771≤0.85; acct_dd=-0.1315≤-0.08,0.4,-0.009,0.7705,-0.1315
2025-03-28,2025-03-31,True,False,2,turnover=0.744≤0.85; acct_dd=-0.1232≤-0.08,0.4,0.0065,0.7435,-0.1232
2025-03-31,2025-04-01,True,False,2,turnover=0.816≤0.85; acct_dd=-0.1281≤-0.08,0.4,-0.0003,0.8163,-0.1281
2025-04-01,2025-04-02,True,False,2,turnover=0.766≤0.85; acct_dd=-0.1280≤-0.08,0.4,0.0006,0.7656,-0.128
2025-04-02,2025-04-03,True,False,2,turnover=0.671≤0.85; acct_dd=-0.1258≤-0.08,0.4,-0.0047,0.6714,-0.1258
2025-04-03,2025-04-07,True,False,2,turnover=0.807≤0.85; acct_dd=-0.1597≤-0.08,0.4,-0.0239,0.8074,-0.1597
2025-04-07,2025-04-08,True,False,2,CSI300_ret20=-0.0899≤-0.06; acct_dd=-0.1902≤-0.08,0.4,-0.0899,1.1372,-0.1902
2025-04-08,2025-04-09,True,False,2,CSI300_ret20=-0.0708≤-0.06; acct_dd=-0.2176≤-0.08,0.4,-0.0708,1.1575,-0.2176
2025-04-09,2025-04-10,True,False,2,CSI300_ret20=-0.0646≤-0.06; acct_dd=-0.2264≤-0.08,0.4,-0.0646,1.2094,-0.2264
2025-04-10,2025-04-11,True,False,1,acct_dd=-0.2211≤-0.08,0.4,-0.0489,1.1547,-0.2211
