signal_date,exit_date,role,underlying_strategy,cycle_ret,selected_count,market_amount_ratio_20,market_liquidity_bucket,index_bucket,market_bs_ratio,market_avg_score,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,avg_vol_20,median_hist_mdd_20,top_industry,top_industry_weight,industry_count
2023-01-03,,attack,tiered_liquidity_then_bs_v2,,0,,,,0.0,-0.005694398503857286,-0.05481462043751751,,,49.9838605551969,,,,,,0
2023-01-03,2023-02-07,recent_champion,baseline_full_liquidity_detail_vol_position,-0.04436610606877301,10,,,,0.0,-0.005694398503857286,-0.05481462043751751,,,49.9838605551969,,,,银行,0.2,9
2023-01-03,2023-02-07,balanced,baseline_full_liquidity_detail_market_gate,-0.044366106068773024,10,,,,0.0,-0.005694398503857286,-0.05481462043751751,,,49.9838605551969,,,,银行,0.2,9
2023-01-03,2023-02-07,robust,baseline_full_liquidity_detail_vol_position,-0.04436610606877301,10,,,,0.0,-0.005694398503857286,-0.05481462043751751,,,49.9838605551969,,,,银行,0.2,9
2023-01-03,2023-02-07,defensive,baseline_full_liquidity,0.07704278461724998,10,,,,0.0,-0.005694398503857286,-0.05481462043751751,,,49.9838605551969,,,,机械基件,0.2,8
2023-01-03,2023-02-07,fallback,baseline_full_liquidity,0.07704278461724998,10,,,,0.0,-0.005694398503857286,-0.05481462043751751,,,49.9838605551969,,,,机械基件,0.2,8
2023-01-04,,attack,tiered_liquidity_then_bs_v2,,0,,,,0.0,-0.004811930300946828,-0.05455014242860458,,,49.9838657631494,,,,,,0
2023-01-04,2023-02-08,recent_champion,baseline_full_liquidity_detail_vol_position,-0.03842650380475771,10,,,,0.0,-0.004811930300946828,-0.05455014242860458,,,49.9838657631494,,,,家居用品,0.1,10
2023-01-04,2023-02-08,balanced,baseline_full_liquidity_detail_market_gate,-0.03842650380475772,10,,,,0.0,-0.004811930300946828,-0.05455014242860458,,,49.9838657631494,,,,家居用品,0.1,10
2023-01-04,2023-02-08,robust,baseline_full_liquidity_detail_vol_position,-0.03842650380475771,10,,,,0.0,-0.004811930300946828,-0.05455014242860458,,,49.9838657631494,,,,家居用品,0.1,10
2023-01-04,2023-02-08,defensive,baseline_full_liquidity,0.06434382288179807,10,,,,0.0,-0.004811930300946828,-0.05455014242860458,,,49.9838657631494,,,,机械基件,0.2,8
2023-01-04,2023-02-08,fallback,baseline_full_liquidity,0.06434382288179807,10,,,,0.0,-0.004811930300946828,-0.05455014242860458,,,49.9838657631494,,,,机械基件,0.2,8
2023-01-05,,attack,tiered_liquidity_then_bs_v2,,0,,,,0.0,-0.00354343620516953,-0.054192556982306336,,,49.9838657631494,,,,,,0
2023-01-05,2023-02-09,recent_champion,baseline_full_liquidity_detail_vol_position,0.035558117342209844,10,,,,0.0,-0.00354343620516953,-0.054192556982306336,,,49.9838657631494,,,,白酒,0.2,9
2023-01-05,2023-02-09,balanced,baseline_full_liquidity_detail_market_gate,0.035558117342209844,10,,,,0.0,-0.00354343620516953,-0.054192556982306336,,,49.9838657631494,,,,白酒,0.2,9
2023-01-05,2023-02-09,robust,baseline_full_liquidity_detail_vol_position,0.035558117342209844,10,,,,0.0,-0.00354343620516953,-0.054192556982306336,,,49.9838657631494,,,,白酒,0.2,9
2023-01-05,2023-02-09,defensive,baseline_full_liquidity,0.07477138374295332,10,,,,0.0,-0.00354343620516953,-0.054192556982306336,,,49.9838657631494,,,,机械基件,0.2,8
2023-01-05,2023-02-09,fallback,baseline_full_liquidity,0.07477138374295332,10,,,,0.0,-0.00354343620516953,-0.054192556982306336,,,49.9838657631494,,,,机械基件,0.2,8
2023-01-06,,attack,tiered_liquidity_then_bs_v2,,0,,,,0.0,0.0034046558804904396,-0.05358215951235007,,,49.9838657631494,,,,,,0
2023-01-06,2023-02-10,recent_champion,baseline_full_liquidity_detail_vol_position,0.040313083341769466,10,,,,0.0,0.0034046558804904396,-0.05358215951235007,,,49.9838657631494,,,,电气设备,0.2,8
2023-01-06,2023-02-10,balanced,baseline_full_liquidity_detail_market_gate,0.04031308334176947,10,,,,0.0,0.0034046558804904396,-0.05358215951235007,,,49.9838657631494,,,,电气设备,0.2,8
