strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,turnover_proxy
liq_top_10_then_score,all,0.0,4,2026-02-13,2026-04-09,4.75,0.75,0.2138477047973386,0.2138477047973386,2.390271425588306,-0.020435097289306592,0.5,0.05421412376121393,0.004125733377713392,0.22904012557873535,-0.020435097289306436,79.05125,28.645250000000004,1.0
baseline_full_liquidity,all,0.0,4,2026-02-13,2026-04-09,5.0,0.0,0.0706852457590228,0.0706852457590228,0.5376923500215618,-0.02755593912592824,0.5,0.01967511465247909,-0.005479180948866836,0.13767046914181713,-0.04801164863416711,46.8515,29.988,1.0
liq_top_30_then_score,all,0.0,4,2026-02-13,2026-04-09,5.0,0.5,0.02949593850852783,0.02949593850852783,0.20097845643380063,-0.05546306290911074,0.25,0.008680995729541494,-0.015040363774244912,0.10056340856095602,-0.03575869809430023,81.358,26.2345,1.0
liq20_score_b_bonus_5pct,all,0.0,4,2026-02-13,2026-04-09,5.0,1.0,-0.0705351642471711,-0.0705351642471711,-0.36923487637152774,-0.10906646232113526,0.25,-0.01634517635418959,-0.025314306324838786,0.07572824680670787,-0.09048033957378865,80.538,27.538999999999998,1.0
baseline_full_score,all,0.0,4,2026-02-13,2026-04-09,5.0,0.5,-0.1081641861529492,-0.1081641861529492,-0.5138224243346786,-0.18176280596169048,0.25,-0.024869691578968983,-0.04206612690075375,0.10056340856095602,-0.11590992107532447,81.489,25.3225,1.0
baseline_b_score_v2,all,0.0,4,2026-02-13,2026-04-09,5.0,5.0,-0.13075991344291282,-0.13075991344291282,-0.5864001218275913,-0.09425463805918033,0.0,-0.0342644939355823,-0.032123926072944085,-0.012933366413118375,-0.05987675718332266,72.48649999999999,26.607999999999997,1.0
liq20_score_b_bonus_3pct,all,0.0,4,2026-02-13,2026-04-09,5.0,0.75,-0.1343914789197035,-0.1343914789197035,-0.5971664859459576,-0.10906646232113526,0.25,-0.033002145416513334,-0.055457718431547544,0.07572824680670787,-0.09682139160966612,80.67599999999999,27.316,1.0
liq20_bs_score_v2_b_bonus_3pct,all,0.0,4,2026-02-13,2026-04-09,4.75,1.25,-0.15590716636764934,-0.15590716636764934,-0.656237623838634,-0.16405168755834154,0.25,-0.04028975749291177,-0.03578407843101721,0.015278942262355776,-0.10486981537196842,78.827125,27.238374999999998,1.0
liq20_score_b_bonus_0pct,all,0.0,4,2026-02-13,2026-04-09,5.0,0.5,-0.16361640833886548,-0.16361640833886548,-0.6755448468865128,-0.10906646232113526,0.25,-0.04208190876261857,-0.055457718431547544,0.03940919342228695,-0.09682139160966612,80.7855,27.1525,1.0
liq_top_20_then_score,all,0.0,4,2026-02-13,2026-04-09,5.0,0.5,-0.16361640833886548,-0.16361640833886548,-0.6755448468865128,-0.10906646232113526,0.25,-0.04208190876261857,-0.055457718431547544,0.03940919342228695,-0.09682139160966612,80.7855,27.1525,1.0
liq20_score_b_bonus_8pct,all,0.0,4,2026-02-13,2026-04-09,5.0,1.75,-0.16375773950535366,-0.16375773950535366,-0.6758900964944001,-0.12266564907884281,0.25,-0.04298306694120974,-0.04725934343518154,0.013066758679312751,-0.09048033957378865,79.7845,27.8995,1.0
liq20_bs_score_v2_b_bonus_0pct,all,0.0,4,2026-02-13,2026-04-09,4.75,1.0,-0.17057681786429035,-0.17057681786429035,-0.6921849368757287,-0.1785797938567366,0.25,-0.044178917348738855,-0.03578407843101721,0.015278942262355776,-0.12042645479527678,78.858125,27.100375,1.0
liq_top_20_then_bs_v2,all,0.0,4,2026-02-13,2026-04-09,4.75,1.0,-0.17057681786429035,-0.17057681786429035,-0.6921849368757287,-0.1785797938567366,0.25,-0.044178917348738855,-0.03578407843101721,0.015278942262355776,-0.12042645479527678,78.858125,27.100375,1.0
liq20_bs_score_v2_b_bonus_5pct,all,0.0,4,2026-02-13,2026-04-09,5.0,2.25,-0.24043593535481655,-0.24043593535481655,-0.8231700670989183,-0.21600395289103902,0.0,-0.06607407394355938,-0.06413154016969166,-0.03116340006288574,-0.10486981537196842,77.7605,27.5745,1.0
liq20_bs_score_v2_b_bonus_8pct,all,0.0,4,2026-02-13,2026-04-09,5.0,2.75,-0.2778846373994103,-0.2778846373994103,-0.8714057700529665,-0.2546572222318385,0.0,-0.0775287064687853,-0.07796738614190128,-0.03116340006288574,-0.1230166535284529,76.39750000000001,27.570500000000003,1.0
liq_top_10_then_score,all,0.0015,4,2026-02-13,2026-04-09,4.75,0.75,0.2138477047973386,0.20689575915213831,2.269787248727432,-0.021935097289306316,0.5,0.05271412376121393,0.002625733377713392,0.22754012557873535,-0.021935097289306437,79.05125,28.645250000000004,1.0
baseline_full_liquidity,all,0.0015,4,2026-02-13,2026-04-09,5.0,0.0,0.0706852457590228,0.06436919489768833,0.4814311385290828,-0.0290559391259283,0.5,0.018175114652479087,-0.006979180948866836,0.13617046914181713,-0.04951164863416711,46.8515,29.988,1.0
liq_top_30_then_score,all,0.0015,4,2026-02-13,2026-04-09,5.0,0.5,0.02949593850852783,0.023369252749940728,0.15665514963041582,-0.05837652221603529,0.25,0.007180995729541492,-0.016540363774244914,0.09906340856095602,-0.037258698094300234,81.358,26.2345,1.0
liq20_score_b_bonus_5pct,all,0.0015,4,2026-02-13,2026-04-09,5.0,1.0,-0.0705351642471711,-0.07621196062007896,-0.39311596850315866,-0.11189783916584062,0.25,-0.017845176354189585,-0.026814306324838784,0.07422824680670786,-0.09198033957378865,80.538,27.538999999999998,1.0
baseline_full_score,all,0.0015,4,2026-02-13,2026-04-09,5.0,0.5,-0.1081641861529492,-0.11367625244829926,-0.5324457278588117,-0.18447496114476392,0.25,-0.026369691578968985,-0.04356612690075375,0.09906340856095602,-0.11740992107532447,81.489,25.3225,1.0
baseline_b_score_v2,all,0.0015,4,2026-02-13,2026-04-09,5.0,5.0,-0.13075991344291282,-0.13614964825880538,-0.6022935441167546,-0.09846162421227855,0.0,-0.0357644939355823,-0.03362392607294409,-0.014433366413118374,-0.06137675718332266,72.48649999999999,26.607999999999997,1.0
liq20_score_b_bonus_3pct,all,0.0015,4,2026-02-13,2026-04-09,5.0,0.75,-0.1343914789197035,-0.13977658209557298,-0.6126969245852332,-0.1118978391658405,0.25,-0.034502145416513336,-0.056957718431547545,0.07422824680670786,-0.09832139160966612,80.67599999999999,27.316,1.0
liq20_bs_score_v2_b_bonus_3pct,all,0.0015,4,2026-02-13,2026-04-09,4.75,1.25,-0.15590716636764934,-0.16118517363582818,-0.6695571048691136,-0.16679295976548425,0.25,-0.04178975749291177,-0.03728407843101721,0.013778942262355777,-0.10636981537196842,78.827125,27.238374999999998,1.0
liq20_score_b_bonus_0pct,all,0.0015,4,2026-02-13,2026-04-09,5.0,0.5,-0.16361640833886548,-0.16886025247034897,-0.6881494403084347,-0.1118978391658405,0.25,-0.04358190876261857,-0.056957718431547545,0.03790919342228695,-0.09832139160966612,80.7855,27.1525,1.0
liq_top_20_then_score,all,0.0015,4,2026-02-13,2026-04-09,5.0,0.5,-0.16361640833886548,-0.16886025247034897,-0.6881494403084347,-0.1118978391658405,0.25,-0.04358190876261857,-0.056957718431547545,0.03790919342228695,-0.09832139160966612,80.7855,27.1525,1.0
liq20_score_b_bonus_8pct,all,0.0015,4,2026-02-13,2026-04-09,5.0,1.75,-0.16375773950535366,-0.1689963056126259,-0.6884709049508759,-0.12547459784307424,0.25,-0.044483066941209744,-0.04875934343518154,0.011566758679312752,-0.09198033957378865,79.7845,27.8995,1.0
liq20_bs_score_v2_b_bonus_0pct,all,0.0015,4,2026-02-13,2026-04-09,4.75,1.0,-0.17057681786429035,-0.17578756735656398,-0.7041669330836959,-0.18129773110474423,0.25,-0.04567891734873886,-0.03728407843101721,0.013778942262355777,-0.12192645479527678,78.858125,27.100375,1.0
liq_top_20_then_bs_v2,all,0.0015,4,2026-02-13,2026-04-09,4.75,1.0,-0.17057681786429035,-0.17578756735656398,-0.7041669330836959,-0.18129773110474423,0.25,-0.04567891734873886,-0.03728407843101721,0.013778942262355777,-0.12192645479527678,78.858125,27.100375,1.0
liq20_bs_score_v2_b_bonus_5pct,all,0.0015,4,2026-02-13,2026-04-09,5.0,2.25,-0.24043593535481655,-0.24530785075559192,-0.830195207658163,-0.2198246718944885,0.0,-0.06757407394355938,-0.06563154016969167,-0.03266340006288574,-0.10636981537196842,77.7605,27.5745,1.0
liq20_bs_score_v2_b_bonus_8pct,all,0.0015,4,2026-02-13,2026-04-09,5.0,2.75,-0.2778846373994103,-0.28257651878653633,-0.8765798135747401,-0.2583517658071629,0.0,-0.07902870646878529,-0.07946738614190128,-0.03266340006288574,-0.1245166535284529,76.39750000000001,27.570500000000003,1.0
liq_top_10_then_score,all,0.002,4,2026-02-13,2026-04-09,4.75,0.75,0.2138477047973386,0.20458507678850402,2.230547379106023,-0.022435097289306483,0.5,0.052214123761213926,0.002125733377713392,0.22704012557873535,-0.022435097289306434,79.05125,28.645250000000004,1.0
baseline_full_liquidity,all,0.002,4,2026-02-13,2026-04-09,5.0,0.0,0.0706852457590228,0.06227005839608912,0.46312059918304316,-0.029555939125928243,0.5,0.017675114652479087,-0.007479180948866835,0.13567046914181713,-0.050011648634167113,46.8515,29.988,1.0
liq_top_30_then_score,all,0.002,4,2026-02-13,2026-04-09,5.0,0.5,0.02949593850852783,0.021333108875129625,0.14223296028542354,-0.05934667531834348,0.25,0.006680995729541492,-0.017040363774244914,0.09856340856095602,-0.037758698094300235,81.358,26.2345,1.0
liq20_score_b_bonus_5pct,all,0.002,4,2026-02-13,2026-04-09,5.0,1.0,-0.0705351642471711,-0.07809844146978107,-0.40088159715508775,-0.11284063144740908,0.25,-0.018345176354189585,-0.027314306324838784,0.07372824680670786,-0.09248033957378865,80.538,27.538999999999998,1.0
baseline_full_score,all,0.002,4,2026-02-13,2026-04-09,5.0,0.5,-0.1081641861529492,-0.11550792960564571,-0.5384998509687882,-0.18537801287245526,0.25,-0.026869691578968985,-0.04406612690075375,0.09856340856095602,-0.11790992107532447,81.489,25.3225,1.0
baseline_b_score_v2,all,0.002,4,2026-02-13,2026-04-09,5.0,5.0,-0.13075991344291282,-0.13794064479841084,-0.6074597757415121,-0.09986105318382743,0.0,-0.0362644939355823,-0.03412392607294409,-0.014933366413118375,-0.06187675718332266,72.48649999999999,26.607999999999997,1.0
liq20_score_b_bonus_3pct,all,0.002,4,2026-02-13,2026-04-09,5.0,0.75,-0.1343914789197035,-0.1415660291855787,-0.6177447643764573,-0.11284063144740908,0.25,-0.035002145416513336,-0.05745771843154754,0.07372824680670786,-0.09882139160966612,80.67599999999999,27.316,1.0
liq20_bs_score_v2_b_bonus_3pct,all,0.002,4,2026-02-13,2026-04-09,4.75,1.25,-0.15590716636764934,-0.16293900112560467,-0.6738857500101263,-0.1677057171678651,0.25,-0.04228975749291177,-0.037784078431017214,0.013278942262355776,-0.10686981537196842,78.827125,27.238374999999998,1.0
liq20_score_b_bonus_0pct,all,0.002,4,2026-02-13,2026-04-09,5.0,0.5,-0.16361640833886548,-0.17060271449746478,-0.6922454795527379,-0.11284063144740908,0.25,-0.04408190876261857,-0.05745771843154754,0.03740919342228695,-0.09882139160966612,80.7855,27.1525,1.0
liq_top_20_then_score,all,0.002,4,2026-02-13,2026-04-09,5.0,0.5,-0.16361640833886548,-0.17060271449746478,-0.6922454795527379,-0.11284063144740908,0.25,-0.04408190876261857,-0.05745771843154754,0.03740919342228695,-0.09882139160966612,80.7855,27.1525,1.0
liq20_score_b_bonus_8pct,all,0.002,4,2026-02-13,2026-04-09,5.0,1.75,-0.16375773950535366,-0.17073701527359864,-0.6925592951674089,-0.1264099140978182,0.25,-0.044983066941209744,-0.04925934343518154,0.011066758679312751,-0.09248033957378865,79.7845,27.8995,1.0
liq20_bs_score_v2_b_bonus_0pct,all,0.002,4,2026-02-13,2026-04-09,4.75,1.0,-0.17057681786429035,-0.17751902132750463,-0.7080604486057414,-0.18220271018741363,0.25,-0.04617891734873886,-0.037784078431017214,0.013278942262355776,-0.12242645479527678,78.858125,27.100375,1.0
liq_top_20_then_bs_v2,all,0.002,4,2026-02-13,2026-04-09,4.75,1.0,-0.17057681786429035,-0.17751902132750463,-0.7080604486057414,-0.18220271018741363,0.25,-0.04617891734873886,-0.037784078431017214,0.013278942262355776,-0.12242645479527678,78.858125,27.100375,1.0
liq20_bs_score_v2_b_bonus_5pct,all,0.002,4,2026-02-13,2026-04-09,5.0,2.25,-0.24043593535481655,-0.24692660368539276,-0.8324767748340434,-0.2210954815285342,0.0,-0.06807407394355938,-0.06613154016969167,-0.03316340006288574,-0.10686981537196842,77.7605,27.5745,1.0
liq20_bs_score_v2_b_bonus_8pct,all,0.002,4,2026-02-13,2026-04-09,5.0,2.75,-0.2778846373994103,-0.2841353887944381,-0.878259626571817,-0.2595805627836971,0.0,-0.07952870646878529,-0.07996738614190128,-0.03316340006288574,-0.1250166535284529,76.39750000000001,27.570500000000003,1.0
baseline_full_liquidity,test,0.0,1,2026-04-09,2026-04-09,5.0,0.0,0.13767046914181713,0.13767046914181713,24.799745682990565,0.0,1.0,0.13767046914181713,0.13767046914181713,0.13767046914181713,0.13767046914181713,47.66,29.988,1.0
baseline_full_score,test,0.0,1,2026-04-09,2026-04-09,5.0,0.0,0.10056340856095591,0.10056340856095591,10.186642187437444,0.0,1.0,0.10056340856095602,0.10056340856095602,0.10056340856095602,0.10056340856095602,82.614,26.907999999999998,1.0
liq_top_30_then_score,test,0.0,1,2026-04-09,2026-04-09,5.0,0.0,0.10056340856095591,0.10056340856095591,10.186642187437444,0.0,1.0,0.10056340856095602,0.10056340856095602,0.10056340856095602,0.10056340856095602,82.614,26.907999999999998,1.0
liq20_score_b_bonus_3pct,test,0.0,1,2026-04-09,2026-04-09,5.0,1.0,0.07572824680670776,0.07572824680670776,5.293682496894652,0.0,1.0,0.07572824680670787,0.07572824680670787,0.07572824680670787,0.07572824680670787,82.076,28.214,1.0
liq20_score_b_bonus_5pct,test,0.0,1,2026-04-09,2026-04-09,5.0,1.0,0.07572824680670776,0.07572824680670776,5.293682496894652,0.0,1.0,0.07572824680670787,0.07572824680670787,0.07572824680670787,0.07572824680670787,82.076,28.214,1.0
liq20_score_b_bonus_0pct,test,0.0,1,2026-04-09,2026-04-09,5.0,0.0,0.03940919342228688,0.03940919342228688,1.6486291541288045,0.0,1.0,0.03940919342228695,0.03940919342228695,0.03940919342228695,0.03940919342228695,82.514,27.560000000000002,1.0
liq_top_20_then_score,test,0.0,1,2026-04-09,2026-04-09,5.0,0.0,0.03940919342228688,0.03940919342228688,1.6486291541288045,0.0,1.0,0.03940919342228695,0.03940919342228695,0.03940919342228695,0.03940919342228695,82.514,27.560000000000002,1.0
liq20_bs_score_v2_b_bonus_0pct,test,0.0,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.015278942262355821,0.4653843257415462,0.0,1.0,0.015278942262355776,0.015278942262355776,0.015278942262355776,0.015278942262355776,81.34,27.619999999999997,1.0
liq20_bs_score_v2_b_bonus_3pct,test,0.0,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.015278942262355821,0.4653843257415462,0.0,1.0,0.015278942262355776,0.015278942262355776,0.015278942262355776,0.015278942262355776,81.34,27.619999999999997,1.0
liq_top_20_then_bs_v2,test,0.0,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.015278942262355821,0.4653843257415462,0.0,1.0,0.015278942262355776,0.015278942262355776,0.015278942262355776,0.015278942262355776,81.34,27.619999999999997,1.0
liq20_score_b_bonus_8pct,test,0.0,1,2026-04-09,2026-04-09,5.0,2.0,0.013066758679312729,0.013066758679312729,0.3870088905634075,0.0,1.0,0.013066758679312751,0.013066758679312751,0.013066758679312751,0.013066758679312751,80.976,29.012,1.0
liq_top_10_then_score,test,0.0,1,2026-04-09,2026-04-09,5.0,1.0,-0.0009895979763751006,-0.0009895979763751006,-0.024641532308543268,0.0,0.0,-0.0009895979763750785,-0.0009895979763750785,-0.0009895979763750785,-0.0009895979763750785,81.7,28.894,1.0
baseline_b_score_v2,test,0.0,1,2026-04-09,2026-04-09,5.0,5.0,-0.012933366413118375,-0.012933366413118375,-0.27967070040585895,0.0,0.0,-0.012933366413118375,-0.012933366413118375,-0.012933366413118375,-0.012933366413118375,75.116,28.674,1.0
liq20_bs_score_v2_b_bonus_5pct,test,0.0,1,2026-04-09,2026-04-09,5.0,4.0,-0.06214770047319562,-0.06214770047319562,-0.8014873990975202,0.0,0.0,-0.0621477004731956,-0.0621477004731956,-0.0621477004731956,-0.0621477004731956,77.846,28.412,1.0
liq20_bs_score_v2_b_bonus_8pct,test,0.0,1,2026-04-09,2026-04-09,5.0,4.0,-0.06214770047319562,-0.06214770047319562,-0.8014873990975202,0.0,0.0,-0.0621477004731956,-0.0621477004731956,-0.0621477004731956,-0.0621477004731956,77.846,28.412,1.0
baseline_full_liquidity,test,0.0015,1,2026-04-09,2026-04-09,5.0,0.0,0.13767046914181713,0.13617046914181707,23.956066067684848,0.0,1.0,0.13617046914181713,0.13617046914181713,0.13617046914181713,0.13617046914181713,47.66,29.988,1.0
baseline_full_score,test,0.0015,1,2026-04-09,2026-04-09,5.0,0.0,0.10056340856095591,0.09906340856095608,9.808695325701708,0.0,1.0,0.09906340856095602,0.09906340856095602,0.09906340856095602,0.09906340856095602,82.614,26.907999999999998,1.0
liq_top_30_then_score,test,0.0015,1,2026-04-09,2026-04-09,5.0,0.0,0.10056340856095591,0.09906340856095608,9.808695325701708,0.0,1.0,0.09906340856095602,0.09906340856095602,0.09906340856095602,0.09906340856095602,82.614,26.907999999999998,1.0
liq20_score_b_bonus_3pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,1.0,0.07572824680670776,0.07422824680670792,5.0762203156197145,0.0,1.0,0.07422824680670786,0.07422824680670786,0.07422824680670786,0.07422824680670786,82.076,28.214,1.0
liq20_score_b_bonus_5pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,1.0,0.07572824680670776,0.07422824680670792,5.0762203156197145,0.0,1.0,0.07422824680670786,0.07422824680670786,0.07422824680670786,0.07422824680670786,82.076,28.214,1.0
liq20_score_b_bonus_0pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,0.0,0.03940919342228688,0.037909193422287046,1.5539702939394324,0.0,1.0,0.03790919342228695,0.03790919342228695,0.03790919342228695,0.03790919342228695,82.514,27.560000000000002,1.0
liq_top_20_then_score,test,0.0015,1,2026-04-09,2026-04-09,5.0,0.0,0.03940919342228688,0.037909193422287046,1.5539702939394324,0.0,1.0,0.03790919342228695,0.03790919342228695,0.03790919342228695,0.03790919342228695,82.514,27.560000000000002,1.0
liq20_bs_score_v2_b_bonus_0pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.013778942262355764,0.41179065782061874,0.0,1.0,0.013778942262355777,0.013778942262355777,0.013778942262355777,0.013778942262355777,81.34,27.619999999999997,1.0
liq20_bs_score_v2_b_bonus_3pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.013778942262355764,0.41179065782061874,0.0,1.0,0.013778942262355777,0.013778942262355777,0.013778942262355777,0.013778942262355777,81.34,27.619999999999997,1.0
liq_top_20_then_bs_v2,test,0.0015,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.013778942262355764,0.41179065782061874,0.0,1.0,0.013778942262355777,0.013778942262355777,0.013778942262355777,0.013778942262355777,81.34,27.619999999999997,1.0
liq20_score_b_bonus_8pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,2.0,0.013066758679312729,0.011566758679312672,0.33617286043063177,0.0,1.0,0.011566758679312752,0.011566758679312752,0.011566758679312752,0.011566758679312752,80.976,29.012,1.0
liq_top_10_then_score,test,0.0015,1,2026-04-09,2026-04-09,5.0,1.0,-0.0009895979763751006,-0.0024895979763750464,-0.06088383393983898,0.0,0.0,-0.0024895979763750785,-0.0024895979763750785,-0.0024895979763750785,-0.0024895979763750785,81.7,28.894,1.0
baseline_b_score_v2,test,0.0015,1,2026-04-09,2026-04-09,5.0,5.0,-0.012933366413118375,-0.01443336641311832,-0.3067545967762004,0.0,0.0,-0.014433366413118374,-0.014433366413118374,-0.014433366413118374,-0.014433366413118374,75.116,28.674,1.0
liq20_bs_score_v2_b_bonus_5pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,4.0,-0.06214770047319562,-0.06364770047319557,-0.8093354772069663,0.0,0.0,-0.0636477004731956,-0.0636477004731956,-0.0636477004731956,-0.0636477004731956,77.846,28.412,1.0
liq20_bs_score_v2_b_bonus_8pct,test,0.0015,1,2026-04-09,2026-04-09,5.0,4.0,-0.06214770047319562,-0.06364770047319557,-0.8093354772069663,0.0,0.0,-0.0636477004731956,-0.0636477004731956,-0.0636477004731956,-0.0636477004731956,77.846,28.412,1.0
baseline_full_liquidity,test,0.002,1,2026-04-09,2026-04-09,5.0,0.0,0.13767046914181713,0.13567046914181713,23.68077487854692,0.0,1.0,0.13567046914181713,0.13567046914181713,0.13567046914181713,0.13567046914181713,47.66,29.988,1.0
baseline_full_score,test,0.002,1,2026-04-09,2026-04-09,5.0,0.0,0.10056340856095591,0.09856340856095613,9.685460842604101,0.0,1.0,0.09856340856095602,0.09856340856095602,0.09856340856095602,0.09856340856095602,82.614,26.907999999999998,1.0
liq_top_30_then_score,test,0.002,1,2026-04-09,2026-04-09,5.0,0.0,0.10056340856095591,0.09856340856095613,9.685460842604101,0.0,1.0,0.09856340856095602,0.09856340856095602,0.09856340856095602,0.09856340856095602,82.614,26.907999999999998,1.0
liq20_score_b_bonus_3pct,test,0.002,1,2026-04-09,2026-04-09,5.0,1.0,0.07572824680670776,0.07372824680670798,5.005350144390661,0.0,1.0,0.07372824680670786,0.07372824680670786,0.07372824680670786,0.07372824680670786,82.076,28.214,1.0
