strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,turnover_proxy
liq20_score_b_bonus_5pct,test,0.002,1,2026-04-09,2026-04-09,5.0,1.0,0.07572824680670776,0.07372824680670798,5.005350144390661,0.0,1.0,0.07372824680670786,0.07372824680670786,0.07372824680670786,0.07372824680670786,82.076,28.214,1.0
liq20_score_b_bonus_0pct,test,0.002,1,2026-04-09,2026-04-09,5.0,0.0,0.03940919342228688,0.03740919342228688,1.5231456855475787,0.0,1.0,0.03740919342228695,0.03740919342228695,0.03740919342228695,0.03740919342228695,82.514,27.560000000000002,1.0
liq_top_20_then_score,test,0.002,1,2026-04-09,2026-04-09,5.0,0.0,0.03940919342228688,0.03740919342228688,1.5231456855475787,0.0,1.0,0.03740919342228695,0.03740919342228695,0.03740919342228695,0.03740919342228695,82.514,27.560000000000002,1.0
liq20_bs_score_v2_b_bonus_0pct,test,0.002,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.01327894226235582,0.39434818857215603,0.0,1.0,0.013278942262355776,0.013278942262355776,0.013278942262355776,0.013278942262355776,81.34,27.619999999999997,1.0
liq20_bs_score_v2_b_bonus_3pct,test,0.002,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.01327894226235582,0.39434818857215603,0.0,1.0,0.013278942262355776,0.013278942262355776,0.013278942262355776,0.013278942262355776,81.34,27.619999999999997,1.0
liq_top_20_then_bs_v2,test,0.002,1,2026-04-09,2026-04-09,5.0,1.0,0.015278942262355821,0.01327894226235582,0.39434818857215603,0.0,1.0,0.013278942262355776,0.013278942262355776,0.013278942262355776,0.013278942262355776,81.34,27.619999999999997,1.0
liq20_score_b_bonus_8pct,test,0.002,1,2026-04-09,2026-04-09,5.0,2.0,0.013066758679312729,0.011066758679312727,0.3196287520421601,0.0,1.0,0.011066758679312751,0.011066758679312751,0.011066758679312751,0.011066758679312751,80.976,29.012,1.0
liq_top_10_then_score,test,0.002,1,2026-04-09,2026-04-09,5.0,1.0,-0.0009895979763751006,-0.0029895979763751024,-0.07267456172799303,0.0,0.0,-0.0029895979763750785,-0.0029895979763750785,-0.0029895979763750785,-0.0029895979763750785,81.7,28.894,1.0
baseline_b_score_v2,test,0.002,1,2026-04-09,2026-04-09,5.0,5.0,-0.012933366413118375,-0.014933366413118376,-0.31556321665672915,0.0,0.0,-0.014933366413118375,-0.014933366413118375,-0.014933366413118375,-0.014933366413118375,75.116,28.674,1.0
liq20_bs_score_v2_b_bonus_5pct,test,0.002,1,2026-04-09,2026-04-09,5.0,4.0,-0.06214770047319562,-0.06414770047319562,-0.8118846401469753,0.0,0.0,-0.0641477004731956,-0.0641477004731956,-0.0641477004731956,-0.0641477004731956,77.846,28.412,1.0
liq20_bs_score_v2_b_bonus_8pct,test,0.002,1,2026-04-09,2026-04-09,5.0,4.0,-0.06214770047319562,-0.06414770047319562,-0.8118846401469753,0.0,0.0,-0.0641477004731956,-0.0641477004731956,-0.0641477004731956,-0.0641477004731956,77.846,28.412,1.0
liq_top_10_then_score,train,0.0,2,2026-02-13,2026-03-09,4.5,1.0,0.20392457104007233,0.20392457104007233,9.36456081647381,-0.020435097289306592,0.5,0.10430251414471446,0.10430251414471446,0.22904012557873535,-0.020435097289306436,79.38749999999999,28.500500000000002,1.0
liq_top_30_then_score,train,0.0,2,2026-02-13,2026-03-09,5.0,0.5,-0.02988361815572682,-0.02988361815572682,-0.3176921573724035,-0.02043509728930648,0.0,-0.015040363774244912,-0.015040363774244912,-0.00964563025918339,-0.020435097289306436,80.775,26.668,1.0
baseline_full_liquidity,train,0.0,2,2026-02-13,2026-03-09,5.0,0.0,-0.032210948452031096,-0.032210948452031096,-0.33803217791448414,0.0,0.5,-0.015707035702986247,-0.015707035702986247,0.016597577228194615,-0.04801164863416711,39.512,29.988,1.0
liq20_score_b_bonus_5pct,train,0.0,2,2026-02-13,2026-03-09,5.0,1.5,-0.050011605225782296,-0.050011605225782296,-0.47609736980441975,-0.02043509728930648,0.0,-0.025314306324838786,-0.025314306324838786,-0.020435097289306436,-0.030193515360371136,80.423,27.708,1.0
baseline_full_score,train,0.0,2,2026-02-13,2026-03-09,5.0,0.5,-0.08341378337156335,-0.08341378337156335,-0.6662787518825635,-0.07448662354232416,0.0,-0.04206612690075375,-0.04206612690075375,-0.00964563025918339,-0.07448662354232412,80.83500000000001,25.628,1.0
liq20_score_b_bonus_8pct,train,0.0,2,2026-02-13,2026-03-09,5.0,2.5,-0.0924261902831165,-0.0924261902831165,-0.7053458040741957,-0.035387150938520406,0.0,-0.04725934343518154,-0.04725934343518154,-0.035387150938520386,-0.059131535931842685,79.466,28.03,1.0
baseline_b_score_v2,train,0.0,2,2026-02-13,2026-03-09,5.0,5.0,-0.097767603016782,-0.097767603016782,-0.7264655312843746,-0.05987675718332264,0.0,-0.050090441697736465,-0.050090441697736465,-0.04030412621215027,-0.05987675718332266,73.815,27.142,1.0
liq20_bs_score_v2_b_bonus_3pct,train,0.0,2,2026-02-13,2026-03-09,4.5,2.0,-0.1097507606509961,-0.1097507606509961,-0.7688753310766474,-0.10486981537196838,0.0,-0.05516129618390756,-0.05516129618390756,-0.005452776995846703,-0.10486981537196842,78.84825,27.41075,1.0
liq20_score_b_bonus_0pct,train,0.0,2,2026-02-13,2026-03-09,5.0,1.0,-0.11527793434174294,-0.11527793434174294,-0.7863187458408598,-0.02043509728930648,0.0,-0.05862824444948628,-0.05862824444948628,-0.020435097289306436,-0.09682139160966612,80.699,27.262,1.0
